dates,satname,nzd0408-0000,nzd0408-0001,nzd0408-0002,nzd0408-0003,nzd0408-0004
1999-09-04 22:00:33.926000,L7,177.57,202.42,319.19,160.85,257.54
1999-10-22 22:00:28.631000,L7,395.74,384.76,389.64,382.88,379.06
1999-12-09 22:00:33.510000,L7,306.08,323.90,304.26,159.82,296.66
2000-01-26 22:00:26.187000,L7,344.64,335.76,358.13,343.85,306.55
2000-02-11 22:00:21.827000,L7,,,266.68,313.08,296.59
2000-02-27 22:00:16.353000,L7,218.78,328.19,304.50,308.01,285.70
2000-03-30 22:00:09.363000,L7,181.82,285.57,193.70,156.65,160.75
2000-04-15 21:59:55.745000,L7,244.75,338.71,192.35,253.04,157.33
2000-05-01 21:59:54.563000,L7,335.68,358.64,364.68,350.82,358.29
2000-06-18 21:59:27.736000,L7,186.78,266.95,191.87,252.65,162.63
2000-08-05 21:58:44.520000,L7,339.69,347.85,191.37,273.46,157.52
2000-09-06 21:58:22.821000,L7,292.09,232.56,203.69,176.19,236.65
2000-10-08 21:58:00.300000,L7,327.97,333.66,164.31,268.06,159.93
2000-11-09 21:57:57.236000,L7,389.12,377.55,386.65,392.13,371.83
2000-11-25 21:57:58.896000,L7,319.35,336.86,341.90,313.86,301.18
2001-06-05 21:57:16.389000,L7,213.98,368.62,198.51,192.88,163.86
2001-07-07 21:57:00.006000,L7,,358.77,205.99,314.77,295.11
2001-08-24 21:56:24.380000,L7,274.48,161.59,,,
2001-09-25 21:56:04.528000,L7,355.33,362.62,362.48,351.48,327.39
2001-12-30 21:56:13.010000,L7,218.88,332.73,312.94,311.11,310.85
2002-03-20 21:56:24.055000,L7,301.03,333.81,320.21,317.37,296.81
2002-05-07 21:56:27.687000,L7,276.88,325.70,325.87,267.27,
2002-10-14 21:55:19.836000,L7,,317.20,311.12,303.68,290.18
2002-10-30 21:55:25.430000,L7,371.86,365.96,375.97,366.73,366.84
2003-01-18 21:56:06.129000,L7,231.54,237.29,171.51,300.96,206.52
2003-05-10 21:56:22.313000,L7,191.67,324.29,308.33,183.15,244.81
2003-07-21 21:44:09.463000,L5,324.49,334.02,337.43,329.52,306.93
2004-04-02 21:46:54.575000,L5,358.68,364.54,364.39,357.83,345.78
2004-05-04 21:47:51.656000,L5,310.79,338.64,327.34,329.02,301.53
2004-05-20 21:48:20.187000,L5,305.32,326.16,326.14,325.25,
2004-06-05 21:48:48.638000,L5,321.28,339.13,342.34,332.92,311.01
2004-07-07 21:49:44.929000,L5,316.24,338.27,335.13,322.84,308.09
2004-08-08 21:50:26.495000,L5,318.62,332.98,329.73,322.31,304.12
2004-09-25 21:51:43.061000,L5,354.85,362.35,355.74,347.90,335.49
2004-10-27 21:52:23.346000,L5,376.89,358.82,360.71,352.54,343.08
2005-01-15 21:53:45.186000,L5,478.75,372.35,376.62,361.96,357.81
2005-03-04 21:54:27.824000,L5,501.97,382.09,394.96,384.09,391.42
2005-04-05 21:54:42.889000,L5,360.18,360.91,356.41,350.25,336.00
2005-04-21 21:54:46.500000,L5,357.83,362.72,355.54,349.76,342.32
2005-06-08 21:55:08.756000,L5,315.06,267.64,331.76,320.31,303.59
2005-06-24 21:55:13.674000,L5,330.37,349.57,339.44,332.69,321.90
