dates,satname,nzd0086-0000,nzd0086-0001,nzd0086-0002,nzd0086-0003,nzd0086-0004,nzd0086-0005,nzd0086-0006,nzd0086-0007,nzd0086-0008,nzd0086-0009,nzd0086-0010,nzd0086-0011,nzd0086-0012,nzd0086-0013,nzd0086-0014,nzd0086-0015,nzd0086-0016,nzd0086-0017,nzd0086-0018,nzd0086-0019,nzd0086-0020
1999-09-27 22:04:48.949000,L7,,,,,,,,,204.84,228.60,238.24,290.87,286.92,285.15,279.54,273.30,283.28,255.63,283.88,248.05,293.89
1999-11-14 22:04:42.286000,L7,,,,,,,,,,217.84,205.10,226.57,226.07,287.16,283.52,278.40,281.48,285.14,292.69,290.05,298.65
2000-01-01 22:04:37.439000,L7,,,,,,,,,,,,,,,,204.97,188.42,180.91,181.26,171.57,190.62
2000-02-18 22:04:29.218000,L7,,,,,,,,,,,,,,,,193.05,187.01,166.36,198.58,184.59,191.90
2000-10-15 22:01:56.204000,L7,,,,,,,,,,230.58,232.82,220.23,230.06,274.82,272.52,270.58,275.81,276.63,279.74,280.23,259.57
2001-01-03 22:02:12.432000,L7,,,,,185.51,224.33,209.42,219.20,172.61,330.01,344.89,336.32,332.82,319.63,311.22,307.44,307.03,303.28,299.26,268.18,313.30
2001-08-15 22:00:38.680000,L7,,,182.71,217.53,255.39,289.12,311.57,299.80,311.53,309.00,338.07,324.49,320.49,330.08,312.66,300.68,305.42,318.33,316.64,219.81,328.15
2001-10-02 22:00:04.650000,L7,,,,,,,208.25,296.53,299.43,298.11,306.06,229.45,232.29,283.01,282.81,282.05,274.88,279.45,270.65,279.47,296.40
2001-11-03 22:00:10.954000,L7,,,,,,,,,,,,,,235.61,229.79,225.74,213.23,201.45,205.37,242.27,238.34
2001-12-05 22:00:18.987000,L7,,,,,205.53,183.46,199.85,223.23,214.64,221.04,233.01,228.91,227.34,268.56,269.88,266.38,266.54,278.75,207.21,285.96,288.91
2001-12-21 22:00:29.925000,L7,,,,,196.26,213.45,201.32,222.82,,,,,,,,210.09,200.04,273.90,273.86,284.59,293.86
2002-02-23 22:00:43.620000,L7,,,,,,372.37,387.31,374.22,373.93,364.28,,,,223.90,211.87,348.24,346.08,346.44,354.89,358.60,372.33
2002-04-28 22:00:38.357000,L7,,,,,,,,,,,,,,225.02,217.43,215.12,203.24,197.87,198.51,203.14,413.14
2002-08-18 21:59:57.690000,L7,,,,,,,,,,,,,,,,,,,,309.91,324.96
2002-09-19 21:59:35.083000,L7,,,,,,,,,,,,,,,214.89,209.50,196.08,182.28,200.15,199.98,217.67
2002-10-21 21:59:36.443000,L7,,,,,,,310.92,321.49,231.74,243.17,250.88,240.00,232.18,295.69,288.39,280.06,283.56,287.98,302.32,316.19,317.51
2002-11-06 21:59:41.879000,L7,,,,,,,,,,,,,,229.68,225.01,211.50,205.91,185.83,183.74,,
2003-07-28 21:48:28.960000,L5,,,,,225.85,234.38,240.24,248.21,228.08,240.65,237.65,214.80,,235.73,238.46,220.47,213.40,212.78,,,
2003-09-14 21:49:18.766000,L5,,,247.93,271.71,281.89,298.48,304.34,299.69,294.66,300.15,302.64,293.24,289.65,291.28,285.54,278.65,281.07,281.63,281.33,280.24,289.63
2004-07-30 21:54:28.143000,L5,,,,178.37,258.00,269.77,285.05,273.74,274.96,278.56,281.49,272.98,255.71,274.23,264.29,249.57,262.25,266.36,265.99,259.04,265.35
2004-09-16 21:55:41.721000,L5,,,161.00,177.45,256.98,280.05,288.22,286.59,284.54,285.05,284.15,276.41,270.55,265.37,258.85,252.78,255.65,265.31,265.40,266.94,278.29
2004-10-18 21:56:23.891000,L5,,,,,242.03,267.22,271.90,273.91,281.30,283.16,288.69,281.51,264.17,269.44,248.19,244.69,248.83,255.69,255.79,258.10,275.54
2004-11-19 21:56:55.269000,L5,,,,178.26,251.42,256.98,263.51,265.41,266.08,265.62,268.64,279.39,271.14,273.84,268.90,259.03,264.61,250.00,252.33,255.12,259.21
2005-02-23 21:58:31.621000,L5,,,273.71,292.73,306.85,317.42,316.91,309.15,309.99,313.94,313.67,306.97,300.89,305.34,299.70,294.68,299.13,308.55,300.54,289.71,304.35
2005-03-11 21:58:44.158000,L5,,,,,247.90,267.30,273.05,271.85,268.08,266.92,268.59,260.01,238.38,245.71,245.83,234.10,239.50,242.45,244.09,245.25,254.25
2005-03-27 21:58:51.619000,L5,,,195.40,243.36,270.33,283.12,279.82,288.94,289.12,288.68,282.61,275.51,273.54,271.56,268.56,256.78,261.84,258.00,248.40,259.29,270.29
2005-04-12 21:58:55.193000,L5,,,243.88,283.36,298.43,305.07,315.41,314.14,312.80,326.20,324.84,321.72,348.39,382.27,323.34,295.94,292.79,311.84,297.43,310.09,301.14
2005-07-17 21:59:35.576000,L5,,,,207.51,260.48,276.90,281.62,274.58,274.13,273.40,280.05,268.13,263.22,268.10,261.78,255.13,261.09,266.36,268.92,255.31,267.95
2006-04-15 22:03:30.798000,L5,,,,162.59,248.16,263.82,272.43,271.27,271.47,271.75,279.81,272.76,253.06,263.52,254.40,243.26,248.39,254.40,249.84,253.98,260.34
2006-05-17 22:03:57.969000,L5,,,251.37,269.52,296.95,308.96,316.96,313.07,313.60,319.01,320.21,309.17,309.40,304.39,295.62,286.56,283.12,291.14,284.17,296.72,302.50
2006-07-04 22:04:41.660000,L5,,,,,,,211.97,223.33,223.30,239.20,237.88,238.51,,232.34,231.58,226.63,228.30,229.10,,,
2006-10-24 22:06:02.805000,L5,,,,,224.61,240.29,253.16,254.47,251.73,240.35,204.14,,,,,,,,,,
2006-11-25 22:06:19.953000,L5,,,166.81,205.74,238.01,256.89,278.47,264.25,271.69,268.03,260.81,241.40,243.96,230.37,224.33,345.25,370.56,351.79,243.41,243.11,243.80
2008-02-16 22:02:22.163000,L5,,,190.37,237.67,263.12,284.19,292.64,304.73,290.74,298.25,302.45,298.09,291.63,286.72,291.73,283.10,267.32,270.63,267.17,286.97,287.68
2008-10-29 21:55:24.451000,L5,,,,,,,,,,,,,,235.05,220.77,213.87,217.52,229.74,216.45,215.57,239.55
2009-02-02 21:57:22.411000,L5,,,,208.23,253.60,269.92,276.71,277.53,272.70,278.81,274.47,270.71,247.53,255.91,251.89,242.81,248.77,254.73,249.50,260.39,262.05
2011-01-07 22:01:44.406000,L5,,,239.05,262.35,276.14,296.16,307.88,302.98,305.05,307.13,305.71,297.37,288.50,284.53,278.89,276.71,274.18,283.46,277.02,283.91,296.18
2011-03-12 22:01:43.554000,L5,,174.65,265.27,315.40,330.20,334.03,335.88,335.66,338.31,339.01,336.01,333.52,328.27,320.00,316.51,304.57,295.27,301.01,304.19,309.05,318.09
2011-04-13 22:01:34.017000,L5,,,,206.14,242.80,263.88,270.58,268.27,267.21,277.54,280.37,278.45,264.89,269.26,255.66,243.58,249.77,260.41,245.67,254.00,266.26
2011-09-04 22:00:27.603000,L5,,,181.26,225.60,256.33,276.92,282.20,283.81,269.61,281.77,290.84,276.14,276.01,278.86,267.54,258.64,259.31,270.15,263.07,266.07,276.06
2013-05-20 22:13:50.559000,L8,,,152.80,213.00,229.30,245.98,251.97,250.66,251.58,253.39,256.75,246.95,242.47,245.57,237.07,305.67,319.61,325.45,323.14,316.96,324.91
2013-06-05 22:13:51.261000,L8,,,,190.65,225.50,244.02,247.03,246.13,234.04,244.90,256.55,243.88,240.36,244.80,235.08,222.32,226.85,233.07,224.03,225.49,236.39
2013-06-21 22:13:43.313000,L8,,,,204.95,225.74,243.19,249.82,247.23,247.53,250.74,254.33,244.46,240.38,244.19,235.45,226.65,227.15,234.47,225.34,229.29,238.99
2013-07-07 22:13:48.209000,L8,,,,163.41,223.09,241.59,247.65,244.36,244.18,249.11,252.51,241.70,237.71,243.19,232.54,218.75,227.19,232.36,224.27,225.03,231.56
2013-09-25 22:13:41.239000,L8,,,229.34,260.17,277.05,300.85,300.20,294.77,293.35,295.03,302.80,299.29,291.85,291.18,289.08,308.47,324.60,318.30,323.18,287.59,290.86
2013-10-27 22:13:31.854000,L8,,,,,,,,208.38,175.14,203.76,210.95,,,,,,,,,,
2013-11-12 22:13:32.202000,L8,,,,189.25,219.83,235.39,241.59,244.63,244.83,246.70,250.51,242.22,238.58,238.09,225.15,218.97,225.74,230.73,225.90,226.61,237.92
2013-11-28 22:13:25.971000,L8,,,,,218.44,237.53,246.41,243.67,242.19,244.58,249.48,239.68,236.36,234.90,224.29,217.29,224.82,230.76,225.06,225.04,235.30
2013-12-14 22:13:21.591000,L8,,,,,218.31,237.74,247.50,243.50,243.18,245.79,250.49,238.49,234.10,236.41,226.29,217.69,226.07,231.12,224.52,227.26,235.16
2014-01-31 22:12:52.806000,L8,,,,,221.08,237.36,248.11,244.33,245.73,247.53,250.64,241.89,235.74,236.46,225.85,220.94,225.83,229.96,239.87,229.74,236.98
2014-02-16 22:12:38.819000,L8,,,,203.25,223.37,243.25,251.17,248.68,248.95,251.60,254.57,245.40,212.15,229.72,485.65,404.01,229.00,236.63,212.32,225.17,240.07
2014-04-05 22:11:58.702000,L8,,,209.94,248.98,263.91,273.73,292.34,296.13,290.89,297.21,298.15,292.12,281.67,281.11,266.69,266.07,270.16,286.71,292.71,286.60,289.66
2014-04-21 22:11:42.175000,L8,,,150.92,208.70,227.72,244.98,253.68,248.97,250.28,250.55,255.14,245.18,241.41,240.68,229.50,219.63,224.76,232.58,223.87,229.37,239.91
2014-05-23 22:11:18.694000,L8,,,,161.46,221.89,242.35,246.93,244.00,243.82,245.91,248.95,238.24,232.87,235.76,226.51,216.55,221.87,224.41,220.11,222.24,230.59
2014-10-14 22:12:02.705000,L8,,,,,216.32,235.80,247.28,244.45,245.77,249.88,251.38,243.31,240.31,242.92,229.64,233.22,225.18,232.52,225.48,227.40,237.52
2015-01-02 22:11:50.958000,L8,,,,,215.57,235.40,244.62,242.55,241.46,243.64,248.18,238.63,233.02,232.60,223.49,181.11,217.96,219.07,222.26,217.87,232.87
2015-03-07 22:11:30.209000,L8,,,167.17,212.86,224.97,244.36,254.30,252.39,252.82,252.77,257.96,246.87,240.63,241.86,228.77,224.80,252.51,258.47,256.46,257.87,270.13
2015-04-24 22:11:08.401000,L8,,,,,220.98,236.43,247.27,244.15,245.54,248.51,252.09,243.03,237.20,240.71,228.02,222.14,224.97,228.28,221.15,226.39,236.29
2015-05-10 22:10:52.487000,L8,,,,204.66,222.92,239.64,248.62,248.17,249.72,253.40,255.48,245.41,240.32,243.66,231.91,225.95,228.16,233.18,224.62,230.20,239.41
2015-06-27 22:11:10.298000,L8,,,155.19,207.75,225.55,240.89,252.37,251.90,253.27,255.73,258.57,246.32,242.28,247.12,238.15,328.96,323.61,320.65,308.93,304.88,241.41
2015-07-29 22:11:25.856000,L8,,,,201.62,221.91,239.09,249.61,249.35,251.25,253.93,257.44,247.85,240.90,246.89,235.35,226.05,231.70,234.49,226.66,230.99,240.33
2015-08-14 22:11:31.426000,L8,,,,199.46,225.07,240.37,250.59,252.01,251.69,255.06,259.71,249.05,244.37,251.19,238.06,227.19,234.30,237.72,229.46,235.11,245.77
2015-12-20 22:11:57.501000,L8,,198.26,282.78,208.00,220.32,237.75,248.44,247.42,246.44,250.44,251.82,242.61,292.11,339.18,332.38,329.84,312.15,268.55,315.64,266.15,345.96
2016-02-22 22:11:42.580000,L8,,,,,219.16,235.74,246.89,246.16,246.52,249.83,251.38,243.28,236.18,238.28,225.51,218.20,226.93,235.51,225.30,225.32,238.96
2016-03-09 22:11:40.902000,L8,,,,196.80,220.59,236.43,247.89,246.36,248.58,250.40,252.98,244.57,235.46,244.04,227.36,219.29,227.78,223.67,222.40,223.19,236.46
2016-03-25 22:11:32.353000,L8,,,,,220.47,235.11,247.51,245.39,248.76,251.28,251.77,243.05,235.69,239.69,227.22,220.11,229.42,229.11,223.29,228.88,240.38
2016-04-26 22:11:21.230000,L8,,,153.66,207.41,224.66,240.01,249.95,249.77,252.44,260.08,273.32,247.69,241.88,246.15,253.23,227.44,225.95,230.58,223.82,229.52,239.77
2016-05-12 22:11:20.683000,L8,,,,199.55,220.84,237.42,247.59,246.31,248.00,249.74,253.19,242.81,238.22,241.04,229.86,219.43,225.82,230.72,225.49,230.81,241.19
2016-06-13 22:11:30.674000,L8,,,,213.04,226.69,243.40,251.73,248.81,252.91,255.02,257.42,246.98,242.02,249.80,323.59,316.13,316.74,315.84,310.79,320.60,331.69
2016-07-15 22:11:46.335000,L8,,,152.88,211.77,226.70,243.21,250.53,249.54,250.95,253.44,255.88,247.70,242.11,244.77,232.52,223.87,227.00,230.88,226.58,231.88,239.01
2016-08-16 22:11:53.694000,L8,,,,205.97,220.47,235.40,246.72,245.19,247.78,251.22,253.11,243.24,240.13,242.00,229.24,218.26,223.34,222.87,224.17,229.28,237.66
2016-11-20 22:12:09.409000,L8,,,,201.95,219.58,234.25,247.23,245.05,247.05,250.35,252.55,245.14,240.62,282.01,284.81,285.16,280.21,295.77,288.39,288.25,288.26
2017-07-18 22:11:40.412000,L8,,,,,,,,,,,,,220.52,238.58,228.83,223.33,225.65,232.93,228.36,235.15,241.74
2017-08-03 22:11:47.949000,L8,,,,199.55,224.92,240.93,251.13,246.34,250.82,253.16,254.48,246.09,240.17,246.29,233.05,223.05,226.40,231.76,226.27,230.15,240.13
2017-08-19 22:11:53.133000,L8,,,151.50,209.94,226.37,242.55,316.50,324.08,320.93,306.91,333.12,247.91,243.09,248.47,295.96,301.79,309.99,315.01,310.87,306.21,328.34
2018-01-10 22:11:54.118000,L8,,,,,215.36,233.21,243.62,242.12,241.67,244.02,246.90,238.40,231.81,229.99,223.00,215.41,221.42,225.51,217.91,221.13,229.76
2018-01-26 22:11:45.215000,L8,,,,200.28,220.09,236.01,245.67,240.15,245.28,249.19,250.08,241.53,238.06,238.65,221.35,220.11,233.10,230.60,,,
2018-03-31 22:11:15.901000,L8,,,,,215.44,234.53,251.51,240.83,247.44,246.69,249.97,240.29,237.81,237.49,226.94,217.14,223.61,229.97,224.09,226.71,233.47
2018-08-06 22:11:10.291000,L8,,,,204.01,222.84,239.55,249.16,246.91,249.21,250.77,253.80,244.96,241.22,248.28,229.58,222.41,228.86,232.73,224.36,228.87,238.30
2018-09-07 22:11:24.397000,L8,,,,207.22,220.70,237.09,247.75,247.72,250.46,251.29,252.68,244.05,240.22,248.87,230.93,218.85,232.03,237.43,225.82,228.90,237.62
2019-03-02 22:11:29.304000,L8,,,,208.55,224.44,239.60,251.33,250.24,250.07,252.43,253.98,246.38,238.61,445.02,453.09,454.00,225.23,225.42,223.08,225.97,235.94
2019-05-21 22:11:27.314000,L8,,,,200.88,221.47,237.38,246.36,242.74,245.95,246.61,249.34,241.66,236.17,241.83,227.80,219.14,226.30,231.95,216.76,221.77,235.58
2019-06-22 22:11:40.996000,L8,,,157.55,208.20,225.62,241.42,250.62,248.48,252.02,252.51,255.40,246.37,241.65,247.96,235.53,228.53,233.56,237.25,224.66,230.35,241.92
2019-07-24 22:11:48.987000,L8,,,152.71,209.62,225.88,243.10,252.78,249.78,253.20,254.56,259.66,248.38,243.06,250.40,236.60,227.38,229.22,234.42,224.40,230.50,241.70
2019-08-09 22:11:55.358000,L8,,,,,,,,226.84,223.21,227.74,224.56,210.16,,,,,,,,,
2020-01-16 22:11:59.041000,L8,,,,,198.59,172.10,205.85,222.06,,,,,,,,,,,,,
2020-02-01 22:11:53.781000,L8,,,,205.36,222.18,235.74,249.52,247.05,247.00,249.02,251.16,243.77,237.22,235.65,225.25,218.76,225.73,231.79,219.62,224.46,237.71
2020-04-21 22:11:21.823000,L8,,,166.25,214.76,229.77,244.15,254.06,252.21,254.95,255.84,258.79,249.92,242.20,244.58,232.85,300.11,290.58,290.00,293.33,301.61,304.66
2020-05-07 22:11:12.613000,L8,,,,205.08,222.97,239.56,249.34,246.16,247.83,249.78,251.41,243.02,236.98,238.11,227.14,217.38,225.68,230.70,219.49,223.21,238.51
2020-07-10 22:11:39.723000,L8,,,154.97,214.33,227.04,242.91,253.55,248.50,252.61,254.98,258.31,248.95,242.73,248.01,236.23,224.76,235.40,237.74,228.39,231.67,248.64
2020-07-26 22:11:44.648000,L8,,,,211.51,225.36,241.58,253.60,250.16,254.33,254.44,259.37,245.17,240.80,245.89,236.19,222.02,230.42,235.04,227.55,265.36,264.32
2020-08-27 22:11:56.368000,L8,,,150.84,211.03,224.71,239.03,252.43,250.45,253.34,254.54,258.81,248.63,244.60,249.34,237.79,227.59,232.25,235.70,228.93,233.32,245.84
2020-12-17 22:12:09.375000,L8,,,,173.25,215.57,233.75,245.72,242.46,241.73,245.41,247.09,239.27,231.21,229.42,224.53,217.08,224.64,228.41,217.33,222.90,236.62
2021-02-03 22:11:56.237000,L8,,,,201.94,218.92,234.39,247.33,247.02,245.78,248.12,249.84,242.14,235.08,234.60,226.01,217.37,227.32,226.98,219.35,226.04,238.37
2021-02-19 22:11:51.945000,L8,,,,209.10,223.78,239.22,251.37,248.35,249.63,250.91,252.71,244.93,238.13,237.97,227.21,217.93,225.25,229.91,222.98,227.86,237.44
2021-04-24 22:11:25.382000,L8,,,,205.54,222.40,237.96,249.22,246.29,248.16,247.85,252.04,241.97,235.53,236.73,225.99,217.38,225.07,226.07,219.24,225.67,237.35
2021-05-26 22:11:31.065000,L8,,402.55,465.46,459.57,465.69,281.31,287.32,285.38,287.98,284.06,286.90,278.15,267.07,259.73,255.03,266.35,264.85,272.92,268.22,273.33,267.48
2021-06-11 22:11:38.046000,L8,,,,208.47,224.90,240.43,250.56,247.13,251.09,252.32,257.94,248.03,241.35,250.25,236.36,225.51,228.69,235.17,223.22,230.83,242.50
2021-07-13 22:11:43.513000,L8,,,171.07,223.98,238.40,249.73,262.41,258.47,264.07,265.66,272.28,259.91,256.85,257.26,250.23,241.17,240.09,248.05,234.99,246.55,249.22
2021-10-01 22:12:10.732000,L8,,,,205.51,217.92,234.24,246.05,244.42,243.93,247.03,250.91,243.96,239.36,242.74,226.80,223.55,227.33,233.07,223.46,226.67,238.49
2021-10-17 22:12:14.625000,L8,,,,210.15,215.82,239.07,175.66,191.19,234.82,247.21,249.80,246.14,,,222.32,224.98,231.36,236.72,226.53,234.20,236.42
2021-11-06 22:12:48.299000,L9,,,209.76,245.45,270.38,279.56,293.86,309.51,299.09,306.28,295.18,300.59,289.37,289.53,291.13,300.52,295.62,309.52,306.56,311.38,312.73
2021-11-18 22:12:08.776000,L8,,,,206.60,218.30,233.94,246.65,243.49,244.52,247.65,252.45,242.47,238.20,239.01,227.68,217.19,226.06,225.35,222.11,219.66,230.34
2022-01-13 22:12:02.740000,L9,,,,206.67,224.99,237.92,253.31,254.12,256.83,259.56,260.52,252.05,239.78,237.95,230.37,224.60,228.84,229.38,226.71,232.97,241.11
2022-01-21 22:11:59.917000,L8,,,,200.36,215.52,233.07,246.57,245.01,243.03,246.80,248.91,241.88,232.97,235.41,225.83,219.44,245.48,228.66,217.07,223.91,235.22
