dates,satname,nzd0496-0000,nzd0496-0002,nzd0496-0003,nzd0496-0005,nzd0496-0006,nzd0496-0007,nzd0496-0008,nzd0496-0012,nzd0496-0013,nzd0496-0014,nzd0496-0015,nzd0496-0016,nzd0496-0017,nzd0496-0001,nzd0496-0004,nzd0496-0009,nzd0496-0010,nzd0496-0011
1999-08-17 22:13:37.953000,L7,,269.35,198.94,244.44,168.95,279.57,261.01,199.91,231.19,248.92,274.36,212.19,273.39,,292.96,268.84,273.04,279.10
1999-08-26 22:07:32.686000,L7,,263.02,145.11,267.50,262.27,256.65,255.98,290.35,299.98,307.49,266.05,,,,287.12,261.46,,266.01
1999-11-05 22:13:40.966000,L7,287.08,254.26,248.72,184.70,279.85,273.86,185.48,289.51,302.36,312.87,149.59,142.62,292.64,,,,,
1999-11-21 22:13:35.965000,L7,291.08,280.72,329.65,326.97,321.42,317.49,315.80,464.45,458.61,464.78,466.33,484.21,450.26,268.35,332.70,427.07,437.52,456.93
1999-12-07 22:13:41.663000,L7,300.10,337.26,349.80,351.89,341.39,337.82,300.11,157.46,226.78,281.68,193.30,211.02,247.92,312.08,357.75,344.41,354.98,361.63
1999-12-16 22:07:33.708000,L7,288.69,273.04,271.02,309.53,312.25,308.13,302.76,309.78,321.12,321.93,193.93,219.07,263.41,260.08,296.04,306.53,315.77,332.32
2000-05-08 22:06:44.900000,L7,,262.56,219.06,250.46,256.26,213.64,244.52,282.01,,295.07,288.80,261.88,271.95,,281.76,221.94,242.45,263.30
2000-05-31 22:12:42.435000,L7,,199.10,198.92,273.77,288.19,182.50,275.37,305.80,315.91,306.16,325.17,243.06,344.75,,291.76,259.13,303.44,273.81
2000-06-25 22:06:19.852000,L7,,,,,,,,,291.66,,,,,,,,,
2000-07-11 22:06:05.496000,L7,,,,,,,,294.56,,,,,,,,,,238.37
2000-09-20 22:11:14.930000,L7,,279.92,235.78,319.27,329.46,329.02,263.05,334.72,318.99,345.12,352.00,357.72,341.97,,321.32,318.45,345.87,338.37
2000-12-18 22:05:01.704000,L7,296.93,275.80,326.23,334.11,330.80,295.12,325.93,354.90,365.96,360.64,390.33,363.34,358.94,304.55,338.31,286.72,286.37,343.23
2001-01-03 22:05:00.181000,L7,,254.06,251.02,203.45,152.78,248.28,247.72,277.97,285.54,283.40,279.06,275.60,256.69,,278.85,246.73,201.56,263.97
2001-02-20 22:05:00.525000,L7,301.41,271.71,273.16,268.15,264.18,257.77,255.28,282.43,285.01,287.02,345.50,175.56,274.44,265.98,288.21,255.09,259.31,268.08
2001-02-27 22:11:06.137000,L7,332.36,343.48,394.21,361.57,352.67,385.11,253.13,406.55,276.14,412.06,408.43,358.09,361.54,311.58,362.25,387.01,396.61,399.40
2001-04-09 22:04:41.882000,L7,268.76,277.44,311.96,335.91,334.11,318.54,263.66,355.39,361.33,148.09,286.79,176.70,285.78,305.81,345.73,317.64,327.01,356.70
2001-04-16 22:10:54.636000,L7,,267.99,259.75,258.15,229.64,205.48,250.37,,,141.70,279.18,269.39,290.13,,263.12,259.57,160.43,
2001-06-19 22:10:17.246000,L7,,257.55,214.39,255.68,222.39,,248.97,267.16,,,276.35,269.69,278.03,,270.27,255.66,232.65,246.08
2001-06-28 22:03:56.771000,L7,,274.46,261.17,284.78,173.72,,264.34,198.69,254.55,262.75,294.31,287.64,291.75,,293.66,249.20,273.35,262.05
2001-07-05 22:10:09.496000,L7,,269.17,244.81,276.61,166.71,,253.91,476.96,489.80,480.10,473.95,226.76,306.54,,285.08,264.74,461.48,481.57
2001-07-14 22:03:57.537000,L7,,264.86,205.91,484.01,474.56,453.86,233.87,194.90,,,146.54,141.81,146.85,,280.22,245.98,216.24,262.38
2001-08-15 22:03:26.328000,L7,,268.13,216.08,247.66,167.19,,242.18,,,152.89,231.19,271.38,290.39,,287.58,213.20,209.59,258.52
2001-11-03 22:02:58.699000,L7,288.88,274.54,254.88,256.88,270.24,267.91,261.61,291.04,295.61,294.40,292.30,301.31,310.67,259.28,290.44,258.58,255.63,277.13
2002-01-29 22:09:33.112000,L7,269.33,272.63,260.57,256.43,169.74,228.47,165.09,201.20,,275.45,275.87,284.91,289.65,,287.85,256.83,252.47,264.64
2002-02-23 22:03:31.354000,L7,,303.72,284.39,274.69,318.01,309.44,294.51,334.57,324.43,357.05,358.04,323.68,396.71,259.98,292.60,264.35,327.72,333.89
2002-03-11 22:03:31.366000,L7,272.33,274.45,273.68,273.98,270.46,262.05,261.66,287.43,293.88,293.45,282.61,283.91,295.02,274.89,289.75,263.78,260.23,271.35
2002-04-12 22:03:25.302000,L7,,273.67,266.26,271.14,190.81,239.84,427.00,144.23,167.01,253.47,500.23,501.09,486.24,,287.16,437.05,436.56,439.35
2002-05-14 22:03:19.418000,L7,,265.99,235.16,255.41,234.93,260.39,260.98,257.99,158.89,223.58,204.04,184.03,354.09,,285.87,265.19,249.65,269.63
2002-05-30 22:03:13.672000,L7,,269.68,245.28,277.17,,,268.18,306.43,302.58,312.32,276.35,271.98,299.48,,278.55,259.80,252.96,286.80
2002-06-15 22:03:07.576000,L7,,198.67,216.00,,,,264.05,229.45,250.88,293.15,251.01,270.16,,,285.89,256.43,253.06,262.26
2002-06-22 22:09:15.051000,L7,,269.16,216.34,,,217.86,183.32,288.97,301.14,,,,,,177.90,262.28,244.67,262.11
2002-09-10 22:08:43.416000,L7,268.94,323.57,307.17,311.87,300.58,298.80,298.53,332.32,353.50,470.84,458.44,428.18,450.49,305.44,324.28,298.73,306.58,319.86
2002-12-24 22:02:57.022000,L7,291.57,296.79,306.17,302.35,298.82,295.47,298.49,321.05,202.35,221.52,281.59,275.74,291.86,285.46,312.77,298.76,298.06,303.98
