dates,satname,nzd0504-0000,nzd0504-0001,nzd0504-0002,nzd0504-0003,nzd0504-0004,nzd0504-0005,nzd0504-0006,nzd0504-0007
1999-08-26 22:07:32.686000,L7,273.51,280.74,256.83,288.65,284.84,291.19,275.49,243.60
1999-12-16 22:07:33.708000,L7,280.91,293.00,252.52,292.51,298.02,291.50,252.29,210.30
2000-05-08 22:06:44.900000,L7,341.60,341.86,345.68,346.36,346.72,342.01,305.14,377.03
2000-06-25 22:06:19.852000,L7,,302.75,299.14,298.27,291.28,304.64,248.49,314.75
2000-12-18 22:05:01.704000,L7,388.81,279.60,283.36,289.89,294.77,297.36,282.50,256.92
2001-01-03 22:05:00.181000,L7,279.13,277.60,275.75,235.47,293.24,296.97,278.85,254.32
2001-02-20 22:05:00.525000,L7,347.76,342.93,347.13,356.18,351.21,306.29,356.19,355.48
2001-04-09 22:04:41.882000,L7,287.20,354.86,357.64,367.15,368.09,359.90,362.83,371.91
2001-06-28 22:03:56.771000,L7,,276.31,252.18,290.03,290.08,157.87,235.35,246.25
2001-07-14 22:03:57.537000,L7,,293.49,165.17,235.59,175.08,161.30,252.55,252.33
2001-08-15 22:03:26.328000,L7,268.57,289.11,256.34,289.54,288.05,278.33,261.92,
2001-10-02 22:02:52.358000,L7,320.66,329.32,331.64,336.04,334.61,345.46,345.09,349.94
2001-11-03 22:02:58.699000,L7,282.03,291.05,288.22,292.75,294.22,300.07,275.90,240.22
2002-03-11 22:03:31.366000,L7,230.52,242.88,256.25,230.53,284.87,287.80,268.71,
2002-04-12 22:03:25.302000,L7,489.93,472.04,292.11,296.13,294.89,300.52,284.38,238.68
2002-06-15 22:03:07.576000,L7,,162.68,304.46,304.10,293.01,253.58,249.15,304.00
2002-11-22 22:02:45.529000,L7,288.24,299.93,303.72,304.12,307.11,306.93,290.43,295.78
2002-12-08 22:02:51.522000,L7,229.55,243.89,275.78,232.26,290.55,287.10,263.26,238.03
2002-12-24 22:02:57.022000,L7,276.62,246.10,281.03,294.10,327.80,326.07,281.25,246.41
2003-09-30 21:52:18.101000,L5,315.82,302.41,315.90,328.52,328.37,319.34,322.54,307.74
2003-11-17 21:52:57.120000,L5,411.38,320.69,329.06,329.27,327.68,324.76,323.31,328.54
2004-01-20 21:53:24.777000,L5,280.10,295.29,302.59,300.79,299.31,298.73,210.26,193.91
2004-06-12 21:55:59.429000,L5,,277.56,282.54,238.51,181.15,,,
2004-07-30 21:57:15.668000,L5,173.21,277.82,279.68,233.05,182.60,153.00,,
2004-10-18 21:59:11.702000,L5,307.25,310.34,315.84,312.97,310.86,310.04,298.86,263.04
2005-01-22 22:00:50.292000,L5,288.36,298.95,305.01,313.83,312.96,309.67,303.87,266.28
2005-02-07 22:01:03.020000,L5,242.33,270.28,271.61,227.37,263.23,267.57,,
2005-03-11 22:01:31.683000,L5,304.36,307.81,309.30,312.33,311.55,312.17,302.74,269.79
2005-05-14 22:01:54.308000,L5,167.21,274.00,270.66,225.96,195.97,,,
2005-10-05 22:02:41.026000,L5,310.60,307.63,311.43,306.30,308.17,303.80,298.28,268.31
2005-11-06 22:02:46.848000,L5,292.12,307.10,327.68,325.75,339.55,338.00,331.42,312.70
2006-02-26 22:05:22.928000,L5,307.63,311.83,316.60,314.69,310.94,311.54,306.31,274.68
2006-03-14 22:05:42.635000,L5,300.38,309.47,312.56,313.41,312.13,307.50,291.85,283.80
2006-04-15 22:06:18.610000,L5,311.85,315.93,319.94,324.11,320.97,316.42,307.22,270.90
2006-11-25 22:09:07.763000,L5,315.46,318.41,319.79,317.22,316.96,314.26,308.42,269.69
2008-11-14 21:57:52.281000,L5,250.89,281.47,279.65,273.57,273.09,,,
2009-01-17 21:59:44.398000,L5,239.28,,267.02,202.47,253.94,,,
2010-02-05 22:05:29.575000,L5,286.19,296.42,302.79,296.38,295.64,294.13,283.99,241.05
2010-12-22 22:04:29.137000,L5,320.83,316.66,321.05,319.33,313.45,314.98,303.72,273.84
2011-02-08 22:04:35.159000,L5,263.54,288.82,291.24,286.53,282.20,282.75,273.74,233.34
2011-03-12 22:04:31.079000,L5,247.10,275.63,275.50,265.50,246.43,142.53,,
2013-06-05 22:16:38.960000,L8,,293.71,295.43,294.94,,,,
2013-07-07 22:16:35.929000,L8,,,,,,297.94,283.00,289.61
2013-07-23 22:16:34.633000,L8,285.37,294.76,301.48,298.36,248.85,296.06,267.28,270.22
2013-08-08 22:16:37.441000,L8,280.96,293.81,296.97,293.05,160.42,,156.49,261.97
2013-09-25 22:16:28.938000,L8,325.98,327.23,327.90,329.98,336.17,334.06,334.00,319.88
2013-10-11 22:16:29.291000,L8,290.36,302.50,306.32,304.35,300.30,300.95,288.35,276.65
2013-10-27 22:16:19.549000,L8,280.36,289.03,292.59,241.75,163.81,,,228.33
2013-12-30 22:16:01.055000,L8,274.72,283.24,286.23,222.00,231.31,,,213.33
2014-02-23 22:21:32.043000,L8,292.49,303.17,307.04,308.49,306.34,305.69,289.17,284.47
2014-03-11 22:21:19.920000,L8,290.09,302.41,306.17,306.59,308.76,304.73,289.40,281.37
2014-03-20 22:15:01.497000,L8,290.65,303.55,307.68,309.08,312.49,306.25,288.18,280.94
2014-04-21 22:14:29.865000,L8,274.47,290.36,294.21,290.39,290.05,290.13,241.24,260.73
