dates,satname,nzd0426-0000,nzd0426-0001,nzd0426-0002,nzd0426-0008,nzd0426-0009,nzd0426-0010,nzd0426-0011,nzd0426-0013,nzd0426-0014,nzd0426-0015,nzd0426-0016,nzd0426-0017,nzd0426-0018,nzd0426-0019,nzd0426-0020,nzd0426-0021,nzd0426-0022,nzd0426-0023,nzd0426-0024,nzd0426-0025,nzd0426-0026,nzd0426-0027,nzd0426-0028,nzd0426-0029,nzd0426-0030,nzd0426-0031,nzd0426-0032,nzd0426-0033,nzd0426-0034,nzd0426-0035,nzd0426-0003,nzd0426-0004,nzd0426-0005,nzd0426-0006,nzd0426-0007,nzd0426-0012,nzd0426-0036,nzd0426-0037,nzd0426-0038,nzd0426-0039,nzd0426-0040
2005-03-02 22:06:47.890000,L5,262.74,257.62,275.74,262.06,254.59,217.42,262.31,209.62,196.12,184.27,191.95,191.87,185.95,234.88,243.07,247.67,260.68,273.02,270.65,271.83,264.95,260.05,268.69,266.22,256.07,265.13,282.24,279.44,282.43,272.33,263.72,252.33,257.97,254.41,245.32,253.82,268.15,,,,
2005-09-10 22:08:07.620000,L5,,,271.59,251.26,,,,,,,,,,,,,236.02,253.90,261.36,258.10,255.36,260.73,270.49,269.60,241.45,224.18,277.30,271.18,267.33,,263.84,241.40,244.04,245.16,237.25,,,,,,
2005-11-13 22:08:20.468000,L5,308.18,309.79,314.16,294.31,284.55,295.62,303.49,281.55,290.30,288.59,285.83,291.07,295.24,283.63,289.08,285.30,300.00,307.73,305.63,297.09,293.98,298.39,303.93,305.33,294.99,310.73,326.38,325.48,321.47,307.89,305.10,296.02,289.96,288.80,285.79,293.73,306.37,295.49,225.12,223.93,223.68
2006-02-01 22:10:13.684000,L5,213.10,292.64,286.26,267.98,268.89,273.66,285.87,256.15,253.65,249.61,253.30,254.30,260.02,260.11,256.36,,273.07,280.68,276.30,277.88,276.75,280.81,285.51,285.08,270.41,283.29,286.13,266.79,,,281.53,265.79,263.76,256.43,252.29,270.83,,,,,
2006-10-31 22:14:17.081000,L5,265.96,258.66,266.81,247.03,249.59,252.62,270.53,,,,,,,,,,239.29,249.38,255.43,261.62,251.69,263.89,272.29,271.67,248.03,265.66,278.24,271.48,266.95,,253.73,240.04,242.04,239.29,232.03,253.08,,,,,
2007-02-04 22:14:57.320000,L5,306.89,310.75,306.07,285.49,283.39,287.88,301.98,285.06,292.04,292.10,285.00,295.27,287.77,285.21,274.24,276.02,289.88,296.79,293.35,293.41,291.95,301.08,307.83,307.17,296.19,314.93,321.15,320.02,304.62,295.83,296.49,279.40,283.05,278.31,269.24,297.70,294.58,278.49,213.94,215.46,219.98
2007-10-02 22:12:54.699000,L5,,,279.58,263.51,254.78,,,,,,,,,,,,256.69,269.71,268.11,270.02,266.17,270.28,271.16,269.56,247.88,251.98,282.88,278.11,271.04,,266.17,251.52,264.11,259.84,252.03,,,,,,
2008-12-23 22:04:28.225000,L5,268.56,266.67,267.68,242.19,241.23,,,,,,,,,,,,,,,,,,,,,,269.16,273.87,265.06,,255.82,240.27,238.92,237.18,229.70,,,,,,
2010-01-27 22:10:50.221000,L5,304.68,309.67,304.47,289.56,286.68,293.60,300.18,280.86,286.62,289.60,283.76,288.73,291.22,281.90,285.57,283.11,286.01,293.96,293.60,292.89,291.32,293.45,301.48,297.97,297.35,306.59,320.10,317.46,313.71,301.11,299.42,295.33,291.28,285.31,273.97,292.62,297.39,281.20,209.49,218.05,222.71
2011-02-15 22:09:58.365000,L5,266.97,257.83,271.62,252.41,245.52,,,,258.11,255.17,245.50,252.66,251.71,243.51,,229.96,244.29,258.08,256.94,256.31,250.94,259.48,273.76,274.65,260.17,276.24,223.63,288.18,275.91,,262.68,250.95,246.78,241.74,236.49,,,,,,
2013-05-11 22:21:55.010000,L8,,,305.04,279.61,,,,,271.96,273.91,263.86,260.09,222.88,261.57,252.66,262.45,268.70,276.53,283.17,273.98,278.05,274.59,284.77,281.50,270.85,251.36,233.35,291.23,289.12,269.71,289.93,278.60,275.73,270.44,264.21,,255.65,,,,
2013-05-27 22:22:02.838000,L8,252.15,262.99,189.19,390.68,389.75,383.92,388.99,377.84,385.68,379.86,377.94,386.75,392.49,399.24,375.42,387.97,387.87,388.90,395.34,400.81,360.15,374.54,407.28,414.60,307.31,395.54,390.64,392.40,383.58,308.97,374.79,379.16,312.83,354.47,374.98,372.23,302.84,299.47,218.61,224.30,230.02
2013-06-28 22:21:56.988000,L8,,,299.66,264.94,,,,,,,,,,,,,,,,,257.53,262.20,274.25,272.46,261.84,,,,,,287.81,272.98,268.01,263.44,254.39,,,,,,
2013-07-14 22:21:58.456000,L8,,,308.00,278.24,,,,,275.54,271.24,267.04,261.94,268.05,256.86,256.75,238.57,265.62,280.33,283.86,275.65,274.92,210.83,282.22,286.98,271.54,269.43,292.57,295.09,286.67,276.06,290.80,278.89,276.47,271.86,265.15,,250.15,,,,
2013-09-16 22:21:57.385000,L8,292.53,303.88,297.77,277.11,272.16,284.76,298.34,233.88,218.91,203.76,213.78,206.52,202.37,194.77,208.78,208.91,195.92,276.13,282.37,273.85,278.70,283.62,289.04,286.38,272.50,277.86,293.18,293.33,291.26,272.92,289.24,275.71,276.18,267.80,261.46,284.64,,,,,
2013-10-18 22:21:49.490000,L8,264.35,301.05,293.35,266.53,262.37,278.58,291.97,239.06,224.20,229.46,216.97,217.41,206.64,210.57,211.01,211.12,201.08,211.10,213.32,217.90,209.45,275.75,286.49,275.27,263.98,279.76,274.05,287.55,279.53,234.53,274.54,268.02,272.58,258.69,252.85,278.05,,,,,
2013-12-21 22:21:27.090000,L8,345.24,353.32,349.71,404.54,402.87,414.28,417.75,399.15,426.79,300.79,295.96,304.03,308.64,307.22,303.75,309.72,313.56,315.75,313.61,313.78,312.66,312.73,321.28,317.10,321.25,323.33,333.87,329.20,320.79,308.97,387.53,394.70,400.41,355.40,387.91,412.83,305.87,298.28,230.80,342.36,354.72
2014-05-14 22:19:32.642000,L8,,,,,,,,,,,,,,,,248.47,264.33,276.58,279.88,278.04,277.49,282.11,286.77,289.68,274.32,279.31,295.62,300.69,291.12,282.86,,,,,,,273.00,,,,
2014-05-30 22:19:34.937000,L8,,300.13,306.51,277.02,,,,,,,,,,,,246.04,260.78,271.83,275.06,227.80,272.38,272.11,280.07,280.27,269.72,,290.50,276.86,277.35,268.09,289.42,277.41,273.97,268.93,263.83,,,,,,
2014-07-01 22:19:46.174000,L8,,,310.36,279.92,,,,,269.37,268.54,262.41,261.36,257.54,242.49,,,263.20,270.55,276.02,272.60,272.76,270.63,281.20,282.05,272.00,192.28,289.57,292.02,287.01,276.07,293.10,278.21,275.44,268.11,267.60,,,,,,
2014-07-17 22:19:52.017000,L8,,,306.52,275.13,,,,,,,,,,,,,,264.25,271.00,267.15,268.17,266.19,278.02,276.44,266.73,,284.91,283.72,279.67,,289.41,271.82,268.49,264.03,259.02,,,,,,
2014-09-03 22:20:06.649000,L8,303.79,307.55,302.11,284.26,276.13,285.80,302.13,226.22,214.95,195.87,204.00,200.72,199.42,258.84,262.97,266.97,275.66,281.70,286.81,282.71,282.98,285.47,290.97,291.13,278.67,283.97,297.07,298.63,295.44,281.37,290.83,278.82,280.69,274.92,270.69,289.71,277.62,,,,
2014-10-21 22:20:13.482000,L8,344.64,351.93,380.69,409.93,394.56,385.70,383.46,298.31,303.41,413.46,431.10,429.80,414.87,406.12,419.35,405.62,402.95,394.90,399.42,386.28,386.89,388.09,369.65,312.78,310.91,313.92,327.56,325.40,318.04,338.37,400.32,392.47,403.42,402.59,386.36,311.62,359.40,369.82,222.85,225.96,236.85
2014-11-06 22:20:13.200000,L8,294.75,296.99,292.96,282.19,278.35,284.48,295.95,264.75,226.05,266.69,250.33,248.28,257.06,268.36,249.92,268.18,275.30,212.76,284.08,277.49,227.08,278.42,289.16,276.69,278.61,285.43,288.42,284.25,281.53,,275.00,278.51,261.33,256.05,264.87,282.98,,,,,
2014-12-24 22:20:05.791000,L8,322.80,325.13,319.52,311.06,311.89,315.97,323.31,297.45,302.78,298.79,296.22,299.88,307.36,304.59,298.83,305.65,308.83,313.49,311.59,310.30,309.47,308.63,317.25,312.38,311.30,320.21,324.03,327.26,318.22,308.85,315.57,316.59,308.59,303.26,300.68,308.32,304.69,294.55,220.13,226.50,235.85
2015-01-25 22:19:56.553000,L8,209.07,325.43,320.65,313.67,312.95,318.97,323.65,299.70,304.81,299.16,295.79,302.64,310.69,307.42,302.34,306.83,311.84,314.85,314.80,312.60,311.74,311.18,318.18,312.32,310.45,314.42,325.40,325.11,317.94,307.51,320.33,319.19,311.44,304.73,302.10,310.86,306.41,295.53,222.74,226.08,236.16
2015-02-10 22:19:50.748000,L8,283.94,296.73,292.46,282.08,284.78,281.32,298.06,270.30,276.24,270.77,272.03,273.04,278.59,276.02,266.58,275.23,280.78,288.33,286.21,284.82,282.99,284.32,290.88,287.87,280.05,289.99,227.87,300.84,291.56,278.81,272.16,283.40,279.63,274.33,271.90,277.90,277.48,,,,
2015-02-26 22:19:46.745000,L8,265.68,299.52,293.26,282.55,283.09,277.18,298.35,236.65,221.38,201.69,214.45,211.55,200.27,198.25,203.76,207.67,193.88,217.22,209.38,216.15,204.12,284.29,290.88,289.01,280.15,289.14,297.67,301.99,292.87,282.73,277.41,282.44,279.75,273.94,270.28,279.25,278.39,,,,
2015-03-14 22:19:35.284000,L8,325.79,396.36,369.98,421.32,401.74,407.13,405.70,299.46,307.02,413.13,414.25,414.98,425.43,306.03,301.52,306.16,433.74,428.74,425.26,415.44,314.02,312.50,320.06,312.40,310.60,316.88,414.34,408.19,412.02,413.77,421.31,406.88,398.81,381.78,415.50,410.67,405.16,296.11,222.06,233.01,237.09
2015-04-15 22:19:22.587000,L8,296.52,311.78,304.46,289.90,289.41,293.21,309.07,229.52,215.33,197.02,210.34,197.34,191.34,281.33,276.02,283.14,286.84,297.17,292.63,291.04,289.74,292.91,296.48,295.64,288.76,298.09,306.54,306.57,298.90,289.93,291.84,293.00,288.95,283.42,280.61,293.42,284.86,252.87,,,
2015-05-01 22:19:12.426000,L8,,312.07,302.49,284.97,270.59,,307.11,240.27,226.06,210.15,221.04,213.72,205.58,196.05,211.98,219.48,197.34,194.93,202.53,286.54,285.72,288.87,291.38,292.34,281.38,291.33,300.88,302.53,295.85,285.94,289.59,284.51,283.64,277.79,275.54,289.98,281.72,273.56,,,
2015-08-05 22:19:36.851000,L8,327.79,333.24,404.10,313.56,316.02,433.65,435.63,428.72,310.35,386.09,409.84,370.86,405.57,404.79,414.35,395.47,424.95,422.00,428.33,406.62,309.75,312.14,406.92,409.46,403.93,422.85,433.42,420.53,416.45,413.87,427.89,441.85,432.45,439.02,430.89,433.65,408.15,301.03,219.76,233.77,236.55
2015-09-06 22:19:50.737000,L8,324.65,327.02,326.15,311.97,313.07,320.16,325.26,302.80,308.37,299.28,297.23,303.41,307.53,303.56,302.28,306.33,311.67,315.90,312.32,309.49,310.86,309.54,318.50,316.02,307.95,313.22,324.67,325.98,320.78,403.86,311.93,319.84,313.50,304.65,302.32,313.98,409.75,420.46,422.92,432.28,424.53
2015-10-08 22:20:00.596000,L8,355.90,362.40,324.12,380.08,369.82,353.93,345.01,361.84,369.65,376.92,379.55,363.60,365.09,367.98,364.57,360.76,359.46,362.20,365.11,360.79,359.27,339.56,348.59,343.61,335.35,355.57,356.38,323.77,359.98,343.13,366.63,359.70,355.95,364.70,369.97,346.95,339.76,342.10,350.56,349.54,358.12
2015-12-27 22:20:07.153000,L8,262.06,296.60,285.24,282.58,272.36,285.20,296.39,267.68,271.90,269.12,271.00,271.06,279.69,277.30,273.31,276.86,280.53,286.15,285.27,282.48,281.63,282.31,288.64,282.74,276.82,292.63,297.88,299.40,291.06,277.85,270.35,283.94,273.60,273.38,268.98,276.21,277.50,,,,
2016-02-13 22:19:56.477000,L8,280.92,298.97,292.57,283.33,284.79,280.73,296.48,235.73,220.56,201.17,213.47,210.50,201.86,197.33,203.38,206.16,199.45,213.99,169.53,216.44,199.54,284.81,292.53,288.96,281.30,289.69,300.65,302.21,295.80,283.39,278.71,284.26,280.46,274.57,272.60,282.71,279.44,,,,
2016-02-29 22:19:53.146000,L8,340.10,352.36,380.03,422.68,414.37,407.74,402.33,300.40,305.74,299.26,296.68,302.37,305.45,305.15,300.86,307.02,312.73,319.14,313.52,314.00,314.32,312.54,321.51,318.35,317.44,322.22,327.00,329.60,321.08,314.22,378.79,380.57,386.09,397.18,367.92,399.65,307.39,299.87,409.73,406.43,408.93
2016-03-16 22:19:48.512000,L8,350.56,324.95,321.33,311.02,313.22,319.90,324.98,298.91,303.43,299.34,297.28,302.79,306.84,305.10,300.42,305.23,413.49,421.82,396.69,412.66,416.98,311.33,319.93,317.40,314.24,321.86,328.97,327.52,319.72,312.24,322.10,318.23,310.71,305.08,302.22,312.11,305.74,298.84,252.31,253.85,230.09
2016-04-17 22:19:33.425000,L8,,304.06,299.89,284.52,265.74,,,,273.57,273.65,267.49,265.61,269.44,268.20,258.57,263.55,277.90,279.78,280.75,216.44,280.00,276.80,285.62,283.68,273.08,231.03,296.28,292.47,290.39,275.36,286.83,282.27,277.35,276.56,271.34,,277.13,,,,
2016-07-06 22:19:53.295000,L8,,,307.68,278.82,,,,,276.04,273.87,268.43,262.14,266.46,261.85,255.26,261.90,266.75,213.96,280.13,273.44,273.55,275.76,201.07,283.74,270.69,276.12,291.43,293.24,285.70,239.86,292.03,282.80,275.12,268.91,265.00,,266.68,,,,
2016-09-08 22:20:12.615000,L8,325.43,327.90,320.64,316.20,313.37,319.98,324.54,300.89,308.11,301.68,298.43,305.58,307.64,306.79,303.62,307.38,315.49,319.74,315.93,314.87,315.32,313.11,321.41,318.50,314.52,320.65,329.05,329.41,319.97,311.74,316.94,316.73,309.84,305.06,303.84,313.51,308.66,300.11,222.95,228.94,236.37
2017-01-14 22:20:09.164000,L8,,297.50,294.72,287.02,282.04,274.63,294.94,,275.53,275.37,271.88,274.50,278.40,277.90,272.00,276.75,286.70,288.80,289.40,282.57,286.34,285.65,293.75,289.20,283.21,290.15,304.50,302.10,299.34,284.78,280.24,287.54,281.22,276.26,275.94,285.18,284.70,,,,
2017-02-15 22:19:55.596000,L8,273.08,301.64,293.01,285.03,285.92,290.51,297.57,236.07,220.16,201.36,214.58,204.63,199.95,195.76,202.89,204.47,200.31,211.85,208.24,212.11,179.65,285.12,293.81,290.43,283.99,291.25,301.09,303.37,296.25,285.95,276.61,286.46,280.63,276.44,277.23,280.28,283.96,,,,
2017-04-20 22:19:23.200000,L8,324.27,326.24,327.14,313.87,311.44,321.50,325.27,300.27,306.19,300.70,297.60,303.46,305.92,304.72,301.45,305.81,312.51,314.71,313.54,310.13,313.52,310.63,318.71,314.26,310.87,312.94,325.79,325.62,318.69,309.48,320.45,318.54,310.56,305.45,302.93,315.12,306.72,297.33,218.01,225.39,235.94
2017-06-07 22:19:38.989000,L8,,299.70,308.47,285.40,,,,,274.79,235.70,225.31,266.06,264.41,246.22,,252.74,273.52,278.40,285.45,274.48,220.70,279.83,288.24,289.20,277.33,270.69,299.71,198.40,295.28,281.82,291.60,279.63,277.72,274.35,268.41,,280.61,265.31,,,
2017-07-09 22:19:47.659000,L8,,,306.17,286.27,,288.66,307.39,237.34,232.18,217.67,219.62,204.48,206.79,190.24,210.58,214.90,195.01,288.67,288.47,281.07,279.52,283.69,290.11,284.72,268.83,175.63,,,,,286.57,275.03,275.31,274.61,272.37,294.24,,,,,
2017-11-30 22:20:08.264000,L8,324.46,324.27,321.44,315.29,313.91,320.45,324.51,300.25,304.73,300.72,299.34,303.61,307.53,308.03,300.90,306.39,316.91,316.30,314.85,311.35,317.79,314.33,324.04,319.99,315.83,319.91,332.52,327.82,322.16,311.50,318.64,318.45,312.57,306.87,302.37,313.42,310.44,296.83,221.16,230.52,233.21
2018-03-06 22:19:38.520000,L8,322.31,322.41,326.02,312.94,304.12,310.20,321.02,299.62,303.94,299.25,298.29,303.03,307.05,306.31,299.98,304.83,314.10,317.21,316.89,411.79,402.39,397.50,405.25,315.89,312.43,318.92,327.67,327.71,319.96,310.92,320.40,318.63,310.17,306.63,298.95,308.72,369.94,380.57,401.04,392.76,389.08
2018-06-26 22:19:00.588000,L8,,,308.01,277.65,,,,,,268.37,263.54,261.14,253.64,,,,261.88,276.92,275.72,270.85,270.42,276.61,281.33,288.08,222.76,269.87,293.08,213.39,288.56,282.33,290.14,281.87,278.13,269.95,268.03,,268.13,,,,
2018-08-29 22:19:32.027000,L8,,,,256.20,,,,,268.51,268.26,260.81,256.35,256.38,224.11,,254.23,199.67,277.90,278.93,212.50,208.55,281.92,284.19,287.51,269.19,276.89,291.82,298.59,289.49,282.80,,,242.38,244.93,242.41,,271.64,262.39,,,
2018-11-01 22:19:54.556000,L8,327.35,324.53,320.80,313.51,306.75,311.98,322.53,298.46,304.39,300.68,297.32,303.74,306.68,306.11,298.86,303.63,310.50,314.83,312.72,310.04,312.27,308.87,317.99,312.94,308.25,315.69,326.48,325.48,319.44,310.91,311.65,316.89,310.38,306.08,300.96,310.65,304.53,292.79,216.57,222.80,231.13
2018-12-03 22:19:53.961000,L8,333.30,345.64,351.53,410.95,403.76,308.45,322.22,362.56,393.74,404.54,411.98,306.09,308.55,390.08,393.27,394.59,403.67,319.91,315.49,312.69,313.09,380.61,397.42,400.33,310.28,317.24,324.65,329.46,407.69,397.99,321.75,321.14,316.12,372.14,389.04,310.46,361.98,388.31,221.99,225.53,231.76
2019-02-05 22:19:45.318000,L8,246.76,295.23,287.30,276.33,,195.21,297.01,276.57,283.33,274.65,272.38,273.55,283.60,281.44,280.45,284.78,293.63,292.51,288.76,279.59,272.98,283.93,287.32,286.59,276.70,244.83,278.20,,,,280.89,277.97,272.34,277.11,274.97,286.18,,,,,
2019-05-12 22:19:32.441000,L8,327.42,329.55,339.90,317.26,309.25,314.34,324.16,304.55,308.57,302.13,299.40,305.34,308.79,308.02,304.14,306.52,313.08,318.24,314.77,312.28,315.42,312.05,319.51,316.47,310.05,313.64,324.37,391.28,352.84,372.20,324.89,330.82,320.51,311.27,306.89,315.70,372.24,357.48,380.09,372.26,233.34
2019-07-31 22:20:02.646000,L8,335.51,337.21,344.84,335.64,362.72,355.76,364.98,365.61,372.94,392.48,395.54,399.63,421.70,415.18,420.40,401.40,361.41,382.41,384.41,421.91,413.51,421.48,397.70,317.84,364.58,397.59,380.82,372.48,369.97,368.58,364.81,343.74,351.01,343.07,308.38,375.89,345.17,344.91,345.48,332.60,275.65
2019-09-01 22:20:11.708000,L8,319.90,319.81,312.60,306.02,294.94,302.95,316.45,293.38,297.98,293.88,291.95,296.17,296.35,297.81,291.26,274.51,292.05,300.47,303.85,302.38,305.14,302.26,305.49,281.04,268.95,,,,,,,,,263.01,290.86,305.42,,,,,
2019-09-17 22:20:17.064000,L8,305.37,306.67,298.04,284.43,273.56,284.42,300.60,229.71,219.30,201.65,212.38,204.33,203.70,192.17,204.12,207.75,192.66,285.00,286.51,281.96,285.08,285.80,292.69,291.38,278.72,282.31,296.22,296.30,294.29,281.23,284.27,284.20,282.41,278.61,273.21,285.95,280.74,258.94,,,
2019-12-22 22:20:15.572000,L8,325.21,321.64,322.93,376.65,369.75,337.38,367.33,319.28,375.01,376.73,374.04,390.80,402.50,408.57,375.10,398.45,392.98,405.90,366.57,407.94,410.61,405.04,411.76,394.95,406.02,414.15,427.07,424.13,411.67,418.47,346.73,349.12,347.76,352.71,323.13,365.99,402.63,412.34,420.02,420.47,413.94
2020-02-24 22:19:58.916000,L8,279.68,299.84,294.08,288.99,279.42,279.31,298.26,228.89,218.61,200.41,211.17,204.67,198.74,278.31,274.90,279.56,289.03,291.34,288.65,286.41,288.17,289.26,294.43,291.33,283.89,294.09,303.52,303.60,296.93,287.01,277.04,285.93,283.01,279.56,276.48,282.77,283.90,,,,
2020-03-11 22:19:52.609000,L8,262.78,308.52,297.35,294.01,285.06,288.24,304.96,226.91,217.61,196.31,204.79,203.71,193.42,283.50,279.97,285.00,293.09,296.82,294.31,290.96,293.26,292.81,297.93,294.97,289.19,296.37,306.74,307.36,299.04,291.66,284.49,288.88,283.05,283.86,284.78,292.67,285.20,275.86,,,
2020-03-27 22:19:43.868000,L8,332.03,329.06,326.36,361.41,354.75,373.76,351.11,376.93,381.99,375.67,360.52,392.98,394.58,402.61,406.95,411.40,399.66,420.59,430.01,421.95,414.09,415.65,415.87,415.19,411.66,425.53,417.36,421.31,417.41,309.74,341.11,334.94,329.18,326.21,328.89,387.20,304.26,296.98,223.76,232.75,231.90
2020-04-28 22:19:28.688000,L8,,307.88,299.62,288.56,271.61,,304.94,272.76,282.78,277.98,276.58,276.66,273.72,274.56,272.11,276.00,285.36,291.09,290.03,286.58,286.82,289.30,293.42,294.51,281.59,291.40,301.07,305.26,295.67,289.43,286.13,284.88,283.00,278.35,276.65,290.15,280.34,273.21,,,
2020-05-30 22:19:28.682000,L8,,,296.64,275.20,,,,,,,,,,,,,,268.43,275.42,260.20,271.35,270.64,281.17,227.00,268.98,,292.90,227.95,288.27,272.63,277.59,271.62,269.47,265.51,256.87,,275.18,257.10,,,
2020-07-01 22:19:46.705000,L8,,300.93,305.45,218.13,,,,,277.28,273.27,271.41,268.16,267.76,251.08,,255.23,273.75,212.02,283.42,279.82,280.89,201.35,287.04,184.75,276.89,175.46,297.11,300.56,291.99,285.47,288.95,280.37,280.61,275.22,272.55,,278.69,271.41,,,
2020-09-19 22:20:15.764000,L8,303.35,309.54,297.21,290.16,282.50,291.51,308.64,225.12,215.85,215.54,212.99,217.52,204.29,187.36,204.35,205.86,191.46,284.65,277.93,289.68,290.75,293.40,292.54,280.72,276.46,292.96,301.94,305.99,299.28,289.79,277.20,,,,266.49,293.65,284.27,,,,
2020-10-21 22:20:19.635000,L8,276.54,299.92,290.42,276.24,265.12,277.81,293.91,,271.25,268.19,258.82,262.20,218.11,253.73,253.02,263.51,278.39,283.22,285.34,277.68,280.69,282.84,286.72,284.08,272.98,281.17,292.47,294.70,290.78,280.21,278.18,276.16,277.74,271.38,266.40,282.45,277.60,259.70,,,
2021-01-25 22:20:07.939000,L8,341.17,322.80,315.66,360.05,357.72,355.75,360.01,304.07,304.68,298.61,297.73,304.79,308.23,308.25,384.50,388.08,395.33,399.66,316.82,390.16,390.58,388.50,399.78,315.57,309.56,312.57,324.79,324.52,317.71,308.16,309.76,316.38,307.63,304.50,299.62,364.73,306.05,295.43,218.14,226.97,232.34
2021-03-30 22:19:46.369000,L8,324.81,322.55,321.18,311.71,307.17,310.01,321.21,304.91,303.43,299.24,297.67,303.00,306.49,305.93,300.50,303.38,312.37,316.08,313.63,310.05,313.57,311.43,317.94,315.64,307.92,312.88,325.71,325.88,318.33,328.27,306.78,319.88,308.84,343.67,298.92,312.57,317.28,300.15,222.73,243.32,228.38
2021-05-17 22:19:36.460000,L8,337.66,335.44,330.51,318.42,307.03,315.24,323.28,314.22,307.92,302.08,298.58,401.68,407.30,404.45,304.85,305.99,315.09,316.86,409.34,403.93,397.91,388.46,320.68,317.25,310.51,310.71,326.57,328.37,320.92,312.42,316.03,321.04,312.96,310.56,304.46,319.34,310.79,305.00,217.20,227.48,233.27
2021-11-21 22:22:10.853000,L9,267.49,299.70,291.43,287.06,279.36,285.52,298.64,271.74,281.07,275.55,276.92,277.59,280.09,283.56,275.17,213.03,218.85,277.93,266.95,243.73,,,,,267.00,283.23,301.98,296.29,294.12,283.30,278.98,290.87,284.32,280.70,277.24,286.11,281.91,,,,
2021-12-11 22:20:20.735000,L8,330.21,322.47,315.21,313.29,311.99,313.30,319.85,305.26,304.12,298.99,298.17,305.72,309.03,308.06,302.96,307.25,317.88,319.55,318.41,316.71,317.16,315.28,322.18,318.75,316.32,314.36,330.07,329.16,322.37,314.25,313.41,316.73,309.02,307.61,301.81,311.57,312.09,304.07,219.06,227.75,234.04
