dates,satname,nzd0158-0000,nzd0158-0001,nzd0158-0002,nzd0158-0003,nzd0158-0004,nzd0158-0005,nzd0158-0006,nzd0158-0007,nzd0158-0008,nzd0158-0009
1999-10-22 21:58:28.758000,L7,321.16,314.57,318.71,311.75,292.84,279.77,272.81,276.22,290.41,311.88
1999-12-09 21:58:33.708000,L7,314.89,307.26,290.80,299.86,287.61,237.72,240.12,273.95,285.40,307.28
1999-12-09 21:58:57.676000,L7,,302.98,282.12,265.11,273.15,233.36,235.19,266.03,278.45,300.77
2000-02-27 21:58:16.566000,L7,315.77,307.15,309.51,308.20,287.24,299.91,235.38,270.58,282.18,307.75
2000-02-27 21:58:40.521000,L7,,,283.21,265.60,277.54,231.22,216.73,263.61,276.53,304.18
2000-03-14 21:58:11.336000,L7,,296.89,274.06,288.23,275.15,231.60,226.54,262.76,276.41,303.63
2000-03-14 21:58:35.291000,L7,,292.49,273.08,288.39,274.62,,,261.20,275.75,299.52
2000-03-30 21:58:09.573000,L7,,,282.05,297.39,,,,,,
2000-03-30 21:58:33.541000,L7,,295.80,282.44,297.22,272.62,,,,,
2000-08-05 21:56:44.750000,L7,313.85,305.84,290.72,300.28,275.18,,,,,295.26
2000-08-05 21:57:08.715000,L7,312.84,305.12,289.90,298.04,274.58,,,,,
2000-12-27 21:56:05.061000,L7,268.71,210.34,293.53,269.22,264.15,,,,,
2001-01-12 21:56:06.772000,L7,269.79,199.95,227.68,255.00,279.98,231.36,230.44,271.99,280.77,305.45
2001-01-12 21:56:30.696000,L7,,,,,,231.46,186.70,270.72,279.92,305.60
2001-06-05 21:55:16.607000,L7,239.19,305.61,298.73,305.18,288.10,,,,,
2001-06-05 21:55:40.577000,L7,,305.71,299.81,305.32,288.45,,,,,
2001-06-21 21:55:05.323000,L7,,304.26,309.69,303.46,278.32,,,,,
2001-06-21 21:55:29.297000,L7,312.91,303.96,309.69,304.21,279.90,,,,,
2001-09-09 21:54:12.928000,L7,317.15,305.81,308.42,307.50,286.32,241.99,248.68,283.06,289.65,306.35
2001-09-09 21:54:36.880000,L7,193.48,305.31,286.99,302.69,277.64,246.19,255.01,261.43,257.35,256.74
2001-09-25 21:54:04.740000,L7,,293.51,280.98,275.27,278.77,232.08,235.26,275.84,283.02,
2001-09-25 21:54:28.694000,L7,324.17,316.34,319.13,318.10,300.71,305.49,274.51,288.92,296.91,312.44
2001-10-11 21:53:46.024000,L7,,296.32,280.76,273.46,275.23,230.44,234.18,274.06,279.09,304.02
2001-10-11 21:54:09.862000,L7,260.44,299.72,284.37,287.34,276.83,231.31,235.45,275.38,279.79,305.03
2002-01-15 21:54:23.534000,L7,312.85,304.60,284.85,264.59,287.19,291.45,237.14,275.99,284.87,309.28
2002-01-31 21:54:26.647000,L7,273.73,301.39,302.50,305.08,281.90,,,275.39,283.94,309.40
2002-01-31 21:54:50.570000,L7,305.47,310.78,313.38,315.66,315.00,,,217.12,293.47,319.64
2002-02-16 21:54:54.191000,L7,,,,,,235.82,232.27,276.20,,321.26
2002-08-27 21:53:36.267000,L7,325.91,316.66,317.45,317.49,298.22,306.41,271.57,289.66,297.61,312.14
2002-08-27 21:54:00.253000,L7,315.84,315.10,316.55,310.08,293.66,260.35,263.79,293.14,296.26,322.95
2002-10-14 21:53:19.813000,L7,323.92,313.19,319.29,312.91,296.89,293.30,265.07,286.43,292.75,311.70
2002-10-14 21:53:43.769000,L7,314.28,303.63,290.72,302.52,287.37,238.55,242.80,279.54,279.56,306.68
2002-10-30 21:53:25.867000,L7,,307.31,286.68,265.48,,,,,,
2002-12-01 21:53:52.985000,L7,274.12,304.02,296.37,291.43,288.37,239.64,237.66,282.00,282.74,312.69
