dates,satname,nzd0223-0000,nzd0223-0001,nzd0223-0002,nzd0223-0003,nzd0223-0004,nzd0223-0005,nzd0223-0006,nzd0223-0007,nzd0223-0008,nzd0223-0010,nzd0223-0011,nzd0223-0012,nzd0223-0013,nzd0223-0015,nzd0223-0009,nzd0223-0014
1999-12-25 21:58:52.197000,L7,345.88,338.65,170.71,323.37,333.51,319.24,306.54,329.28,303.20,304.56,340.53,342.60,335.29,,,
2000-01-10 21:58:52.465000,L7,347.59,337.50,,,330.47,312.01,231.16,213.01,,185.59,332.44,337.17,334.44,,,
2000-02-27 21:58:40.521000,L7,298.69,,,,,,,,,,,,,,,
2000-03-14 21:58:35.291000,L7,346.20,338.74,174.78,173.29,332.80,305.41,330.22,337.84,311.67,195.70,342.17,344.09,340.81,,,
2000-03-30 21:58:33.541000,L7,345.76,336.88,,,,304.70,230.44,227.74,313.27,184.15,326.25,326.98,333.67,283.13,,
2000-09-22 21:56:29.431000,L7,,,,177.97,335.19,320.80,280.10,322.60,291.69,192.79,302.33,314.49,271.92,321.82,,276.83
2000-11-09 21:56:21.390000,L7,367.87,370.61,366.34,349.94,356.21,334.90,347.54,356.02,332.46,358.00,364.23,363.59,364.98,484.47,341.07,442.11
2001-03-01 21:56:21.596000,L7,544.07,528.92,529.60,364.90,366.31,312.22,261.12,310.23,313.62,297.23,372.28,368.06,373.09,353.84,291.80,356.47
2001-03-17 21:56:16.575000,L7,,,,,319.50,294.92,231.45,219.34,,190.42,313.31,322.49,278.58,,,
2001-09-09 21:54:36.880000,L7,381.61,378.81,376.81,366.30,366.60,352.75,354.40,368.86,342.42,364.77,372.23,364.20,527.17,517.92,338.69,526.53
2001-09-25 21:54:28.694000,L7,391.66,382.37,385.94,366.17,366.06,357.46,357.92,365.94,342.59,370.55,374.38,374.99,376.61,355.83,348.42,354.76
2001-12-30 21:54:37.254000,L7,,,,,,,,,,,185.31,276.20,270.64,,,
2002-02-16 21:54:54.191000,L7,387.34,384.44,389.90,378.08,373.26,358.85,373.23,375.28,347.55,377.99,379.35,380.97,377.55,367.33,364.82,362.90
2002-03-20 21:54:48.224000,L7,,,,,328.23,307.08,233.50,223.43,,181.95,306.80,324.05,313.67,,,
2002-10-14 21:53:43.769000,L7,378.28,376.42,371.78,348.83,362.37,348.36,349.54,364.72,337.86,357.83,377.26,372.06,381.67,380.83,353.39,385.12
2002-12-01 21:54:16.937000,L7,,,,,315.49,287.34,222.63,216.50,,174.30,324.54,330.63,326.51,,,
2003-01-18 21:54:30.278000,L7,363.25,364.69,359.57,343.99,353.83,333.63,342.61,356.03,325.52,474.83,462.55,358.98,365.66,386.76,331.92,330.57
2003-04-08 21:54:47.577000,L7,314.54,264.46,,,,,,,,,217.18,311.95,250.99,,,
2003-07-21 21:42:33.857000,L5,356.95,340.76,357.05,341.37,349.91,317.95,330.86,349.89,320.38,340.02,347.41,349.08,345.28,308.89,,323.53
2003-10-25 21:44:04.226000,L5,375.34,383.28,370.53,361.31,345.52,339.43,347.14,351.73,333.65,363.25,380.87,366.21,374.37,362.72,344.70,356.51
2004-03-01 21:45:02.553000,L5,,,,,317.21,277.74,177.62,,,,,,,,,
2004-04-02 21:45:18.969000,L5,,,,312.83,326.61,300.85,308.00,312.97,289.51,174.60,322.62,331.06,330.74,,,
2004-05-04 21:46:16.049000,L5,,,,290.91,308.67,268.42,205.00,232.95,296.87,,274.41,310.07,311.82,,,
2004-07-07 21:48:09.180000,L5,297.72,209.72,,,314.91,226.32,,,,,,,,,,
2004-09-25 21:50:07.312000,L5,,,,295.79,322.96,299.26,210.79,251.59,287.19,183.87,310.32,333.58,332.58,,,
2004-10-27 21:50:47.740000,L5,,,,309.82,330.93,295.08,204.78,268.91,282.22,191.97,319.77,341.61,339.36,,,
2005-01-15 21:52:09.437000,L5,386.98,366.02,368.13,351.03,354.20,344.67,363.17,375.33,348.66,381.26,382.44,381.89,370.44,371.54,357.43,353.95
2005-03-04 21:52:52.217000,L5,360.63,363.96,363.38,352.75,359.55,341.93,358.36,360.53,341.51,356.47,360.31,357.52,361.68,347.39,347.90,345.73
2005-04-21 21:53:10.893000,L5,329.55,315.35,327.28,302.01,327.44,299.33,310.60,308.42,294.05,,319.85,319.96,325.13,,,
2005-06-08 21:53:33.007000,L5,308.91,192.88,,,,,,,,,,,,,,
2005-10-30 21:54:03.531000,L5,341.90,340.71,341.98,,315.31,292.42,197.52,256.37,278.30,182.31,338.97,343.74,342.98,,,
2005-11-15 21:54:26.309000,L5,393.64,378.33,386.09,381.72,368.79,372.81,353.58,354.40,348.31,359.44,373.43,401.03,529.12,397.32,357.14,459.59
2006-02-03 21:56:19.035000,L5,337.97,336.40,340.46,318.29,330.41,313.38,328.84,328.88,308.32,,343.17,345.17,338.00,,316.71,
2006-02-19 21:56:39.909000,L5,,,,,320.82,301.84,187.27,224.32,289.08,,324.84,327.02,328.20,,,
2006-06-27 21:58:48.654000,L5,,,,,,,,,,,,308.88,309.91,,,
2006-07-13 21:59:02.335000,L5,,,,,,,,,,170.86,217.89,307.00,313.61,,,
2008-12-25 21:50:34.359000,L5,,,,,318.84,295.81,189.82,229.34,285.11,,,,,,,
2009-11-26 21:56:28.873000,L5,377.82,379.06,379.98,374.07,366.89,346.56,361.32,361.73,339.19,364.98,375.74,381.88,374.71,371.94,360.24,365.80
2009-12-12 21:56:37.955000,L5,372.03,379.42,375.83,373.58,365.45,353.86,362.88,366.76,346.19,360.93,370.97,375.19,367.44,366.96,353.15,368.34
2010-01-29 21:56:53.427000,L5,338.33,338.03,333.41,320.54,324.79,321.27,327.27,316.36,302.79,,327.74,333.57,331.58,,306.68,
2010-10-28 21:55:51.312000,L5,358.78,356.45,360.55,352.57,349.93,334.60,347.09,356.08,336.64,336.84,365.81,368.97,369.45,345.51,342.11,339.27
2010-12-31 21:55:56.533000,L5,386.90,393.67,390.20,372.94,363.22,352.28,369.61,367.68,349.35,383.97,399.60,387.14,385.15,380.78,366.87,365.64
2011-01-16 21:55:58.174000,L5,359.34,354.12,356.79,341.37,343.26,331.71,341.20,349.40,333.77,356.66,365.37,367.06,362.62,345.03,346.76,337.00
2011-02-17 21:56:00.979000,L5,343.84,347.16,329.45,339.52,330.97,213.44,330.51,319.66,295.97,337.25,347.93,355.14,315.70,,,
2013-04-27 22:07:47.557000,L8,348.56,344.71,337.57,325.66,334.68,305.44,339.71,315.34,248.50,186.92,323.98,317.93,320.82,,305.49,
2013-05-13 22:07:59.284000,L8,338.81,333.94,,316.93,323.29,301.92,192.91,282.44,241.88,183.05,326.86,335.02,335.01,323.19,312.00,273.51
2013-09-02 22:08:04.598000,L8,366.06,364.75,363.56,359.95,363.28,350.79,359.92,363.46,342.43,361.77,372.95,364.96,365.33,342.55,346.81,360.95
2013-11-05 22:07:46.855000,L8,343.09,338.57,318.86,281.69,329.92,305.41,316.09,320.62,300.50,334.55,337.68,343.92,345.29,331.45,312.98,316.17
