dates,satname,nzd0133-0000,nzd0133-0001,nzd0133-0002,nzd0133-0003,nzd0133-0005,nzd0133-0006,nzd0133-0004
1999-08-26 22:04:44.971000,L7,249.78,309.02,312.36,300.73,338.63,327.52,
1999-09-27 22:04:48.949000,L7,,347.08,226.18,302.97,346.34,332.20,325.35
1999-10-22 21:58:28.758000,L7,293.02,334.85,322.95,346.97,416.91,397.21,320.84
1999-11-14 22:04:42.286000,L7,255.75,343.19,325.46,339.40,346.99,334.01,348.72
2000-05-24 22:03:46.662000,L7,,224.44,258.02,236.14,288.53,324.57,296.98
2000-07-11 22:03:17.779000,L7,,,,,,234.61,
2000-09-22 21:56:05.544000,L7,399.21,388.64,370.51,380.83,394.64,399.94,376.07
2001-02-13 21:56:03.778000,L7,,325.21,315.23,305.39,294.78,326.55,177.02
2001-03-24 22:01:59.719000,L7,257.68,326.88,308.99,305.92,340.95,325.63,338.80
2001-09-09 21:54:12.928000,L7,263.00,303.59,304.17,299.90,338.74,326.46,316.20
2001-10-11 21:53:46.024000,L7,487.26,477.89,371.16,374.93,377.99,375.45,382.19
2001-12-30 21:54:13.275000,L7,258.00,276.43,313.97,303.11,315.45,310.95,346.77
2002-04-28 22:00:38.357000,L7,,,,,,230.67,
2002-05-23 21:54:18.991000,L7,,,,,,216.25,
2002-06-15 22:00:19.658000,L7,,,,,,225.22,
2002-06-24 21:54:04.370000,L7,267.66,311.87,299.64,300.38,340.62,324.80,215.02
2002-07-17 22:00:08.747000,L7,,,,,,199.81,
2002-08-18 21:59:57.690000,L7,308.55,379.62,360.73,360.50,381.50,370.21,396.55
2002-08-27 21:53:36.267000,L7,253.01,301.13,298.08,306.04,337.51,326.88,321.74
2002-11-06 21:59:41.879000,L7,,267.60,278.28,248.13,328.62,321.19,
2002-12-01 21:53:52.985000,L7,309.38,353.21,361.29,369.02,369.01,375.77,371.98
2003-01-18 21:54:06.301000,L7,250.12,315.78,223.35,304.73,343.42,330.21,350.90
2003-05-10 21:54:22.508000,L7,,,,,,219.52,
2003-08-06 21:42:27.230000,L5,,,,,343.48,335.49,276.45
2003-08-13 21:48:45.123000,L5,,,,,332.80,317.91,
2003-09-30 21:49:30.432000,L5,,,,,344.82,341.90,
2003-10-25 21:43:40.253000,L5,273.07,254.46,271.81,296.09,344.68,340.14,273.39
2003-11-17 21:50:09.452000,L5,,,,,345.62,346.08,288.95
2004-02-14 21:44:33.705000,L5,,,,,343.60,345.92,308.71
2004-02-21 21:50:47.082000,L5,,,,,260.12,340.27,288.58
2004-03-01 21:44:38.581000,L5,,,,,349.95,345.08,332.09
2004-04-18 21:45:25.586000,L5,,,,,348.30,338.98,318.58
2004-05-20 21:46:20.465000,L5,,,,,,225.18,
2004-06-12 21:53:11.618000,L5,293.59,350.30,331.94,349.24,367.72,362.32,364.41
2004-07-07 21:47:45.207000,L5,,,,,345.45,334.04,
2004-07-23 21:48:09.192000,L5,,,,,349.38,341.42,312.65
2004-07-30 21:54:28.143000,L5,,,,,349.45,339.05,297.32
2004-09-09 21:49:19.975000,L5,303.98,356.53,328.16,354.60,370.49,369.29,366.89
2004-09-16 21:55:41.721000,L5,270.22,318.22,289.63,315.74,346.60,346.70,305.26
