dates,satname,nzd0537-0000,nzd0537-0001,nzd0537-0002,nzd0537-0003,nzd0537-0004,nzd0537-0005,nzd0537-0006,nzd0537-0007,nzd0537-0034,nzd0537-0035,nzd0537-0036,nzd0537-0037,nzd0537-0038,nzd0537-0039,nzd0537-0040,nzd0537-0041,nzd0537-0042,nzd0537-0043,nzd0537-0044,nzd0537-0045,nzd0537-0046,nzd0537-0047,nzd0537-0048,nzd0537-0049,nzd0537-0050,nzd0537-0051,nzd0537-0052,nzd0537-0053,nzd0537-0054,nzd0537-0055,nzd0537-0056,nzd0537-0057,nzd0537-0058,nzd0537-0059,nzd0537-0060,nzd0537-0061,nzd0537-0062,nzd0537-0063,nzd0537-0064,nzd0537-0065,nzd0537-0066,nzd0537-0067,nzd0537-0068,nzd0537-0069,nzd0537-0070,nzd0537-0071,nzd0537-0072,nzd0537-0073,nzd0537-0074,nzd0537-0075,nzd0537-0076,nzd0537-0077,nzd0537-0078,nzd0537-0079,nzd0537-0080,nzd0537-0081,nzd0537-0082,nzd0537-0083,nzd0537-0084,nzd0537-0085,nzd0537-0086,nzd0537-0087,nzd0537-0088,nzd0537-0089,nzd0537-0090,nzd0537-0091,nzd0537-0092,nzd0537-0093,nzd0537-0094,nzd0537-0095,nzd0537-0098,nzd0537-0099,nzd0537-0100,nzd0537-0104,nzd0537-0105,nzd0537-0106,nzd0537-0107,nzd0537-0108,nzd0537-0109,nzd0537-0110,nzd0537-0111,nzd0537-0112,nzd0537-0113,nzd0537-0114,nzd0537-0115,nzd0537-0116,nzd0537-0117,nzd0537-0118,nzd0537-0119,nzd0537-0120,nzd0537-0121,nzd0537-0122,nzd0537-0123,nzd0537-0124,nzd0537-0125,nzd0537-0126,nzd0537-0127,nzd0537-0128,nzd0537-0129,nzd0537-0008,nzd0537-0009,nzd0537-0010,nzd0537-0011,nzd0537-0012,nzd0537-0013,nzd0537-0014,nzd0537-0015,nzd0537-0016,nzd0537-0017,nzd0537-0018,nzd0537-0019,nzd0537-0020,nzd0537-0021,nzd0537-0022,nzd0537-0023,nzd0537-0024,nzd0537-0025,nzd0537-0026,nzd0537-0027,nzd0537-0028,nzd0537-0030,nzd0537-0031,nzd0537-0032,nzd0537-0033,nzd0537-0096,nzd0537-0097,nzd0537-0101,nzd0537-0102,nzd0537-0103,nzd0537-0130,nzd0537-0131,nzd0537-0132,nzd0537-0133,nzd0537-0134,nzd0537-0135,nzd0537-0136,nzd0537-0029,nzd0537-0137,nzd0537-0138
1999-08-08 22:19:52.507000,L7,509.05,484.05,518.39,517.85,514.59,504.10,491.17,481.94,528.01,519.18,497.49,471.66,461.93,460.16,454.70,447.86,523.05,430.06,424.02,437.84,498.45,522.53,387.07,448.74,453.70,449.32,437.73,433.10,438.32,440.18,449.82,457.41,458.12,463.00,462.67,456.78,452.30,441.86,437.44,416.30,419.97,423.08,408.41,403.12,396.85,386.83,380.02,376.14,374.64,357.92,369.09,361.86,354.59,346.60,341.32,322.97,501.29,452.54,455.04,331.28,340.79,333.43,349.81,328.59,371.84,265.98,261.60,198.82,191.25,318.37,465.42,448.53,423.90,415.35,418.21,472.94,518.09,511.84,500.20,505.00,284.83,293.44,516.01,467.35,482.97,441.58,469.66,295.87,282.03,264.56,238.33,234.53,211.72,393.17,430.47,461.13,467.00,466.91,431.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-27 22:19:51.122000,L7,529.58,510.72,511.34,512.23,506.80,493.19,,,,,,,,,,,,,,,,,,,,,509.68,513.55,496.53,496.06,495.09,496.62,496.00,496.42,507.79,495.32,494.35,509.82,502.40,488.65,486.32,453.42,439.95,424.63,422.47,428.34,419.16,405.47,400.81,436.48,416.65,409.60,387.70,380.13,374.80,344.31,468.60,455.96,429.71,407.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-05 22:13:40.966000,L7,413.18,421.07,170.16,197.40,206.34,205.52,200.27,192.46,471.86,485.27,451.30,432.91,416.20,405.32,392.03,385.76,406.23,402.60,416.27,,,,457.05,463.35,472.45,459.64,443.25,437.41,461.52,457.16,460.05,467.68,474.69,492.84,,,466.03,464.85,468.99,464.94,461.52,460.38,464.11,457.14,451.72,451.75,446.52,448.19,443.65,449.62,458.42,453.59,441.53,438.15,434.26,426.82,419.68,426.43,430.35,442.81,458.76,476.09,488.27,494.35,503.55,514.32,512.63,511.99,510.10,507.48,407.80,404.64,409.03,433.20,442.23,432.98,311.81,376.58,383.04,366.99,369.72,,,,,,,417.61,411.48,387.51,394.98,365.76,351.34,324.61,510.80,494.04,466.36,432.61,218.52,448.78,447.44,443.44,500.45,502.11,512.03,514.59,515.01,508.41,506.93,500.27,505.63,491.94,495.53,508.90,529.27,457.84,446.35,455.45,444.49,451.69,463.11,491.53,498.79,447.20,403.28,410.05,426.13,440.05,308.14,381.96,453.99,488.04,494.88,494.77,501.13,493.22,,,
1999-11-21 22:13:35.965000,L7,403.92,385.61,395.42,396.24,393.93,457.19,492.61,209.52,422.51,413.39,482.31,483.69,469.04,456.24,442.43,483.72,486.99,,,,,,,,,,,,,,,,516.70,461.15,452.72,436.29,432.52,437.41,430.78,398.49,404.21,432.66,430.30,422.06,470.34,,,,,,,496.57,367.16,353.97,445.43,417.62,442.27,391.03,378.38,380.89,414.55,504.52,,,,,496.96,500.73,508.46,493.98,489.78,314.09,495.45,507.84,514.40,517.19,395.10,335.23,495.07,464.88,442.60,446.57,475.94,484.50,501.81,506.19,,,319.08,305.63,345.54,498.28,480.09,466.32,454.12,433.36,500.01,338.72,471.20,198.84,215.12,,,,,,,,442.69,474.08,517.47,417.15,471.71,,,,523.26,411.55,403.16,410.21,424.32,432.34,474.80,442.61,487.68,489.84,488.12,489.12,503.53,416.33,395.80,424.18,477.34,493.81,498.71,497.21,409.15,493.76,488.24
1999-12-07 22:13:41.663000,L7,447.74,445.62,458.66,460.00,466.18,464.86,467.47,467.59,450.12,441.79,415.81,411.30,375.45,377.13,371.02,373.18,377.97,391.09,403.56,425.08,439.79,451.29,447.43,443.20,431.73,411.21,417.24,425.13,437.29,445.01,451.04,464.14,470.93,478.81,486.09,484.17,488.90,481.30,482.20,483.13,487.27,483.53,478.73,469.89,463.96,461.77,461.43,469.06,458.00,459.95,473.67,474.95,463.32,461.08,457.37,444.95,451.10,450.16,451.56,456.70,474.01,494.15,504.41,,,,,,,,,,324.46,401.50,411.27,388.53,372.31,339.31,368.32,350.59,342.82,,,,,,,393.50,391.44,373.68,376.99,,,,521.93,504.35,468.45,369.38,321.45,471.29,464.68,466.86,462.07,460.03,455.50,455.81,460.03,460.60,454.14,461.59,459.39,456.62,446.61,437.45,432.88,421.38,423.23,421.52,422.27,426.81,451.96,464.21,480.21,464.23,,,359.94,405.54,410.98,333.95,478.81,490.04,504.16,520.41,516.34,511.05,442.38,504.99,505.80
1999-12-30 22:19:45.690000,L7,,511.73,507.11,506.77,498.72,487.34,,,,,534.82,496.80,505.65,494.51,488.83,491.68,502.14,515.12,525.73,,,,522.12,509.30,494.65,485.64,481.79,470.30,477.94,483.65,503.20,514.20,,,,,,505.54,496.37,492.44,491.76,481.67,473.70,465.71,452.26,531.62,521.59,514.41,513.45,509.14,505.80,500.21,497.28,461.51,446.94,436.64,412.47,420.09,434.41,497.81,502.44,393.58,396.64,405.17,407.75,401.82,390.46,390.02,379.98,374.45,501.70,494.90,457.90,453.55,511.21,408.15,419.63,422.66,523.48,459.09,324.77,323.10,319.84,327.58,332.44,334.21,342.05,344.92,330.54,513.22,405.38,390.54,482.74,236.62,205.07,,,159.38,174.34,,,,,,,,,,,,,,,,,,,,,,,,,,366.11,360.17,483.18,495.17,437.94,187.72,198.15,195.70,197.76,189.78,180.11,175.47,,160.06,151.96
2000-04-13 22:13:06.040000,L7,394.08,384.86,378.87,403.51,392.31,438.33,405.26,411.61,379.34,410.87,361.67,364.28,393.50,354.03,351.61,396.90,390.16,370.42,472.77,477.52,514.16,495.79,455.16,457.81,438.13,484.81,432.41,,,479.58,506.07,508.79,488.45,420.85,431.22,410.58,411.63,,448.26,433.00,423.08,435.71,440.62,440.51,435.68,429.21,435.90,425.47,425.85,425.91,428.17,426.22,429.36,422.82,419.30,410.10,401.77,407.03,417.35,431.78,437.54,445.73,446.37,438.61,430.58,408.11,381.81,383.21,340.46,333.33,357.04,294.10,252.06,323.75,322.13,278.13,309.23,443.26,445.68,453.03,450.48,449.00,372.91,363.15,447.15,456.26,495.97,432.22,423.59,395.10,401.82,362.49,355.08,321.66,274.80,,266.91,402.56,349.83,388.06,387.77,383.88,381.97,378.39,375.32,388.28,384.67,378.72,359.64,369.89,395.61,401.43,388.90,382.54,376.83,376.99,369.54,364.59,367.05,367.11,373.22,372.32,367.96,378.71,298.48,342.22,245.04,256.84,296.56,,,509.89,463.48,449.06,471.15,474.57,368.19,466.63,455.15
2000-04-20 22:19:15.385000,L7,,,,,,,,,,,,,,,,,,,,,,,531.45,507.17,513.96,498.18,488.35,506.69,501.45,507.82,517.36,533.81,,,,,,,518.08,513.05,496.40,481.72,470.41,455.11,463.80,464.97,455.18,462.15,461.53,487.49,486.05,,513.82,401.03,396.62,400.45,380.20,381.85,376.62,375.20,397.99,387.18,406.11,413.93,419.88,426.65,415.76,407.72,394.65,396.72,365.64,363.46,349.13,356.46,331.07,345.42,350.07,343.83,350.70,361.70,330.68,331.08,359.26,331.26,505.52,513.18,505.35,518.76,499.33,496.91,490.81,513.93,505.31,484.75,517.17,514.93,497.28,476.77,237.05,,,,,,,,,,,,,,,,,,,,,,,,,,386.70,372.55,336.79,349.14,341.61,239.44,234.34,406.87,465.52,463.65,497.43,483.07,,455.66,475.71
2000-05-22 22:18:57.481000,L7,,,,,,,,,,,,,,,,,,,,,,,,475.65,467.27,456.88,446.41,450.07,462.23,456.73,462.57,473.48,475.17,469.98,464.51,456.32,468.01,457.32,470.57,472.03,449.77,443.49,475.06,468.02,,,,,,,,480.37,513.67,383.24,367.71,365.00,433.51,423.90,432.40,411.27,414.38,416.39,411.00,407.93,435.97,436.59,423.84,411.85,300.35,175.79,,,,,,,183.66,220.64,241.78,220.75,200.48,,,205.13,192.94,235.14,275.26,274.30,266.47,253.35,251.00,246.49,242.09,214.24,165.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.61,431.67
2000-05-31 22:12:42.435000,L7,354.06,352.43,359.84,371.19,378.43,375.67,383.96,384.40,354.15,529.79,508.62,516.94,513.51,509.30,314.30,316.80,319.00,318.32,254.59,259.73,370.66,377.01,359.82,349.94,274.37,354.53,357.05,361.84,349.84,365.54,371.62,384.53,389.34,396.96,399.87,407.59,413.65,409.74,399.20,396.63,363.83,395.42,391.34,401.68,397.80,395.79,393.15,393.24,387.95,392.70,370.51,392.64,393.79,389.56,385.21,383.93,363.86,368.73,383.80,387.30,400.27,407.90,394.23,385.38,369.57,377.10,323.00,327.18,329.53,288.94,315.95,194.47,236.49,300.54,273.95,261.19,261.20,159.44,,160.41,260.19,176.75,171.79,184.90,199.06,220.40,240.05,257.59,290.14,284.78,287.09,288.39,268.81,248.48,208.42,188.72,167.39,162.09,169.24,382.83,376.68,384.08,373.29,376.96,361.38,367.02,354.74,374.33,354.75,363.03,372.85,355.98,362.03,364.83,356.10,357.49,346.91,354.13,344.84,329.83,349.42,360.18,345.72,365.24,263.26,310.83,217.73,211.96,267.75,179.67,205.81,166.88,403.24,428.02,426.88,435.28,353.39,432.34,426.67
