dates,satname,nzd0244-0000,nzd0244-0001,nzd0244-0002,nzd0244-0003,nzd0244-0004,nzd0244-0005,nzd0244-0006,nzd0244-0007,nzd0244-0008,nzd0244-0009,nzd0244-0010,nzd0244-0011,nzd0244-0012,nzd0244-0013,nzd0244-0014,nzd0244-0015,nzd0244-0016,nzd0244-0017,nzd0244-0018,nzd0244-0019,nzd0244-0020,nzd0244-0021,nzd0244-0022,nzd0244-0023,nzd0244-0024,nzd0244-0025,nzd0244-0026,nzd0244-0027,nzd0244-0028,nzd0244-0029,nzd0244-0030,nzd0244-0031,nzd0244-0032,nzd0244-0033,nzd0244-0034,nzd0244-0035,nzd0244-0036,nzd0244-0037,nzd0244-0038,nzd0244-0039,nzd0244-0040,nzd0244-0041,nzd0244-0042,nzd0244-0043,nzd0244-0044,nzd0244-0045,nzd0244-0046,nzd0244-0047,nzd0244-0048,nzd0244-0049,nzd0244-0050,nzd0244-0051,nzd0244-0052,nzd0244-0053,nzd0244-0054,nzd0244-0055,nzd0244-0056,nzd0244-0057,nzd0244-0058,nzd0244-0059,nzd0244-0060,nzd0244-0061,nzd0244-0062,nzd0244-0063,nzd0244-0064,nzd0244-0065,nzd0244-0066,nzd0244-0067,nzd0244-0068,nzd0244-0069,nzd0244-0070,nzd0244-0071,nzd0244-0072,nzd0244-0073,nzd0244-0074,nzd0244-0075,nzd0244-0076,nzd0244-0077,nzd0244-0078,nzd0244-0079,nzd0244-0080,nzd0244-0081,nzd0244-0087,nzd0244-0088,nzd0244-0089,nzd0244-0090,nzd0244-0091,nzd0244-0082,nzd0244-0083,nzd0244-0084,nzd0244-0085,nzd0244-0086
2004-10-27 21:50:47.740000,L5,,188.15,225.84,251.15,250.85,263.75,266.03,255.50,245.49,217.83,205.64,201.18,211.33,211.49,207.12,219.48,236.56,250.95,253.81,239.47,242.59,254.91,250.19,253.86,265.52,269.58,266.84,276.28,280.25,292.15,298.05,291.21,287.12,301.31,296.31,282.88,280.60,277.62,274.02,274.59,279.01,286.83,291.91,299.81,302.30,308.23,310.82,303.46,309.01,309.89,313.98,310.16,315.27,316.89,330.06,320.26,324.93,318.99,324.02,314.00,308.41,306.33,305.47,311.59,299.01,279.77,264.00,199.56,,,,,,,,,,,,,,,,,195.03,225.03,260.62,,,,,
2005-01-31 21:52:45.327000,L5,,203.77,224.60,247.69,249.25,263.90,255.34,245.87,239.27,235.23,220.93,210.29,215.92,224.25,218.02,223.96,238.91,248.15,260.62,232.40,234.09,247.87,250.42,279.59,287.18,294.00,288.76,295.92,303.66,300.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-16 21:52:37.927000,L5,,200.36,219.63,248.83,211.62,243.60,237.68,246.17,234.84,235.40,219.37,229.10,262.38,286.21,275.88,246.06,271.88,273.13,284.18,256.70,322.70,262.52,273.17,298.24,296.68,304.14,314.96,312.45,314.67,324.54,315.84,319.29,314.68,314.64,303.07,301.95,297.37,293.59,294.83,303.32,296.93,311.06,308.85,300.92,301.68,301.96,301.43,311.07,328.21,335.40,329.83,331.69,334.11,343.02,341.86,334.02,330.66,322.43,314.22,317.97,321.03,330.54,336.23,334.70,318.65,291.71,271.20,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-04 21:52:52.217000,L5,175.29,206.13,225.39,251.32,248.90,261.12,260.29,254.81,251.34,248.97,235.29,221.12,236.37,235.65,234.28,233.21,261.19,260.32,267.39,243.29,239.20,253.10,263.53,302.65,307.51,304.47,299.42,310.74,314.36,320.47,320.69,319.23,318.83,321.42,316.94,307.03,301.31,300.60,301.73,300.25,298.55,298.89,297.60,309.94,317.50,319.70,321.33,329.02,335.18,334.39,337.99,337.61,340.19,342.22,342.56,344.86,352.47,345.14,351.07,344.54,347.13,361.14,352.81,342.53,320.67,292.65,268.68,193.03,176.58,,,,,,,,,,,,,,,177.25,199.68,233.65,257.36,,,,,
2005-03-04 21:53:16.048000,L5,,201.45,218.60,243.66,244.37,258.31,256.38,249.46,245.20,242.65,227.19,214.70,225.15,228.07,224.89,225.99,249.44,255.51,259.51,238.05,233.73,248.11,257.77,288.59,301.12,298.96,291.47,301.08,306.55,310.49,314.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-21 21:53:10.893000,L5,356.39,338.26,394.95,411.77,424.92,419.79,333.30,410.64,395.63,401.97,378.80,374.73,250.39,286.82,266.09,254.92,291.10,273.07,293.93,321.21,377.18,378.00,383.84,395.37,429.04,388.51,385.85,375.10,344.00,357.41,344.91,341.03,345.91,355.05,335.86,320.98,311.95,307.99,312.44,303.27,308.39,301.20,323.74,323.92,333.23,330.08,332.09,365.65,345.71,360.32,341.76,340.94,346.46,354.13,363.25,366.13,364.98,364.80,350.35,363.57,369.93,371.63,360.91,369.11,356.10,318.73,327.58,321.70,302.80,219.28,,300.85,294.60,278.99,,256.17,283.09,260.44,258.69,215.70,214.89,219.79,285.65,320.21,355.21,396.36,424.17,220.95,207.73,210.69,253.11,213.75
2005-06-08 21:53:33.007000,L5,,198.16,209.65,235.38,238.42,257.77,257.08,242.91,234.30,237.76,221.64,213.95,238.42,231.89,220.01,223.19,229.68,254.85,255.48,241.13,227.42,248.61,249.37,279.56,293.61,285.23,291.39,309.37,298.36,301.64,308.17,308.76,318.59,308.23,309.11,310.85,293.18,294.95,289.69,297.02,300.85,296.24,305.61,306.70,308.01,308.32,310.54,314.63,321.16,323.93,330.33,338.23,339.74,347.68,342.82,348.14,341.91,332.24,335.04,331.74,329.85,328.60,331.00,335.45,323.92,299.41,288.27,212.63,200.63,,,,,,,,,,,,,,,,,,,,,,,
2005-08-27 21:54:31.776000,L5,173.85,201.29,222.51,244.69,246.90,256.51,252.84,239.73,233.25,227.96,222.23,213.41,220.84,234.20,216.31,224.39,229.84,242.73,244.05,236.41,223.95,245.65,250.76,261.66,285.35,287.13,281.42,284.09,293.31,290.01,296.90,297.61,298.13,308.34,289.89,298.82,295.34,289.91,292.73,296.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-28 21:54:32.218000,L5,,,,209.36,211.24,235.99,234.85,216.54,209.08,189.95,179.28,181.25,179.22,184.44,,,,,,,,,,,216.50,240.77,247.39,244.79,252.10,253.59,254.46,210.39,236.66,200.32,204.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-30 21:54:03.531000,L5,,208.15,230.16,255.71,258.24,268.92,272.37,255.39,230.19,216.22,204.47,203.70,210.59,219.75,230.00,234.33,242.77,260.99,258.50,245.83,245.83,243.28,244.42,257.10,276.60,278.04,278.62,292.96,304.56,313.31,311.08,302.73,301.42,316.26,289.77,291.12,280.00,274.82,271.94,269.72,300.86,292.18,302.36,303.80,308.03,314.30,298.63,296.26,312.44,319.39,316.22,357.53,426.37,339.85,343.90,340.02,334.16,339.31,319.80,309.67,316.03,315.04,307.93,308.67,311.51,294.13,275.40,204.19,,,,,,,,,,,,,,,,,191.75,225.26,255.34,,,,,
2005-10-30 21:54:27.218000,L5,,209.10,231.72,255.63,259.70,269.33,273.01,258.51,231.61,216.46,203.86,204.25,210.65,219.60,231.39,234.99,244.75,261.62,258.93,246.89,246.80,244.09,244.49,258.02,277.52,278.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-03 21:56:19.035000,L5,175.11,206.93,229.93,253.56,248.17,256.73,256.64,246.05,241.95,243.06,223.70,224.08,238.43,240.30,235.82,236.61,253.34,256.97,262.06,235.64,235.39,250.44,254.87,301.38,310.35,302.39,296.94,310.61,323.35,321.40,311.73,307.51,305.39,309.97,301.87,299.13,295.87,300.04,294.55,295.38,300.58,303.08,300.15,299.33,301.08,299.42,305.58,311.35,327.22,330.20,334.37,336.18,337.61,352.53,347.71,340.88,342.69,341.74,332.38,334.50,337.34,334.78,337.41,341.88,323.59,300.07,276.29,190.70,,,,,,,,,,,,,,,,180.49,204.80,235.07,272.35,,,,,
2006-02-03 21:56:42.865000,L5,174.91,206.36,227.06,248.58,246.71,256.08,255.37,242.80,239.01,234.24,221.13,220.20,232.89,237.22,232.81,233.46,248.11,254.25,258.98,232.15,230.26,246.05,251.26,283.25,303.52,295.50,294.07,303.04,315.00,310.28,303.46,299.54,298.16,305.94,294.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-19 21:56:39.909000,L5,,201.83,221.68,245.18,249.34,267.46,263.81,254.77,254.40,248.34,233.72,214.76,227.02,231.33,229.70,234.21,245.48,257.10,266.28,252.97,237.95,254.38,261.71,287.71,298.15,293.39,285.85,303.15,310.40,310.31,320.66,315.69,312.02,315.01,309.94,305.88,299.13,286.22,288.54,284.52,287.95,284.29,293.36,308.20,313.99,310.68,312.53,322.26,330.89,324.57,328.82,331.31,328.79,337.24,343.19,346.56,343.44,341.05,337.46,341.28,343.21,339.71,332.72,338.29,325.54,288.53,272.85,188.16,179.03,,,,,,,,,,,,,,,182.61,203.06,223.81,257.96,,,,,
2006-06-27 21:58:48.654000,L5,,198.81,218.68,238.98,244.12,249.68,252.75,243.67,238.46,240.06,216.53,212.50,225.09,226.78,217.70,224.65,237.52,249.40,252.56,240.30,224.68,252.13,250.19,267.15,277.48,288.14,291.07,291.25,313.27,300.31,307.93,299.22,300.69,312.25,296.70,298.67,289.85,287.77,283.27,282.69,283.81,279.01,286.30,289.27,289.30,300.47,301.17,311.30,315.64,330.14,319.29,328.61,334.22,339.05,341.49,339.64,333.58,328.50,329.04,318.23,344.41,336.78,338.17,331.36,328.44,293.15,271.54,194.74,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-27 21:59:12.342000,L5,,198.41,215.79,233.17,242.90,249.51,252.34,244.44,238.53,238.65,216.86,212.73,225.41,227.20,218.52,225.66,237.87,249.56,253.35,237.25,224.76,251.82,249.75,264.89,277.68,288.64,289.57,286.67,319.50,300.70,308.42,298.78,303.17,312.71,296.66,299.92,290.18,287.66,283.62,282.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07-13 21:59:02.335000,L5,,218.49,229.86,242.31,246.40,271.73,258.69,250.52,244.62,243.76,239.66,215.25,237.78,240.42,228.58,225.27,248.42,276.71,259.66,245.60,228.14,253.95,262.04,270.54,291.86,299.04,285.60,295.96,310.00,309.97,309.02,298.73,307.48,305.40,291.95,297.70,313.36,285.29,295.08,283.59,301.82,287.33,298.32,309.76,314.12,304.69,317.75,320.54,328.78,324.70,332.86,342.51,341.25,345.45,346.62,350.38,334.54,350.10,335.93,329.31,344.81,333.61,335.43,342.58,331.73,308.37,275.52,216.82,203.32,,,,,,,,,,,,,,,208.10,202.14,210.13,244.41,,,,,
2008-02-25 21:56:25.254000,L5,,190.11,215.09,236.24,239.84,254.62,248.61,244.32,239.02,233.59,220.39,211.68,222.68,222.68,224.69,240.76,246.06,268.78,265.42,230.56,229.16,247.84,253.48,255.10,238.13,201.63,256.96,284.16,301.28,307.59,301.07,301.05,299.61,301.41,289.74,288.75,281.46,274.44,273.26,271.15,277.91,271.98,280.35,281.40,285.10,292.90,298.45,306.99,312.88,314.02,317.68,315.08,319.17,312.32,313.28,314.31,309.05,316.91,304.59,309.95,306.24,305.28,309.66,306.84,306.49,277.97,256.42,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-25 21:50:34.359000,L5,,196.77,216.81,231.74,236.46,249.57,247.35,235.00,241.01,233.27,214.89,210.93,216.42,222.70,217.71,212.82,224.83,244.47,247.55,226.68,223.71,249.06,257.11,256.29,275.03,289.63,289.83,287.96,279.44,251.10,260.75,275.73,282.36,300.43,284.94,280.49,276.21,275.05,284.91,281.94,266.39,245.01,265.29,272.00,280.92,286.83,306.56,310.62,318.36,313.69,320.81,302.18,307.56,,,,,176.62,282.53,313.80,307.06,307.41,317.99,313.32,300.57,272.27,260.33,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-26 21:56:28.873000,L5,,204.37,231.14,250.52,256.19,266.85,267.56,255.97,250.38,248.56,222.58,213.27,225.42,227.14,223.61,223.75,246.23,258.28,261.37,250.48,238.95,253.61,264.20,261.93,276.80,280.31,279.62,285.44,299.76,314.45,315.45,310.82,312.74,317.59,311.52,298.61,288.26,292.92,293.11,286.21,286.23,281.26,295.73,297.72,309.09,306.63,314.84,323.88,323.05,317.15,320.96,320.06,323.79,320.51,331.48,331.24,325.93,330.59,328.67,331.01,313.35,315.52,324.69,317.79,313.14,288.65,279.42,211.87,,,,,,,,,,,,,,,180.83,191.04,209.61,246.91,281.35,,,,,
2009-11-26 21:56:52.561000,L5,,203.41,229.05,250.19,254.86,265.56,265.23,253.28,249.00,245.78,221.14,212.15,216.45,226.11,222.90,222.58,243.45,256.27,259.89,248.77,238.53,252.36,262.35,260.50,275.18,277.97,277.75,281.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-12 21:56:37.955000,L5,,199.16,225.58,251.93,252.57,262.57,264.18,249.66,252.40,249.69,221.45,200.25,190.54,202.90,187.35,206.49,225.87,263.75,264.63,244.09,244.14,257.07,253.10,261.29,286.18,287.69,283.35,288.14,308.87,317.14,323.08,328.56,325.88,333.11,356.55,336.04,293.22,284.25,,,,,260.90,314.34,422.81,401.19,336.93,320.18,317.62,325.79,322.88,322.69,329.17,324.82,330.74,326.57,322.62,325.38,328.28,331.79,322.13,326.56,325.35,326.81,327.05,305.32,295.39,231.22,216.38,170.59,,,,,,,,,,,,,185.57,188.93,214.10,241.29,283.40,,,,,
2009-12-12 21:57:01.642000,L5,,,181.10,213.51,212.20,229.39,227.69,214.86,213.97,179.65,178.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-13 21:56:49.389000,L5,174.17,213.79,231.53,256.65,262.10,271.85,267.49,248.09,245.74,257.36,238.27,217.36,232.82,235.77,234.92,234.20,259.72,263.96,271.52,249.71,237.92,254.51,253.56,265.60,276.66,281.30,283.32,290.82,304.34,316.67,322.33,329.78,320.11,314.47,312.59,302.47,299.19,291.45,292.70,293.01,295.82,287.41,295.04,299.61,319.41,300.20,305.62,308.81,318.03,319.17,323.94,325.08,331.26,321.84,324.88,328.45,329.97,317.62,317.50,329.70,322.07,322.85,323.13,323.86,325.65,298.65,286.83,220.83,191.94,,,,,,,,,,,,,,,183.98,217.21,245.72,280.94,,,,,
2010-01-13 21:57:13.219000,L5,,195.92,211.47,236.53,240.41,254.75,250.96,231.36,230.47,213.57,208.71,201.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29 21:56:53.427000,L5,,209.57,236.86,254.39,257.56,267.13,264.39,262.46,252.34,258.10,242.97,226.43,241.89,234.68,241.22,229.35,262.93,262.51,265.28,253.80,247.55,257.53,262.61,275.23,280.11,280.40,279.55,287.82,312.63,309.35,311.85,316.44,327.64,319.69,310.49,300.56,299.03,289.91,291.25,287.40,288.92,282.95,293.79,296.88,307.59,306.65,305.56,307.09,318.69,315.93,319.83,326.28,325.59,319.97,321.47,320.23,319.14,320.94,319.56,330.22,322.27,335.53,324.80,323.06,322.67,301.42,284.04,214.33,187.01,,,,,,,,,,,,,,,203.24,215.76,245.03,278.27,,,,,
2010-01-29 21:57:17.114000,L5,,174.57,180.55,207.80,211.93,228.75,230.85,213.14,215.01,185.82,187.25,184.10,178.85,181.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-28 21:55:51.312000,L5,,199.88,222.49,241.66,238.11,244.62,236.57,218.77,214.02,196.04,193.28,192.31,198.45,214.83,198.65,210.51,210.95,224.27,227.36,214.55,215.11,226.19,234.78,231.52,254.40,273.71,278.25,266.41,272.93,272.69,282.58,273.60,293.78,301.19,283.33,277.23,269.84,276.37,293.83,285.90,291.31,281.92,290.63,294.91,296.00,298.18,304.16,311.24,315.67,317.06,321.96,322.39,325.57,319.81,322.93,326.53,313.24,315.33,318.31,313.76,310.80,317.08,319.17,318.92,310.93,290.18,273.70,200.18,,,,,,,,,,,,,,,,185.50,211.25,242.42,288.11,,,,,
2010-12-31 21:55:56.533000,L5,,201.86,214.78,243.12,254.48,262.71,261.64,245.22,241.87,238.68,235.26,207.27,220.75,224.46,205.81,215.40,234.63,255.39,261.96,248.20,238.05,240.42,230.59,229.73,243.63,260.23,265.09,280.17,300.01,309.98,304.94,313.22,324.96,316.68,305.19,302.50,294.89,289.93,284.41,290.36,293.27,288.12,295.03,299.86,290.66,293.38,301.56,301.71,314.88,314.63,318.33,320.39,325.62,322.64,321.65,323.95,316.78,323.91,318.26,316.59,320.03,316.31,313.27,314.18,312.36,299.09,283.15,208.36,,,,,,,,,,,,,,,,179.82,202.87,231.51,266.64,,,,,
2011-01-16 21:55:58.174000,L5,,205.00,218.12,249.95,255.96,270.12,264.01,239.51,238.89,239.72,220.96,211.70,225.82,234.05,224.91,228.57,252.16,259.68,266.86,246.24,230.61,245.27,253.15,253.29,269.62,279.54,286.78,291.83,303.92,310.03,321.94,322.33,322.03,314.69,310.26,302.94,293.82,290.37,293.98,292.44,293.63,286.19,292.83,300.29,304.84,299.08,312.29,312.48,318.13,317.42,320.05,329.07,327.10,324.21,324.98,327.32,329.26,317.08,321.19,320.00,314.84,316.38,317.92,319.58,321.83,296.39,284.88,203.43,,,,,,,,,,,,,,,,176.10,206.81,232.14,278.66,,,,,
2011-01-16 21:56:21.862000,L5,,206.66,220.66,250.83,258.74,271.33,264.89,240.17,239.78,241.12,223.63,212.53,227.16,235.56,228.30,229.70,254.75,260.82,268.36,246.92,231.73,246.10,253.79,255.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-17 21:56:00.979000,L5,,195.82,212.83,243.52,254.66,272.56,265.59,249.72,248.89,244.91,236.04,213.90,227.60,236.43,233.20,233.57,252.10,258.90,269.81,250.03,241.09,253.73,265.77,265.59,275.88,284.72,284.82,288.94,301.97,310.10,318.71,327.45,319.10,319.77,313.86,305.56,302.13,292.13,292.26,287.43,288.69,285.58,294.76,304.85,300.01,304.72,310.92,313.51,322.80,314.03,315.76,321.00,319.36,317.87,315.77,318.66,320.49,323.42,324.11,323.39,326.79,317.59,322.46,322.88,315.53,291.13,289.87,216.67,,,,,,,,,,,,,,,,190.20,207.46,230.77,275.80,,,,,
2013-04-11 22:08:15.067000,L8,,262.66,275.40,246.72,251.83,214.99,302.49,250.70,245.03,341.66,308.46,221.69,249.21,183.76,,,505.92,483.25,255.28,242.55,326.80,365.82,384.17,414.45,393.57,394.44,352.82,400.98,405.56,387.80,370.63,380.49,384.90,392.97,297.99,296.65,344.31,341.28,349.24,327.64,347.55,337.23,293.72,292.56,298.11,300.95,312.13,317.08,342.56,361.53,368.30,372.40,343.69,438.40,397.73,433.55,434.36,385.01,391.02,472.21,325.21,370.78,376.94,374.10,306.16,286.10,247.48,182.22,,,346.26,341.36,334.75,324.84,,,,,,,,,,193.99,219.01,280.57,275.99,,,,,
2013-05-13 22:07:59.284000,L8,,191.93,206.73,255.42,254.89,270.66,269.42,255.70,247.65,246.76,241.31,511.74,514.59,525.30,529.62,547.94,538.91,282.41,285.14,254.10,225.47,251.93,274.52,237.45,274.65,293.84,298.08,304.05,421.23,413.57,403.24,410.05,326.19,316.75,313.42,304.92,307.89,346.41,350.48,346.28,345.02,338.23,296.15,363.68,359.35,366.76,372.49,370.46,372.58,383.62,325.32,320.97,325.74,377.26,366.58,364.71,361.36,357.16,363.54,387.41,347.26,325.27,359.30,368.49,339.54,306.05,286.18,246.60,250.45,,,,,,,,,,,,,,189.42,220.47,239.82,265.00,296.93,,,,,
2013-05-13 22:08:23.242000,L8,,,,204.37,196.01,233.51,232.18,225.58,213.61,199.60,192.89,192.46,189.55,192.26,183.73,204.21,211.28,217.19,208.36,197.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-29 22:08:05.425000,L8,,,175.50,212.83,209.67,238.19,236.35,234.32,227.96,214.47,207.97,198.38,204.10,203.29,194.48,209.43,217.38,217.70,202.34,197.09,,,,,,,,,,,,198.71,207.91,239.41,214.28,255.48,219.23,230.54,245.50,253.70,248.04,231.15,252.16,259.15,272.97,272.18,280.28,279.13,283.89,262.58,274.09,231.72,263.66,285.05,182.97,203.59,230.93,221.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-29 22:08:29.376000,L8,,,,202.56,198.42,232.08,230.49,229.51,221.22,208.30,196.78,193.44,198.59,196.85,186.79,200.17,208.82,209.97,191.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-02 22:08:04.598000,L8,,194.81,221.97,274.23,296.25,274.39,274.69,255.17,247.79,240.97,231.33,213.79,518.80,529.93,524.90,231.11,237.18,251.49,259.46,247.99,226.21,255.93,275.11,261.76,269.35,293.62,280.28,285.03,303.52,317.35,317.83,327.78,323.98,320.21,317.81,308.74,311.09,299.97,307.54,308.13,304.40,303.13,307.07,305.66,390.88,377.79,367.62,380.82,378.81,325.05,349.93,325.37,364.11,379.09,389.74,379.61,408.05,377.59,323.62,334.12,312.65,314.45,317.19,319.89,315.39,295.11,287.36,243.52,185.85,,,,,,,,,,,,,,197.37,215.11,236.45,259.36,298.00,,,,,
2013-09-02 22:08:28.553000,L8,,194.49,221.55,273.74,296.05,273.86,274.54,255.38,248.00,241.01,231.33,213.95,518.70,530.13,525.23,231.42,237.21,251.92,259.26,248.56,226.32,255.68,274.90,258.44,267.72,294.10,280.38,285.07,302.93,317.31,317.82,327.46,324.24,320.35,317.77,308.32,311.13,299.86,307.61,308.29,304.56,303.31,307.50,305.66,391.05,378.04,368.86,381.18,378.87,325.01,350.07,325.42,364.01,379.28,353.75,345.73,352.55,377.78,323.74,333.80,312.59,314.47,317.29,320.06,315.63,296.13,287.34,253.71,208.34,,,,,,,,,,,,,,197.36,215.65,236.94,259.32,298.04,,,,,
2013-11-21 22:07:37.752000,L8,218.96,269.14,300.37,264.54,261.41,273.67,270.90,254.97,253.80,255.86,235.96,223.45,230.43,235.50,242.25,236.27,264.26,282.23,273.07,251.80,248.14,263.09,273.23,267.56,288.12,297.38,296.66,300.72,314.94,320.00,337.10,327.87,326.72,327.75,327.98,313.67,307.91,316.23,318.59,305.66,298.32,293.99,301.21,313.11,320.54,331.33,319.37,326.67,336.50,346.20,344.00,338.19,342.65,342.03,328.48,325.99,318.73,319.49,321.20,322.63,318.91,316.90,326.58,328.77,321.98,308.60,292.80,267.11,255.48,393.51,396.71,406.88,419.96,420.61,422.30,464.28,476.96,485.43,,,,,218.49,232.18,240.81,272.30,314.94,184.51,192.72,191.00,237.96,235.50
2013-11-21 22:08:01.711000,L8,211.61,266.87,296.83,262.61,259.98,271.10,269.37,254.41,251.73,252.83,234.24,220.71,229.12,232.96,229.71,235.01,260.23,264.96,269.30,249.28,244.32,261.67,271.73,265.85,286.53,295.54,294.75,298.88,312.02,317.06,332.60,326.01,324.61,326.48,326.54,312.69,306.05,315.79,317.64,301.89,296.91,290.43,300.40,311.52,318.88,330.01,318.26,324.76,335.13,344.39,340.79,337.49,341.44,341.29,327.08,324.24,316.22,318.22,320.07,321.05,316.26,315.73,325.59,327.53,318.62,305.89,290.71,263.64,250.52,390.57,394.91,382.68,416.98,419.97,384.88,422.52,475.96,484.19,,,,,215.97,228.79,239.12,269.40,313.50,,187.55,187.76,232.71,201.55
2014-01-24 22:07:09.509000,L8,466.44,472.40,476.80,483.75,495.91,519.47,527.21,523.61,538.27,526.85,519.88,513.43,515.83,234.91,223.77,234.61,253.73,274.15,262.26,254.58,247.00,267.82,277.34,265.50,282.82,293.71,300.51,365.37,357.75,353.26,365.63,363.48,329.55,327.00,323.81,318.07,313.92,316.80,529.42,539.83,323.10,548.55,550.13,508.66,524.32,332.07,325.72,548.46,523.46,539.74,531.07,344.70,530.81,493.93,484.82,387.80,327.31,326.98,334.29,333.73,333.68,337.19,326.24,553.25,538.24,512.74,535.03,268.01,256.98,,,,,,,298.13,331.85,355.81,364.24,343.56,,,202.05,230.92,238.65,265.64,308.37,,175.94,183.77,206.12,201.57
2014-01-24 22:07:33.459000,L8,467.32,204.09,225.55,257.35,261.58,277.21,269.41,292.96,258.33,251.49,237.89,216.75,231.01,237.69,225.52,236.62,254.84,278.91,263.55,256.21,251.59,270.59,279.44,269.66,286.98,296.00,302.33,367.74,358.77,356.74,368.89,364.76,331.95,328.15,326.22,319.55,315.82,317.66,313.68,318.80,324.91,327.02,329.38,333.21,331.84,334.03,330.63,339.04,346.79,345.10,339.76,345.88,531.60,497.99,488.19,388.55,328.50,332.20,335.75,336.01,335.88,338.32,329.38,333.08,341.71,317.37,325.22,270.59,262.68,,,,482.98,435.23,296.15,316.44,340.64,359.38,365.30,345.00,,,206.41,233.16,240.00,273.14,311.68,,179.60,184.91,208.00,203.94
2014-02-09 22:06:57.254000,L8,,205.07,222.70,255.33,258.35,275.34,284.70,291.34,254.67,252.98,236.72,222.33,230.94,235.11,224.61,234.15,261.22,287.55,267.33,254.55,239.61,264.21,273.20,271.88,290.24,298.05,297.15,297.96,311.55,315.27,324.88,327.75,328.34,324.77,316.31,311.62,314.96,298.88,298.92,296.90,297.74,305.80,300.26,310.02,314.55,307.58,317.50,325.31,338.90,335.96,331.01,330.28,334.58,324.95,322.32,552.99,540.58,541.43,530.41,326.06,314.84,315.15,323.22,324.66,332.69,306.63,292.08,268.88,253.49,196.03,,,,,,,,,,,,,208.25,228.13,239.09,263.41,306.58,,184.21,188.08,229.35,235.42
2014-02-25 22:06:44.447000,L8,,186.66,203.26,237.53,243.08,261.35,262.74,247.59,242.17,228.68,219.95,209.60,216.46,215.64,209.50,223.90,232.05,244.08,245.31,231.10,211.42,249.79,254.12,222.79,258.36,275.19,275.55,270.70,289.71,298.06,307.34,305.17,296.32,305.74,289.56,275.84,273.45,277.01,290.34,282.34,531.86,467.22,476.19,533.10,482.72,549.12,506.35,431.51,350.70,365.27,279.85,228.28,,,,,,,,,,,275.07,269.14,270.49,253.82,228.09,,,,,425.83,316.81,224.79,269.98,202.17,533.03,472.71,472.29,498.89,316.66,328.11,,,,,,408.67,,,,
2014-02-25 22:07:08.406000,L8,,188.63,205.54,238.31,244.99,262.40,263.25,248.21,243.19,228.56,220.58,210.13,216.98,216.48,209.90,224.28,232.98,244.43,246.47,230.00,211.90,249.22,253.17,224.29,261.26,275.36,276.28,271.21,290.22,298.44,307.67,304.99,296.09,305.96,291.09,278.01,273.79,277.17,290.57,281.75,375.38,399.33,334.05,532.17,482.59,549.57,506.78,430.38,350.04,368.40,277.69,,,,,,,,,,,,,,,,,,,,,424.32,313.85,224.64,267.22,201.12,533.43,472.72,471.95,457.23,315.31,322.96,,,,,,,,,,
