dates,satname,nzd0184-0000,nzd0184-0001,nzd0184-0002,nzd0184-0003,nzd0184-0004,nzd0184-0005,nzd0184-0006,nzd0184-0007,nzd0184-0008,nzd0184-0009,nzd0184-0010,nzd0184-0011,nzd0184-0012,nzd0184-0013,nzd0184-0014,nzd0184-0015,nzd0184-0016,nzd0184-0017,nzd0184-0018,nzd0184-0019,nzd0184-0020,nzd0184-0021,nzd0184-0022,nzd0184-0023,nzd0184-0024,nzd0184-0025,nzd0184-0026,nzd0184-0027,nzd0184-0028,nzd0184-0029,nzd0184-0030,nzd0184-0031,nzd0184-0032,nzd0184-0033
2002-01-31 21:54:50.570000,L7,295.73,272.71,238.31,192.63,399.64,373.27,400.88,441.04,427.06,424.07,229.78,195.73,174.35,369.51,371.20,321.34,327.80,338.09,333.74,235.35,244.78,391.63,274.63,372.66,440.90,391.92,439.80,414.20,365.85,374.90,327.20,372.65,246.00,
2002-03-11 22:01:07.753000,L7,183.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-18 21:54:30.278000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.53
2003-07-21 21:42:33.857000,L5,,,,,,,,,,,,,,,,,,179.56,195.81,198.27,194.37,200.11,215.13,221.55,185.96,219.31,218.07,,,,,,,
2003-08-06 21:42:51.203000,L5,,,,,,331.92,378.71,,,,,,,,,,,192.73,199.17,205.47,203.88,197.23,217.07,213.75,212.01,220.85,220.13,,,,,,,
2003-10-25 21:44:04.226000,L5,,,,,,383.34,382.17,,,,,,,,,,185.76,197.57,208.83,225.25,216.94,212.14,217.87,214.87,220.16,222.65,223.38,211.80,220.37,233.40,213.47,211.72,213.16,286.54
2003-11-17 21:50:33.425000,L5,240.25,232.34,188.63,199.44,403.62,460.73,432.13,,,,,,,,,,187.00,208.67,213.38,206.82,206.52,201.70,213.36,199.98,186.21,181.66,180.32,,,,,,,274.37
2004-01-04 21:50:58.245000,L5,297.77,252.97,220.83,191.51,302.78,464.04,397.64,,,,,,,,,,185.97,192.77,196.17,193.06,199.34,203.45,205.12,185.97,183.38,190.03,196.82,187.25,178.61,,,,,
2004-02-14 21:44:57.678000,L5,,,,,,386.94,378.49,,,,,,,,,,179.67,190.19,479.77,517.69,499.10,223.88,229.69,225.61,215.44,231.91,232.16,208.84,208.39,218.40,182.01,192.26,192.62,309.44
2004-03-01 21:45:02.553000,L5,,,,,,,,,,,,,,,,,,,,,,174.55,192.06,189.61,182.62,199.86,196.31,180.99,179.60,183.11,,,,
2004-07-07 21:48:09.180000,L5,,,,,,327.72,372.56,,,,,,,,,,,186.53,189.01,196.44,189.64,203.27,212.00,214.99,195.82,220.13,193.62,,,,,,,
2004-07-23 21:48:33.165000,L5,,,,,,,,,,,,,,,,,,177.28,188.39,200.32,188.70,198.01,210.43,213.79,198.28,214.58,219.52,,,,,,,
2004-08-15 21:55:13.826000,L5,,,,,,390.39,378.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-03 21:57:06.950000,L5,236.14,227.51,190.77,188.81,436.37,433.55,435.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-23 21:58:55.594000,L5,280.02,250.16,226.26,219.97,417.83,426.03,421.07,203.86,213.28,214.64,216.01,202.65,216.35,196.99,209.09,209.39,199.31,213.19,208.83,205.62,206.52,217.57,213.64,213.31,203.03,205.56,199.18,195.14,187.12,,,,,
2005-03-04 21:52:52.217000,L5,,,,,,354.54,368.22,,,,,,,,,,,187.91,196.32,201.71,195.43,204.80,218.38,222.86,218.83,220.82,220.30,204.90,208.04,216.26,,187.30,179.44,286.41
