dates,satname,nzd0431-0000,nzd0431-0001,nzd0431-0002,nzd0431-0006,nzd0431-0007,nzd0431-0008,nzd0431-0009,nzd0431-0010,nzd0431-0011,nzd0431-0012,nzd0431-0013,nzd0431-0014,nzd0431-0015,nzd0431-0016,nzd0431-0017,nzd0431-0018,nzd0431-0019,nzd0431-0020,nzd0431-0021,nzd0431-0022,nzd0431-0023,nzd0431-0024,nzd0431-0025,nzd0431-0026,nzd0431-0027,nzd0431-0028,nzd0431-0029,nzd0431-0030,nzd0431-0031,nzd0431-0032,nzd0431-0033,nzd0431-0034,nzd0431-0035,nzd0431-0036,nzd0431-0037,nzd0431-0038,nzd0431-0039,nzd0431-0040,nzd0431-0041,nzd0431-0042,nzd0431-0043,nzd0431-0044,nzd0431-0045,nzd0431-0046,nzd0431-0047,nzd0431-0048,nzd0431-0049,nzd0431-0050,nzd0431-0051,nzd0431-0052,nzd0431-0053,nzd0431-0054,nzd0431-0055,nzd0431-0056,nzd0431-0057,nzd0431-0058,nzd0431-0059,nzd0431-0060,nzd0431-0061,nzd0431-0062,nzd0431-0063,nzd0431-0064,nzd0431-0065,nzd0431-0066,nzd0431-0067,nzd0431-0068,nzd0431-0069,nzd0431-0070,nzd0431-0071,nzd0431-0072,nzd0431-0073,nzd0431-0074,nzd0431-0075,nzd0431-0076,nzd0431-0077,nzd0431-0078,nzd0431-0079,nzd0431-0080,nzd0431-0081,nzd0431-0082,nzd0431-0083,nzd0431-0084,nzd0431-0085,nzd0431-0086,nzd0431-0087,nzd0431-0088,nzd0431-0089,nzd0431-0090,nzd0431-0091,nzd0431-0092,nzd0431-0093,nzd0431-0094,nzd0431-0095,nzd0431-0096,nzd0431-0097,nzd0431-0098,nzd0431-0099,nzd0431-0100,nzd0431-0101,nzd0431-0102,nzd0431-0103,nzd0431-0104,nzd0431-0105,nzd0431-0106,nzd0431-0107,nzd0431-0108,nzd0431-0109,nzd0431-0110,nzd0431-0111,nzd0431-0112,nzd0431-0113,nzd0431-0114,nzd0431-0115,nzd0431-0116,nzd0431-0117,nzd0431-0118,nzd0431-0119,nzd0431-0120,nzd0431-0121,nzd0431-0122,nzd0431-0123,nzd0431-0124,nzd0431-0125,nzd0431-0126,nzd0431-0127,nzd0431-0128,nzd0431-0129,nzd0431-0130,nzd0431-0131,nzd0431-0132,nzd0431-0133,nzd0431-0134,nzd0431-0135,nzd0431-0136,nzd0431-0137,nzd0431-0003,nzd0431-0004,nzd0431-0005,nzd0431-0138,nzd0431-0139
2010-01-27 22:10:50.221000,L5,260.94,240.02,229.54,232.71,237.43,251.65,244.93,255.19,262.24,258.00,257.79,256.96,254.02,256.60,250.02,238.30,237.59,235.69,232.44,236.32,239.34,239.26,243.30,247.59,256.02,262.74,264.03,262.96,266.76,264.89,266.91,260.24,263.34,260.11,260.79,268.42,268.70,272.89,266.83,271.56,273.50,281.77,287.55,280.24,279.16,274.26,277.22,278.43,274.09,276.10,270.52,264.64,268.31,271.25,269.80,263.92,257.49,261.85,257.77,259.01,261.58,264.72,266.43,265.38,273.75,277.57,276.28,274.73,266.21,264.83,262.94,256.63,252.48,262.82,271.23,269.52,265.12,273.52,272.19,261.96,262.69,257.10,251.56,254.36,257.61,260.86,266.85,284.26,280.01,289.28,281.31,277.20,283.78,276.62,278.88,291.33,295.88,297.14,296.08,304.43,311.17,297.95,291.56,296.13,293.36,299.74,303.60,304.40,300.44,300.83,304.65,300.12,294.34,291.34,299.36,291.19,291.18,286.20,289.59,291.73,299.37,299.07,292.19,293.80,297.87,308.12,304.82,301.49,293.52,305.86,289.28,280.97,282.76,289.64,250.19,235.04,231.50,231.94,249.39,259.55
2010-12-13 22:09:49.260000,L5,,,,,,,,,,,,,,,,,,,,,,,182.33,186.96,193.42,191.95,184.86,188.83,184.97,186.38,175.46,173.63,,,,,,,,,,,,,,,,,,,,,,,209.89,210.69,200.48,215.40,211.97,214.60,211.76,213.65,210.25,197.66,,,,,,,,,,,,,,,,,,,,183.67,184.85,183.99,194.48,202.24,205.61,214.77,221.91,214.33,212.13,190.19,185.23,192.85,183.17,190.57,194.32,,,,,,238.18,240.49,240.20,239.87,235.84,236.83,220.04,221.84,225.10,225.32,232.85,230.94,235.05,229.79,235.98,238.16,239.75,237.13,230.99,220.63,226.61,225.44,180.97,174.14,,,,,,,,,,,,
2011-01-21 22:16:06.266000,L5,248.47,234.85,219.38,234.09,236.27,236.15,235.19,250.34,252.18,253.43,261.54,264.01,275.84,270.07,275.50,284.66,262.45,265.87,260.36,263.04,251.62,257.39,261.92,276.45,270.94,286.53,271.23,270.10,268.06,263.56,260.71,265.13,260.78,264.04,262.90,261.50,278.92,275.72,278.93,280.67,292.56,300.40,295.96,295.46,291.07,279.59,274.14,282.00,279.46,277.49,276.55,277.89,271.57,271.87,266.86,269.92,270.08,269.74,275.44,270.42,278.63,284.87,270.48,270.67,273.38,296.48,287.82,277.73,274.59,269.59,269.02,254.02,264.23,268.32,275.19,267.38,268.34,272.95,272.89,261.93,267.38,251.49,249.73,260.88,258.36,268.57,,,,302.11,302.17,293.75,286.09,293.94,306.12,299.29,297.18,,,,,,,,,302.90,307.94,308.53,306.76,313.00,308.74,309.31,,,,,,,,,,,,,,,,,,,,,,,,235.60,246.87,237.44,,
2011-02-15 22:09:58.365000,L5,231.85,219.37,199.46,,,,,,,,,177.48,189.77,203.51,199.09,195.88,189.11,188.98,191.47,197.55,206.50,205.07,213.47,221.42,214.14,213.55,215.25,216.45,215.58,214.02,214.47,212.05,210.54,209.67,220.17,217.76,223.49,235.74,221.67,226.43,245.22,240.67,250.54,234.87,226.51,230.19,230.69,228.06,227.98,233.06,232.67,230.05,242.90,244.88,242.02,245.06,239.94,246.49,240.84,241.75,225.82,233.53,237.13,229.36,201.59,,235.82,245.43,251.95,248.90,240.35,239.95,233.54,247.18,252.76,248.51,243.36,246.14,238.30,229.32,220.67,219.49,202.56,211.92,216.55,217.33,225.45,239.53,247.25,252.18,252.89,251.09,245.46,228.06,222.67,221.95,215.44,219.54,224.68,215.27,205.48,211.53,205.62,267.69,271.32,270.84,269.03,269.62,268.88,268.32,254.45,249.36,246.82,249.36,252.53,247.75,252.65,256.19,261.67,266.42,269.29,268.81,269.23,264.19,267.44,259.17,254.48,205.19,183.74,193.90,192.57,173.66,,,,189.05,177.89,169.51,,
2013-05-02 22:27:58.439000,L8,,,,,,,,,,,,,,,,,,,,,,,,,203.43,205.50,192.53,195.59,196.79,201.92,190.78,194.20,196.12,172.35,190.05,199.40,202.46,209.56,203.77,191.42,218.85,199.26,224.49,221.75,212.96,215.93,220.30,222.76,217.43,230.11,219.11,226.11,,231.33,229.93,227.15,230.43,,,,,,,,,,,,,,218.21,225.52,224.67,226.36,237.09,,,,,,,,,195.26,205.33,204.83,210.92,224.83,224.80,238.55,238.68,231.26,224.92,211.43,205.97,206.94,201.38,211.41,211.13,206.79,186.50,189.84,193.77,,243.34,241.22,248.09,246.17,245.79,242.98,241.41,242.63,238.88,243.79,244.16,242.07,240.75,246.36,239.63,242.09,237.74,243.95,236.10,236.30,235.32,241.46,184.88,186.70,,,,,,,,,,,,
2013-05-11 22:21:55.010000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.73,238.24,238.16,240.20,236.03,240.14,225.05,,,,231.38,228.60,228.85,236.44,232.87,,,,,,,,,,,,,,,,,,,,,
2013-05-27 22:22:02.838000,L8,234.79,226.31,221.63,236.39,215.60,250.51,250.12,250.46,164.69,173.10,177.02,191.13,293.81,275.77,288.44,286.17,273.93,246.35,225.79,255.87,257.79,261.82,272.43,258.55,269.39,282.50,284.89,304.83,302.37,305.18,263.79,299.30,293.01,301.65,302.35,248.90,258.75,260.70,265.55,271.29,277.54,275.37,274.82,299.62,293.72,296.38,266.55,300.66,288.93,295.98,292.37,285.51,277.14,270.82,270.99,266.22,266.33,272.09,263.62,263.85,264.96,272.45,279.47,277.11,285.96,295.36,272.92,295.65,286.49,280.13,274.94,267.10,265.17,275.71,283.33,281.16,272.43,275.16,268.56,260.39,257.44,269.56,225.19,260.64,252.92,265.20,267.86,282.47,266.46,266.95,265.06,284.75,256.93,245.58,239.72,243.18,241.42,238.61,241.56,236.73,249.00,244.71,235.11,280.42,303.51,304.28,307.06,302.95,306.86,306.23,309.78,307.91,305.38,307.38,304.09,307.85,304.80,308.28,302.12,303.25,304.23,304.76,307.62,308.25,307.20,311.36,292.43,296.77,297.39,216.85,220.03,202.06,,,,222.32,241.06,204.63,,
2013-07-14 22:21:58.456000,L8,,,,,,,,,,,,,,,,,,,,,,,,,205.41,206.82,181.02,192.61,186.76,204.38,190.04,189.53,191.22,,190.50,194.87,199.61,187.50,199.70,189.24,211.99,208.45,,,,205.35,214.32,211.44,204.30,218.46,218.22,219.88,,236.30,228.72,227.57,195.34,,,,227.34,229.99,199.23,215.18,170.77,,,,,,,,,,,,,,237.81,225.94,210.02,205.48,,,,,,,,227.87,240.72,226.56,226.03,206.19,,,,,,,,,,,238.79,238.89,244.03,239.63,237.31,232.95,230.33,214.11,,207.21,225.10,220.24,222.40,230.35,232.89,223.82,229.03,224.23,,,,,,,,,,,,,,,,,,
2013-09-16 22:21:57.385000,L8,,,,,,,,,,,,,,,,,,,,,,,,,203.34,200.91,188.12,187.17,186.32,198.29,183.86,192.85,193.26,169.58,189.65,197.24,198.51,200.54,199.64,182.24,216.44,201.11,221.62,215.52,209.41,210.74,217.85,217.08,205.72,216.58,218.13,224.96,192.43,227.20,223.69,223.75,228.34,228.36,226.55,,,,,,,,,,,,217.09,219.11,216.87,226.70,229.12,225.76,,,,,,,180.83,191.90,202.62,204.17,206.15,217.90,223.15,229.75,236.93,230.22,222.63,206.02,199.22,207.81,198.28,201.50,212.17,197.92,193.42,194.36,184.94,,247.71,243.80,247.43,241.22,244.89,239.16,230.83,220.14,214.51,,,,,,166.13,225.40,228.81,235.38,192.74,,,,,,,,,,,,,,,,,
2013-09-23 22:28:04.083000,L8,,,,,,,,,,,,,,,,,,,,,183.62,172.41,182.76,173.14,206.49,208.24,193.86,189.23,195.32,201.39,187.08,196.27,194.87,169.98,195.01,200.66,202.79,206.86,200.60,190.97,210.78,,,,,224.72,222.93,224.92,222.64,223.21,217.15,,,,,,,233.62,238.26,228.37,222.72,230.45,235.29,220.31,,,,,,219.70,218.65,231.68,236.08,232.42,241.22,229.91,,227.85,232.76,217.72,210.80,199.52,188.95,205.60,207.16,211.83,215.13,226.05,231.04,238.96,241.58,236.08,227.27,212.04,206.60,214.36,210.97,213.95,219.86,204.27,193.58,197.37,184.30,,251.34,252.54,250.20,252.73,252.68,247.57,233.71,228.47,222.05,189.81,229.54,221.80,224.62,232.91,232.68,226.30,232.58,235.97,237.29,169.34,183.77,,,,,,,,,,,,,,,
2013-10-18 22:21:49.490000,L8,,,,,,,,,,,,,,,,,,,,,,,,,201.04,205.44,184.41,181.33,188.11,197.04,180.45,187.86,186.02,166.70,188.76,204.58,198.81,195.86,196.74,186.81,213.30,204.19,216.99,210.06,192.17,194.13,215.30,216.73,204.45,208.82,211.63,228.86,247.67,241.24,241.11,242.48,242.96,242.81,239.03,238.09,237.71,244.47,245.96,202.71,,,,,,229.77,246.02,238.45,240.52,243.50,250.44,243.49,,215.06,243.08,229.57,201.22,188.06,183.45,192.76,193.57,225.62,229.26,236.25,241.16,225.82,241.38,227.69,224.82,205.91,203.35,210.35,201.49,212.67,214.93,213.40,193.09,197.04,190.64,,240.44,238.53,248.24,236.98,254.27,247.12,246.15,217.15,215.18,224.85,235.19,239.31,241.90,260.30,253.24,257.79,245.19,246.73,239.41,237.00,241.15,244.81,185.63,183.42,175.61,184.20,,,,,,,,,,
2013-12-21 22:21:27.090000,L8,242.83,233.21,213.80,176.25,173.29,,,,,170.54,175.05,186.49,198.83,207.77,204.12,279.60,280.87,254.95,194.48,271.08,278.51,281.14,286.12,290.00,226.99,234.92,235.78,226.52,228.48,232.23,228.55,231.27,231.29,219.16,231.16,220.82,230.45,239.34,226.35,229.97,245.01,332.21,332.12,325.75,321.72,309.34,251.65,248.20,248.81,247.28,254.69,244.68,267.46,255.57,253.81,251.43,250.36,259.24,257.81,257.70,265.84,264.56,259.32,237.67,196.92,241.89,287.50,279.88,280.75,281.27,264.50,262.36,267.71,273.88,277.88,269.65,266.68,268.27,267.36,274.16,238.84,274.27,225.95,229.39,227.91,232.99,238.09,246.14,249.93,259.19,262.79,268.12,251.04,238.31,233.63,242.02,236.73,237.07,238.66,253.76,228.80,241.57,298.96,308.95,280.17,319.61,277.58,276.46,277.21,275.82,269.42,273.93,281.57,311.16,310.81,276.22,276.44,280.32,276.68,278.59,281.89,279.73,281.10,281.42,279.95,281.86,277.95,241.44,220.41,217.60,223.60,206.01,206.60,,,262.45,182.86,172.86,,
2014-03-02 22:26:45.220000,L8,,,,,,,,,,,,,,,,,,,,,,,,,197.50,197.07,178.99,188.81,190.04,193.97,185.26,183.11,181.13,164.89,187.04,194.46,194.83,188.54,197.35,192.73,213.87,199.11,219.55,216.40,215.84,191.62,216.87,217.20,204.50,219.78,209.15,197.18,237.39,224.43,216.30,208.90,177.35,226.28,190.81,215.13,203.97,226.18,226.14,211.04,,,,,,,216.12,215.20,222.42,240.53,236.96,,,217.57,201.54,218.19,198.51,184.16,,190.43,192.40,185.36,207.15,207.43,195.28,227.32,227.71,226.76,214.21,201.18,201.01,198.01,194.99,205.36,206.93,198.34,190.88,194.33,180.16,,244.21,252.73,245.60,244.45,247.65,233.87,232.04,223.84,213.05,233.29,242.71,238.39,242.90,242.89,237.58,241.74,240.08,247.60,239.74,238.16,240.82,242.86,236.14,180.37,171.48,180.39,170.07,,,,,,,,,
2014-05-14 22:19:32.642000,L8,214.58,206.61,191.75,,,,,,,,,171.86,184.21,188.34,184.31,185.55,180.53,174.74,164.28,176.20,193.80,188.78,195.91,201.26,213.87,217.58,205.81,205.39,205.86,208.89,201.05,206.60,197.47,180.60,200.95,194.80,202.25,201.67,200.81,,,,230.28,225.32,216.05,225.30,226.25,223.89,214.24,234.84,229.44,233.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.87,263.03,265.89,262.90,267.96,268.51,254.19,252.56,236.26,240.08,251.68,248.23,246.34,246.63,243.04,226.16,,,,,,,,,,,,,,,,181.26,168.07,160.51,,
2014-05-30 22:19:34.937000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.17,214.30,210.10,200.73,221.38,208.73,238.96,230.24,226.85,232.59,231.08,231.16,227.93,235.44,231.83,234.81,243.33,245.80,238.92,236.07,240.52,232.40,237.21,231.69,232.11,236.70,240.87,227.31,186.63,,,,,243.04,238.34,239.44,233.70,234.20,245.15,239.76,,,,,,,,,,,,,,,,,,212.91,211.99,217.33,213.03,214.01,217.22,208.70,,,,,245.56,253.54,253.75,256.51,252.59,252.02,245.28,239.83,232.63,237.36,245.99,240.98,244.55,233.35,236.21,,,,,,,,,,,,,,,,,,,,,
2014-07-01 22:19:46.174000,L8,,,,,,,,,,,,,,,,,,,,,,,181.41,182.85,207.15,211.13,198.46,197.63,199.68,207.72,193.14,195.02,199.00,180.81,198.39,205.18,210.41,207.45,202.90,190.21,207.42,201.01,218.39,223.41,218.00,225.76,224.68,222.77,208.54,228.62,226.08,228.18,242.52,241.99,235.86,235.53,237.24,234.95,238.53,233.10,232.23,236.22,242.74,231.59,188.61,,,,,,200.65,241.32,241.34,188.34,183.37,245.14,240.76,244.95,240.61,232.25,221.26,215.62,,,,,,,,231.32,239.96,236.88,224.20,213.36,204.18,,,,,,,,,,246.05,250.39,251.67,252.06,248.68,247.82,239.92,235.54,224.23,239.41,247.22,244.96,246.74,246.62,246.70,242.73,244.27,250.31,241.76,236.68,222.77,215.22,185.41,196.39,,,,,,,,,,,,
2014-07-17 22:19:52.017000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.08,224.54,223.07,229.30,,,,,,,,,,,,,,,,,,,,,,225.32,219.82,209.94,202.96,,,,,,,,,,,,,,,,,,,,,,,192.02,233.90,236.83,240.79,231.11,235.49,217.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-03 22:20:06.649000,L8,,,,,,,,,,,,,,,,,,,,,,,,,204.83,204.35,190.78,189.28,189.81,199.77,187.88,194.92,195.49,175.94,194.18,201.22,204.78,203.60,204.16,191.79,218.81,203.59,231.90,218.42,222.12,222.00,220.88,223.00,209.04,222.52,222.92,226.68,242.10,232.94,228.80,229.86,230.59,224.48,232.24,,,,,,,,,,,,217.47,227.73,221.98,233.45,234.78,230.29,,229.22,228.28,217.54,206.46,198.47,178.14,194.67,200.88,208.00,209.74,218.71,223.29,232.48,240.10,231.76,226.16,212.37,204.63,211.21,206.26,205.41,216.34,197.81,192.08,198.00,188.66,,248.55,245.20,248.66,245.45,246.40,239.28,232.36,223.80,220.22,226.81,230.86,226.75,197.00,232.82,235.07,237.06,237.51,244.47,229.50,170.05,201.54,,,,,,,,,,,,,,,
2014-10-21 22:20:13.482000,L8,,,,,,,,,,,,,,,,,,,,,,,,,205.85,208.27,192.37,189.77,194.24,203.78,189.76,199.68,197.31,170.93,198.87,203.65,205.88,204.74,204.03,196.43,224.01,207.27,237.63,224.41,225.13,229.30,223.98,227.41,224.15,224.07,228.32,228.97,249.53,234.39,231.34,232.52,213.04,233.64,239.70,239.08,232.94,235.10,237.44,217.15,164.48,,,,,,210.66,229.40,240.33,239.43,208.79,244.52,,221.41,237.18,210.63,204.52,189.64,187.83,194.12,206.35,205.78,217.55,231.01,238.20,233.81,239.65,237.00,227.78,213.31,210.10,213.49,210.45,216.02,219.92,202.74,191.28,197.80,181.26,,243.10,252.34,247.85,256.64,254.64,241.72,231.46,243.66,225.31,240.04,235.98,235.33,249.28,246.45,249.49,248.05,253.00,254.03,205.52,166.97,184.70,242.20,,,,,,,,,,,,,,
2014-11-06 22:20:13.200000,L8,,,,,,,,,,,,,,,,,,,,,,,,,203.92,203.88,177.26,185.23,189.06,197.13,187.13,189.61,193.45,166.84,188.20,202.51,200.42,190.94,201.09,190.43,220.98,204.23,225.22,217.96,221.32,216.80,218.80,219.03,204.32,202.02,216.23,221.17,242.33,229.53,222.95,222.33,233.91,210.46,233.65,214.07,213.12,226.20,236.49,215.58,,,,,,209.42,215.14,220.69,215.83,193.54,209.81,,,224.77,227.12,206.64,203.31,183.58,184.67,196.64,210.94,205.03,211.17,215.13,200.55,230.74,238.36,234.91,225.05,212.04,207.68,209.57,208.86,209.62,217.63,,,,,,225.84,252.26,250.98,252.52,248.46,239.78,233.02,243.79,225.53,230.03,239.95,237.45,240.99,237.38,249.33,253.41,256.62,257.51,252.94,238.94,253.15,247.43,248.02,184.12,172.00,182.00,,,,,,,,,,
2014-12-24 22:20:05.791000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.75,180.12,179.24,178.58,180.39,172.66,203.58,,,,,,,,,,,,174.58,207.61,201.49,196.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.34,171.21,176.96,199.03,204.04,189.08,214.37,216.95,216.82,211.20,196.92,194.51,191.05,,,,,,,,,215.86,234.55,233.30,235.74,234.43,226.29,223.41,219.72,,217.36,239.54,234.25,230.29,233.60,241.34,236.20,245.19,244.89,242.74,231.38,245.40,237.28,205.70,185.49,,,,,,,,,,,,
2014-12-31 22:26:11.523000,L8,227.16,214.99,201.17,206.99,224.09,192.20,198.20,164.63,180.48,206.55,217.26,216.07,226.37,234.94,207.91,225.56,222.03,213.96,216.61,231.42,234.06,241.74,226.87,236.75,249.69,251.19,233.46,248.40,238.81,244.14,239.61,244.61,252.97,250.32,304.58,313.74,307.21,262.59,267.69,270.49,268.58,294.50,302.09,295.61,297.22,307.58,293.35,298.76,301.03,300.59,315.17,319.46,281.26,277.64,279.96,271.96,260.27,271.64,262.00,270.38,256.16,262.48,262.45,259.95,272.48,250.29,305.81,284.46,273.90,268.47,269.43,263.52,274.67,266.60,269.01,263.95,264.05,262.45,254.67,255.76,257.46,249.32,234.25,251.58,239.22,254.36,256.75,258.60,262.70,274.16,272.05,265.91,260.61,260.82,269.02,274.14,250.72,264.90,277.08,277.37,229.10,294.24,305.29,310.13,304.65,299.84,297.36,295.00,300.09,293.11,295.06,294.21,301.97,294.96,312.66,297.35,297.01,309.32,306.66,308.16,308.92,316.89,305.19,323.32,318.01,336.53,313.46,311.86,320.53,309.54,300.61,294.18,296.09,302.41,303.97,207.44,210.13,192.66,287.18,
2015-01-16 22:26:11.235000,L8,386.88,277.26,256.95,240.00,248.49,252.04,268.78,278.35,271.55,283.50,295.68,305.51,312.31,319.69,309.42,299.52,294.04,311.01,310.72,289.89,304.90,313.88,304.34,302.35,325.51,323.42,327.23,323.99,326.63,329.55,341.80,340.39,333.33,334.63,339.37,339.42,357.65,352.28,339.35,350.55,352.83,350.02,343.67,345.58,334.43,353.80,352.32,366.71,362.33,361.92,408.16,383.80,360.95,348.09,360.74,350.43,379.84,402.89,400.47,356.75,371.79,360.22,377.87,360.00,376.30,360.34,347.53,324.00,334.68,324.16,335.09,331.45,299.56,331.42,347.84,346.78,346.59,324.84,340.65,357.38,357.42,335.55,338.76,355.45,373.77,336.91,337.65,350.18,366.20,361.92,380.61,340.99,349.88,392.13,382.59,411.95,394.25,394.76,420.38,410.55,420.48,396.64,406.15,400.57,399.17,415.44,348.55,348.52,376.91,378.70,365.94,357.55,386.85,389.68,348.08,379.10,381.09,396.15,379.59,356.00,365.79,381.10,399.49,384.88,383.83,383.17,394.84,424.71,397.50,394.58,399.62,406.53,379.75,385.98,370.40,259.95,265.26,256.09,369.34,429.08
2015-01-25 22:19:56.553000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.46,203.28,189.40,214.57,219.70,219.08,216.80,205.32,201.52,199.76,195.83,198.54,210.03,194.99,193.59,194.69,187.44,,244.57,244.34,243.62,243.32,243.28,239.42,234.08,244.84,233.14,247.11,248.63,243.27,241.16,247.40,245.11,247.98,248.43,251.62,245.40,239.28,244.66,248.19,241.48,192.05,172.37,186.98,181.70,,,,,,,,,
2015-02-10 22:19:50.748000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.80,186.57,186.38,186.95,193.05,177.31,208.53,188.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.62,172.03,184.20,199.21,204.64,195.48,211.99,217.89,214.80,212.46,199.12,191.79,190.40,188.81,177.09,201.14,192.92,181.47,188.88,178.64,,224.93,233.58,236.87,234.10,236.76,227.57,230.67,226.04,224.12,231.24,239.84,236.72,233.83,241.28,236.79,241.56,236.71,246.61,236.16,233.56,240.36,210.77,233.42,181.20,,,,,,,,,,,,
2015-02-17 22:25:59.091000,L8,,,,,,,,,,,,,,,,,,,,,,,,,198.23,196.81,177.90,190.48,186.86,192.85,183.78,184.70,181.47,162.06,188.27,189.75,196.36,191.86,193.60,186.45,211.17,192.18,221.91,211.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.18,192.85,189.33,203.24,207.65,209.67,219.57,225.63,223.83,216.52,204.70,199.48,201.69,192.24,,,,,,,,233.46,242.34,241.31,246.65,240.90,237.46,235.03,240.14,239.63,243.67,246.27,240.80,241.55,243.69,244.67,243.96,247.51,248.77,247.03,237.60,246.26,243.12,241.59,189.82,,,,,,,,,,,,
2015-02-26 22:19:46.745000,L8,238.43,219.82,199.45,176.38,180.39,,,,,172.30,188.12,194.07,206.98,211.38,211.01,207.27,203.97,198.58,200.39,208.92,212.15,209.78,221.58,223.52,229.95,237.60,235.86,238.98,233.33,235.00,231.05,232.43,233.20,212.96,263.00,225.80,234.70,242.06,236.96,241.08,252.55,253.88,261.11,252.24,250.26,252.59,253.29,250.47,250.38,253.67,256.95,247.32,260.42,257.33,253.76,253.07,254.93,262.59,252.14,255.06,254.74,259.25,261.26,241.48,202.10,236.74,262.28,265.69,269.46,261.20,257.04,253.11,250.30,258.16,263.47,257.59,257.06,262.49,255.48,242.02,234.95,227.80,223.43,226.59,230.56,234.16,238.74,245.84,249.59,258.62,260.22,258.12,253.21,242.34,239.05,244.39,238.48,239.88,244.26,238.71,228.34,252.53,231.52,277.58,278.41,275.76,274.28,272.65,273.33,272.29,267.36,270.46,273.31,305.47,273.90,271.48,271.30,274.23,271.30,275.45,276.54,282.56,278.93,278.82,279.21,282.65,280.70,252.33,228.43,220.28,224.91,200.29,,,,197.60,183.82,181.40,,
2015-03-14 22:19:35.284000,L8,,,,250.55,479.21,,,,,,,,,,,,173.85,189.09,190.99,198.12,206.96,202.59,212.87,217.20,272.46,268.04,230.26,275.17,,,,,,,,,,,,,,,,,244.39,199.23,,218.27,247.04,248.43,254.79,246.17,262.77,256.94,256.70,249.77,247.26,255.78,251.43,240.87,229.39,234.60,234.81,221.23,200.58,218.83,260.33,244.07,236.47,248.14,272.35,264.19,252.93,267.92,278.54,274.66,256.62,284.19,253.02,242.00,232.47,221.78,222.04,224.66,229.14,231.47,236.42,244.45,251.46,256.86,262.39,260.75,252.92,239.27,232.51,240.64,235.80,234.11,238.71,233.91,229.71,245.80,231.31,273.01,274.82,272.69,274.64,271.21,272.28,268.63,265.16,267.02,268.31,267.77,269.71,266.76,267.77,271.04,269.76,272.70,274.27,279.17,278.08,277.19,276.99,278.10,275.28,247.63,222.31,217.15,214.35,193.12,,,,304.76,194.01,238.87,,
2015-04-15 22:19:22.587000,L8,,,,,,,,,,,,,,,,,,,,,,,179.08,181.50,203.60,204.90,189.15,194.48,190.70,197.06,190.85,193.03,189.12,176.17,195.04,197.74,200.69,197.92,199.36,194.36,214.16,203.68,224.65,220.27,214.64,218.64,218.45,219.21,209.16,216.81,219.48,217.77,233.11,233.21,222.70,224.59,224.00,,,,,,,,,,,,,,,,,,,,,224.39,225.82,216.70,205.80,198.83,178.48,195.64,202.79,203.13,208.41,211.38,219.29,226.44,228.87,233.59,222.41,210.80,206.75,207.47,200.87,204.56,212.99,206.90,191.85,192.47,189.72,,242.94,250.40,246.99,249.13,246.25,239.38,240.18,237.48,230.58,238.16,245.95,240.11,235.85,239.42,246.87,238.35,247.18,246.58,246.10,237.73,248.26,239.14,244.94,194.03,,,,,,,,,,,,
2015-05-01 22:19:12.426000,L8,,,,,,,,,,,,,,,,,,,,,,,,,209.68,212.53,190.95,196.51,191.17,206.29,186.16,202.19,189.41,167.98,189.26,206.17,206.87,202.70,204.49,191.27,224.86,203.13,,,,220.57,223.82,227.36,208.47,213.94,,,242.35,238.53,224.91,230.58,236.47,,,,,,,,,,,,,,,,,,,,,241.70,237.78,229.04,212.99,202.83,,190.64,200.65,184.19,206.91,209.34,214.85,222.83,232.21,240.29,221.88,211.78,206.11,209.30,196.87,213.44,220.90,209.51,196.64,189.65,188.10,,248.04,255.32,248.61,255.24,246.43,240.01,241.00,240.06,222.89,241.15,247.99,243.43,232.33,239.52,249.49,236.82,247.08,245.54,243.45,233.93,243.43,215.03,243.33,,,,,,,,,,,,,
