dates,satname,nzd0049-0000,nzd0049-0001,nzd0049-0002,nzd0049-0003,nzd0049-0004
1999-08-17 22:10:26.276000,L7,497.17,430.42,423.60,418.50,426.22
1999-09-27 22:04:25.056000,L7,323.85,338.72,308.69,351.27,366.30
1999-11-14 22:04:18.343000,L7,396.64,338.31,332.25,367.31,373.02
2000-01-01 22:04:13.486000,L7,262.83,297.78,176.60,269.24,
2000-01-17 22:04:11.868000,L7,322.39,349.55,299.88,354.26,390.15
2000-02-09 22:10:19.398000,L7,543.14,423.25,431.00,423.38,429.54
2000-04-29 22:09:53.797000,L7,326.51,319.29,311.39,198.21,261.52
2000-05-15 22:09:42.527000,L7,,,,354.81,361.22
2000-05-24 22:03:22.722000,L7,,305.42,256.04,351.71,363.65
2000-08-03 22:08:44.137000,L7,,394.80,370.96,324.54,239.38
2000-08-12 22:02:30.151000,L7,,322.71,330.48,335.99,372.24
2000-08-19 22:08:38.248000,L7,327.78,407.56,231.43,205.89,218.64
2000-09-13 22:02:02.316000,L7,459.09,333.40,,,369.26
2000-10-15 22:01:32.252000,L7,510.76,524.16,515.19,546.24,417.90
2000-11-07 22:07:53.532000,L7,417.67,409.95,352.75,330.00,282.40
2001-03-08 22:01:45.126000,L7,,315.39,298.76,265.37,215.75
2001-03-24 22:01:35.778000,L7,,332.88,308.27,351.13,364.40
2001-06-03 22:07:16.736000,L7,245.32,412.40,407.62,411.57,386.31
2001-06-19 22:07:05.722000,L7,,424.04,422.53,416.57,404.84
2001-08-15 22:00:14.727000,L7,317.56,346.70,308.75,369.48,379.05
2001-09-07 22:06:11.116000,L7,332.03,324.90,295.98,275.78,246.18
2001-10-02 21:59:40.713000,L7,423.96,344.59,327.75,322.04,275.40
2001-11-19 21:59:56.393000,L7,440.03,309.00,278.02,353.45,364.54
2001-12-05 21:59:55.034000,L7,,205.44,268.87,262.36,353.00
2001-12-12 22:06:14.960000,L7,423.94,239.69,282.10,366.55,293.44
2001-12-21 22:00:05.972000,L7,397.20,326.27,274.29,274.12,366.95
2001-12-28 22:06:14.106000,L7,,508.67,526.18,543.11,426.42
2002-01-22 22:00:16.971000,L7,459.58,328.43,279.93,357.07,319.36
2002-01-29 22:06:21.478000,L7,,545.21,437.17,440.77,431.11
2002-02-14 22:06:29.522000,L7,553.05,418.27,419.45,421.31,523.24
2002-02-23 22:00:19.685000,L7,179.79,305.61,281.96,351.69,367.38
2002-03-27 22:00:13.634000,L7,,327.47,333.98,355.87,369.14
2002-06-15 21:59:55.710000,L7,,380.15,382.97,380.99,377.12
2002-07-08 22:06:00.488000,L7,341.80,374.15,415.71,339.95,414.18
2002-07-17 21:59:44.793000,L7,,252.08,316.48,253.23,356.91
2002-09-19 21:59:11.129000,L7,327.16,350.06,335.86,363.73,374.02
2002-10-12 22:05:14.598000,L7,421.17,411.98,416.16,411.77,366.81
2002-10-28 22:05:22.323000,L7,545.20,445.29,453.95,449.83,440.34
2002-11-22 21:59:33.639000,L7,361.05,334.04,319.92,353.25,369.45
2003-01-09 21:59:45.950000,L7,,265.36,232.06,284.26,366.98
2003-03-30 22:00:07.079000,L7,,312.78,232.59,179.81,204.29
2003-04-06 22:06:21.012000,L7,396.58,407.95,367.82,324.98,279.27
2003-04-22 22:06:19.091000,L7,544.64,431.73,427.73,443.29,454.57
2003-05-24 22:06:17.162000,L7,,325.93,325.06,369.80,285.33
2003-08-29 21:48:38.429000,L5,324.82,340.71,322.68,312.05,365.97
2003-10-23 21:55:36.755000,L5,340.82,339.25,276.50,262.64,270.49
2003-12-26 21:56:18.593000,L5,368.47,349.47,364.56,362.37,375.61
