dates,satname,nzd0264-0000,nzd0264-0001,nzd0264-0002,nzd0264-0003,nzd0264-0004,nzd0264-0005,nzd0264-0006,nzd0264-0007,nzd0264-0008,nzd0264-0009,nzd0264-0010,nzd0264-0011,nzd0264-0012,nzd0264-0013,nzd0264-0014,nzd0264-0015,nzd0264-0017,nzd0264-0018,nzd0264-0019,nzd0264-0020,nzd0264-0021,nzd0264-0022,nzd0264-0016
1999-12-25 21:59:16.152000,L7,265.55,261.43,250.27,216.46,250.15,238.30,271.68,260.07,266.47,253.66,239.50,255.17,262.04,254.42,234.25,273.33,194.57,197.48,202.57,194.45,246.46,277.34,
2000-01-10 21:59:16.407000,L7,435.61,335.53,310.46,296.82,284.64,295.60,336.11,354.75,319.63,307.14,335.17,301.29,314.45,300.10,330.54,289.83,340.49,294.73,293.92,289.59,347.97,382.83,311.51
2000-01-26 21:59:14.283000,L7,,,,,,,,195.49,255.16,193.76,192.13,238.00,,,,,,,,,,,
2000-03-14 21:58:59.247000,L7,,,,,,242.17,213.45,195.78,246.02,238.27,191.32,198.46,212.27,228.90,229.39,260.18,297.64,227.80,,,,,254.65
2000-07-04 21:58:02.420000,L7,265.61,275.82,,,,,,,,,,,,,228.91,272.07,382.33,,,277.15,325.00,249.79,296.85
2000-11-09 21:56:45.337000,L7,280.69,295.31,283.42,256.98,263.79,262.39,292.60,269.65,283.20,274.68,248.25,249.43,280.41,277.63,270.11,271.97,342.90,245.12,263.05,272.78,326.07,299.51,297.04
2000-11-25 21:56:47.006000,L7,271.61,317.38,319.91,234.78,250.99,241.42,279.63,262.85,279.05,258.10,246.02,233.88,259.55,256.69,238.95,216.75,192.68,231.40,246.40,321.16,326.08,268.80,
2001-09-09 21:55:00.813000,L7,286.58,297.91,299.63,214.45,264.23,252.73,204.26,256.85,271.28,276.29,208.35,229.53,269.59,537.05,469.27,490.85,394.00,470.19,532.63,480.33,351.77,284.42,438.42
2002-02-16 21:55:18.119000,L7,387.08,365.20,385.32,360.81,364.81,362.94,368.37,371.16,375.24,388.16,373.74,344.30,354.01,382.19,394.38,369.20,380.69,355.85,357.59,358.16,381.43,384.29,391.61
2002-12-01 21:54:40.891000,L7,293.32,297.65,272.71,256.17,261.81,256.86,286.41,281.14,287.19,280.93,270.99,272.77,279.84,269.25,255.16,270.96,307.92,231.53,249.24,264.59,314.25,296.79,289.67
2003-07-21 21:42:57.544000,L5,,,,,,,,,,,,,,,231.08,273.62,317.95,,,260.79,308.10,225.46,290.75
2004-03-01 21:45:26.384000,L5,,,,217.02,251.32,232.53,205.10,248.97,258.13,240.69,211.88,202.05,217.48,223.89,234.17,269.53,306.74,211.15,,,,,294.51
2004-03-17 21:45:32.199000,L5,,,,220.67,252.03,239.43,223.27,261.79,259.98,259.98,229.68,219.80,240.46,245.46,250.18,277.44,311.38,221.31,215.37,262.56,286.72,229.13,292.52
2004-04-02 21:45:42.656000,L5,,,,226.04,251.18,237.17,215.58,231.48,256.44,242.49,204.47,215.30,233.88,227.05,245.68,279.83,315.84,224.63,177.17,260.64,279.74,225.76,296.91
2004-04-18 21:46:13.246000,L5,324.94,325.42,317.87,278.12,295.83,314.24,310.89,322.32,295.97,312.21,295.72,299.97,312.82,304.25,300.76,307.16,352.32,334.88,325.35,300.38,348.83,321.88,321.67
2004-07-07 21:48:33.010000,L5,287.97,291.52,204.77,267.83,262.65,266.93,253.07,278.59,287.52,264.83,199.91,270.92,295.22,286.43,255.02,299.93,335.25,303.05,233.57,272.46,331.01,294.63,313.22
