dates,satname,nzd0276-0000,nzd0276-0001,nzd0276-0002,nzd0276-0003,nzd0276-0004,nzd0276-0005,nzd0276-0006,nzd0276-0007,nzd0276-0008,nzd0276-0009,nzd0276-0010,nzd0276-0011,nzd0276-0012,nzd0276-0013,nzd0276-0014,nzd0276-0015,nzd0276-0016,nzd0276-0017,nzd0276-0018,nzd0276-0019,nzd0276-0020,nzd0276-0021,nzd0276-0022,nzd0276-0023,nzd0276-0024,nzd0276-0025,nzd0276-0026,nzd0276-0027,nzd0276-0028,nzd0276-0029,nzd0276-0030,nzd0276-0031,nzd0276-0032,nzd0276-0033,nzd0276-0034,nzd0276-0035,nzd0276-0036,nzd0276-0037,nzd0276-0038,nzd0276-0039,nzd0276-0040,nzd0276-0041,nzd0276-0042,nzd0276-0043,nzd0276-0044,nzd0276-0045,nzd0276-0046,nzd0276-0047,nzd0276-0048,nzd0276-0049,nzd0276-0050,nzd0276-0051,nzd0276-0052,nzd0276-0053,nzd0276-0054,nzd0276-0055,nzd0276-0056,nzd0276-0057,nzd0276-0058
2003-03-07 21:55:10.647000,L7,230.98,205.82,216.30,221.53,246.01,269.35,262.89,256.48,238.04,,,,,,,,,,,,,,,,,,205.91,192.79,236.38,258.54,252.03,192.61,235.31,247.34,258.47,232.34,260.93,271.48,264.38,264.65,243.29,268.11,238.27,191.92,218.86,217.40,206.67,,258.21,431.75,351.22,334.58,200.73,,,,238.99,229.60,264.66
2003-04-08 21:55:11.531000,L7,250.45,217.95,220.02,227.21,249.93,274.15,272.59,267.15,266.82,266.65,255.67,244.98,258.36,248.80,252.16,230.39,240.25,237.34,224.73,247.50,246.81,253.02,240.43,207.77,231.99,221.33,248.25,254.39,268.54,267.22,257.23,204.95,216.98,261.26,278.05,277.18,284.63,288.28,278.71,279.59,276.10,280.05,305.54,223.21,232.58,243.06,221.51,236.80,235.68,241.12,223.53,294.33,232.33,230.24,246.59,213.97,282.44,258.41,290.72
2003-04-24 21:55:10.390000,L7,250.66,238.71,237.55,237.26,253.25,273.01,270.03,270.01,264.34,258.49,258.12,250.12,246.10,253.37,267.00,236.31,248.60,241.79,232.41,259.13,253.95,254.20,245.23,235.29,249.00,237.86,249.97,257.81,257.66,280.75,268.81,209.88,212.22,274.15,286.45,286.04,286.84,295.81,283.14,280.58,265.70,279.42,270.31,241.46,259.70,263.92,253.04,266.68,248.87,253.97,240.07,295.33,245.49,256.23,268.70,279.09,284.80,316.57,312.24
2003-05-26 21:55:07.877000,L7,327.83,284.07,329.56,301.99,289.24,309.52,313.92,314.96,303.61,320.68,319.68,290.15,281.10,287.52,316.57,311.15,329.13,323.39,339.61,329.75,333.96,342.56,327.01,325.18,296.97,299.37,296.47,295.82,287.84,312.59,317.43,340.13,349.83,349.56,330.76,322.00,331.43,334.07,325.35,318.81,308.30,314.60,305.54,316.12,305.69,291.55,325.01,299.25,314.11,296.64,252.89,311.16,303.28,281.66,316.64,315.87,314.71,286.81,308.60
2003-07-21 21:42:57.544000,L5,219.43,200.17,203.62,212.38,229.91,254.97,254.80,251.72,248.56,243.64,245.11,231.79,232.08,225.13,235.75,219.86,242.53,234.54,211.85,244.28,248.33,246.26,231.02,200.18,209.77,225.17,238.89,234.97,228.48,244.18,252.68,,215.62,271.20,286.63,286.14,289.06,285.94,281.17,279.81,252.60,272.17,253.34,210.45,269.62,229.80,196.38,,213.74,258.35,252.21,309.46,243.96,233.85,240.81,221.89,261.85,258.85,271.32
2004-03-01 21:45:26.384000,L5,,,190.29,193.77,217.19,234.49,230.09,230.33,228.09,222.01,214.90,206.32,212.53,202.74,198.06,202.90,207.96,201.15,191.23,204.84,200.99,189.35,185.35,,,,,206.63,220.73,234.91,234.27,213.37,246.65,243.28,203.23,180.48,,,,,,,,,,,,,,,,,,,,,,,
2004-03-17 21:45:32.199000,L5,234.56,217.71,223.60,228.21,238.33,271.21,265.09,265.44,260.51,253.29,245.26,238.42,244.95,233.43,251.89,251.76,241.03,252.78,230.82,237.99,253.99,247.39,242.92,230.10,263.58,241.09,259.24,260.67,261.81,243.19,260.84,306.24,287.79,300.56,301.28,314.18,311.94,313.98,289.15,277.00,273.85,282.20,267.00,238.51,243.23,281.50,249.70,270.64,299.49,275.43,231.70,263.55,250.01,246.83,268.25,288.27,284.60,271.97,303.00
2004-04-02 21:45:42.656000,L5,,,,183.27,208.98,229.18,229.67,237.80,288.66,,,,205.92,205.35,201.07,206.90,212.95,195.74,196.16,208.76,206.95,209.32,203.15,195.31,,,,204.20,212.26,220.16,222.76,199.76,229.50,240.83,246.26,239.21,246.85,241.85,251.04,246.63,215.53,200.35,,,,,,,,,,212.86,182.68,187.59,216.88,219.21,242.44,246.61,286.14
2004-04-18 21:46:13.246000,L5,211.35,189.23,201.07,207.95,229.53,252.61,245.59,244.08,251.10,244.17,241.32,227.37,230.20,224.36,224.45,225.78,231.65,228.57,219.83,244.09,242.09,238.79,223.94,203.43,211.57,216.74,233.46,225.73,217.35,243.68,249.42,228.51,260.95,267.48,278.02,281.36,275.79,273.73,269.10,265.81,245.90,263.64,237.50,215.77,218.69,225.84,222.07,193.11,213.46,213.02,217.50,234.42,219.80,212.43,236.26,231.51,264.58,270.98,299.05
2004-05-20 21:47:08.268000,L5,217.02,200.23,212.10,213.23,243.52,257.83,263.79,263.75,278.80,248.82,248.25,224.95,222.03,222.68,227.42,231.88,232.98,217.35,219.02,243.62,240.54,238.91,227.70,190.87,208.28,214.59,240.06,220.69,224.90,243.63,245.96,215.45,253.36,263.49,283.34,268.11,274.70,268.22,268.34,271.51,244.32,266.80,231.66,,,,,,197.20,207.20,199.72,231.79,217.06,206.02,230.57,224.89,258.58,265.82,291.69
2004-07-07 21:48:33.010000,L5,217.37,198.66,203.60,210.41,233.51,258.96,250.95,248.91,252.06,236.69,244.51,227.89,222.92,223.01,228.68,227.68,234.40,238.59,220.03,240.55,246.77,238.46,234.17,215.68,209.60,215.06,249.47,214.96,224.76,242.72,250.05,,219.68,267.68,271.43,270.00,276.02,279.37,272.01,265.25,245.07,262.08,237.52,,,,,,205.04,232.33,206.42,233.34,228.02,211.19,229.02,212.69,258.28,257.23,270.93
2004-07-23 21:48:56.995000,L5,221.65,203.70,204.78,215.45,231.86,252.54,252.00,253.88,251.62,241.32,242.38,234.32,230.60,228.21,236.69,212.53,235.09,225.35,246.15,248.77,245.50,253.75,238.54,230.78,224.66,221.89,256.95,245.69,229.70,246.94,259.80,,238.52,274.72,279.95,278.70,284.17,285.52,280.43,280.51,249.14,275.72,253.65,264.50,268.74,239.90,249.65,,262.06,268.18,285.49,313.55,230.75,216.89,242.60,224.94,260.65,259.94,285.47
2004-08-08 21:49:14.576000,L5,,,181.46,191.69,211.98,237.76,235.45,235.00,221.27,215.43,208.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.64,207.51,207.85,240.16,237.66,270.80
2004-09-25 21:50:31.000000,L5,227.28,219.98,226.83,240.92,268.26,288.04,286.04,283.08,278.68,269.75,265.59,251.53,261.13,254.79,265.05,264.68,279.27,297.98,278.88,289.11,284.92,274.95,249.09,267.77,289.00,261.00,274.71,254.62,264.22,274.44,294.68,304.49,307.33,314.51,307.46,288.13,302.10,322.53,325.52,287.07,280.24,290.76,273.96,253.08,256.22,254.30,259.73,284.76,282.81,264.38,318.83,304.01,317.81,250.85,260.57,289.98,297.54,289.11,309.65
2005-01-31 21:52:45.327000,L5,212.72,197.86,201.50,204.74,228.06,252.94,251.67,248.59,251.37,244.36,242.70,227.64,239.27,224.61,233.46,246.06,249.04,244.97,232.08,243.96,239.98,249.29,243.16,228.00,239.04,226.94,249.35,236.77,226.46,248.99,254.17,258.48,280.22,270.60,286.21,284.78,292.65,295.81,285.57,274.86,251.56,276.36,266.97,255.32,256.09,249.62,239.40,241.69,240.66,245.96,233.48,298.18,228.83,230.91,244.37,238.74,270.71,266.31,316.84
2005-03-04 21:53:16.048000,L5,221.74,204.97,217.04,222.59,239.21,267.20,272.29,255.47,260.18,261.23,281.10,274.21,455.04,443.55,490.56,318.78,286.55,269.58,288.91,268.36,267.88,263.53,262.06,265.22,240.26,249.67,278.32,255.65,263.36,246.82,277.51,296.17,293.07,298.90,298.15,294.95,298.89,320.34,299.37,291.98,260.60,290.97,283.10,283.61,278.30,267.40,276.26,275.03,263.51,275.11,302.26,310.63,263.39,249.78,244.37,258.07,267.87,277.94,306.55
2005-04-21 21:53:34.581000,L5,,,,178.21,197.13,222.27,225.16,220.27,211.82,208.46,204.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.88,198.18,228.83,231.77,266.63
2005-06-08 21:53:56.837000,L5,,,188.56,196.27,220.06,242.46,245.79,241.85,243.56,240.65,236.21,222.12,223.16,215.29,218.43,210.08,222.16,210.21,206.35,232.16,229.27,227.62,219.85,203.76,212.34,203.88,224.70,205.16,217.96,234.93,246.47,,237.16,262.84,268.86,263.08,266.05,267.64,265.90,261.45,234.29,258.90,235.00,,,,,,195.49,201.32,192.72,230.22,211.40,210.05,225.05,218.86,257.50,256.38,286.75
2005-08-27 21:54:31.776000,L5,213.91,190.65,199.87,205.57,226.13,258.03,256.76,252.44,257.37,243.32,248.43,225.42,227.17,223.64,230.61,225.52,234.24,221.99,218.72,244.61,246.31,250.37,236.23,225.19,228.43,222.47,255.17,226.81,224.04,242.53,250.53,241.56,266.45,273.39,286.11,280.07,281.87,286.97,284.27,277.37,254.03,265.26,260.57,212.89,262.57,232.73,212.21,,242.49,252.37,219.61,290.88,223.70,223.74,247.42,236.41,263.91,257.97,292.92
2005-09-28 21:54:32.218000,L5,205.99,181.90,194.81,203.12,225.98,247.14,247.72,242.67,242.47,235.93,233.94,220.07,216.30,222.35,217.54,219.92,223.92,218.37,215.32,231.86,230.15,237.20,220.03,211.90,217.13,210.44,232.85,221.50,219.17,242.32,246.57,233.31,257.97,270.45,273.61,268.24,270.36,273.54,264.27,256.67,236.28,246.20,232.47,,,,,,198.79,200.88,207.82,240.22,202.58,208.86,236.75,225.16,258.65,255.96,295.64
2005-10-30 21:54:27.218000,L5,,,,,,217.09,234.63,233.95,245.34,243.85,234.70,218.67,220.60,213.30,217.10,219.28,202.45,193.87,194.39,210.37,210.18,217.76,198.91,205.56,214.91,209.18,220.63,223.92,224.51,241.88,234.13,197.60,244.60,267.19,181.66,,,235.91,263.12,255.55,232.00,250.55,217.19,,,,,,,,,,,,,233.26,263.77,260.87,304.41
2006-02-03 21:56:42.865000,L5,206.57,186.65,194.61,200.25,222.60,248.48,249.43,244.56,249.09,241.45,238.77,236.32,234.81,223.19,224.87,220.60,232.12,213.54,220.38,243.27,254.60,256.63,234.73,216.68,227.59,215.21,246.05,229.94,216.33,239.27,245.50,231.65,261.87,267.78,283.79,282.26,284.24,289.25,281.76,275.57,254.64,264.57,245.41,,,,,,208.49,199.40,186.07,254.99,198.79,218.10,243.88,239.97,266.64,259.11,294.64
2006-06-27 21:59:12.342000,L5,,,,176.86,205.53,233.41,237.56,232.67,220.28,221.90,218.58,197.73,198.85,201.93,208.17,201.03,204.86,182.19,,,,,,,,,,,,,,,,245.07,257.25,251.32,244.19,250.35,246.21,243.86,210.56,231.55,,,,,,,,,,,,,208.28,196.28,235.68,243.08,265.30
2006-11-02 22:00:44.654000,L5,212.36,194.09,204.55,213.00,223.53,249.84,247.63,251.51,253.20,242.24,243.19,231.32,236.79,227.33,236.06,242.13,240.84,243.10,239.20,249.11,245.83,250.19,244.76,229.97,232.78,232.94,251.85,248.04,233.51,252.39,265.83,271.95,287.08,279.32,288.73,290.39,292.07,291.94,282.31,277.26,257.21,274.15,260.35,247.97,243.80,245.78,235.56,233.58,221.98,224.73,227.20,279.60,229.41,227.70,245.60,255.17,275.28,274.29,315.73
2008-02-25 21:56:48.941000,L5,,,187.58,196.19,221.89,242.76,243.34,238.61,232.93,232.90,229.88,216.77,215.79,211.58,214.69,214.55,222.21,208.89,216.07,231.88,231.16,233.09,219.34,200.29,201.96,206.85,228.03,224.39,227.13,239.90,247.23,230.14,255.65,260.46,267.34,269.00,266.86,275.87,265.16,257.43,234.84,252.00,238.32,188.56,,,,,196.16,200.91,201.85,234.79,209.67,218.87,240.34,230.14,251.38,259.42,299.60
2009-11-26 21:56:52.561000,L5,225.00,214.57,216.26,224.57,243.36,269.41,267.88,249.44,245.92,247.44,244.66,237.09,238.41,235.94,246.73,257.84,258.28,256.34,268.39,266.25,268.71,268.94,249.02,240.43,228.59,234.00,254.19,252.73,252.80,268.09,291.50,289.05,299.26,295.08,293.49,290.26,284.88,296.85,287.08,276.14,255.32,261.83,258.66,249.07,245.28,244.46,222.39,212.03,235.25,237.79,238.37,273.15,229.58,226.92,244.19,249.12,267.59,273.97,306.51
2009-12-12 21:57:01.642000,L5,207.59,184.60,193.65,200.99,220.68,250.84,242.19,240.99,240.67,234.33,230.51,217.23,218.99,215.62,220.37,225.42,226.75,232.17,243.29,233.55,230.33,226.37,215.57,208.61,205.71,207.95,230.14,222.40,219.41,237.06,241.48,239.18,258.07,266.03,269.71,267.61,265.88,270.82,264.36,256.75,236.39,242.83,230.35,198.37,217.96,217.64,197.30,,204.26,205.47,207.56,235.87,198.70,207.86,238.76,238.35,261.48,262.85,301.48
2010-01-13 21:57:13.219000,L5,216.79,192.27,205.74,205.50,228.87,255.66,250.30,243.96,247.71,246.38,243.48,238.57,235.27,233.67,237.95,237.84,249.93,233.61,224.22,238.17,244.57,237.33,227.32,220.54,219.60,217.98,241.44,237.56,231.05,252.78,255.63,255.57,265.77,267.76,281.83,278.38,281.68,281.56,279.68,270.89,252.26,263.03,252.62,238.15,235.20,231.79,218.43,203.54,206.43,212.76,216.45,245.90,211.32,220.30,251.36,257.10,275.95,279.61,320.08
2010-01-29 21:57:17.114000,L5,,,204.47,207.79,228.58,253.96,247.85,242.55,251.57,250.89,238.83,230.24,223.63,226.78,227.10,224.11,234.48,222.30,225.49,237.04,246.85,236.97,222.86,206.32,210.27,206.11,230.26,226.45,220.62,239.36,242.90,233.74,260.50,262.38,273.61,273.05,274.23,271.09,272.42,275.36,247.02,255.62,236.04,212.85,216.16,218.97,200.34,,205.49,203.13,198.55,225.03,200.46,213.01,234.96,235.92,266.66,269.19,310.44
2010-12-31 21:56:20.363000,L5,222.03,211.04,214.32,223.47,244.23,251.10,261.75,245.81,246.60,239.76,236.45,234.87,238.44,234.65,233.24,235.09,251.04,238.04,252.06,251.82,232.98,238.96,231.06,227.95,222.17,214.02,240.21,245.71,247.04,259.90,282.90,295.41,301.86,294.23,297.83,287.26,287.93,290.63,280.65,271.38,253.87,270.88,265.08,248.32,278.45,272.06,276.58,265.46,238.01,227.01,223.36,267.82,243.08,233.77,250.98,263.05,284.80,292.19,319.28
2011-01-16 21:56:21.862000,L5,223.46,201.83,207.07,210.53,229.26,264.51,262.53,242.59,241.65,239.27,236.95,238.87,237.10,235.06,234.75,229.64,238.82,228.41,225.98,237.52,232.00,232.92,221.02,210.90,215.69,209.18,239.33,235.75,230.86,247.31,249.14,248.81,268.69,266.79,277.38,271.59,274.13,279.11,268.36,258.56,247.56,260.83,244.90,241.12,237.02,232.19,213.08,200.60,205.09,209.38,219.12,245.46,221.63,227.00,270.35,268.81,286.04,283.68,308.71
2013-04-27 22:08:11.520000,L8,257.25,254.41,255.22,258.28,279.21,295.26,297.57,292.38,289.69,287.33,279.73,275.59,291.37,289.36,302.09,304.21,329.16,306.84,344.02,319.19,297.38,340.18,302.87,295.38,298.53,291.30,313.33,325.96,324.47,337.29,304.40,313.51,312.15,322.97,303.35,327.51,321.49,346.29,339.14,315.72,295.95,287.91,295.95,292.76,316.82,297.63,260.07,263.02,282.23,259.62,288.11,293.42,285.06,271.85,276.93,304.88,325.13,332.54,324.79
2013-05-13 22:08:23.242000,L8,259.39,240.86,246.26,240.60,259.67,282.79,282.14,288.25,287.91,268.01,268.09,268.54,255.93,253.95,266.16,275.13,269.45,275.58,289.36,277.94,265.88,264.88,257.69,257.73,260.84,259.43,264.63,271.25,305.60,278.57,283.43,283.58,289.98,303.01,313.41,297.27,296.12,296.69,289.30,278.77,265.62,275.69,270.48,260.44,249.67,255.62,239.64,244.90,248.88,245.20,246.64,298.01,256.49,260.87,269.36,279.85,283.65,285.30,314.67
2013-05-29 22:08:29.376000,L8,239.14,237.50,220.03,231.72,256.23,273.01,276.13,269.56,260.36,257.22,255.28,253.26,254.49,264.59,271.37,261.59,294.37,289.32,291.07,300.16,246.98,250.77,229.32,224.81,212.77,213.07,244.22,252.67,265.59,244.70,254.28,217.87,261.46,271.80,322.01,324.70,280.25,284.30,274.24,303.64,271.89,264.12,248.93,208.20,233.12,234.17,197.11,,,,197.32,252.29,218.06,261.51,276.27,283.04,295.95,302.72,305.53
2013-08-17 22:08:27.088000,L8,228.86,229.70,222.06,227.00,250.75,267.15,265.18,262.19,254.68,251.79,251.49,246.69,248.01,262.89,265.86,283.68,274.04,275.31,296.84,295.95,298.95,293.61,257.64,263.04,260.34,263.06,260.11,261.96,242.69,259.69,290.29,309.71,306.10,296.54,308.61,300.72,296.15,283.33,287.95,274.68,267.11,267.79,277.59,276.80,233.10,260.77,202.62,211.63,213.01,209.55,222.26,255.97,259.79,252.54,270.73,280.15,299.01,305.53,316.86
