dates,satname,nzd0488-0000,nzd0488-0001,nzd0488-0002,nzd0488-0003,nzd0488-0004
2000-12-18 22:05:01.704000,L7,261.59,283.52,284.03,269.81,277.12
2001-01-03 22:05:00.181000,L7,,,,,233.65
2001-02-20 22:05:00.525000,L7,237.81,257.67,274.42,257.47,258.49
2001-04-09 22:04:41.882000,L7,236.77,281.21,283.54,276.95,194.72
2002-03-11 22:03:31.366000,L7,,,274.31,,
2002-11-22 22:02:45.529000,L7,247.83,273.45,170.23,200.72,268.11
2003-11-17 21:52:57.120000,L5,245.67,263.23,265.92,254.57,250.92
2004-07-30 21:57:15.668000,L5,,,266.28,243.05,168.85
2004-10-18 21:59:11.702000,L5,253.94,266.94,275.94,265.18,263.01
2005-03-11 22:01:31.683000,L5,254.15,279.32,283.31,275.28,252.15
2005-04-12 22:01:42.862000,L5,,261.61,263.01,248.15,197.38
2005-09-19 22:02:44.739000,L5,211.64,256.53,271.57,245.06,205.57
2005-10-05 22:02:41.026000,L5,245.23,270.06,274.47,264.45,256.73
2005-11-06 22:02:46.848000,L5,282.10,290.64,296.41,290.27,299.52
2006-12-11 22:09:16.015000,L5,275.82,277.54,281.62,275.69,274.70
2007-09-16 22:13:28.554000,L5,229.00,252.06,270.29,233.27,199.68
2009-01-17 21:59:44.398000,L5,235.43,256.93,260.19,219.90,251.90
2010-02-05 22:05:29.575000,L5,232.16,267.65,266.34,248.30,251.01
2010-12-22 22:04:29.137000,L5,253.40,264.70,231.33,174.65,212.45
2011-02-08 22:04:35.159000,L5,229.98,264.30,266.82,252.65,261.83
2011-03-12 22:04:31.079000,L5,217.71,249.91,260.36,229.89,192.34
2013-07-07 22:16:11.966000,L8,,207.86,251.78,266.94,158.25
2013-07-23 22:16:10.674000,L8,,236.96,261.06,265.04,161.24
2013-07-23 22:16:34.633000,L8,,224.74,243.82,242.64,153.71
2013-09-25 22:16:04.975000,L8,252.61,245.44,259.91,232.06,216.68
2013-09-25 22:16:28.938000,L8,255.67,253.22,267.49,270.07,241.25
2013-10-02 22:22:16.506000,L8,221.67,238.94,251.78,227.02,216.16
2013-10-11 22:16:05.328000,L8,,,,212.03,262.07
2013-10-11 22:16:29.291000,L8,,,,210.53,263.63
2013-10-27 22:15:55.590000,L8,277.39,441.37,481.08,375.11,300.82
2013-10-27 22:16:19.549000,L8,427.76,498.75,481.10,375.11,300.76
2013-11-19 22:22:25.407000,L8,268.62,281.42,286.66,287.83,279.13
2013-12-30 22:15:37.096000,L8,249.11,254.26,258.90,241.56,254.85
2013-12-30 22:16:01.055000,L8,248.33,253.89,258.65,239.52,254.25
2014-01-22 22:21:31.494000,L8,222.77,238.73,249.66,208.89,236.26
2014-02-23 22:21:08.076000,L8,254.28,258.48,263.39,249.22,249.57
2014-03-11 22:21:19.920000,L8,253.39,262.64,264.14,270.67,232.07
2014-03-20 22:14:37.534000,L8,249.75,260.37,263.26,273.05,252.64
2014-03-20 22:15:01.497000,L8,240.72,252.08,260.31,253.94,190.92
2014-08-11 22:14:15.733000,L8,,231.37,265.51,273.70,169.00
2014-08-11 22:14:39.696000,L8,,167.53,270.86,275.79,172.31
2014-08-27 22:14:17.177000,L8,,,234.76,208.42,148.32
2014-09-19 22:20:30.514000,L8,254.46,239.03,260.60,268.36,220.57
2014-09-28 22:14:20.662000,L8,253.59,243.98,264.99,274.06,252.84
2014-09-28 22:14:44.621000,L8,254.45,246.12,267.71,276.29,253.79
2014-11-22 22:20:33.645000,L8,282.27,298.08,296.56,295.36,301.95
2014-12-01 22:14:24.062000,L8,253.11,260.94,267.97,259.56,265.40
2014-12-24 22:20:29.754000,L8,335.33,295.97,287.01,294.85,290.87
2015-01-02 22:14:14.716000,L8,280.37,282.59,281.64,287.15,278.05
2015-01-02 22:14:38.674000,L8,284.81,284.68,283.08,288.29,280.07
2015-02-10 22:20:14.711000,L8,255.23,259.11,263.58,240.32,250.72
2015-02-19 22:14:01.458000,L8,254.49,266.64,266.68,272.36,258.84
2015-02-26 22:20:10.708000,L8,254.16,257.56,261.73,217.22,247.74
2015-03-07 22:13:53.954000,L8,217.60,258.08,259.43,225.34,211.32
2015-03-14 22:19:59.243000,L8,241.34,259.37,261.81,227.01,220.79
2015-04-15 22:19:46.550000,L8,,270.06,270.96,266.91,200.41
2015-04-24 22:13:32.133000,L8,202.49,249.28,261.65,222.53,169.55
2015-05-26 22:13:16.896000,L8,,270.67,274.66,274.50,244.08
2015-06-11 22:13:52.284000,L8,,,263.07,254.66,156.72
2015-06-27 22:13:58.027000,L8,,,268.51,238.67,145.38
2015-10-17 22:14:14.235000,L8,249.86,253.40,262.63,268.98,241.26
2015-10-17 22:14:38.194000,L8,251.15,253.76,263.40,264.15,242.39
2015-11-18 22:14:20.859000,L8,244.36,251.82,263.67,206.39,
2015-11-18 22:14:44.822000,L8,245.28,252.68,265.08,220.63,256.04
2016-01-05 22:14:17.033000,L8,256.69,265.48,272.03,276.66,264.08
2016-01-05 22:14:40.992000,L8,257.47,266.20,272.55,277.39,264.32
2016-01-21 22:14:17.820000,L8,,242.66,234.34,,
2016-03-16 22:20:12.475000,L8,,257.82,257.92,,
2016-04-17 22:19:57.384000,L8,,267.58,266.60,272.46,195.13
2016-05-12 22:13:44.453000,L8,,270.75,264.77,271.98,167.69
2016-05-12 22:14:08.416000,L8,,268.60,258.59,270.53,163.21
2016-06-29 22:14:26.819000,L8,,,245.92,211.75,145.26
2016-07-31 22:14:37.742000,L8,,246.35,152.84,235.69,157.01
2016-08-16 22:14:17.460000,L8,202.29,258.07,266.07,276.93,172.59
2016-08-16 22:14:41.427000,L8,201.90,161.83,267.11,277.10,172.42
2016-12-29 22:20:37.380000,L8,241.71,250.12,254.22,229.15,248.35
2017-01-14 22:20:33.127000,L8,252.54,255.65,259.58,238.28,253.17
2017-02-08 22:14:10.700000,L8,211.02,251.33,251.31,199.22,237.88
2017-02-08 22:14:34.654000,L8,211.44,252.30,252.54,227.22,238.03
2017-02-15 22:20:19.563000,L8,216.75,252.91,256.83,236.77,238.29
2017-02-24 22:14:05.773000,L8,257.71,258.97,263.09,270.72,251.97
2017-04-20 22:19:47.163000,L8,239.42,265.00,274.36,281.62,210.47
2017-08-03 22:14:35.682000,L8,232.32,275.04,280.72,280.26,208.99
2017-11-30 22:20:32.227000,L8,245.93,252.75,258.49,239.14,248.95
2018-01-26 22:14:08.959000,L8,257.92,265.07,265.23,274.10,256.87
2018-02-11 22:14:02.243000,L8,252.77,255.51,260.81,267.78,250.40
2018-02-11 22:14:26.201000,L8,254.67,258.49,263.20,270.16,254.38
2018-02-27 22:14:19.470000,L8,254.59,257.22,262.64,267.00,247.30
2018-03-06 22:20:26.446000,L8,254.07,252.77,260.33,265.75,239.72
2018-03-15 22:14:10.086000,L8,254.45,255.18,263.23,267.36,240.90
2018-03-31 22:13:39.641000,L8,253.15,255.64,262.11,270.37,209.86
2018-04-16 22:13:30.411000,L8,205.02,255.06,263.45,266.39,191.29
2018-04-16 22:13:54.370000,L8,203.61,254.34,263.58,265.68,189.33
2018-05-18 22:13:10.727000,L8,,,239.02,196.70,148.81
2018-05-18 22:13:34.690000,L8,,,239.33,211.83,148.85
2018-07-21 22:13:25.431000,L8,152.64,,,,
2018-07-21 22:13:49.390000,L8,,,249.49,215.99,139.15
2018-09-07 22:13:48.162000,L8,239.65,248.62,262.98,265.91,198.67
2018-09-07 22:14:12.130000,L8,239.97,249.14,263.34,265.76,198.96
2018-09-14 22:20:00.822000,L8,,,270.23,277.05,256.34
2018-11-10 22:14:08.770000,L8,268.20,280.24,283.58,288.89,281.98
2018-11-10 22:14:32.733000,L8,271.01,282.21,286.09,291.55,287.82
2018-12-28 22:14:29.227000,L8,249.89,257.66,263.61,266.74,254.97
2019-01-04 22:20:15.514000,L8,247.46,254.47,259.56,247.61,250.51
2019-02-14 22:13:57.218000,L8,263.62,278.13,281.62,279.55,267.69
2019-02-14 22:14:21.185000,L8,313.96,320.12,320.94,309.15,325.22
2019-02-21 22:20:06.522000,L8,247.69,256.49,263.53,240.37,248.41
2019-03-02 22:13:53.044000,L8,206.38,255.24,260.52,220.56,
2019-03-02 22:14:17.011000,L8,254.81,257.72,262.98,234.01,
2019-09-01 22:20:35.671000,L8,260.48,247.44,256.81,221.72,224.31
2019-09-10 22:14:51.565000,L8,283.34,301.70,315.27,302.61,309.99
2019-09-26 22:14:56.917000,L8,211.08,247.39,257.20,171.17,
2019-11-13 22:14:33.870000,L8,252.76,253.32,260.51,239.99,251.14
2019-11-13 22:14:57.837000,L8,269.68,278.04,282.23,287.99,273.57
2019-11-29 22:14:55.870000,L8,268.42,280.19,288.61,288.86,285.74
2019-12-22 22:20:39.535000,L8,248.65,252.32,259.14,236.89,250.99
2020-01-16 22:14:22.794000,L8,251.57,257.36,261.51,232.60,252.02
2020-01-23 22:20:55.593000,L8,255.59,260.27,262.97,267.56,251.67
2020-02-08 22:20:26.619000,L8,260.16,270.28,269.03,276.61,261.78
2020-03-04 22:14:32.767000,L8,213.03,254.79,258.69,218.35,
2020-03-11 22:20:40.527000,L8,245.08,256.85,261.35,213.83,221.24
2020-07-26 22:14:32.385000,L8,,,148.41,268.19,153.62
2020-08-27 22:14:20.137000,L8,205.77,243.89,258.67,270.62,185.51
2020-08-27 22:14:44.105000,L8,,240.23,255.99,268.08,174.27
2020-09-28 22:14:31.097000,L8,254.87,256.78,267.87,268.61,252.76
2020-10-14 22:14:32.849000,L8,255.62,259.73,268.25,270.14,255.00
2020-10-14 22:14:56.808000,L8,245.41,252.29,261.64,211.17,247.05
2020-10-30 22:14:31.894000,L8,261.90,265.85,272.20,276.63,264.45
2021-03-07 22:14:08.153000,L8,,255.15,259.17,208.82,245.30
2021-03-30 22:20:10.323000,L8,256.73,263.06,268.93,278.56,215.66
2021-07-13 22:14:31.246000,L8,,234.71,273.85,272.08,182.26
2021-08-30 22:14:25.984000,L8,206.07,240.76,260.93,268.12,196.11
2021-08-30 22:14:49.951000,L8,197.96,226.61,254.05,206.86,169.68
2021-09-22 22:20:41.428000,L8,,,,271.17,215.58
2021-11-06 22:15:11.708000,L9,270.61,281.49,285.54,290.69,282.89
2021-11-18 22:14:32.533000,L8,266.84,277.23,281.36,286.71,272.18
2021-11-18 22:14:56.496000,L8,267.36,277.27,281.52,286.81,271.28
2021-12-12 22:14:55.412000,L9,277.57,285.64,290.12,286.23,286.62
2021-12-20 22:14:31.987000,L8,270.37,282.15,283.52,285.77,284.51
2021-12-20 22:14:55.954000,L8,257.39,260.48,266.85,269.15,258.77
2022-01-13 22:14:26.510000,L9,255.78,263.44,266.89,269.27,259.77
2022-01-13 22:14:50.477000,L9,255.56,263.24,266.52,269.01,259.50
2022-01-28 22:20:31.729000,L8,255.06,259.78,262.69,236.04,252.26
2022-02-06 22:14:44.088000,L8,254.05,258.94,261.19,228.06,253.83
2022-02-13 22:20:28.536000,L8,247.05,253.89,256.51,222.00,245.94
2022-03-02 22:14:13.766000,L9,243.91,252.47,252.38,220.02,243.47
2022-03-02 22:14:37.725000,L9,237.39,249.90,249.20,170.40,
2022-03-17 22:20:17.747000,L8,245.31,256.80,261.15,267.70,215.40
2022-03-25 22:20:20.497000,L9,,245.81,254.73,206.31,220.80
2022-04-02 22:20:07.536000,L8,,249.59,258.81,209.61,197.57
2022-04-27 22:13:58.302000,L8,294.97,301.12,306.29,315.83,306.38
2022-05-05 22:13:54.871000,L9,,268.97,268.14,274.29,202.22
2022-05-05 22:14:18.830000,L9,,250.02,261.88,210.31,170.65
2022-06-14 22:14:22.918000,L8,,,254.78,281.79,170.76
2022-08-09 22:14:46.212000,L9,,239.92,261.70,267.76,176.02
2022-08-25 22:14:50.743000,L9,,244.07,260.65,221.45,193.01
2022-09-10 22:14:27.430000,L9,246.52,253.13,269.28,278.69,214.70
2022-09-10 22:14:51.402000,L9,241.72,248.58,265.46,274.42,210.71
2022-11-21 22:14:44.924000,L8,302.14,316.55,314.33,307.28,308.02
2022-12-30 22:20:48.504000,L8,,243.68,251.16,222.23,244.63
2023-01-08 22:14:36.179000,L8,245.46,252.21,250.34,,251.61
2023-01-08 22:15:00.142000,L8,251.96,258.01,259.94,239.98,256.63
2023-01-15 22:20:41.683000,L8,268.06,280.73,289.61,290.29,286.96
2023-02-17 22:14:37.295000,L9,261.74,280.20,283.14,280.59,263.97
2023-02-17 22:15:01.258000,L9,258.93,272.01,270.89,276.68,260.33
2023-02-25 22:14:16.003000,L8,260.77,276.43,272.72,279.39,260.52
2023-02-25 22:14:39.957000,L8,260.13,275.39,271.74,278.68,259.83
