dates,satname,nzd0354-0000,nzd0354-0001,nzd0354-0002,nzd0354-0003,nzd0354-0004,nzd0354-0005,nzd0354-0006,nzd0354-0007,nzd0354-0008,nzd0354-0009,nzd0354-0010,nzd0354-0011,nzd0354-0012,nzd0354-0013,nzd0354-0014,nzd0354-0015,nzd0354-0016,nzd0354-0017,nzd0354-0018,nzd0354-0019,nzd0354-0020,nzd0354-0021,nzd0354-0022,nzd0354-0023,nzd0354-0024,nzd0354-0025,nzd0354-0026,nzd0354-0027,nzd0354-0028,nzd0354-0029,nzd0354-0030,nzd0354-0031,nzd0354-0032,nzd0354-0033,nzd0354-0034,nzd0354-0035,nzd0354-0036,nzd0354-0037,nzd0354-0038,nzd0354-0039,nzd0354-0040,nzd0354-0041,nzd0354-0042,nzd0354-0043,nzd0354-0044,nzd0354-0045,nzd0354-0046,nzd0354-0047,nzd0354-0048,nzd0354-0049,nzd0354-0050,nzd0354-0051,nzd0354-0052,nzd0354-0053,nzd0354-0054,nzd0354-0055,nzd0354-0056,nzd0354-0057,nzd0354-0058,nzd0354-0059,nzd0354-0060,nzd0354-0061,nzd0354-0062,nzd0354-0063,nzd0354-0064,nzd0354-0065,nzd0354-0066,nzd0354-0067,nzd0354-0068,nzd0354-0069,nzd0354-0070,nzd0354-0071,nzd0354-0072,nzd0354-0073
1999-09-04 22:00:09.953000,L7,,,,,,,,,,,,515.98,537.21,495.42,479.88,489.46,508.91,503.74,480.26,499.24,440.97,418.92,395.37,428.35,385.18,394.21,417.75,520.07,,,,,,,,,,,,,,,,402.32,378.36,375.24,371.92,339.76,270.02,230.18,263.03,293.04,306.32,179.84,,,,,,,,,231.75,249.07,243.90,265.66,264.00,340.10,413.69,329.09,201.02,187.99,168.24,165.88
1999-09-20 22:00:08.403000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.42,517.24,473.46,476.67,483.09,473.74,448.72,440.90,436.69,416.24,419.57,421.37,413.82,424.67,424.55,438.41,399.81,392.92,381.04,370.74,380.41,370.44,363.57,358.74,359.76,358.97,343.03,338.50,338.61,330.64,307.81,309.82,309.76,302.89,298.72,281.14,282.71,254.61,266.84,248.96,223.76,230.29,179.16,190.66
1999-10-22 22:00:04.598000,L7,,,,,,,,,,,,522.27,520.22,513.81,511.30,510.00,515.34,514.93,509.76,500.73,499.35,494.17,486.26,474.97,472.15,469.50,470.39,458.80,457.00,458.25,444.84,439.74,440.80,435.50,429.70,419.03,413.24,406.21,403.06,397.85,394.65,382.79,375.99,369.78,365.45,367.28,367.91,354.42,344.88,338.79,337.28,334.96,332.31,324.08,322.43,316.76,309.12,303.68,297.09,289.64,288.90,275.66,280.88,277.67,265.29,250.91,276.25,244.88,235.85,224.42,225.37,479.33,427.90,407.75
1999-12-09 22:00:09.551000,L7,,,,,,,,,,,,,532.94,530.59,520.26,519.73,515.52,509.11,493.24,502.75,502.12,490.29,490.12,482.58,472.68,475.79,461.87,469.42,457.77,457.87,447.07,439.22,443.56,434.45,433.47,421.10,416.83,413.16,407.13,401.57,389.93,389.76,391.97,393.48,376.66,379.13,354.95,356.59,350.88,352.94,355.23,340.73,337.17,320.85,330.13,323.37,368.58,305.28,300.90,294.63,288.37,284.49,276.61,267.34,263.39,259.18,259.60,243.65,217.12,218.50,212.21,204.09,210.40,225.24
1999-12-25 22:00:04.067000,L7,,483.92,470.17,458.80,464.20,454.10,460.08,530.59,533.94,443.52,431.05,447.91,459.03,462.47,459.06,452.43,449.78,453.32,445.89,440.05,442.86,431.79,426.39,419.75,412.72,414.21,414.82,410.27,400.20,423.33,395.75,389.36,381.05,381.84,382.54,369.84,367.48,359.09,360.20,348.73,341.03,336.62,344.00,323.35,324.91,311.21,299.49,304.17,301.07,299.94,293.24,283.27,278.90,214.92,194.69,303.04,266.80,272.22,272.28,255.81,252.82,251.10,220.33,209.16,206.02,201.85,191.95,168.84,167.69,155.59,,,,
2000-01-26 22:00:02.226000,L7,,,,,439.39,,,,,,,,,,,,,,,,288.32,224.42,408.75,399.98,387.29,399.24,407.51,402.45,397.67,393.72,384.14,379.75,377.94,379.78,376.65,364.45,356.01,353.96,353.37,342.30,330.68,318.70,330.86,320.02,309.79,266.63,295.45,290.90,292.60,285.55,,,446.03,436.87,245.97,250.01,253.95,216.97,,,,,,,,,,,,485.66,451.61,463.12,480.95,323.12
2000-02-11 21:59:57.866000,L7,,,,,,,,,,,,,,,524.86,507.52,514.77,507.97,500.40,498.49,485.34,487.45,482.15,478.73,469.11,471.79,462.76,462.08,454.39,462.03,444.91,448.27,432.66,433.82,437.92,427.52,419.60,420.12,413.02,412.53,400.93,400.84,382.62,380.38,372.12,363.04,356.15,351.72,347.31,341.27,349.98,350.06,339.88,337.40,333.66,321.48,315.15,305.04,302.24,300.75,287.41,288.97,269.28,267.35,260.74,253.50,253.47,235.29,226.62,218.95,206.99,208.34,209.26,215.79
2000-02-27 21:59:52.393000,L7,,,,,,,,,,,,,,,,,,,,,,,506.07,523.07,505.23,495.43,487.21,470.87,508.59,488.46,475.78,520.92,493.51,527.47,487.65,462.46,468.45,425.22,415.93,415.30,413.05,401.60,397.85,388.78,377.84,397.07,376.29,374.41,366.92,363.98,361.26,367.08,390.58,355.17,344.23,397.47,352.63,377.57,413.89,375.88,359.91,365.30,350.77,390.23,356.72,326.75,427.85,370.70,294.98,390.84,367.36,313.84,306.54,229.07
2000-03-14 21:59:47.162000,L7,485.81,368.78,426.20,412.20,420.55,417.92,415.41,413.85,425.98,396.88,413.64,409.78,267.07,302.69,327.89,323.80,402.43,441.53,409.97,398.52,422.74,420.50,425.45,407.37,411.25,411.28,377.76,394.10,393.40,364.00,373.65,369.47,372.79,348.56,366.04,362.04,334.88,339.92,349.80,340.44,303.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-30 21:59:45.397000,L7,338.02,346.27,475.00,459.28,486.90,499.94,488.51,495.92,488.88,452.13,478.23,476.72,475.70,463.58,468.92,463.64,462.01,458.59,458.38,449.26,443.87,442.73,428.83,430.87,427.79,421.79,416.96,412.62,403.13,402.43,397.70,396.91,402.68,393.19,392.28,386.51,375.19,372.22,367.55,358.98,350.91,350.87,343.30,336.13,355.18,323.05,322.29,322.69,314.37,307.55,296.35,283.96,272.84,281.18,266.96,267.13,270.36,236.60,251.29,259.71,252.15,231.62,238.87,238.18,220.95,214.35,209.71,191.81,174.97,168.07,,,,
