dates,satname,nzd0295-0000,nzd0295-0001,nzd0295-0002,nzd0295-0003,nzd0295-0004,nzd0295-0005,nzd0295-0006,nzd0295-0007,nzd0295-0008,nzd0295-0009,nzd0295-0010,nzd0295-0011,nzd0295-0012,nzd0295-0013,nzd0295-0014,nzd0295-0015,nzd0295-0016,nzd0295-0017,nzd0295-0018,nzd0295-0019,nzd0295-0020,nzd0295-0021,nzd0295-0022,nzd0295-0023,nzd0295-0024,nzd0295-0025,nzd0295-0026,nzd0295-0027,nzd0295-0028,nzd0295-0029,nzd0295-0030,nzd0295-0031,nzd0295-0032,nzd0295-0033,nzd0295-0034,nzd0295-0035,nzd0295-0036,nzd0295-0037,nzd0295-0038,nzd0295-0039,nzd0295-0040,nzd0295-0041,nzd0295-0042,nzd0295-0043,nzd0295-0044,nzd0295-0045,nzd0295-0046,nzd0295-0047,nzd0295-0048,nzd0295-0049,nzd0295-0050,nzd0295-0051,nzd0295-0052,nzd0295-0053,nzd0295-0054,nzd0295-0055,nzd0295-0056,nzd0295-0057,nzd0295-0058,nzd0295-0059,nzd0295-0060,nzd0295-0061,nzd0295-0062,nzd0295-0063,nzd0295-0064,nzd0295-0065,nzd0295-0066,nzd0295-0067,nzd0295-0068,nzd0295-0069,nzd0295-0070,nzd0295-0071,nzd0295-0072,nzd0295-0073,nzd0295-0074,nzd0295-0075,nzd0295-0076,nzd0295-0077,nzd0295-0078,nzd0295-0079,nzd0295-0080,nzd0295-0081,nzd0295-0082,nzd0295-0083,nzd0295-0084,nzd0295-0085,nzd0295-0086,nzd0295-0087,nzd0295-0088,nzd0295-0089,nzd0295-0090,nzd0295-0091,nzd0295-0092,nzd0295-0093,nzd0295-0094,nzd0295-0095,nzd0295-0096,nzd0295-0097,nzd0295-0098,nzd0295-0099,nzd0295-0100,nzd0295-0101,nzd0295-0102,nzd0295-0103,nzd0295-0104,nzd0295-0105,nzd0295-0106,nzd0295-0107,nzd0295-0108,nzd0295-0109,nzd0295-0110,nzd0295-0111,nzd0295-0112,nzd0295-0113,nzd0295-0114
2006-04-10 21:46:04.979000,L5,262.94,330.18,322.42,,,,,222.31,274.36,232.57,,,,,,,,,,,,,235.61,204.00,287.72,268.72,194.91,176.84,,254.38,277.97,286.15,153.34,235.00,202.09,207.94,274.59,300.36,308.70,251.03,211.01,256.79,234.73,237.70,322.87,343.44,348.23,346.31,338.92,340.98,240.94,244.79,243.57,329.25,321.40,334.28,336.59,338.78,341.01,328.51,316.37,314.56,311.19,297.13,297.44,282.99,295.16,299.15,284.79,300.91,295.33,302.91,289.97,287.62,277.98,264.17,243.01,229.16,250.67,260.58,271.12,270.57,278.87,274.08,263.50,248.06,263.43,273.74,274.67,273.17,266.22,267.07,274.58,268.75,275.66,262.91,292.15,321.41,336.10,348.52,366.70,363.87,348.24,310.84,274.53,290.52,278.60,226.49,223.28,270.99,312.61,380.10,248.06,187.92,220.19
2006-04-26 21:46:20.696000,L5,,,,,,,,,,,,,,,,,,,,,,,,202.51,203.63,263.77,,,,,,,,214.68,200.46,175.45,274.29,303.57,307.73,209.58,320.57,318.84,317.47,328.36,315.85,345.56,341.28,345.74,336.21,343.85,240.87,245.42,229.95,333.90,329.04,264.74,328.24,330.93,333.34,317.33,312.90,311.64,306.96,297.57,297.46,276.88,297.03,298.51,286.29,297.36,291.97,296.98,283.19,274.43,265.25,263.31,245.31,224.58,250.58,256.49,270.10,264.08,268.01,266.74,258.41,243.27,260.26,263.24,262.81,263.00,246.15,214.37,237.77,256.42,261.26,251.75,284.32,315.31,326.61,346.03,360.64,352.83,335.10,305.07,269.09,288.78,274.48,239.84,223.32,282.60,292.23,308.58,302.66,273.73,298.11
2006-06-13 21:47:01.718000,L5,,,,,,,,,277.02,228.46,,,,,,,,,,,,,,,,,,,,,,,,215.77,190.39,168.85,265.69,303.99,291.82,231.29,211.02,196.93,314.07,307.72,328.99,303.44,276.00,339.39,331.90,338.37,240.47,240.24,257.08,326.78,330.72,275.27,327.49,333.29,331.47,319.63,300.21,302.96,296.66,294.09,293.93,272.01,294.93,297.79,284.34,295.55,286.79,297.84,275.90,264.80,264.41,254.81,241.40,226.94,251.09,253.88,279.08,265.93,272.11,268.32,257.77,244.14,252.75,262.52,253.45,262.24,260.78,260.31,268.95,271.89,272.02,265.67,295.25,322.98,331.88,341.43,354.30,350.44,334.27,312.69,289.39,294.60,281.09,244.28,229.06,283.32,294.42,309.65,296.50,261.38,299.45
2006-07-22 21:53:22.402000,L5,,,,,,,,,272.71,225.51,,,,,,,,,,,,,,,,,,,,163.79,251.15,253.38,156.92,205.56,198.32,162.22,267.96,294.33,231.37,233.65,275.88,297.20,308.47,271.36,301.88,297.91,322.01,341.70,327.76,237.83,242.04,246.85,245.97,324.71,321.80,275.17,329.52,338.02,323.46,318.76,301.53,308.98,288.46,288.77,292.07,273.93,295.02,295.56,281.00,289.09,281.66,290.94,285.08,265.62,263.33,263.61,239.30,231.86,248.48,260.68,265.44,260.66,261.51,259.16,240.10,242.04,248.49,263.47,256.16,264.89,259.80,262.92,250.69,258.25,273.25,261.67,294.54,308.36,328.49,345.54,364.91,355.38,339.77,316.82,286.91,290.09,285.27,241.62,231.23,289.79,299.72,313.64,293.21,209.91,296.49
2006-07-22 21:53:46.375000,L5,,,,,,,,,274.96,224.61,,,,,,,,,,,,,,,,,,,,,,,,204.85,194.16,155.59,264.32,221.52,228.46,226.85,240.17,167.01,189.53,295.22,299.36,287.71,316.96,340.47,326.38,236.33,240.46,243.48,235.33,322.37,318.21,270.27,326.76,336.00,316.73,316.82,304.79,306.96,285.70,289.51,290.61,271.71,292.31,294.57,279.61,290.53,280.38,288.62,282.86,262.64,260.38,260.80,240.11,229.36,247.00,258.53,263.94,259.16,258.78,257.37,239.77,239.33,247.00,261.41,254.45,263.32,257.36,257.61,248.84,256.35,273.88,260.31,293.05,307.14,327.55,343.79,363.83,354.31,338.65,315.65,282.89,288.36,283.27,235.24,228.14,288.43,298.64,312.38,293.71,208.10,294.71
2006-08-23 21:53:47.156000,L5,278.33,338.04,313.77,,,,,,273.30,226.00,,,,,,,,,,,,,240.41,278.60,262.07,256.62,187.67,,,276.22,269.92,277.91,182.56,226.27,220.99,207.07,268.93,294.42,241.77,250.44,282.36,313.38,321.51,323.24,325.35,343.59,341.99,354.48,335.50,341.59,240.72,250.21,252.69,328.09,334.03,344.76,340.33,346.04,341.93,335.24,321.78,323.62,295.86,293.17,293.08,281.34,291.75,293.62,290.91,305.93,294.60,301.70,306.04,289.02,281.14,267.75,243.61,225.84,245.90,258.98,266.26,270.58,274.65,271.28,247.96,248.95,267.75,270.42,256.64,258.27,263.75,264.69,257.13,260.07,283.41,274.34,295.46,325.98,338.71,349.57,354.83,353.52,325.26,301.01,275.11,293.32,280.64,262.90,238.02,288.71,302.17,314.52,298.87,294.95,300.36
2006-08-23 21:54:11.272000,L5,274.37,251.90,,,,,,,270.00,221.83,,,,,,,,,,,,,,193.30,256.27,249.51,,,,191.61,264.34,274.27,178.64,226.23,216.74,198.65,269.62,288.61,236.82,245.26,279.13,310.48,318.89,317.52,323.43,339.72,341.48,349.99,333.31,339.40,238.20,243.91,251.30,325.52,330.89,340.69,335.64,341.35,339.31,334.22,318.33,321.26,295.44,292.57,290.18,279.61,289.26,292.18,288.05,302.98,294.12,299.44,303.62,286.68,278.19,264.63,240.52,224.43,245.03,257.77,266.12,268.88,273.16,268.82,245.23,248.88,265.57,268.47,255.25,257.64,259.78,261.66,255.50,260.29,281.42,272.48,295.51,324.00,337.67,348.67,353.93,352.77,323.95,299.08,260.52,290.68,278.90,261.11,235.33,285.87,300.34,313.73,295.36,300.36,297.93
2006-09-01 21:48:07.347000,L5,255.31,325.90,,,,,,262.05,262.77,218.21,,,,,,,,,,,,,,230.30,246.98,245.57,,,,228.89,263.66,260.02,165.59,207.23,215.10,176.98,284.14,286.43,228.70,247.35,295.12,305.47,297.19,305.21,319.39,320.91,341.50,340.52,335.54,243.97,236.55,236.82,301.26,323.61,332.55,330.17,328.38,330.83,339.02,322.03,321.69,318.58,301.61,296.15,287.31,283.54,290.49,297.65,278.62,293.60,286.63,300.25,292.68,279.98,276.50,269.96,242.41,224.79,247.75,260.80,268.24,264.85,261.96,268.43,234.84,247.57,255.95,269.71,261.95,266.97,267.00,256.56,255.93,261.68,272.98,261.75,293.92,321.58,333.42,349.11,361.50,355.12,328.28,304.21,270.58,290.93,274.19,237.43,225.66,284.80,293.37,312.02,285.20,294.16,298.96
2006-10-10 21:54:20.722000,L5,,,,,,,,239.22,270.30,226.27,,,,,,,,,,,,,,,,,,,,273.53,258.51,271.24,167.33,216.65,199.67,175.61,273.64,286.35,232.32,227.80,178.12,153.18,308.69,315.03,318.94,329.46,329.42,338.98,328.68,332.68,235.13,230.15,221.06,328.87,332.80,299.35,326.54,344.51,332.36,329.30,308.10,313.14,293.88,296.26,292.10,274.36,286.91,300.98,288.10,301.65,298.47,300.11,296.17,279.73,262.89,257.25,244.51,223.47,246.29,256.83,270.31,271.37,266.83,271.14,253.47,249.13,254.44,262.85,255.60,260.32,253.93,254.70,259.89,272.66,277.68,268.95,298.22,320.23,329.76,329.66,344.40,342.71,324.21,304.31,275.25,301.58,287.31,258.78,237.60,288.01,298.97,313.79,283.11,202.30,294.61
2006-10-10 21:54:44.695000,L5,259.30,338.34,,,,,,263.47,270.80,227.82,,,,,,,,,,,,,,,252.23,248.22,,,,277.65,262.57,271.63,169.52,217.36,202.48,179.44,279.01,289.89,232.30,232.69,281.41,276.58,261.72,318.88,320.88,331.92,333.21,339.98,329.97,300.84,236.63,233.26,223.07,329.84,335.35,341.43,330.11,346.11,333.88,329.89,309.36,313.64,295.44,296.96,292.76,275.50,287.95,302.52,289.61,302.39,298.91,301.12,298.39,282.22,263.82,259.37,244.80,225.13,247.90,257.93,271.67,272.73,268.29,272.62,254.43,251.00,255.65,264.14,258.13,261.61,256.21,256.51,262.54,274.11,279.01,269.93,298.75,321.70,330.41,330.24,345.16,342.94,324.38,305.59,278.11,302.00,287.46,262.26,238.00,289.13,300.04,314.50,283.20,203.82,295.92
2006-12-06 21:49:05.144000,L5,332.63,331.27,321.09,,,,274.70,272.59,277.35,233.35,240.49,212.71,,,,,294.85,314.87,305.66,324.04,261.83,302.99,312.43,308.42,287.84,264.30,193.02,176.69,174.58,289.85,302.47,288.10,252.44,237.43,276.62,287.56,316.48,332.17,275.93,298.23,332.57,326.90,336.58,336.57,340.74,357.68,358.76,343.75,356.86,352.83,359.60,350.58,338.08,339.25,338.66,339.22,333.80,343.91,336.80,329.80,320.53,319.84,316.51,312.30,306.30,300.89,311.88,304.24,288.72,290.81,288.04,299.11,300.72,280.27,278.63,280.20,262.56,250.17,276.85,284.43,288.61,289.30,282.03,283.10,267.97,272.18,282.80,286.39,285.60,295.32,290.20,294.41,295.10,295.78,287.39,254.04,301.12,326.01,332.46,348.57,364.29,353.04,333.15,319.27,322.06,311.73,299.95,274.58,262.81,310.35,311.11,319.74,294.33,318.54,316.59
2006-12-13 21:55:19.357000,L5,230.51,291.82,286.09,,,,,237.77,257.03,215.16,184.06,224.01,231.11,,,,,,,,,,198.75,234.12,217.39,210.56,244.67,227.45,,,,,,,,,224.54,266.79,257.48,204.60,259.92,267.34,265.13,215.37,278.16,286.71,300.55,299.18,291.10,310.64,301.81,307.33,287.55,297.61,298.75,281.98,279.35,276.25,282.12,275.89,263.43,263.90,264.63,253.97,205.69,,,,,227.00,250.26,305.40,267.14,233.14,228.83,,,,173.80,204.45,232.64,218.12,210.90,203.61,158.10,192.18,,188.14,230.93,221.45,218.84,226.53,233.07,229.95,195.91,185.42,222.87,243.86,237.23,263.79,283.31,275.40,262.65,234.40,225.93,244.34,237.64,210.49,195.64,244.96,248.46,265.21,228.43,245.83,248.06
2007-01-30 21:55:12.465000,L5,333.62,338.14,341.16,332.55,,,294.33,299.62,299.74,256.71,278.21,290.82,,,,,329.24,319.75,334.02,286.36,208.58,215.84,350.19,335.48,332.95,287.44,210.97,208.73,205.12,310.64,318.12,324.75,273.76,288.87,286.36,301.42,330.81,337.46,335.83,300.83,345.21,332.61,341.93,352.98,353.63,359.13,378.70,360.95,362.53,369.75,369.08,358.24,345.62,339.82,342.50,342.43,341.32,343.75,349.72,344.79,349.71,340.85,334.54,317.64,318.34,310.50,321.89,306.16,294.87,302.85,300.17,308.51,307.43,304.77,307.24,302.52,287.75,253.97,285.76,291.03,288.75,289.04,291.27,282.58,280.02,258.66,291.59,295.17,301.83,305.83,303.88,300.21,288.31,284.50,258.51,259.62,303.78,323.53,347.98,365.60,379.32,377.05,341.00,334.97,309.15,305.45,294.57,260.69,245.91,289.24,302.25,332.48,315.85,329.23,326.95
2007-01-30 21:55:36.438000,L5,333.85,340.45,341.65,328.36,,,294.95,301.24,300.24,258.67,277.36,292.88,,,,,327.57,318.84,335.97,337.47,280.18,314.65,350.19,335.20,332.81,288.14,211.83,209.27,205.37,310.72,318.20,324.71,273.46,281.50,285.82,300.75,331.33,339.59,337.66,298.30,344.65,332.82,340.47,353.33,352.37,358.97,377.72,359.22,361.49,369.82,369.05,358.64,346.68,340.27,342.30,340.76,341.47,343.94,349.59,344.21,349.00,340.76,334.54,317.13,318.80,309.97,322.17,306.34,293.38,302.35,299.10,307.21,307.32,304.86,307.58,302.59,286.37,252.21,285.26,288.70,289.15,288.51,291.89,281.66,279.52,257.29,290.68,294.99,301.34,308.38,302.46,298.83,289.48,284.26,258.08,259.31,302.46,321.84,347.48,363.83,378.79,376.97,340.87,334.29,308.81,305.99,292.65,261.28,245.02,288.22,301.46,332.25,314.61,329.04,326.01
2007-02-08 21:49:26.499000,L5,193.14,329.81,313.21,,,,263.64,270.06,271.35,224.14,,,,,,,,,,,,,239.08,249.14,284.20,259.37,196.37,172.81,166.48,290.62,289.17,306.36,249.79,227.36,226.77,199.45,288.10,312.29,261.60,283.20,322.75,315.84,310.32,322.73,346.17,328.30,349.99,338.77,341.65,339.22,249.69,242.68,312.80,322.62,332.04,291.40,332.91,331.25,334.20,325.32,314.83,313.23,304.77,288.82,289.68,270.35,299.30,290.18,283.28,294.88,290.14,306.14,285.29,277.76,275.57,265.37,246.97,228.14,248.87,268.91,271.18,276.95,276.61,269.76,265.42,250.38,274.20,278.03,272.85,277.34,264.20,268.35,276.17,273.22,256.40,255.38,307.30,323.60,337.44,355.49,365.15,351.67,314.67,306.87,292.39,289.80,276.30,224.85,232.63,286.61,299.48,314.37,288.55,276.20,298.45
2011-01-02 21:44:23.135000,L5,259.05,331.70,329.05,327.90,,,278.63,288.78,283.41,245.85,,,,,,,,,,,,,253.69,313.87,267.78,257.79,198.75,177.71,174.86,293.37,291.43,298.23,252.06,240.26,232.34,280.61,315.61,323.19,260.23,287.31,335.93,323.47,333.29,325.97,338.38,361.61,363.49,348.93,354.73,357.22,359.71,339.25,326.72,334.65,329.88,336.71,330.47,339.65,336.92,331.78,329.88,331.66,323.52,307.50,308.14,286.01,297.82,298.02,287.53,297.84,287.28,290.69,300.36,287.29,289.67,282.23,272.63,245.39,265.08,271.37,277.59,282.32,281.23,265.90,262.21,261.46,278.84,287.01,290.85,288.40,289.50,274.46,278.17,276.73,249.85,250.27,297.09,329.62,343.02,357.82,370.79,364.96,342.24,328.53,304.28,302.88,288.19,255.01,223.76,290.60,309.28,325.43,304.92,337.66,325.85
2011-01-18 21:44:24.452000,L5,315.40,333.89,318.25,,,,281.13,287.61,284.35,239.15,261.12,271.95,,,,203.14,214.32,305.72,292.86,,,284.13,314.12,308.58,272.11,252.79,186.78,169.17,170.93,290.49,295.16,289.83,246.63,233.05,268.22,278.22,321.91,329.40,259.26,295.38,320.03,321.87,323.86,326.11,329.58,355.87,362.94,347.67,354.12,365.25,354.88,347.13,322.10,328.70,337.44,331.45,333.35,334.77,334.64,324.17,334.08,326.67,321.56,299.37,307.41,295.01,295.93,290.96,287.08,294.79,286.28,294.12,288.62,292.07,288.31,291.60,269.91,247.97,270.76,271.49,277.07,279.41,283.65,268.17,261.19,274.20,285.87,291.35,295.16,290.20,297.90,282.11,282.69,276.90,256.45,243.66,297.57,330.41,340.47,364.48,373.69,368.11,340.72,334.86,315.68,303.12,293.38,236.85,232.12,293.24,308.21,327.86,308.58,315.68,322.79
2011-01-25 21:50:11.063000,L5,258.80,340.45,316.40,,,,,283.27,271.14,233.65,,,,,,,,,,,,,248.73,242.74,246.36,,,,,164.11,280.81,291.67,240.92,230.24,215.51,202.46,294.53,303.86,244.42,273.84,258.87,278.23,198.67,323.77,336.26,341.63,345.61,342.11,344.97,341.88,273.49,318.20,284.04,325.15,324.48,323.95,313.09,338.64,332.33,321.83,321.38,315.77,317.38,301.76,288.79,272.98,290.46,294.95,284.39,290.36,294.47,298.46,290.42,278.38,273.65,271.98,262.88,233.39,245.86,267.96,281.16,271.76,262.59,264.30,265.33,255.62,269.55,275.76,278.01,270.89,268.80,267.61,273.36,273.73,250.92,248.73,305.29,324.32,335.56,355.89,361.85,363.08,321.57,310.22,298.25,297.03,286.11,231.02,237.13,290.20,298.81,311.68,290.64,289.79,305.38
2011-01-25 21:50:35.036000,L5,,,,,,,,285.34,274.19,236.99,,,,,,,,,,,,,253.33,237.33,249.73,,,,,157.84,279.35,292.19,243.31,232.53,219.07,198.74,293.61,303.67,248.69,263.31,262.07,279.59,196.57,325.29,333.97,344.67,349.97,342.17,346.40,344.99,271.19,317.68,231.82,325.33,328.40,323.20,312.98,338.07,334.57,323.82,321.82,316.42,318.02,303.17,290.62,270.36,290.06,297.11,285.66,291.84,293.44,300.07,290.06,278.16,276.58,274.44,265.32,233.37,246.80,264.55,283.05,271.65,263.68,263.55,261.38,252.42,268.91,276.53,281.24,267.22,268.89,269.16,273.10,272.20,249.38,249.73,306.04,325.67,335.34,355.68,362.00,363.35,321.78,310.24,296.02,298.01,286.50,231.38,236.08,289.24,297.53,311.40,291.39,288.57,305.13
2011-10-24 21:48:11.730000,L5,407.84,434.53,352.74,289.46,334.94,325.48,292.49,291.53,299.77,250.75,,224.48,319.62,,,217.56,342.79,348.95,338.03,345.21,306.25,297.29,346.63,346.81,297.71,289.37,207.18,201.67,209.65,324.45,329.79,326.67,280.06,308.88,291.95,306.88,327.84,344.69,351.54,296.67,351.93,350.34,352.86,347.70,350.81,372.56,373.21,355.27,352.20,377.02,380.17,373.54,347.88,357.64,365.75,361.91,350.54,355.58,355.85,352.74,336.49,338.39,330.48,314.08,331.62,309.52,324.34,326.03,307.49,310.25,301.94,317.97,310.83,296.50,309.30,307.45,302.89,249.25,293.24,306.13,308.13,311.44,306.97,294.63,303.51,272.97,294.98,306.56,309.76,317.42,308.44,315.27,309.71,307.26,299.78,288.46,300.21,336.81,345.75,353.50,379.59,380.75,357.38,340.11,315.93,322.59,310.93,289.06,274.36,305.56,303.30,321.54,312.69,397.41,431.02
2011-10-24 21:48:35.845000,L5,407.85,435.24,254.78,342.64,332.98,325.64,293.82,291.90,300.74,249.19,229.24,319.63,316.56,,,217.10,342.54,348.91,337.86,344.03,306.75,297.29,346.55,346.80,297.71,289.20,205.98,202.58,210.95,324.45,329.80,326.96,281.52,307.57,291.72,306.50,327.05,345.40,351.69,291.66,351.47,350.05,351.71,346.32,352.87,372.62,373.21,354.30,350.89,377.91,379.99,372.71,348.93,358.59,365.76,361.71,351.19,355.09,356.91,352.65,336.79,337.50,331.74,313.21,329.60,309.42,323.08,324.69,307.41,310.25,302.31,318.85,309.15,296.49,309.30,306.98,300.72,248.76,292.42,305.88,308.31,310.56,305.82,295.10,302.86,273.44,294.53,305.57,310.04,318.13,307.63,314.67,308.12,306.82,300.56,288.46,300.13,336.81,345.48,353.40,379.02,379.19,357.68,340.35,314.69,321.91,310.49,286.79,274.36,304.69,304.39,321.31,312.88,396.12,427.46
2013-05-15 21:56:27.145000,L8,279.54,328.94,321.05,,,,269.49,248.70,286.93,237.26,223.81,271.77,,,,,476.23,467.78,459.05,458.78,,274.41,309.59,287.80,262.16,163.14,181.61,182.49,275.05,299.48,301.40,309.31,247.92,263.15,269.37,254.67,311.22,314.89,254.07,280.89,319.13,323.75,323.04,320.91,332.86,342.56,348.99,335.22,319.24,347.89,340.78,341.82,327.11,329.52,331.52,332.99,326.70,333.15,329.98,327.18,312.60,313.91,307.41,275.94,294.16,271.26,292.55,294.89,264.60,285.79,271.58,292.31,286.28,279.52,279.78,274.29,264.29,214.31,263.64,272.81,282.77,282.26,279.53,272.68,270.77,244.30,266.02,276.14,276.28,278.95,274.87,276.25,282.70,274.27,275.55,269.05,286.44,326.30,330.90,350.11,366.95,370.83,329.07,306.91,288.74,293.93,285.29,208.30,209.22,282.75,288.96,302.94,287.21,267.96,310.70
2013-05-31 21:56:31.642000,L8,274.22,325.01,318.76,,,,,246.95,225.06,248.32,220.96,,,,,,,309.07,286.19,,465.97,472.65,305.39,275.67,255.79,267.48,178.82,172.43,264.79,282.24,298.02,304.12,243.41,206.88,256.68,250.25,308.02,312.81,252.04,182.53,157.35,318.19,318.75,314.03,330.17,339.78,344.14,331.88,315.64,343.50,240.33,333.52,287.38,326.30,328.94,330.89,322.28,332.25,327.83,325.31,307.94,310.44,303.73,272.63,291.19,267.46,288.63,293.09,260.49,284.19,270.43,285.74,282.12,269.66,262.08,255.27,257.33,212.17,261.19,269.25,276.85,278.66,274.48,270.41,265.14,240.55,260.51,270.86,272.53,274.34,271.09,273.34,280.54,268.91,272.00,265.11,285.06,323.77,324.65,339.83,368.08,347.28,327.59,305.69,284.68,289.79,282.64,262.74,206.80,280.43,281.02,302.33,282.29,263.23,290.75
2013-06-07 22:02:16.944000,L8,268.88,323.01,317.25,,,,,223.93,278.01,202.06,213.81,,,,,,,307.19,283.92,,,,303.56,211.07,252.79,263.54,178.12,170.01,,285.53,297.78,256.30,239.93,211.26,253.98,178.31,305.91,312.84,250.17,278.05,315.59,317.05,319.15,313.83,328.27,336.00,340.70,329.67,316.88,342.80,297.29,333.49,292.55,325.19,328.16,328.49,322.39,327.96,323.20,322.71,304.45,308.15,301.63,273.47,293.06,268.00,290.53,292.78,261.45,282.54,272.41,289.57,281.87,273.91,273.97,262.40,258.20,214.52,265.11,271.77,274.51,276.09,273.31,270.89,263.09,243.77,261.19,274.62,269.35,276.45,272.74,275.12,282.06,270.85,273.83,253.70,288.93,319.59,327.90,346.68,363.83,346.95,328.97,309.19,301.25,302.39,296.47,311.03,318.85,318.85,296.41,307.29,296.90,299.96,301.43
2013-06-07 22:02:40.903000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.99,298.81,301.58,239.75,211.96,254.96,254.38,298.94,312.49,250.73,273.54,314.20,316.22,318.35,312.01,328.94,335.13,341.17,330.64,315.81,342.76,298.92,334.82,323.36,325.17,328.30,328.50,323.34,328.21,323.57,323.21,303.81,309.31,302.13,272.46,292.97,265.82,290.16,292.87,259.55,282.93,271.31,288.66,281.70,273.63,274.07,262.96,259.01,212.95,264.16,270.08,273.97,276.08,272.90,267.35,263.71,239.59,260.55,274.20,269.61,275.44,272.57,273.37,281.44,269.66,272.38,254.72,287.16,317.32,327.30,345.57,363.77,345.51,328.05,308.30,300.07,300.28,294.69,308.73,283.43,318.38,293.63,305.80,294.98,298.08,300.01
2013-06-16 21:56:25.784000,L8,,322.52,315.46,,,,,238.92,279.89,208.56,,,,,,246.83,311.81,310.45,286.57,,,201.55,300.55,287.16,256.53,264.73,182.52,174.38,,285.94,294.72,305.65,241.56,215.66,256.68,265.37,311.56,312.84,244.38,279.23,305.08,,317.68,306.76,320.42,334.81,339.22,330.67,323.45,343.52,333.01,333.86,321.69,325.27,327.31,327.97,319.67,328.82,320.37,321.29,302.80,308.28,294.24,280.32,290.25,269.56,290.18,292.72,266.77,283.81,274.29,290.07,284.09,274.87,273.10,264.20,255.05,214.80,263.79,269.64,277.87,277.25,272.08,264.76,264.55,245.45,262.38,270.97,268.99,274.96,270.95,277.18,283.78,272.30,276.81,256.94,298.80,324.17,332.34,353.74,367.65,357.79,337.15,313.06,296.93,295.62,292.58,278.34,272.53,291.67,294.76,311.83,296.30,291.79,303.26
2013-06-23 22:02:10.678000,L8,272.49,323.87,317.28,,,,,238.65,278.67,202.39,,,,,,,,271.53,284.83,,,194.08,302.89,279.50,256.22,262.61,177.78,173.12,273.91,282.32,297.18,304.18,247.70,215.24,254.21,246.09,306.12,313.54,249.37,275.51,269.36,238.90,238.20,233.88,327.83,337.07,340.94,330.62,319.19,302.91,298.99,333.72,320.98,326.66,329.66,329.06,323.60,329.59,324.66,322.80,306.36,309.51,303.21,279.18,295.00,271.58,292.07,294.18,270.00,283.49,273.53,291.71,285.65,276.33,276.03,266.74,258.71,213.97,265.65,276.32,279.17,278.11,276.50,273.67,268.44,249.00,265.94,274.84,274.56,280.72,277.73,281.50,284.93,275.75,281.28,255.67,293.38,333.14,331.82,345.70,375.85,359.77,336.95,308.83,291.33,290.58,289.24,262.55,263.21,286.48,287.67,306.06,287.02,275.03,296.12
2013-06-23 22:02:34.637000,L8,,,,,,,,,,,,,,,,297.33,321.67,319.01,318.84,321.38,321.28,347.08,364.95,376.07,368.35,282.92,182.01,192.14,168.14,368.39,363.84,359.30,355.74,360.59,266.53,292.85,316.18,320.03,300.22,355.50,321.63,328.18,329.40,326.81,336.38,343.99,350.98,340.18,334.05,349.81,342.84,344.83,333.06,339.22,337.02,336.61,331.79,335.64,332.89,369.05,374.83,376.36,373.19,340.84,350.64,337.45,347.05,374.44,354.27,349.84,279.79,345.99,342.69,344.14,331.98,322.67,297.15,311.30,325.35,329.14,326.94,328.44,287.04,279.98,326.48,324.88,273.96,302.13,306.84,313.88,309.52,312.82,294.09,302.54,346.10,274.00,339.77,367.62,367.54,374.16,384.19,389.99,358.97,336.09,318.47,335.83,297.04,292.15,280.98,315.60,316.00,332.30,302.98,321.35,321.41
2013-07-18 21:56:26.327000,L8,274.15,323.37,317.45,,,,,242.43,222.11,268.74,217.20,264.94,,,,,,307.33,284.72,,,,,275.54,245.08,264.01,179.32,167.92,276.93,270.25,,,173.79,207.27,193.31,242.30,312.77,311.27,233.18,179.18,157.33,316.05,316.57,311.97,324.62,339.08,340.21,327.51,317.54,342.92,295.63,333.43,289.17,324.67,328.74,329.56,319.24,329.30,324.44,323.90,306.73,308.72,300.82,277.15,292.29,270.96,289.15,292.36,265.49,283.26,272.54,287.21,283.74,270.91,257.04,260.19,252.29,212.21,264.84,268.20,274.83,280.42,277.88,253.43,259.39,246.62,262.89,270.61,269.00,274.89,272.67,273.63,281.70,268.75,273.62,244.56,290.10,323.68,327.84,338.96,365.39,344.64,331.59,307.01,288.70,289.26,286.16,262.30,210.35,285.13,286.87,305.54,292.61,268.85,292.03
2013-07-25 22:02:13.906000,L8,274.27,327.81,318.70,,,,,245.39,282.69,235.98,220.14,270.72,522.38,,,241.86,313.00,312.36,289.25,,,266.93,306.30,296.92,253.81,274.72,179.85,178.69,273.30,290.62,300.59,306.04,246.33,283.73,260.88,267.08,310.39,313.67,248.08,277.84,310.25,317.75,321.18,318.04,329.29,343.27,344.54,333.51,320.37,346.23,338.40,340.34,328.83,329.10,331.37,332.86,324.23,333.37,328.60,326.67,312.57,313.57,305.43,283.57,295.75,277.47,293.28,295.50,274.21,286.19,276.84,291.32,289.55,282.37,281.08,477.61,474.74,481.14,491.02,440.57,282.03,281.81,283.07,274.09,268.82,249.79,268.76,277.06,276.07,281.25,278.74,280.94,284.35,275.46,290.59,259.35,306.29,339.42,337.83,347.11,354.04,355.16,341.48,314.75,289.94,303.03,294.75,287.42,271.08,295.39,297.43,312.06,296.76,272.34,297.52
