dates,satname,nzd0407-0000,nzd0407-0001,nzd0407-0004,nzd0407-0005,nzd0407-0006,nzd0407-0007,nzd0407-0008,nzd0407-0009,nzd0407-0010,nzd0407-0011,nzd0407-0012,nzd0407-0013,nzd0407-0014,nzd0407-0017,nzd0407-0018,nzd0407-0019,nzd0407-0020,nzd0407-0021,nzd0407-0022,nzd0407-0023,nzd0407-0024,nzd0407-0025,nzd0407-0026,nzd0407-0027,nzd0407-0028,nzd0407-0029,nzd0407-0030,nzd0407-0031,nzd0407-0032,nzd0407-0033,nzd0407-0034,nzd0407-0035,nzd0407-0036,nzd0407-0037,nzd0407-0038,nzd0407-0039,nzd0407-0040,nzd0407-0041,nzd0407-0042,nzd0407-0043,nzd0407-0044,nzd0407-0002,nzd0407-0003,nzd0407-0015,nzd0407-0016
2011-09-13 21:56:09.668000,L5,438.92,437.84,447.61,448.48,442.17,438.49,432.53,438.63,444.14,435.04,444.47,449.89,453.08,399.81,413.89,421.69,426.16,443.66,435.98,453.05,452.88,445.79,442.32,444.30,443.85,439.91,440.56,451.55,451.94,453.83,446.69,445.01,443.85,440.53,434.37,432.39,431.07,430.23,430.24,436.16,431.84,434.61,433.87,448.50,438.36
2013-05-29 22:09:41.256000,L8,,,349.38,345.83,258.63,242.74,235.77,158.28,290.95,302.66,409.52,414.84,417.09,271.06,309.39,339.11,312.02,381.85,374.27,388.85,393.87,381.16,390.34,348.18,397.93,391.90,395.25,394.28,398.11,366.11,392.39,388.10,400.41,391.60,386.51,390.59,395.63,389.98,395.65,397.39,385.67,,,398.04,206.21
2013-06-30 22:09:35.948000,L8,,,,,,,,216.33,218.48,256.47,405.76,409.84,408.63,269.79,239.94,233.58,307.58,372.67,219.58,357.46,255.55,338.30,318.70,305.90,291.58,287.56,334.69,320.24,392.03,286.22,353.55,303.23,203.91,293.29,381.44,384.62,391.78,388.32,389.50,394.21,386.14,,,,164.95
2013-07-16 22:09:36.403000,L8,,,,,,,,210.12,211.41,257.71,404.09,412.73,411.58,349.35,312.92,304.47,226.09,371.75,365.55,385.01,277.28,342.64,317.35,309.35,390.51,386.52,390.21,387.94,388.89,362.58,358.87,299.80,195.27,290.51,378.48,387.34,382.65,387.89,388.75,392.53,385.27,,,387.86,176.22
2013-09-02 22:09:40.433000,L8,371.76,366.97,355.04,355.18,338.15,310.29,303.36,296.89,289.01,298.25,399.34,406.78,409.50,343.43,357.94,348.64,352.34,370.56,384.70,387.36,391.59,385.21,313.60,308.39,390.50,386.98,385.99,389.73,388.40,363.72,348.09,329.91,389.84,385.05,377.62,379.73,360.51,382.30,377.69,382.66,381.38,157.38,329.34,369.63,195.94
2014-01-24 22:08:45.323000,L8,283.83,335.44,339.20,332.71,229.56,173.65,231.11,234.28,145.93,296.67,368.02,388.08,386.85,345.09,349.65,352.57,352.65,364.75,327.46,228.39,218.92,252.02,314.10,300.60,293.65,279.86,328.98,307.70,336.64,305.60,352.46,331.60,342.13,378.60,368.86,377.56,361.69,382.76,375.78,382.55,366.87,238.85,326.82,218.98,281.39
2014-02-25 22:08:20.274000,L8,443.61,452.66,442.18,439.87,463.26,441.03,448.16,452.93,454.39,448.77,483.54,455.83,467.63,434.81,438.48,440.58,467.67,454.28,441.92,453.36,447.74,450.88,459.76,461.30,457.96,452.64,458.16,453.03,470.06,472.96,471.65,471.78,478.94,470.57,462.90,478.26,470.91,459.27,472.13,455.55,455.80,448.86,439.63,445.91,436.24
2014-03-13 22:08:09.214000,L8,416.12,417.98,408.40,409.60,405.00,403.56,367.17,485.06,517.62,419.68,226.48,430.12,417.58,380.72,378.62,384.27,375.48,381.29,399.53,403.57,408.77,415.67,421.60,434.58,438.00,408.15,424.50,423.78,438.23,425.52,426.39,424.33,420.77,408.21,415.80,419.13,432.62,410.21,401.14,397.99,389.03,422.83,404.39,,434.71
2014-04-30 22:07:22.351000,L8,369.59,356.48,212.33,246.16,193.15,156.02,167.45,237.33,226.55,261.50,407.40,410.34,410.89,354.22,353.59,351.36,357.11,370.07,383.85,210.43,208.39,245.03,390.85,315.67,391.75,390.04,392.29,394.92,392.94,363.87,392.70,333.94,391.56,391.41,385.98,386.35,391.95,388.74,390.20,391.63,382.28,146.66,230.56,370.19,226.58
2014-06-01 22:07:14.657000,L8,,,215.62,341.81,335.70,329.90,309.38,300.17,287.03,299.56,400.45,369.30,339.77,290.23,309.33,352.54,352.59,384.59,386.75,390.64,388.02,387.34,363.08,297.22,290.20,282.19,332.30,316.53,364.25,223.68,356.69,330.19,395.78,389.09,388.44,389.63,392.15,391.06,395.99,396.10,384.85,,196.77,,200.56
2014-07-03 22:07:25.958000,L8,410.07,414.27,419.41,427.17,428.50,413.63,409.63,412.18,419.67,430.27,428.79,430.16,430.75,391.35,380.61,377.02,404.93,409.05,418.85,414.16,428.21,422.79,427.08,428.18,424.52,424.53,428.31,425.66,428.17,430.88,428.79,426.12,430.40,426.30,425.82,431.83,426.70,425.09,424.89,431.52,448.00,412.76,415.30,431.57,391.32
2014-08-04 22:07:38.344000,L8,,,,,,,,227.71,220.85,261.13,403.76,411.89,410.54,349.51,352.93,337.48,343.57,373.08,384.72,212.90,238.29,241.48,393.59,320.48,346.79,391.40,393.01,392.95,390.04,368.69,387.37,332.77,391.75,390.28,387.88,388.78,391.58,392.58,392.33,394.00,384.12,,,392.91,219.19
