dates,satname,nzd0379-0000,nzd0379-0002,nzd0379-0003,nzd0379-0004,nzd0379-0005,nzd0379-0006,nzd0379-0007,nzd0379-0008,nzd0379-0009,nzd0379-0010,nzd0379-0011,nzd0379-0012,nzd0379-0013,nzd0379-0014,nzd0379-0015,nzd0379-0016,nzd0379-0017,nzd0379-0018,nzd0379-0019,nzd0379-0020,nzd0379-0021,nzd0379-0022,nzd0379-0023,nzd0379-0024,nzd0379-0025,nzd0379-0026,nzd0379-0027,nzd0379-0028,nzd0379-0029,nzd0379-0030,nzd0379-0031,nzd0379-0032,nzd0379-0033,nzd0379-0034,nzd0379-0035,nzd0379-0036,nzd0379-0037,nzd0379-0038,nzd0379-0039,nzd0379-0040,nzd0379-0001
1999-09-18 22:12:27.821000,L7,,,,,,,237.48,288.64,224.72,218.91,258.36,276.73,280.03,245.54,239.39,226.89,192.28,213.19,229.04,233.54,228.38,269.43,241.24,195.12,301.33,299.92,273.30,251.84,284.69,250.51,272.05,266.03,271.57,272.56,281.75,316.78,259.12,301.07,275.76,,
1999-10-13 22:06:24.714000,L7,,,,,,,233.57,287.73,282.06,295.20,257.13,276.26,276.35,,,,201.29,232.89,231.41,232.76,234.16,226.55,247.38,276.39,287.77,293.22,271.89,277.44,217.59,,184.22,252.25,266.67,226.66,269.01,,,,,,
1999-11-21 22:12:24.026000,L7,,177.26,200.39,233.16,224.44,249.55,246.25,263.20,234.27,199.17,260.50,222.19,225.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-07 22:12:29.825000,L7,,179.16,206.91,237.57,252.17,261.01,239.40,276.99,187.56,,273.15,271.18,237.90,,,244.23,254.27,262.88,267.72,282.99,270.27,275.62,276.87,282.46,286.57,280.10,281.12,288.79,282.56,248.65,231.39,264.96,281.44,204.24,272.96,227.42,205.79,277.62,209.73,253.64,
2000-01-17 22:06:11.705000,L7,,,,,,,,,,,203.21,202.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-18 22:06:05.064000,L7,,,,,,,219.43,285.35,293.82,210.61,265.92,278.89,281.25,281.38,282.12,285.50,278.34,264.52,266.07,275.67,264.15,269.66,268.86,281.67,292.67,298.86,282.46,281.59,277.59,250.10,245.32,276.05,275.63,258.21,266.53,261.10,266.97,295.90,266.17,246.83,
2000-09-04 22:10:22.552000,L7,,,,,,,234.28,192.98,,,,,,268.18,233.45,275.28,,,,,,,,,170.92,282.83,277.29,258.67,217.59,243.00,228.07,255.50,269.94,266.45,268.74,,,,,,
2000-09-13 22:04:02.015000,L7,,,,,,253.51,223.19,271.29,,204.96,245.40,263.76,277.80,,263.17,280.28,224.00,259.40,256.05,264.49,248.10,263.56,265.30,265.82,279.41,293.68,279.06,231.93,220.21,243.60,210.95,251.35,267.59,252.67,264.63,268.87,235.81,254.59,260.00,,
2000-11-07 22:09:53.335000,L7,,,213.39,250.86,259.58,271.15,248.13,256.76,251.20,266.35,256.87,272.96,,,,,228.33,257.77,246.01,267.69,239.43,247.14,273.45,260.40,254.72,,,,,,179.63,247.79,262.30,254.25,264.92,269.18,240.01,255.08,259.22,241.03,
2001-01-03 22:03:48.276000,L7,448.49,187.90,216.15,252.20,267.50,311.46,305.43,307.00,307.15,307.93,296.80,293.30,296.64,291.50,291.97,299.15,304.93,300.59,291.05,286.40,281.42,286.73,287.45,297.21,314.27,313.47,317.80,295.55,319.69,318.39,299.86,283.87,331.52,283.50,277.91,322.95,363.60,363.79,320.24,317.23,
2001-01-10 22:10:03.706000,L7,,,,,,258.01,236.75,204.27,242.40,217.71,251.38,206.77,182.14,,237.02,226.48,242.64,256.22,,,,,,,213.77,212.56,268.93,277.79,276.37,250.97,262.40,212.37,,,,,,,,,
2001-03-08 22:03:44.911000,L7,,,,,,296.07,302.44,289.86,254.83,293.08,288.04,258.48,275.66,280.80,256.09,229.30,242.79,259.13,,,,,,,,308.35,315.81,283.44,283.80,296.79,285.55,264.96,275.90,276.18,278.00,,,,176.39,175.84,
2001-08-31 22:02:05.221000,L7,,,,,,300.66,304.48,289.57,299.23,292.52,252.47,275.66,277.94,270.41,279.03,282.88,234.07,258.98,269.47,272.08,260.33,272.21,267.58,274.82,300.81,292.02,279.77,271.79,286.12,288.25,269.40,258.27,275.11,258.01,269.44,302.63,296.09,296.28,265.00,,
2001-10-02 22:01:40.483000,L7,,,,,,273.53,296.65,285.96,294.28,301.48,280.95,282.94,280.17,278.34,282.52,286.47,286.91,263.28,283.64,281.50,269.03,271.79,278.00,283.78,296.75,287.55,296.36,282.82,281.95,300.09,284.46,260.44,234.67,266.98,269.19,276.00,274.80,300.52,305.61,215.58,
2001-11-03 22:01:46.660000,L7,,,,,,,,,,,240.14,265.12,,,,,179.55,225.57,171.07,185.85,224.55,243.81,265.38,271.30,244.30,202.96,258.34,204.38,,,,203.83,261.11,252.88,263.93,257.81,203.84,,,,
2001-12-21 22:02:05.831000,L7,247.24,179.58,209.55,240.54,262.05,322.39,335.16,373.75,390.42,409.71,395.31,379.93,388.03,396.12,408.68,397.89,406.44,385.80,299.09,291.83,291.76,289.64,307.66,311.82,346.26,326.07,322.81,292.33,319.35,309.14,265.79,269.34,297.31,274.92,274.84,315.03,339.37,330.09,318.52,316.10,246.49
2002-02-14 22:08:29.220000,L7,469.36,191.72,220.61,253.04,263.37,325.82,309.31,306.03,312.24,307.97,303.40,293.09,295.57,287.52,297.10,297.24,305.85,301.92,281.24,282.50,280.65,288.69,285.31,294.29,318.98,312.51,318.81,290.81,315.36,318.68,285.69,271.91,291.16,278.86,276.21,319.75,318.59,316.04,321.49,316.62,186.13
2002-10-05 22:01:07.311000,L7,,,,,,285.00,238.71,281.77,238.84,305.94,255.54,275.53,279.81,280.10,269.05,294.28,206.60,231.38,237.64,247.87,244.65,260.19,248.76,248.72,294.80,280.77,282.81,280.59,280.32,254.63,254.44,265.03,278.09,,,,,,,,
2002-11-29 22:07:49.615000,L7,,,,,,252.06,200.66,,,215.63,258.21,204.46,,,,,229.88,256.84,262.21,272.05,259.33,247.34,,,226.96,208.24,267.70,239.47,209.50,,,249.89,265.94,256.02,265.11,,,,,,
2003-03-05 22:08:19.474000,L7,,181.62,210.09,241.07,260.81,288.19,294.29,298.70,292.77,292.07,292.39,281.16,292.70,288.66,288.72,275.03,198.15,225.04,230.26,241.08,232.26,228.56,235.16,242.23,263.13,268.23,305.29,290.38,284.63,303.45,292.24,274.84,284.77,282.44,274.45,304.55,238.55,304.04,300.39,,
2003-07-28 21:50:04.710000,L5,,,248.44,259.18,277.08,283.64,289.20,197.68,281.43,281.07,274.15,194.80,245.12,251.23,260.55,243.93,198.96,274.93,,,,,,,,,272.07,283.44,286.07,285.16,272.37,281.93,287.83,286.92,,,,,,,
2003-08-29 21:50:38.152000,L5,,,237.48,255.11,272.49,265.45,280.60,253.60,272.37,271.80,263.07,194.52,242.96,225.61,243.14,243.66,262.83,266.63,,,,,,,200.33,245.84,267.90,256.64,269.95,246.19,268.52,215.31,292.80,,209.40,217.39,178.08,179.71,205.28,214.15,
2003-09-14 21:50:54.515000,L5,,,242.90,256.73,270.17,271.05,280.46,262.72,271.44,269.06,269.54,251.67,252.81,235.53,259.86,251.76,271.40,269.14,239.81,180.01,222.82,178.34,239.87,216.70,231.33,262.77,269.05,265.38,278.22,276.84,268.75,279.35,284.34,279.50,207.63,227.59,213.71,201.82,213.05,219.18,
2003-11-17 21:51:45.201000,L5,313.30,359.34,322.15,313.14,324.73,334.46,350.56,350.27,341.05,346.59,334.79,335.96,319.74,327.47,320.41,325.30,327.14,339.41,336.50,335.77,342.55,334.69,339.14,350.55,363.48,334.64,335.15,336.28,340.40,330.98,328.45,343.76,355.30,352.70,364.35,350.68,354.77,342.37,337.32,327.02,332.54
2003-12-03 21:51:55.424000,L5,318.80,332.35,331.78,334.19,338.92,347.01,359.12,356.74,352.84,344.59,336.10,337.31,339.76,342.63,353.46,355.50,352.19,384.65,354.10,368.96,373.97,364.94,343.44,343.78,354.07,345.34,348.06,349.10,359.61,353.28,361.95,360.42,361.64,363.96,364.11,359.88,345.88,343.60,352.50,349.54,327.26
2003-12-10 21:58:05.829000,L5,430.74,344.65,352.01,350.15,369.30,376.17,396.52,386.73,361.33,368.80,360.28,370.79,355.06,365.19,368.23,390.63,379.39,387.57,386.41,378.42,370.71,362.22,372.70,351.75,390.01,358.47,372.66,369.59,399.03,381.94,387.81,387.86,387.81,400.79,384.13,373.73,364.58,357.42,383.60,366.99,342.88
2004-01-04 21:52:10.021000,L5,,,224.92,257.07,262.54,267.32,272.91,258.04,259.45,266.70,189.25,199.59,221.12,182.18,,,,,,,,,,,224.48,252.96,228.37,251.44,261.31,226.00,216.94,,,,,,,,,,
2004-02-05 21:52:16.959000,L5,,,233.38,261.39,268.87,270.54,274.16,257.65,258.69,262.25,255.62,203.62,244.32,205.58,247.77,250.93,262.67,,,,,,,,,189.80,267.22,280.69,281.15,285.72,271.29,279.28,189.85,179.20,201.62,222.45,212.70,209.81,212.48,227.53,
2004-04-25 21:53:23.341000,L5,,266.56,250.90,265.14,269.65,279.88,283.96,269.89,274.78,277.21,270.52,192.84,255.52,257.10,258.91,247.73,267.76,269.18,,,,,,,203.29,241.69,265.45,268.39,273.26,273.16,269.22,263.76,,,,,,194.45,199.02,208.63,
2004-08-22 22:02:48.429000,L5,,,,,,196.85,256.29,197.19,262.55,262.35,260.91,178.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-02 21:57:38.853000,L5,,,225.38,265.01,275.01,277.00,283.80,278.91,270.60,277.10,271.61,253.44,260.44,251.20,,,,,,,,,,,,,,,202.85,257.08,275.66,282.58,172.85,,200.49,223.41,246.81,274.37,242.66,236.68,
2004-11-10 22:04:35.857000,L5,379.68,350.74,374.57,371.70,358.92,351.29,371.13,373.88,431.62,413.73,438.76,375.23,365.66,351.88,366.97,372.38,393.55,377.38,362.42,366.78,355.20,358.99,374.15,377.81,390.46,392.56,397.38,388.11,409.23,409.12,381.41,390.04,390.80,386.59,379.97,381.38,378.63,362.53,409.92,399.93,351.01
2005-02-23 22:00:07.370000,L5,,268.08,248.32,269.74,275.45,284.76,288.36,284.32,275.90,276.09,274.97,263.63,273.17,266.08,274.21,262.26,277.51,273.81,267.87,263.54,256.01,252.66,265.03,260.45,290.01,274.00,283.05,285.12,237.07,279.70,277.13,279.65,189.99,,228.36,223.96,222.74,214.54,237.53,250.75,
2005-03-02 22:06:24.060000,L5,,,165.41,249.65,249.24,272.77,280.31,262.54,261.06,265.99,262.58,196.06,245.97,202.64,248.50,238.22,261.48,,,,,,,,194.90,248.01,193.46,260.04,256.81,270.95,215.44,,,,,,,,,,
2005-03-18 22:06:34.540000,L5,,263.81,247.95,266.29,274.19,279.89,274.38,248.32,258.88,258.42,260.33,198.56,245.56,216.94,251.18,256.15,272.02,271.41,,,,,,,,,245.93,268.02,282.20,272.28,266.67,281.73,,,,,207.54,197.82,206.73,223.67,
2005-04-12 22:00:30.943000,L5,,259.72,243.80,268.96,260.18,276.64,277.78,265.94,263.78,258.50,259.63,191.66,249.23,208.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-05 22:06:49.678000,L5,,274.01,168.34,260.26,271.71,271.93,287.16,276.35,277.70,274.42,270.70,215.08,258.20,217.77,,244.27,263.25,258.62,,,,,,,210.70,246.94,263.40,276.49,267.38,272.02,251.69,,,,,,209.52,200.17,213.54,209.73,
2005-06-15 22:00:58.430000,L5,,,,254.65,269.92,264.71,272.57,194.51,274.92,273.71,270.39,184.58,241.48,236.24,,,,,,,,,,,,,,,,,,,,,,,,,195.81,200.28,
2005-09-10 22:07:43.789000,L5,,266.68,249.15,262.91,275.43,273.64,284.75,286.65,273.85,277.70,272.59,260.98,263.13,222.02,,,,,,,252.44,245.67,253.43,225.86,240.43,273.81,269.87,260.60,276.20,275.44,268.90,287.26,293.82,,,217.14,254.28,210.05,222.36,217.11,
2005-09-19 22:01:32.820000,L5,304.37,312.73,308.23,315.56,322.40,325.35,331.60,327.95,318.27,316.55,311.27,310.95,312.56,316.12,311.42,312.10,314.85,324.20,324.89,318.47,310.40,307.91,313.72,326.53,329.44,316.17,313.88,320.72,335.00,323.77,324.14,331.72,338.81,332.97,333.78,333.49,329.98,317.82,327.92,316.95,310.13
2006-01-25 22:03:29.142000,L5,311.16,316.89,314.92,314.75,319.14,325.16,334.01,335.40,323.32,318.07,312.47,317.30,317.83,321.75,318.22,321.22,326.42,329.75,330.47,324.95,317.89,322.51,326.93,328.17,341.51,324.10,324.97,336.63,340.68,330.97,329.44,334.37,344.00,340.42,346.55,339.48,341.48,328.93,331.55,328.10,318.20
2006-02-17 22:10:10.858000,L5,,280.86,267.50,282.42,288.81,291.39,290.92,257.65,215.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-25 22:12:20.185000,L5,,,235.13,248.62,194.53,213.87,281.75,180.63,269.20,269.32,258.75,,,,,,,,,,,,,,,,253.71,277.02,260.26,,,,,,,,,,,,
2006-08-21 22:06:55.521000,L5,,278.22,266.04,273.62,274.36,274.12,277.72,262.28,266.83,268.47,259.26,251.38,254.88,268.39,265.62,259.32,273.12,274.69,,,,,,,200.04,250.53,286.01,279.37,274.95,279.08,279.00,281.23,283.36,,,,222.91,193.65,213.53,216.45,
2006-09-13 22:13:23.482000,L5,,235.70,223.66,237.45,256.45,252.33,264.14,242.04,254.82,265.97,261.15,239.71,253.41,243.94,254.23,249.06,261.01,242.80,,,219.23,201.57,226.38,240.49,239.77,269.77,284.41,260.04,272.41,270.48,261.71,287.23,,197.12,215.33,245.91,223.08,218.94,222.84,248.20,
2006-10-24 22:07:38.411000,L5,311.88,318.92,310.46,315.14,316.96,324.71,329.74,325.04,320.88,318.63,319.33,316.94,314.97,325.06,317.10,321.59,326.36,328.15,328.63,324.26,313.56,315.63,319.59,331.62,349.41,330.76,329.48,335.98,341.66,331.67,319.06,342.90,342.32,346.84,347.35,344.94,343.43,334.82,338.86,329.35,319.79
2007-02-04 22:14:33.490000,L5,289.37,310.96,302.08,312.68,316.12,322.19,327.89,326.60,308.77,307.03,303.60,300.89,303.14,303.51,314.34,314.77,320.74,325.55,325.76,316.77,316.59,301.89,312.04,315.53,328.84,313.09,313.69,328.79,337.70,331.21,323.72,335.88,341.55,346.29,337.49,326.23,332.70,315.03,322.08,316.07,314.58
2007-09-09 22:06:33.244000,L5,304.24,316.49,306.65,310.64,315.21,315.94,324.44,321.16,317.61,319.07,306.90,320.75,307.19,318.08,307.84,306.25,315.34,315.78,317.83,310.45,306.19,306.89,318.61,327.20,334.39,322.84,322.02,331.63,330.55,323.44,315.87,330.03,331.53,334.45,339.96,337.15,337.01,323.43,328.87,316.01,316.92
2007-10-02 22:12:30.868000,L5,306.75,322.24,313.11,315.54,321.23,322.20,329.86,344.18,339.58,342.11,337.42,333.00,344.23,343.47,322.94,319.19,326.24,327.55,329.34,320.96,324.09,335.53,342.93,345.60,358.13,342.60,345.52,333.42,334.84,328.12,327.35,333.32,338.93,340.24,362.42,351.81,353.20,343.57,346.94,344.53,313.84
2008-10-29 21:57:00.343000,L5,,268.01,253.33,259.70,251.85,257.86,252.71,237.77,234.83,250.49,258.68,197.67,249.39,215.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-24 22:04:54.778000,L5,,254.73,220.24,255.83,251.85,257.83,253.56,248.96,264.43,271.49,262.76,248.92,263.60,259.93,244.63,246.82,262.35,249.29,251.09,239.76,237.18,240.94,251.23,259.29,256.96,274.99,276.15,274.79,272.01,278.06,261.09,280.58,181.63,213.81,228.47,251.39,293.03,270.07,249.01,257.91,
