dates,satname,nzd0095-0000,nzd0095-0001,nzd0095-0002,nzd0095-0003,nzd0095-0004,nzd0095-0005,nzd0095-0006,nzd0095-0007,nzd0095-0008,nzd0095-0009,nzd0095-0010,nzd0095-0011,nzd0095-0012,nzd0095-0015,nzd0095-0016,nzd0095-0017,nzd0095-0018,nzd0095-0013,nzd0095-0014
1999-08-26 22:04:44.971000,L7,302.18,234.49,237.34,313.37,329.04,322.90,326.60,314.78,322.78,312.23,312.49,320.17,306.28,374.68,301.09,236.95,294.43,,
1999-09-27 22:04:48.949000,L7,428.91,403.74,408.96,408.37,395.21,405.52,396.95,406.29,406.15,370.22,402.01,374.04,385.06,378.15,383.87,385.14,379.35,397.24,375.69
1999-11-14 22:04:42.286000,L7,362.73,259.33,294.07,325.36,348.04,329.92,329.62,335.15,331.23,315.72,333.26,216.46,220.12,326.04,317.43,321.06,317.92,255.42,321.31
2000-01-17 22:04:35.821000,L7,368.04,239.85,235.96,319.16,330.21,328.54,331.54,329.67,331.07,314.46,328.03,384.34,343.13,260.46,297.62,276.46,313.24,315.25,345.36
2000-05-24 22:03:46.662000,L7,290.44,229.60,175.62,219.74,252.94,281.22,320.94,304.85,326.38,305.53,312.62,315.40,319.20,,304.62,252.15,296.25,305.15,289.84
2000-08-12 22:02:54.094000,L7,285.10,231.84,226.78,307.89,312.35,310.12,315.72,310.55,319.30,308.43,305.27,314.75,,,300.30,244.63,290.60,258.27,289.95
2000-10-15 22:01:56.204000,L7,311.32,238.49,231.99,292.92,322.46,284.14,279.83,220.81,271.73,245.24,249.98,247.27,287.69,234.15,299.73,284.93,303.06,277.31,300.44
2001-01-03 22:02:12.432000,L7,330.73,383.01,371.05,363.60,351.03,403.41,376.38,219.87,239.51,249.15,243.77,242.56,260.40,344.79,361.84,303.84,311.66,248.48,307.31
2001-03-24 22:01:59.719000,L7,302.62,237.07,228.11,311.01,320.79,316.36,327.44,333.92,336.74,243.92,231.08,241.92,288.15,321.40,341.91,262.32,295.19,178.78,298.95
2001-06-12 22:01:24.980000,L7,470.52,471.15,436.90,437.63,514.09,463.37,468.53,358.10,513.90,459.29,478.81,479.96,478.75,461.01,475.01,456.54,475.77,544.63,529.52
2001-08-15 22:00:38.680000,L7,319.51,203.49,179.43,,402.49,315.13,328.26,325.56,320.36,311.08,315.47,325.29,309.82,219.29,299.79,323.60,291.60,243.96,291.76
2001-10-02 22:00:04.650000,L7,262.62,215.57,195.62,310.34,325.82,320.80,331.37,326.77,321.22,311.27,318.56,331.39,346.24,249.56,357.05,363.82,290.99,273.90,296.71
2002-01-22 22:00:40.906000,L7,357.57,255.99,313.81,325.68,338.74,266.60,222.22,208.32,182.26,320.98,377.60,366.60,174.49,285.32,301.94,368.63,308.66,313.25,317.89
2002-02-23 22:00:43.620000,L7,299.48,231.28,232.79,309.30,314.77,317.63,306.18,275.90,363.39,306.54,446.95,310.46,180.93,246.89,297.23,249.79,293.04,285.22,295.19
2002-03-27 22:00:37.575000,L7,299.26,235.38,225.92,310.66,318.70,317.04,327.40,325.42,319.32,308.63,311.33,236.78,307.09,235.22,298.18,259.12,290.29,307.43,295.13
2002-06-15 22:00:19.658000,L7,,,438.88,388.52,395.48,400.23,376.96,376.52,384.14,368.33,409.09,369.78,411.66,394.15,380.90,377.64,392.35,530.36,466.86
2002-07-17 22:00:08.747000,L7,296.98,252.42,240.74,312.58,319.51,323.54,315.04,324.78,321.94,310.10,314.08,317.30,,,299.77,257.09,290.95,328.96,293.27
2002-08-02 22:00:01.321000,L7,275.37,236.29,232.62,310.48,314.16,309.34,312.36,262.28,315.64,303.64,306.97,274.16,204.01,229.35,297.91,227.72,281.34,261.00,292.43
2002-08-18 21:59:57.690000,L7,402.75,408.21,387.96,314.56,326.45,316.58,322.37,316.62,321.91,311.74,409.17,285.18,,216.17,296.06,250.00,285.05,247.73,293.78
2002-10-21 21:59:36.443000,L7,416.47,515.12,504.68,,411.34,403.81,398.23,402.08,415.19,366.79,401.52,424.63,495.58,497.74,389.43,389.98,385.18,502.34,534.64
2002-11-06 21:59:41.879000,L7,342.46,240.54,231.72,267.55,293.85,252.49,,,,,,,,,,,,,
2002-12-24 22:00:09.147000,L7,319.80,241.91,238.26,319.21,330.05,325.45,333.97,329.39,329.24,312.68,323.35,320.60,322.14,330.14,302.39,280.73,304.05,308.43,307.80
2003-03-30 22:00:31.029000,L7,306.47,248.43,241.76,328.74,368.45,330.07,354.97,339.01,333.85,470.80,439.36,404.28,,330.66,343.19,274.23,310.85,456.46,528.21
2003-09-14 21:49:18.766000,L5,290.83,218.77,190.96,214.58,174.24,279.16,307.23,316.90,319.39,294.77,297.41,316.16,311.47,306.22,307.44,247.28,277.18,308.53,280.57
2003-09-30 21:49:30.432000,L5,384.38,367.50,371.08,374.49,375.86,375.74,369.35,366.74,362.21,338.45,355.56,366.38,362.35,367.24,371.24,355.05,347.65,351.00,336.44
2003-12-03 21:50:19.675000,L5,375.50,259.61,276.15,333.52,346.97,334.72,336.39,337.81,332.65,310.67,314.25,339.73,350.87,348.86,348.78,320.70,297.30,343.80,317.52
2004-07-30 21:54:28.143000,L5,301.72,230.56,225.07,305.08,317.89,320.30,317.47,319.89,316.73,296.08,291.16,316.78,332.30,313.02,313.67,240.57,256.95,328.63,296.40
2004-10-18 21:56:23.891000,L5,268.49,204.64,189.03,,,,,,,,,,,288.39,307.74,250.20,267.96,,
2004-11-03 21:56:42.977000,L5,367.23,333.17,333.89,360.61,362.71,362.03,363.63,360.93,359.88,328.56,347.58,344.76,342.65,339.69,360.11,346.52,336.51,338.60,327.65
2004-11-19 21:56:55.269000,L5,330.58,236.89,230.93,316.91,327.87,329.95,351.19,346.76,351.62,331.79,337.12,355.10,350.08,325.26,326.52,313.35,237.42,326.58,305.26
2005-02-07 21:58:15.209000,L5,364.74,266.87,239.18,324.87,334.76,330.88,332.80,330.04,337.19,339.27,367.47,358.63,354.22,337.42,324.21,302.15,312.41,350.33,327.92
2005-02-23 21:58:31.621000,L5,391.19,391.72,397.36,384.08,384.85,373.51,380.40,379.66,386.31,364.29,417.28,387.05,384.71,367.68,366.05,370.88,360.86,373.26,363.50
2005-03-11 21:58:44.158000,L5,385.69,372.13,367.52,371.65,373.43,369.76,372.54,379.40,374.72,346.69,360.51,365.75,361.45,360.37,370.01,349.39,347.83,363.80,347.65
2005-03-27 21:58:51.619000,L5,284.16,219.26,211.52,291.29,311.25,313.83,298.58,260.65,,,,,,,,,,,
2005-04-12 21:58:55.193000,L5,282.79,220.16,217.82,285.66,280.63,246.90,,,,,,,234.98,292.35,287.56,234.48,,288.88,269.16
2005-07-17 21:59:35.576000,L5,393.64,374.59,360.89,370.28,372.77,366.64,360.27,365.36,364.68,350.21,447.66,370.62,367.42,348.49,356.35,344.21,349.55,362.44,345.31
2006-05-17 22:03:57.969000,L5,400.18,381.31,390.13,392.92,379.03,383.70,374.49,377.68,381.22,351.77,379.38,378.50,377.05,368.74,375.59,370.62,357.75,373.43,363.15
2006-07-04 22:04:41.660000,L5,396.56,386.71,373.05,367.80,369.46,366.80,360.05,360.03,363.53,339.92,413.09,378.86,374.51,372.11,367.33,345.95,344.25,368.81,365.45
2006-08-21 22:05:19.629000,L5,372.82,268.52,254.07,330.96,346.73,344.71,341.55,348.02,357.92,332.01,440.06,362.33,356.05,344.85,348.62,321.59,318.37,354.87,325.69
2006-10-24 22:06:02.805000,L5,,,,278.66,301.77,328.14,516.63,433.60,347.62,326.11,327.84,345.76,340.23,338.98,344.13,327.28,319.32,338.43,317.54
2006-11-25 22:06:19.953000,L5,307.20,277.11,277.91,298.08,303.96,306.23,312.14,317.18,315.81,302.21,316.38,310.51,309.88,300.02,294.80,278.54,298.65,289.93,286.68
2006-12-11 22:06:28.205000,L5,251.23,243.64,238.32,243.56,243.49,235.68,238.42,235.29,249.07,249.03,238.65,245.74,250.31,252.80,238.54,248.10,275.44,235.77,242.12
2007-02-13 22:06:47.368000,L5,353.47,252.22,247.16,328.06,338.57,348.15,347.75,328.27,329.12,,,,325.90,340.98,346.88,314.50,308.40,336.96,315.07
2008-02-16 22:02:22.163000,L5,,,,323.31,337.73,345.23,349.62,356.14,346.00,326.57,342.26,354.45,341.68,336.14,341.54,,,334.21,305.08
2009-01-01 21:56:31.615000,L5,352.49,247.99,243.55,331.08,340.06,344.18,341.97,345.94,347.31,326.33,330.33,348.04,345.41,335.58,338.37,311.74,305.01,333.70,310.38
2009-02-02 21:57:22.411000,L5,387.60,375.96,381.85,377.31,376.71,371.06,367.22,368.08,368.81,348.83,392.22,367.20,365.55,358.05,361.21,352.20,350.03,365.18,346.09
2010-02-21 22:02:44.773000,L5,363.97,255.77,248.15,333.93,343.52,342.94,335.23,339.44,348.43,327.34,332.92,347.21,347.93,349.16,341.81,319.43,311.77,342.84,330.03
2011-01-07 22:01:44.406000,L5,384.56,370.99,372.11,370.11,371.85,370.41,362.84,361.32,363.98,344.27,359.83,364.24,364.79,360.56,366.01,351.51,344.76,359.88,350.04
2011-03-12 22:01:43.554000,L5,390.14,380.05,385.07,378.71,378.26,372.57,373.10,364.67,366.55,345.40,370.84,362.87,363.36,359.08,367.52,358.23,347.34,360.15,351.65
2011-04-13 22:01:34.017000,L5,386.73,385.63,375.19,373.26,373.54,378.78,369.10,370.62,371.48,347.05,443.72,382.87,363.11,357.94,364.40,357.69,350.08,364.57,355.67
2013-05-20 22:13:50.559000,L8,306.65,245.58,243.87,330.64,337.30,336.16,335.09,332.13,332.68,317.27,329.27,328.17,331.60,332.63,309.88,282.02,311.24,320.79,315.95
2013-06-05 22:13:51.261000,L8,372.81,379.85,368.66,371.43,364.37,370.19,366.93,375.55,369.53,329.29,427.35,343.53,347.25,345.81,363.17,326.80,371.88,337.33,342.30
2013-06-21 22:13:43.313000,L8,309.50,244.47,244.10,330.23,337.28,334.03,332.16,330.89,331.24,318.13,327.76,328.33,334.12,336.81,315.09,273.59,314.64,321.71,315.62
2013-07-07 22:13:48.209000,L8,309.35,254.01,278.33,331.30,357.60,334.72,335.92,332.58,332.49,317.79,328.40,333.08,334.12,340.04,341.13,291.30,318.19,324.77,315.90
2013-09-09 22:13:49.699000,L8,312.11,241.29,240.75,326.84,334.58,333.45,332.13,329.90,329.70,318.48,331.96,376.05,330.55,254.28,290.43,483.10,542.44,,
2013-09-25 22:13:41.239000,L8,297.72,234.41,231.33,323.81,333.62,333.30,328.02,328.92,328.10,314.36,322.08,323.63,326.34,327.20,307.99,222.06,303.35,311.27,307.78
2013-10-11 22:13:41.596000,L8,389.19,396.24,340.86,366.96,360.10,366.69,355.48,373.57,352.55,326.29,428.25,368.30,348.79,347.49,345.10,337.09,333.18,344.29,338.26
2013-10-27 22:13:31.854000,L8,381.17,393.55,390.27,376.78,367.69,368.18,362.75,370.81,361.62,334.89,460.84,384.94,353.56,357.11,350.65,342.84,341.96,356.97,346.81
2013-11-12 22:13:32.202000,L8,410.18,399.07,390.43,411.00,389.14,387.92,384.99,379.21,385.04,376.78,437.31,369.87,363.35,358.34,379.35,372.81,371.28,366.81,374.59
2013-11-28 22:13:25.971000,L8,382.50,382.57,385.97,376.66,386.65,376.72,374.25,369.36,359.73,340.90,542.25,394.58,362.96,351.13,356.03,343.80,338.58,353.04,347.72
2013-12-14 22:13:21.591000,L8,377.10,387.47,400.04,402.61,390.14,377.99,387.72,367.77,358.24,341.83,427.65,374.00,352.03,360.41,376.12,345.41,336.76,358.61,350.87
2014-01-31 22:12:52.806000,L8,370.28,368.09,375.60,339.26,358.22,352.85,347.75,348.98,357.35,341.73,337.35,346.38,342.94,347.43,344.09,331.90,334.62,336.84,330.38
2014-03-20 22:12:13.789000,L8,,202.78,192.86,298.70,311.81,309.87,309.54,286.52,306.64,291.29,293.71,281.06,305.59,281.47,285.43,233.76,289.82,295.28,286.15
2014-04-05 22:11:58.702000,L8,377.81,332.03,301.90,337.75,362.03,363.48,355.83,355.05,341.86,320.90,334.89,339.12,347.76,346.75,340.97,343.99,342.48,335.65,330.51
2014-05-23 22:11:18.694000,L8,,,507.07,405.56,355.87,353.42,464.19,,427.76,431.43,444.88,396.15,352.12,371.01,374.05,332.79,327.58,345.80,346.45
2014-07-26 22:11:43.162000,L8,383.62,394.60,398.64,400.95,395.78,384.31,388.85,369.44,371.11,352.34,461.53,371.05,380.49,361.54,372.29,376.29,362.43,367.27,355.11
2014-08-11 22:11:51.972000,L8,308.76,250.16,267.85,302.52,204.57,202.47,219.29,194.15,,,,,,423.81,432.91,269.57,308.83,213.75,245.94
2014-10-14 22:12:02.705000,L8,309.35,250.84,294.23,,,,,347.08,245.35,388.32,341.39,329.33,315.08,327.16,320.14,279.79,308.31,323.22,312.15
2014-10-30 22:11:58.859000,L8,379.96,393.90,388.48,377.86,387.19,371.32,375.12,366.65,359.06,335.19,425.05,359.75,353.76,353.72,348.26,341.04,339.03,352.42,339.55
2014-12-01 22:12:00.318000,L8,328.28,240.90,243.69,331.53,336.43,334.72,333.93,334.01,333.05,320.38,329.68,333.30,329.47,329.01,309.14,284.47,315.12,318.35,313.70
2015-04-24 22:11:08.401000,L8,349.56,343.34,345.98,349.23,360.20,355.00,351.70,347.39,358.24,328.88,340.02,336.23,339.55,349.72,349.59,350.40,353.16,340.75,344.17
2015-05-10 22:10:52.487000,L8,436.72,421.17,403.59,408.90,425.38,443.28,367.13,376.04,376.07,354.49,408.74,378.21,386.40,362.63,406.73,366.56,364.53,401.05,378.72
2015-06-27 22:11:10.298000,L8,319.84,253.21,361.27,462.91,506.39,338.72,337.39,336.37,337.48,322.93,329.86,330.78,335.65,334.78,328.08,286.80,315.90,326.71,318.64
2015-07-29 22:11:25.856000,L8,306.19,245.20,244.30,332.42,336.25,335.27,335.05,333.93,333.67,320.26,329.05,328.42,333.28,336.98,326.07,272.19,316.41,323.04,315.04
2015-08-14 22:11:31.426000,L8,,,,,,196.25,338.68,342.62,348.72,333.08,377.47,436.50,401.21,336.80,339.07,356.45,364.57,341.71,323.09
2015-12-20 22:11:57.501000,L8,322.69,241.79,278.11,332.93,337.37,335.30,333.08,333.93,332.81,321.08,329.05,326.58,328.97,326.39,326.24,284.40,315.94,319.24,314.08
2016-02-22 22:11:42.580000,L8,308.26,241.12,244.01,333.50,338.44,335.43,333.14,331.60,330.34,318.15,326.90,329.78,334.38,331.17,308.96,284.59,310.63,325.13,313.89
2016-03-09 22:11:40.902000,L8,371.27,394.97,376.67,374.00,378.88,373.01,367.29,375.27,376.33,351.69,460.50,379.17,351.69,357.96,365.91,365.35,358.35,344.65,372.17
2016-03-25 22:11:32.353000,L8,171.49,200.76,196.31,199.91,197.36,313.33,307.44,298.79,306.39,294.12,283.03,268.99,304.34,,,,,,
