dates,satname,nzd0068-0000,nzd0068-0001,nzd0068-0002,nzd0068-0003,nzd0068-0004
2005-04-03 22:04:40.528000,L5,,,,193.63,231.18
2006-12-11 22:06:28.205000,L5,264.55,232.85,267.13,247.62,304.82
2007-02-13 22:06:47.368000,L5,,,,206.61,261.58
2010-02-12 22:08:30.110000,L5,,,,182.48,221.02
2013-11-03 22:19:44.337000,L8,,,,195.58,236.37
2014-03-11 22:18:08.266000,L8,,,,,195.08
2015-03-30 22:17:01.871000,L8,,,,190.75,210.75
2015-10-08 22:17:36.852000,L8,,,,200.73,221.17
2018-02-02 22:17:51.844000,L8,,,,194.05,216.07
2018-05-09 22:16:40.331000,L8,,,,203.02,224.03
2019-01-04 22:17:27.803000,L8,,,178.95,199.97,232.74
2019-01-20 22:17:24.544000,L8,,,203.53,236.97,244.54
2019-02-05 22:17:45.524000,L8,,,,192.49,209.66
2019-03-25 22:17:33.690000,L8,,,,,204.10
2019-11-04 22:17:58.697000,L8,,,,192.89,210.45
2020-01-07 22:17:47.735000,L8,,,,196.99,210.50
2020-02-24 22:17:35.189000,L8,,,,,205.99
2020-09-03 22:18:10.348000,L8,,,,192.33,206.01
2021-03-30 22:17:22.624000,L8,,,,191.45,209.24
2021-10-24 22:18:01.850000,L8,,,,195.12,213.26
2021-12-19 22:17:52.616000,L9,,,,189.59,216.48
2022-01-12 22:18:13.513000,L8,,,,189.14,208.89
2022-02-13 22:18:04.792000,L8,,,,186.71,208.98
2022-05-04 22:17:26.026000,L8,,,,190.20,210.69
2022-09-09 22:18:11.619000,L8,,,,196.96,223.99
2022-10-19 22:18:27.034000,L9,,,,188.45,208.51
2022-12-22 22:17:59.519000,L9,,,,195.09,219.93
2022-12-22 22:18:23.474000,L9,,,,193.21,217.65
2022-12-30 22:18:24.751000,L8,,,,198.37,222.10
2023-01-31 22:18:22.795000,L8,,,,205.23,227.51
2023-03-04 22:18:01.525000,L8,,,,190.14,206.22
2023-09-20 22:17:40.026000,L9,,,,198.73,213.63
2023-12-01 22:17:46.993000,L8,,,,195.79,214.72
2023-12-17 22:17:48.418000,L8,,,,191.80,212.55
2024-01-10 22:17:52.010000,L9,,,,195.64,221.37
2024-02-19 22:17:39.652000,L8,,,,190.95,211.24
2024-02-19 22:18:03.607000,L8,,,,189.90,210.10
2024-11-09 22:17:39.946000,L9,304.72,312.16,320.81,318.78,539.05
2024-12-03 22:18:09.162000,L8,,,,190.34,208.15
2025-01-12 22:18:09.518000,L9,,,,188.61,209.73
2025-03-09 22:17:26.663000,L8,,,,190.54,207.37
