dates,satname,nzd0278-0000,nzd0278-0001,nzd0278-0002,nzd0278-0003,nzd0278-0004,nzd0278-0005,nzd0278-0006,nzd0278-0007,nzd0278-0008,nzd0278-0009,nzd0278-0010,nzd0278-0011,nzd0278-0012,nzd0278-0013,nzd0278-0014,nzd0278-0015,nzd0278-0016,nzd0278-0017,nzd0278-0018,nzd0278-0019,nzd0278-0020,nzd0278-0021,nzd0278-0022,nzd0278-0026,nzd0278-0027,nzd0278-0028,nzd0278-0029,nzd0278-0030,nzd0278-0031,nzd0278-0032,nzd0278-0033,nzd0278-0038,nzd0278-0039,nzd0278-0040,nzd0278-0041,nzd0278-0042,nzd0278-0043,nzd0278-0044,nzd0278-0045,nzd0278-0046,nzd0278-0047,nzd0278-0048,nzd0278-0049,nzd0278-0050,nzd0278-0051,nzd0278-0052,nzd0278-0053,nzd0278-0054,nzd0278-0055,nzd0278-0056,nzd0278-0057,nzd0278-0058,nzd0278-0059,nzd0278-0060,nzd0278-0061,nzd0278-0023,nzd0278-0024,nzd0278-0025,nzd0278-0062,nzd0278-0063,nzd0278-0064,nzd0278-0065,nzd0278-0066,nzd0278-0067,nzd0278-0034,nzd0278-0035,nzd0278-0036,nzd0278-0037
1999-07-09 22:05:23.958000,L7,368.51,412.70,421.64,356.81,290.85,390.14,383.65,397.74,371.38,379.18,384.19,391.20,384.20,396.49,380.54,356.23,367.25,344.23,319.49,224.30,227.17,234.14,327.91,292.18,340.00,311.82,236.32,281.33,286.17,262.43,271.86,254.61,238.07,203.27,222.97,237.87,256.73,294.62,293.45,276.93,302.02,262.20,237.26,239.03,238.54,230.70,233.69,231.35,208.48,226.49,220.84,211.91,194.49,205.16,205.98,,,,,,,,,,,,,
1999-08-26 22:05:32.883000,L7,414.60,425.15,397.21,334.71,367.94,426.37,418.60,370.27,361.90,333.61,355.89,305.71,321.62,310.01,356.50,341.71,357.11,317.56,343.28,334.22,309.29,290.66,313.56,250.17,257.40,283.58,261.37,242.98,213.20,208.73,,,208.94,209.00,214.63,208.84,259.31,249.55,240.07,275.18,279.04,275.71,229.66,211.09,,,,,,,,,,,,251.83,248.70,266.08,,,,,,,,,,
1999-12-09 21:59:21.619000,L7,213.75,215.15,240.67,200.65,194.67,201.45,234.44,203.43,223.65,216.43,209.44,243.71,233.89,236.64,239.79,252.42,248.25,235.29,215.77,215.10,240.68,270.86,,278.91,283.53,280.92,227.56,224.33,,,,,,,183.60,209.38,274.68,300.29,321.96,308.00,320.31,315.65,305.09,275.38,275.08,274.21,261.55,256.94,252.50,296.07,321.28,284.28,298.40,309.81,265.13,,,243.30,231.76,212.63,220.74,197.29,199.69,206.68,,,,
1999-12-25 21:59:16.152000,L7,237.41,243.31,243.41,241.86,225.60,282.54,251.24,190.27,212.63,213.37,211.52,211.80,235.76,228.77,245.34,251.59,261.90,272.41,292.16,275.68,265.53,293.94,265.36,360.88,319.40,,,,,,,179.73,224.61,210.46,228.09,265.98,305.18,327.68,329.26,331.43,369.60,339.20,320.60,286.59,281.94,292.96,285.07,286.93,286.27,278.38,315.72,291.87,280.46,293.33,314.88,276.69,270.36,280.96,297.21,253.09,311.58,256.95,236.89,254.40,,,,
2000-01-10 21:59:16.407000,L7,,,,,,244.58,267.97,239.45,185.35,250.39,259.82,226.19,227.17,213.42,245.55,244.28,249.04,242.27,225.41,240.10,257.28,270.03,255.59,233.76,265.26,202.61,197.97,215.99,,,,180.47,207.47,203.31,228.32,261.63,297.15,325.50,343.09,339.77,345.50,319.28,298.96,310.35,301.19,288.28,275.79,274.15,268.36,271.29,260.32,267.31,256.26,266.20,366.72,256.08,,200.63,276.09,198.60,232.39,216.10,229.27,248.04,,,,
2000-01-26 21:59:14.283000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.20,222.77,240.39,261.26,268.86,265.35,252.87,247.85,241.97,238.63,241.67,242.39,228.86,226.13,256.72,230.93,228.68,234.16,252.62,264.57,,,,207.00,187.28,222.36,216.18,213.12,195.04,,,,
2000-02-27 21:59:04.477000,L7,,,,,291.74,261.24,258.61,292.62,302.92,296.64,310.32,248.50,269.66,290.07,316.19,292.39,303.75,290.76,296.74,301.17,337.19,299.83,308.71,,,,,,,,,,,168.85,265.40,281.93,336.44,361.42,381.71,343.41,315.92,323.51,314.89,315.56,323.49,312.72,333.95,334.31,337.87,324.50,350.09,391.17,256.54,386.65,396.60,288.81,,,412.55,337.34,482.03,208.36,203.23,205.60,,,,
2000-03-21 22:05:13.167000,L7,346.52,344.26,353.25,325.77,317.79,317.14,334.60,374.33,362.74,330.44,305.95,359.02,330.01,330.78,326.66,299.71,302.77,308.18,308.51,311.09,307.71,318.20,224.69,271.60,266.97,303.47,253.89,298.90,273.06,218.95,,,,,,,203.32,214.93,227.75,219.52,235.67,223.27,217.02,206.46,194.89,197.37,181.28,298.81,392.53,339.77,,,,555.46,,268.55,191.38,247.08,,,,,285.26,263.93,,,,
2000-03-30 21:58:57.484000,L7,246.15,260.17,271.23,243.28,,,208.92,269.08,288.59,264.87,295.61,266.44,272.22,268.61,257.23,272.72,178.40,183.46,259.49,245.82,275.56,254.32,,,,,,,,,,,,,,211.40,240.10,280.99,273.31,306.98,299.89,273.47,273.35,273.99,273.26,271.92,265.09,266.71,313.44,276.55,226.55,225.53,226.54,241.55,240.35,,,,202.45,368.93,343.22,,,,,,,
2000-05-01 21:58:42.678000,L7,,,,,,,,,,,,,,,,,179.07,203.64,209.95,211.33,220.40,233.55,,223.07,242.62,,,,,,,,,,265.01,273.83,,315.89,317.52,,277.68,271.84,255.38,255.29,255.17,253.88,248.48,282.54,264.49,394.61,466.58,514.84,541.71,296.48,282.76,,,185.83,255.13,242.31,213.52,,,,,,,
