dates,satname,nzd0324-0000,nzd0324-0001,nzd0324-0002,nzd0324-0003,nzd0324-0004,nzd0324-0005,nzd0324-0006,nzd0324-0007,nzd0324-0008,nzd0324-0009,nzd0324-0010,nzd0324-0011,nzd0324-0012,nzd0324-0013,nzd0324-0014,nzd0324-0015,nzd0324-0016,nzd0324-0017,nzd0324-0018,nzd0324-0019,nzd0324-0020,nzd0324-0021,nzd0324-0022,nzd0324-0023,nzd0324-0024,nzd0324-0025,nzd0324-0026,nzd0324-0027,nzd0324-0028,nzd0324-0029,nzd0324-0030,nzd0324-0031,nzd0324-0032,nzd0324-0033,nzd0324-0034,nzd0324-0035,nzd0324-0036,nzd0324-0037,nzd0324-0038,nzd0324-0039,nzd0324-0040,nzd0324-0041,nzd0324-0042,nzd0324-0046,nzd0324-0047,nzd0324-0048,nzd0324-0049,nzd0324-0050,nzd0324-0051,nzd0324-0052,nzd0324-0053,nzd0324-0054,nzd0324-0055,nzd0324-0056,nzd0324-0058,nzd0324-0059,nzd0324-0060,nzd0324-0061,nzd0324-0043,nzd0324-0044,nzd0324-0045,nzd0324-0057
2000-08-14 21:51:44.223000,L7,321.24,286.54,195.48,208.08,326.67,,,300.46,286.72,237.38,235.34,221.15,190.84,268.49,334.99,321.03,323.68,330.51,331.17,338.34,340.24,343.18,332.54,325.59,326.49,334.66,350.66,349.68,345.96,215.23,252.25,247.44,281.17,312.86,337.30,347.05,353.62,376.71,375.60,356.99,341.67,311.94,220.01,335.76,337.01,330.94,326.68,309.01,312.30,292.31,309.04,327.13,305.18,302.76,300.57,262.39,291.12,265.96,331.81,,337.42,299.91
2000-09-15 21:51:13.624000,L7,368.70,361.08,347.82,477.54,473.78,435.46,412.85,435.40,458.22,507.19,407.73,379.40,353.37,332.74,364.61,370.27,371.51,491.97,508.20,501.77,520.05,460.36,415.76,406.60,403.07,439.19,447.60,373.34,372.18,371.42,367.64,365.98,473.24,448.92,362.72,422.36,329.88,297.71,338.06,159.91,,454.21,376.14,358.58,378.09,378.75,343.94,336.85,335.79,319.73,339.70,351.74,338.88,333.23,360.55,342.06,325.32,313.92,410.25,414.47,390.42,330.77
2000-10-26 21:45:10.779000,L7,,,,,466.78,366.95,293.51,353.61,323.29,346.30,321.70,299.11,220.62,380.62,369.34,400.14,,413.09,532.72,,348.34,269.96,255.43,225.36,224.24,228.57,248.37,273.51,328.41,349.70,371.45,383.15,348.60,354.71,369.58,371.53,397.87,460.73,458.63,382.75,449.22,465.69,454.05,368.27,364.13,363.94,353.13,338.43,364.68,335.74,343.35,387.36,288.95,239.76,312.86,325.28,317.60,310.91,448.36,381.99,375.39,290.77
2000-12-04 21:50:58.069000,L7,355.34,327.41,311.21,357.81,366.12,377.30,425.25,382.34,423.52,375.53,363.13,388.99,390.54,363.01,393.38,386.89,373.47,416.97,420.49,412.26,403.33,388.02,374.52,360.13,353.17,356.10,376.04,361.30,351.62,357.63,350.23,322.55,303.57,301.39,301.27,350.67,357.96,374.41,376.19,362.07,292.32,313.82,311.52,310.00,287.28,293.80,334.39,319.28,324.49,302.46,314.12,331.33,314.36,310.41,302.59,307.32,293.55,266.51,318.71,268.05,319.71,305.53
2000-12-13 21:44:52.270000,L7,350.62,336.26,324.81,351.94,354.58,299.29,294.31,295.45,299.08,244.02,245.43,232.71,198.22,244.07,342.07,365.04,319.05,337.15,344.64,345.19,337.68,344.44,348.93,346.80,352.92,348.31,354.20,349.07,348.84,215.23,233.47,242.79,341.26,342.34,340.53,352.97,358.65,375.61,374.62,355.92,334.09,336.34,335.46,332.30,336.59,329.72,328.53,316.77,313.77,285.50,313.18,324.36,304.01,303.60,297.95,307.38,295.97,270.13,336.99,338.31,334.55,302.27
2001-01-05 21:51:04.492000,L7,472.85,459.20,425.89,459.22,473.17,,,,,,,460.66,461.05,486.95,493.42,502.68,502.49,485.11,483.16,443.67,449.89,447.44,437.67,439.04,423.20,499.90,485.00,514.02,438.26,497.93,454.19,445.72,440.44,458.71,459.89,458.08,480.36,488.89,507.87,439.37,450.43,448.80,439.02,454.55,446.70,466.66,467.88,447.43,417.64,427.08,425.72,427.97,409.83,398.78,380.00,376.86,362.00,359.46,455.82,471.58,460.16,386.94
2001-01-14 21:44:57.122000,L7,380.56,370.35,354.21,376.92,385.73,387.05,408.59,327.94,308.09,396.44,432.72,413.83,435.59,439.37,400.85,444.76,430.84,427.02,363.05,404.45,410.15,411.14,391.98,403.59,392.87,321.76,282.34,303.17,299.81,335.82,358.68,341.89,325.81,321.30,313.23,248.12,198.91,497.46,482.98,376.42,360.86,351.48,298.02,303.26,286.19,242.67,338.14,327.07,329.51,307.34,325.47,335.20,312.02,310.43,300.03,308.10,299.58,270.43,317.36,328.43,316.03,308.91
2001-02-06 21:51:02.555000,L7,,424.61,308.85,192.89,184.32,211.42,293.30,317.30,,,,,,,,148.56,315.88,241.39,329.57,268.47,299.66,367.17,377.44,219.75,221.17,220.08,371.15,231.35,364.65,403.57,,,,,,,,,,293.47,418.79,422.70,355.13,349.94,341.62,346.46,329.58,309.54,306.62,266.70,299.03,321.72,324.41,296.33,286.67,262.21,279.74,249.58,352.15,369.21,354.07,291.85
2001-04-04 21:44:30.925000,L7,376.05,368.82,519.96,513.28,368.26,366.73,486.19,495.07,502.81,433.29,387.93,258.32,442.17,488.62,490.97,387.81,391.16,380.15,442.83,468.05,452.53,431.05,391.69,491.45,493.27,470.49,374.34,370.41,367.33,362.55,366.67,309.27,526.37,514.81,508.34,366.77,377.50,402.35,400.47,506.55,304.77,309.50,314.26,309.54,285.33,293.98,357.60,343.02,339.69,326.71,340.13,350.98,336.06,327.57,327.79,325.35,314.66,308.73,321.18,331.27,325.55,323.88
2001-04-27 21:50:43.832000,L7,326.95,301.85,290.36,292.87,301.43,276.62,255.68,285.96,296.71,247.50,256.32,244.68,208.39,242.99,308.56,297.15,312.07,313.74,316.94,340.54,304.66,320.94,316.29,316.66,320.44,320.66,346.01,355.67,329.42,407.52,365.20,346.67,351.69,348.63,282.50,237.58,300.22,245.51,246.66,344.92,323.93,165.90,345.94,,,171.26,320.90,298.94,277.54,264.22,269.53,308.04,279.66,281.85,264.77,201.60,,,342.39,359.17,177.77,284.77
2001-05-13 21:50:33.259000,L7,296.63,182.66,,,,,,283.49,287.91,233.19,242.55,222.29,192.19,233.12,309.37,298.31,309.47,312.15,295.07,332.73,330.56,314.71,312.85,313.38,312.51,317.97,320.26,326.40,307.07,301.01,196.55,283.90,228.70,206.83,269.25,281.86,330.69,223.75,,286.53,270.08,238.35,,,,485.58,489.59,468.46,452.03,291.10,274.10,322.61,283.08,308.51,286.02,244.32,283.92,247.12,,,,233.50
2001-05-22 21:44:42.575000,L7,341.90,324.30,197.38,353.12,333.35,441.42,499.98,469.77,484.79,448.53,487.39,458.96,467.20,287.06,358.76,376.97,324.98,470.00,522.13,360.64,364.10,382.57,323.77,371.11,369.19,374.39,376.08,367.56,365.23,362.45,360.31,323.61,313.43,312.51,319.25,319.68,514.13,525.93,502.27,451.89,316.67,316.01,321.20,324.37,308.93,304.65,359.02,318.71,337.27,278.44,302.83,348.17,332.69,326.30,322.59,324.20,309.56,258.90,331.71,344.20,335.00,286.96
2001-07-25 21:43:42.718000,L7,336.59,320.63,445.31,460.95,526.07,492.33,477.10,480.50,477.03,451.09,467.32,413.75,199.42,279.80,329.87,352.71,333.61,337.18,340.27,341.04,348.35,351.93,329.70,333.77,324.82,341.98,344.61,326.90,342.42,326.68,308.81,312.82,427.88,424.18,425.42,419.92,365.64,451.91,441.28,407.05,378.89,376.25,339.50,371.32,346.35,337.69,333.44,315.04,319.10,293.40,319.58,333.69,314.96,295.37,222.64,,,,343.30,348.43,343.95,275.67
2001-09-11 21:43:02.212000,L7,336.61,323.46,308.89,327.15,327.77,303.82,304.08,305.23,294.49,250.58,249.19,234.56,204.58,295.35,330.84,318.53,336.47,337.68,338.98,347.06,331.99,325.93,327.55,323.65,331.46,337.88,359.57,358.01,343.68,368.13,360.71,308.21,301.35,260.30,289.52,339.21,262.61,303.75,250.29,435.40,418.59,394.38,513.86,340.24,345.42,340.62,297.33,317.42,323.88,298.73,309.01,337.11,258.27,224.33,306.60,306.18,289.72,266.24,167.81,214.25,276.52,286.98
2001-09-18 21:49:05.242000,L7,318.55,311.59,258.59,307.98,322.68,284.83,287.13,289.33,283.81,238.42,239.28,222.85,191.77,261.03,315.03,312.58,322.35,321.41,328.81,337.79,327.50,323.29,314.17,315.40,311.47,318.05,329.44,335.35,266.91,225.99,249.99,238.84,279.39,241.51,326.38,337.71,354.60,371.97,372.72,349.77,339.02,332.02,331.37,329.02,331.62,297.55,323.14,307.30,305.33,289.55,298.06,323.18,299.25,302.22,287.66,297.00,281.44,254.19,,339.64,328.82,301.04
2002-01-17 21:43:40.748000,L7,177.43,,,203.47,261.89,247.68,230.70,280.70,,,,,,,,,247.89,304.37,308.76,321.14,304.12,308.02,304.86,297.25,288.20,298.98,322.53,313.67,338.92,338.80,307.74,273.48,167.06,214.26,268.64,329.15,345.36,366.96,353.89,333.16,283.99,259.01,270.76,256.77,319.89,323.33,281.83,302.54,297.08,271.58,284.02,310.99,286.91,243.83,279.69,253.39,273.37,,242.31,251.72,268.73,235.23
2002-02-18 21:43:18.247000,L7,311.87,292.16,294.17,306.55,305.39,286.75,284.36,229.25,206.75,224.41,223.91,206.75,168.08,207.98,310.89,295.46,306.31,313.22,308.12,315.94,302.22,311.28,306.08,306.56,300.84,311.40,317.93,319.78,330.63,335.46,312.09,285.99,193.11,225.74,227.27,278.50,311.71,370.13,358.73,333.38,287.65,260.35,280.81,,330.79,324.32,284.77,302.12,299.40,270.20,227.63,300.10,288.39,243.67,288.38,236.04,274.32,,,,,227.86
2002-02-25 21:49:35.857000,L7,353.61,318.55,302.19,303.15,309.77,287.41,285.55,238.97,278.71,235.38,245.03,220.98,184.37,227.12,315.00,303.76,309.15,309.61,314.76,334.45,318.89,310.92,311.14,310.82,311.98,318.42,348.91,346.08,346.29,344.74,344.98,321.94,328.73,309.76,348.20,343.86,359.39,376.85,378.03,354.53,346.23,335.73,335.78,340.32,337.97,333.40,325.50,310.58,313.55,289.68,292.05,324.04,308.84,308.02,302.57,296.25,290.26,257.62,336.94,348.44,350.81,305.59
2002-03-06 21:43:47.645000,L7,325.19,324.93,308.40,313.44,461.82,457.91,464.29,480.23,479.63,460.49,238.45,221.55,188.20,247.71,323.31,306.44,314.24,324.00,326.57,332.95,317.66,315.91,316.56,316.01,318.23,324.04,208.60,227.43,263.51,228.88,179.15,295.62,266.86,243.22,282.95,358.57,353.27,372.34,367.95,350.38,334.91,329.36,226.54,326.12,329.04,258.75,319.67,304.31,302.92,274.62,287.08,316.06,293.45,291.61,286.95,265.98,277.85,255.41,,,274.54,293.22
2002-03-22 21:43:16.355000,L7,377.20,367.67,361.93,454.17,484.30,448.40,446.59,460.35,469.13,462.80,516.64,515.28,516.71,481.35,518.58,510.63,508.58,509.98,465.09,451.43,423.21,367.05,379.44,394.58,389.04,395.53,388.26,376.38,365.74,361.09,356.69,346.19,346.24,339.74,340.49,347.33,352.29,368.68,358.93,330.06,288.65,225.67,,,,210.37,298.13,294.95,303.90,287.99,299.80,318.38,303.03,290.65,305.66,312.74,305.03,297.11,,,,292.63
2002-04-07 21:43:17.050000,L7,322.63,300.95,297.81,305.10,323.79,213.45,205.84,,200.93,199.83,217.82,219.13,178.16,214.34,320.66,306.39,317.83,318.72,308.79,321.43,307.40,180.33,208.51,176.47,157.84,179.92,215.49,341.16,346.06,346.12,318.56,297.34,277.80,227.91,289.64,327.40,348.95,377.14,375.93,352.64,336.54,326.44,331.36,313.81,330.54,324.83,316.06,308.36,308.11,279.03,278.98,324.00,293.12,207.79,288.07,244.26,267.58,220.87,290.79,297.72,309.49,289.07
2002-06-10 21:43:00.814000,L7,,,,,,,,350.97,307.74,253.38,279.49,242.32,185.21,326.91,357.14,463.15,454.89,457.32,408.55,362.03,366.11,378.74,361.13,350.17,352.27,358.68,366.92,360.88,352.51,360.44,363.43,357.76,345.66,342.58,344.22,349.92,364.85,386.58,396.45,385.32,356.53,363.96,360.74,349.33,352.34,345.65,338.53,323.65,330.72,300.09,327.52,341.17,321.71,309.34,313.84,320.26,307.67,303.16,352.40,369.18,357.99,310.05
2002-07-19 21:48:57.399000,L7,,,,,,,435.27,283.97,302.10,181.87,212.21,201.34,169.98,296.21,349.22,364.47,318.26,313.65,321.33,341.65,346.10,343.16,352.27,326.46,339.37,347.83,356.73,358.32,349.96,354.69,351.94,348.88,332.28,331.80,333.68,336.70,352.52,377.34,372.42,349.19,338.23,341.15,346.43,343.45,339.35,334.24,331.86,312.96,320.23,300.47,324.33,339.01,324.66,312.30,311.67,311.54,299.12,267.28,345.63,353.89,344.60,311.36
2002-08-20 21:48:46.449000,L7,327.31,319.37,299.30,306.76,330.46,317.04,287.82,297.98,297.47,206.98,221.13,214.13,175.71,292.17,334.28,503.38,499.39,470.86,338.15,339.70,335.05,329.46,323.56,324.82,338.95,346.70,355.55,356.23,348.20,347.54,350.30,535.93,523.67,494.22,437.61,465.39,469.40,452.02,531.69,504.92,466.05,481.74,459.50,472.91,469.73,451.32,324.73,309.64,319.07,293.13,321.24,289.07,165.45,210.55,303.99,262.64,298.45,274.40,463.46,336.64,333.29,308.14
2002-09-05 21:48:38.182000,L7,454.29,389.18,296.36,297.46,313.75,286.21,266.97,277.69,279.26,241.91,204.62,198.89,191.56,234.64,307.57,297.52,320.29,316.03,316.41,320.44,301.85,235.45,220.13,274.61,258.14,270.14,229.14,179.61,233.77,296.18,264.78,236.80,253.68,276.22,214.78,303.47,374.65,445.69,435.29,375.39,365.76,348.55,341.30,,,,,,,,,292.23,302.48,473.83,313.19,309.89,278.92,256.37,192.30,,,404.33
2002-09-14 21:42:19.037000,L7,305.33,303.28,265.10,300.80,315.78,308.41,270.34,279.60,207.72,187.44,191.10,172.01,526.13,206.06,315.37,298.76,305.06,309.66,312.87,319.69,299.66,305.94,306.06,307.51,298.11,307.99,309.22,308.59,331.06,227.95,299.28,283.61,266.14,230.86,268.26,308.56,331.90,363.59,339.34,331.10,320.49,251.66,277.33,319.66,320.76,260.24,310.15,299.14,293.97,275.10,296.97,316.72,295.65,296.17,285.06,253.97,278.45,252.86,,194.09,258.50,288.58
2002-09-14 21:42:42.988000,L7,336.23,327.04,309.37,333.09,343.42,333.50,443.20,445.27,448.93,437.79,409.69,409.93,404.45,526.29,525.84,523.11,517.02,498.20,458.59,426.83,383.18,378.03,377.56,341.72,331.90,349.75,365.97,363.84,213.88,375.59,360.55,350.99,336.11,415.54,444.25,398.46,437.69,425.93,425.01,401.63,350.96,343.24,336.43,342.43,343.23,331.14,328.75,314.08,314.80,294.26,316.49,330.58,313.84,313.48,304.32,304.22,297.46,276.14,334.13,347.15,340.50,305.43
2002-09-30 21:42:11.676000,L7,320.50,312.71,294.75,308.13,317.73,292.39,292.22,291.57,204.34,199.42,199.91,197.21,502.54,230.78,329.26,304.75,324.10,323.14,332.51,337.80,305.69,314.07,317.89,310.61,310.37,317.94,321.56,317.97,349.35,366.39,363.71,349.81,284.28,240.26,283.32,339.47,347.11,374.43,386.94,395.74,352.57,271.28,285.81,281.28,340.45,333.62,325.09,311.70,311.27,287.18,298.87,321.92,308.90,300.18,296.07,253.82,285.06,260.68,276.83,221.16,290.06,299.87
2002-10-16 21:42:12.654000,L7,369.16,368.74,368.27,378.68,376.81,504.59,474.80,472.69,459.71,449.27,425.11,343.33,388.80,347.02,428.00,442.93,426.16,405.99,455.28,426.35,415.37,397.63,379.20,366.50,360.83,361.78,372.46,373.16,388.45,371.80,364.96,367.83,349.08,341.16,342.67,355.20,361.17,388.12,460.21,458.52,441.98,356.01,355.83,340.51,343.20,338.09,336.09,320.74,326.46,309.80,327.80,342.26,328.57,318.83,310.91,311.52,300.16,290.40,351.90,354.78,334.44,318.26
2002-10-16 21:42:36.617000,L7,368.01,368.83,370.95,458.04,527.06,528.48,473.65,469.87,457.11,376.06,378.81,372.35,388.83,353.11,430.60,441.52,421.17,406.15,456.43,417.78,421.22,396.21,381.07,366.71,361.89,364.52,373.76,374.93,393.59,372.91,366.29,368.05,350.81,341.93,343.69,357.43,365.06,392.50,461.53,456.69,443.83,357.94,358.27,347.73,347.40,341.66,339.73,327.10,330.85,314.62,335.43,347.14,336.40,325.18,318.16,319.60,308.94,301.38,355.19,356.07,340.04,325.27
2002-10-23 21:48:27.128000,L7,334.29,329.66,316.89,378.27,373.78,367.93,345.11,362.51,301.14,362.39,364.94,365.82,368.60,297.23,362.13,366.68,379.79,334.15,384.71,374.28,368.12,372.09,371.37,366.58,359.70,360.78,370.02,365.43,361.12,377.41,362.08,353.04,337.53,336.66,344.35,350.19,361.79,383.13,394.59,389.52,363.08,342.34,345.89,346.20,345.08,336.38,330.10,317.16,325.34,304.88,318.15,334.83,317.02,310.49,301.72,304.62,297.61,275.57,353.55,371.88,361.59,305.95
2002-12-10 21:48:53.163000,L7,316.17,312.85,298.03,301.05,303.63,288.27,289.14,279.96,243.02,197.38,197.09,196.15,,222.87,312.32,297.22,304.52,309.17,312.60,329.44,302.20,297.69,303.05,302.74,296.72,304.25,307.73,317.48,331.32,342.10,358.18,380.73,344.15,225.26,268.84,330.11,342.22,365.45,358.05,348.68,354.10,347.70,272.10,254.67,155.01,320.15,304.86,310.53,315.68,276.92,299.58,301.24,296.31,295.91,283.81,244.51,285.07,254.65,221.89,244.73,277.68,292.92
2002-12-26 21:48:59.976000,L7,428.22,431.19,393.10,407.50,402.81,440.66,423.83,,,243.78,293.34,344.18,357.91,449.56,446.69,470.08,408.45,289.78,331.89,499.79,488.94,467.82,407.69,509.43,532.01,378.36,375.02,367.94,357.31,363.26,366.64,358.36,345.67,347.04,351.30,359.12,368.31,397.96,394.07,380.24,361.02,361.09,359.96,351.60,361.06,362.30,341.09,334.85,334.67,317.37,337.73,346.88,332.63,321.03,317.73,314.13,305.12,297.50,360.82,369.15,361.58,315.71
2003-01-11 21:49:02.380000,L7,319.70,361.61,459.81,503.88,516.02,517.07,497.10,480.85,471.51,460.48,472.88,507.10,455.45,509.85,505.88,487.57,485.94,430.50,468.02,443.33,482.62,460.39,513.02,495.89,488.99,444.35,445.30,482.72,349.86,354.32,360.03,345.45,345.79,343.64,341.37,354.26,354.95,378.66,381.42,318.72,349.94,296.36,302.40,273.55,275.90,287.53,330.74,322.98,325.57,297.32,322.28,333.46,319.16,313.73,305.38,310.13,295.24,271.09,312.40,322.84,309.50,320.25
2003-01-27 21:49:09.075000,L7,318.86,310.61,303.33,309.56,305.42,287.98,303.24,309.59,287.52,239.39,243.14,230.78,198.08,289.45,373.20,255.45,396.59,415.05,417.48,447.20,443.40,307.85,312.09,315.81,357.23,356.98,361.47,359.25,350.34,352.67,352.78,349.93,329.98,335.42,338.50,347.94,363.53,380.68,378.45,358.78,316.50,339.35,342.77,261.20,165.92,303.13,327.59,313.03,309.64,286.78,289.20,320.70,293.13,292.00,286.96,243.66,280.22,261.65,336.09,262.96,271.77,237.34
2003-02-05 21:43:05.844000,L7,310.01,302.04,293.85,286.41,284.74,282.24,205.72,208.11,415.38,394.00,200.72,153.32,194.52,198.51,258.14,233.69,181.79,174.46,296.97,267.46,287.04,300.49,299.79,294.89,294.08,283.85,298.02,303.81,300.05,359.35,359.78,346.47,340.09,337.91,339.35,315.81,363.98,382.73,382.18,370.98,331.77,340.54,370.67,346.10,340.98,338.99,331.04,314.26,316.49,215.18,,,,,,,,,343.95,359.33,349.75,
2003-03-09 21:43:12.993000,L7,329.76,331.71,330.40,330.65,319.31,310.21,215.86,229.62,420.18,418.74,424.73,253.02,195.04,212.75,313.38,275.47,314.13,211.98,534.54,530.10,490.24,371.75,332.90,327.12,,,315.00,280.56,213.90,271.18,300.58,362.69,,,357.67,362.80,365.95,386.87,392.10,405.97,364.68,338.55,329.18,289.94,203.90,171.16,338.35,335.19,398.44,338.01,272.55,246.57,413.38,330.83,312.99,308.79,252.32,258.86,244.54,281.38,278.39,239.37
2003-03-16 21:49:22.109000,L7,317.31,314.63,298.89,298.94,307.01,217.05,251.52,,,,,,180.88,222.22,309.32,284.19,308.73,261.03,310.63,312.81,296.35,310.20,312.74,311.60,309.69,313.09,314.58,312.69,310.00,284.87,299.55,286.56,,,,239.25,236.51,241.10,376.08,301.78,273.12,235.78,,329.73,328.73,231.36,323.59,314.13,305.60,285.70,218.37,232.39,206.96,227.73,284.71,233.21,259.09,247.02,,,,
