dates,satname,nzd0391-0000,nzd0391-0001,nzd0391-0002,nzd0391-0003,nzd0391-0004,nzd0391-0005,nzd0391-0006,nzd0391-0007,nzd0391-0008,nzd0391-0009,nzd0391-0010,nzd0391-0011,nzd0391-0012,nzd0391-0013,nzd0391-0014,nzd0391-0015,nzd0391-0016,nzd0391-0017,nzd0391-0018,nzd0391-0019,nzd0391-0020,nzd0391-0021
1999-09-04 22:00:09.953000,L7,389.62,381.70,400.60,412.83,380.91,366.56,326.95,369.33,370.59,369.21,425.08,421.51,407.75,386.85,393.23,362.15,406.36,396.36,373.44,364.37,349.30,335.67
1999-09-04 22:00:33.926000,L7,391.13,384.34,402.76,414.60,381.81,370.52,328.43,388.94,372.86,372.96,427.54,424.54,408.62,391.39,395.86,371.17,410.74,398.03,377.75,366.57,351.28,338.62
1999-10-22 22:00:04.598000,L7,404.40,393.09,408.70,344.90,275.26,390.81,376.23,399.62,400.44,407.75,410.63,422.24,412.56,389.56,401.59,409.54,406.75,397.90,374.56,374.14,360.02,350.90
1999-10-22 22:00:28.631000,L7,399.68,386.15,400.68,341.49,275.89,262.98,328.96,388.55,389.09,400.85,403.40,416.59,405.80,380.87,396.66,400.93,400.29,390.92,366.48,367.34,354.79,344.88
1999-12-09 22:00:09.551000,L7,387.22,383.74,394.36,398.69,377.26,362.07,324.26,365.21,375.97,396.45,410.46,409.13,322.62,369.40,367.97,382.50,371.41,375.85,343.11,353.07,350.10,334.86
1999-12-09 22:00:33.510000,L7,384.12,380.74,391.26,338.87,327.76,295.47,321.78,363.70,368.32,394.20,405.47,406.10,375.93,365.78,343.24,372.77,354.51,372.05,338.29,351.17,345.93,332.91
1999-12-25 22:00:04.067000,L7,375.85,371.80,369.49,191.87,186.42,197.65,192.57,200.08,181.60,192.33,179.01,199.09,209.87,154.63,,,198.56,218.27,166.85,,,
2000-01-26 22:00:02.226000,L7,399.59,392.36,401.80,403.03,393.58,384.68,335.34,390.26,383.37,400.87,404.19,418.16,393.61,389.59,404.72,409.93,406.93,394.03,377.14,373.93,365.95,347.74
2000-01-26 22:00:26.187000,L7,396.96,388.03,395.58,394.84,388.89,377.41,333.53,383.50,376.07,393.12,399.73,413.81,387.44,381.76,396.39,406.23,400.63,385.91,368.53,366.01,358.00,341.75
2000-02-11 21:59:57.866000,L7,414.10,407.28,394.03,398.85,382.71,370.42,324.41,368.96,376.77,396.05,363.49,410.44,378.22,373.92,382.71,398.01,389.87,412.58,366.71,382.22,368.54,334.86
2000-02-11 22:00:21.827000,L7,449.85,430.93,390.36,400.63,383.81,370.32,320.96,368.85,375.10,395.13,397.55,408.88,374.65,372.45,379.46,395.98,387.13,407.87,368.25,381.80,362.40,333.82
2000-02-27 21:59:52.393000,L7,398.75,389.89,389.43,399.61,394.17,392.61,357.30,390.31,380.74,396.94,403.79,408.86,387.07,387.50,400.81,409.51,355.59,386.70,377.70,376.34,360.85,349.12
2000-02-27 22:00:16.353000,L7,395.72,386.29,386.23,394.37,381.37,381.81,330.95,383.44,375.26,386.82,396.92,402.80,381.10,383.15,395.90,397.77,351.15,378.31,369.11,368.45,353.88,339.90
2000-03-30 21:59:45.397000,L7,399.63,380.76,390.84,386.09,379.90,330.61,326.69,361.65,368.52,401.79,405.90,416.53,403.70,390.12,381.09,414.48,409.26,397.86,372.88,367.74,359.57,344.85
2000-03-30 22:00:09.363000,L7,399.72,380.23,393.42,386.22,381.83,329.49,325.35,361.48,366.09,400.79,404.61,416.92,404.06,390.53,380.44,412.42,408.36,398.26,374.14,365.99,358.66,343.58
2000-04-15 21:59:31.785000,L7,387.66,375.72,386.07,376.56,374.36,334.26,323.20,362.33,374.56,411.80,408.81,415.70,400.44,389.93,396.38,373.98,399.14,392.14,365.50,365.21,355.87,342.81
2000-04-15 21:59:55.745000,L7,389.59,376.98,389.41,380.96,376.95,364.61,324.77,366.18,382.88,414.27,409.53,416.90,401.94,396.57,397.48,395.33,399.85,395.55,368.64,366.64,358.87,346.27
2000-05-01 21:59:30.586000,L7,384.58,376.69,388.30,394.70,373.08,334.84,324.51,364.97,363.35,405.33,407.04,420.13,409.51,394.50,394.51,374.28,409.38,399.79,367.08,348.05,350.44,338.60
2000-05-01 21:59:54.563000,L7,386.44,379.83,389.91,401.14,387.82,338.42,323.92,368.39,367.20,406.21,408.24,421.47,416.69,393.22,396.37,414.61,410.89,401.75,374.67,369.58,356.24,343.76
2000-06-18 21:59:03.789000,L7,385.80,371.48,373.39,370.10,374.26,335.00,328.37,356.23,328.94,414.10,420.52,391.22,416.09,365.19,226.69,364.32,407.02,378.70,343.06,360.26,359.10,348.98
2000-06-18 21:59:27.736000,L7,378.05,361.62,369.40,315.10,362.50,309.30,321.93,212.82,289.75,405.96,410.36,420.12,329.31,208.51,197.75,325.28,338.32,319.34,329.37,358.06,345.38,314.22
2000-07-04 21:58:50.402000,L7,360.59,354.86,361.37,210.09,192.11,199.10,198.60,212.96,187.53,277.89,210.85,291.25,331.25,313.22,282.79,300.34,316.75,303.75,213.91,192.03,307.33,292.91
2000-07-04 21:59:14.363000,L7,360.72,354.26,361.93,209.73,188.07,199.55,196.29,211.95,186.71,233.76,212.15,288.16,321.24,310.39,268.65,291.49,283.78,280.58,209.95,190.79,305.12,283.28
2000-08-05 21:58:20.584000,L7,388.07,379.71,421.69,409.63,368.39,362.27,329.87,403.58,410.19,410.50,414.80,422.88,410.01,393.82,357.74,378.31,406.98,392.67,342.95,360.04,344.91,332.96
2000-08-05 21:58:44.520000,L7,384.78,371.22,412.96,392.02,365.54,324.65,328.11,365.16,363.80,407.79,412.06,421.37,407.08,370.13,352.59,378.79,405.09,347.64,331.68,349.14,341.03,331.27
2000-09-06 21:57:58.861000,L7,389.44,356.25,387.95,382.31,360.07,325.14,312.09,338.55,339.01,325.79,180.69,300.99,342.78,334.31,297.89,320.54,387.99,365.89,351.09,347.29,337.70,317.31
2000-09-06 21:58:22.821000,L7,386.10,354.51,386.17,383.39,358.82,324.44,311.12,341.10,340.10,334.21,179.38,302.48,343.23,340.45,297.87,324.88,387.22,283.70,352.13,349.45,338.43,319.74
2000-10-08 21:58:00.300000,L7,401.07,390.69,401.59,409.16,394.49,386.49,378.95,399.83,401.23,406.77,408.58,420.74,408.59,410.21,404.88,408.59,410.13,395.65,376.95,375.81,364.19,344.90
2000-11-25 21:57:34.931000,L7,399.22,387.17,399.28,403.07,385.70,389.48,374.41,390.26,393.88,398.24,403.81,413.22,397.01,384.76,399.32,403.09,400.38,391.06,370.06,371.36,364.87,354.13
2000-11-25 21:57:58.896000,L7,394.00,381.65,394.03,396.26,376.65,378.95,330.48,382.05,383.13,387.74,399.34,406.79,387.84,377.13,392.86,393.45,392.79,383.35,362.74,363.13,355.67,345.91
