dates,satname,nzd0357-0000,nzd0357-0001,nzd0357-0002,nzd0357-0003,nzd0357-0004,nzd0357-0005,nzd0357-0006,nzd0357-0007,nzd0357-0008,nzd0357-0009,nzd0357-0010,nzd0357-0011,nzd0357-0012,nzd0357-0013,nzd0357-0027,nzd0357-0028,nzd0357-0029,nzd0357-0030,nzd0357-0031,nzd0357-0044,nzd0357-0045,nzd0357-0046,nzd0357-0014,nzd0357-0015,nzd0357-0016,nzd0357-0017,nzd0357-0018,nzd0357-0019,nzd0357-0020,nzd0357-0021,nzd0357-0022,nzd0357-0023,nzd0357-0024,nzd0357-0025,nzd0357-0026,nzd0357-0032,nzd0357-0033,nzd0357-0034,nzd0357-0035,nzd0357-0037,nzd0357-0038,nzd0357-0039,nzd0357-0040,nzd0357-0041,nzd0357-0042,nzd0357-0043,nzd0357-0036,nzd0357-0047,nzd0357-0048,nzd0357-0049,nzd0357-0050,nzd0357-0051,nzd0357-0052,nzd0357-0053,nzd0357-0054,nzd0357-0055,nzd0357-0056,nzd0357-0057,nzd0357-0058,nzd0357-0059,nzd0357-0060,nzd0357-0061,nzd0357-0062,nzd0357-0063,nzd0357-0113,nzd0357-0114,nzd0357-0115,nzd0357-0117,nzd0357-0118,nzd0357-0119,nzd0357-0120,nzd0357-0121,nzd0357-0122,nzd0357-0123,nzd0357-0124,nzd0357-0104,nzd0357-0105,nzd0357-0106,nzd0357-0107,nzd0357-0108,nzd0357-0109,nzd0357-0110,nzd0357-0111,nzd0357-0112,nzd0357-0064,nzd0357-0116,nzd0357-0067,nzd0357-0068,nzd0357-0069,nzd0357-0070,nzd0357-0071,nzd0357-0072,nzd0357-0073,nzd0357-0098,nzd0357-0099,nzd0357-0100,nzd0357-0101,nzd0357-0066,nzd0357-0065,nzd0357-0074,nzd0357-0078,nzd0357-0079,nzd0357-0080,nzd0357-0081,nzd0357-0082,nzd0357-0083,nzd0357-0084,nzd0357-0085,nzd0357-0086,nzd0357-0087,nzd0357-0088,nzd0357-0089,nzd0357-0102,nzd0357-0103
2002-09-12 21:55:07.575000,L7,446.49,532.55,354.15,397.40,333.13,223.73,,,,,528.80,507.60,488.34,468.31,349.54,329.34,327.69,351.63,368.32,308.61,332.21,333.83,454.90,464.86,453.23,429.80,403.37,400.62,403.48,424.86,401.26,405.96,385.42,374.06,362.76,382.49,365.00,344.34,321.09,324.25,347.56,315.93,275.43,263.41,278.46,312.22,322.48,349.07,317.44,285.86,286.08,339.18,218.53,203.57,186.21,168.31,167.76,176.21,191.13,187.48,188.77,183.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-14 21:54:55.882000,L7,309.30,351.11,192.94,,,,,268.21,287.29,308.72,295.79,287.46,323.07,341.33,240.30,237.00,235.80,265.05,,167.20,182.61,187.83,346.58,337.38,335.94,323.67,299.96,308.95,321.74,327.34,282.69,255.81,273.51,263.93,229.60,,,,,,,,,,,,,199.26,188.51,161.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-30 21:55:01.471000,L7,356.44,364.10,232.18,,438.00,399.71,369.91,423.05,410.66,428.16,385.39,388.07,393.26,375.83,271.47,252.41,262.56,286.15,303.41,205.83,232.80,204.40,368.40,362.57,354.60,337.28,313.70,330.92,334.85,332.44,332.64,323.97,298.83,294.29,285.18,284.20,288.80,267.78,253.97,264.82,253.12,221.61,204.51,189.22,193.99,226.21,218.35,224.26,211.20,199.95,173.83,163.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-02 21:55:34.113000,L7,347.59,370.16,218.91,,438.44,396.96,374.45,397.24,408.41,422.18,402.79,403.32,383.87,371.79,272.18,262.13,255.64,290.40,295.74,192.84,213.80,170.98,365.83,350.71,347.95,342.54,303.78,185.70,218.65,220.65,228.04,219.12,281.25,266.58,283.18,284.39,285.03,263.53,254.02,257.44,253.89,215.52,197.56,197.48,200.34,211.60,,209.28,197.51,187.91,163.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-23 21:55:52.571000,L7,332.49,345.60,163.56,,431.03,367.12,335.47,406.35,413.93,413.95,371.53,285.23,346.19,329.43,226.01,235.51,259.27,298.96,,,,,358.77,375.05,347.30,334.68,308.40,321.99,307.90,298.02,268.94,231.12,257.73,254.13,209.96,,,,,199.96,185.45,213.77,163.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-21 21:43:45.776000,L5,367.50,352.73,209.87,470.26,472.32,463.61,471.27,490.20,504.11,492.45,490.36,436.86,423.34,406.99,311.00,295.84,293.81,321.11,324.32,259.58,262.33,252.04,403.28,393.01,383.22,374.02,361.67,364.74,366.45,364.46,356.63,350.34,337.38,328.90,325.46,325.77,319.81,302.01,287.11,288.44,278.75,261.82,239.32,220.19,236.29,237.89,282.30,241.94,239.26,226.96,213.19,199.92,182.60,161.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-28 21:45:57.554000,L5,,,361.72,395.50,319.25,212.17,,,522.08,520.01,502.16,482.03,470.10,452.41,336.11,318.69,311.71,337.39,350.65,285.10,290.93,287.93,438.02,424.49,402.81,388.46,382.36,386.16,392.10,389.08,390.10,374.31,362.28,348.44,349.47,348.75,345.09,321.54,312.54,299.66,297.11,278.62,255.81,247.17,261.82,271.50,303.42,278.42,276.82,271.67,250.19,231.04,212.83,190.36,177.27,169.41,169.73,177.78,174.35,173.94,170.22,170.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-02 21:46:30.745000,L5,,,344.22,376.16,302.92,199.94,,,,,537.21,494.43,486.54,466.01,327.08,316.10,311.03,346.21,362.84,325.30,321.61,300.45,443.80,427.72,404.74,396.80,391.43,389.73,394.14,384.99,381.55,367.98,352.22,343.34,335.94,359.42,348.74,333.25,313.62,313.89,321.76,291.37,267.36,254.33,355.97,347.53,303.75,292.80,279.66,265.69,246.33,221.79,203.28,186.37,175.71,169.88,170.14,187.49,174.75,170.29,173.03,206.45,175.85,174.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-20 21:47:56.357000,L5,501.89,433.99,365.48,396.89,314.34,213.52,,,,,531.92,502.60,496.27,468.81,350.80,325.87,317.85,360.80,364.68,313.28,314.33,313.83,453.61,441.28,422.30,406.51,390.79,393.90,395.78,405.81,399.20,384.45,359.53,349.32,351.88,357.01,367.35,344.61,328.24,326.38,319.50,294.52,269.78,255.30,282.40,299.44,315.68,302.13,287.36,266.49,248.62,236.48,216.24,190.66,186.98,171.90,178.25,189.94,191.19,183.70,179.99,177.09,179.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-05 21:48:24.950000,L5,,437.65,534.13,407.73,315.29,212.74,,,537.04,540.44,518.60,492.06,476.11,457.75,333.76,329.41,322.64,363.43,354.58,290.01,314.39,297.57,438.62,433.76,421.14,399.67,398.09,383.85,398.11,390.19,386.35,372.26,360.47,344.60,345.40,348.29,345.24,332.74,314.85,312.94,307.61,291.03,263.56,250.47,349.09,345.09,309.69,286.45,280.49,264.46,250.15,232.29,207.92,191.86,177.97,167.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-23 21:49:45.084000,L5,,518.46,376.99,403.20,323.33,223.93,528.92,530.64,517.83,518.53,496.48,484.75,474.69,452.06,326.18,313.28,315.27,335.30,353.21,295.41,301.62,304.99,441.94,424.73,405.81,394.87,383.20,381.11,383.11,386.84,382.74,364.81,356.62,353.40,345.94,353.30,356.28,337.65,312.55,311.42,304.57,281.71,258.70,246.30,257.91,275.22,305.14,289.23,278.87,266.05,242.76,225.71,200.06,183.68,172.67,162.97,,,,,,,,,,,,,,,,,,,,261.82,322.20,302.62,287.62,287.95,326.09,234.29,259.34,200.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-24 21:50:29.935000,L5,,420.53,360.00,388.63,308.60,197.84,,,,548.74,534.12,514.78,490.85,464.98,352.93,316.21,310.77,371.54,366.62,317.18,347.09,336.06,445.96,431.55,411.88,401.20,396.18,394.17,386.01,395.53,392.75,383.53,364.70,352.03,344.39,356.12,362.75,343.51,317.11,313.98,328.63,300.45,272.09,254.81,319.92,303.44,307.66,328.44,310.44,284.01,260.57,244.65,215.82,195.17,184.37,175.19,202.76,188.07,180.13,177.56,178.07,179.76,185.67,168.93,,,,,,,,,,,,,,,,,,,,,184.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-25 21:51:19.231000,L5,,533.44,354.42,383.01,303.69,196.39,,,535.07,528.96,522.90,502.26,485.13,463.20,322.73,308.79,309.69,346.57,353.44,298.24,300.05,297.90,443.80,429.61,406.12,397.77,381.50,378.04,377.02,378.94,375.83,363.98,350.99,339.27,339.51,345.42,343.96,325.93,305.48,305.27,306.12,283.95,258.46,248.18,344.64,316.45,303.25,286.76,279.40,257.57,232.63,217.24,192.14,176.04,173.28,163.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-27 21:51:59.516000,L5,,,355.37,399.32,325.09,187.28,,531.65,522.02,527.35,522.01,486.38,471.00,453.10,332.58,319.30,314.49,344.22,354.49,293.87,296.97,298.20,433.43,420.25,403.89,395.81,390.97,385.96,389.99,388.00,386.70,375.32,360.39,345.21,343.41,345.71,355.16,327.05,312.43,304.01,303.43,289.94,260.54,250.26,259.04,285.56,305.16,299.40,287.16,267.04,246.77,235.85,211.95,194.56,176.61,171.42,170.74,186.19,179.98,174.72,175.86,167.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-12 21:52:15.232000,L5,453.78,518.96,354.39,380.50,287.02,182.24,531.16,526.50,526.17,536.62,515.20,490.62,483.54,467.24,326.11,311.50,309.08,341.67,344.94,295.69,304.46,300.01,450.18,433.05,410.45,395.39,387.35,379.66,384.20,381.90,378.68,368.59,356.26,345.35,338.82,343.98,341.16,329.49,315.69,309.31,308.76,289.10,264.73,252.77,263.06,307.93,309.88,290.62,271.97,252.37,233.08,220.25,197.73,186.16,172.57,163.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-15 21:53:21.356000,L5,,,352.61,387.85,307.28,179.02,,,520.52,521.16,505.85,486.10,474.77,455.92,344.42,324.83,332.03,356.56,364.10,291.56,303.93,294.86,436.85,424.19,405.08,401.23,398.78,391.55,398.27,397.45,394.44,384.96,366.90,359.25,350.31,355.83,354.00,328.00,309.94,307.52,301.71,285.54,269.84,256.34,364.17,326.74,306.05,298.71,290.93,275.81,255.07,238.04,214.40,204.44,190.29,188.57,185.48,189.27,182.85,182.28,177.74,174.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-04 21:54:04.136000,L5,,,348.34,378.76,274.24,180.41,,,,540.57,520.13,494.49,485.31,464.88,339.43,320.64,320.00,425.04,359.22,297.67,313.02,304.64,453.85,434.23,414.56,404.56,397.56,393.71,393.97,396.12,393.92,383.88,369.05,354.90,352.61,355.74,405.41,335.70,313.87,316.39,311.76,289.66,270.24,261.20,363.57,328.54,311.94,302.03,287.32,275.27,253.25,237.17,215.73,200.11,190.41,179.10,178.14,192.33,179.55,174.09,181.99,177.86,171.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-05 21:54:19.058000,L5,,,350.25,380.09,295.50,191.78,,,,543.62,527.29,506.17,489.28,464.62,346.79,330.88,319.81,421.37,366.64,318.02,318.10,306.90,449.54,437.02,418.50,410.84,401.05,394.88,396.66,396.71,391.83,383.89,365.89,351.75,351.47,358.68,365.05,353.79,317.60,311.62,314.03,300.97,283.46,261.69,370.85,341.79,311.39,298.18,286.92,267.45,253.35,236.60,213.07,200.10,193.29,185.78,190.55,201.44,187.25,185.35,183.89,184.61,176.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-21 21:54:22.812000,L5,,,351.63,371.04,291.46,181.52,,,536.75,539.37,525.46,493.92,484.52,466.00,339.54,319.24,319.17,421.38,357.96,317.63,326.13,304.98,450.73,441.20,415.28,401.85,399.26,389.13,397.87,392.01,392.00,378.73,358.60,350.65,348.31,353.88,403.60,336.66,311.99,307.91,312.87,291.74,269.90,253.93,357.41,343.45,309.04,300.55,285.16,274.90,255.12,231.15,206.90,194.34,172.24,172.77,180.04,198.04,177.04,175.69,170.30,173.81,164.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-23 21:54:36.577000,L5,,,342.76,337.90,,,,,,,530.50,504.92,487.58,466.99,434.63,327.35,323.71,359.03,368.25,324.16,315.91,307.74,454.40,452.84,413.28,404.52,415.04,396.60,401.65,398.98,395.55,384.62,367.66,355.65,354.81,364.19,398.51,351.57,327.48,319.71,316.94,303.94,280.67,272.55,369.90,345.24,318.54,303.00,296.51,283.52,258.23,243.92,221.72,201.91,202.60,197.41,210.53,220.64,196.73,190.18,194.24,200.37,183.70,171.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-08 21:54:44.925000,L5,,,356.81,359.97,297.02,181.77,,,540.74,536.81,520.57,494.41,483.59,462.00,340.52,320.08,318.35,356.46,366.35,321.98,314.02,309.25,442.22,428.97,410.15,397.31,395.37,390.82,399.55,395.56,394.51,384.25,366.39,357.78,349.91,358.92,364.33,338.32,322.07,318.54,313.29,297.21,271.55,257.53,364.14,313.03,316.36,299.02,292.22,271.57,259.67,233.74,208.91,189.84,179.48,169.53,178.01,188.53,182.27,178.48,177.09,180.18,166.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-10 21:54:55.488000,L5,,,,,,,204.28,273.17,285.71,277.87,257.09,266.76,282.84,287.54,,,,,,,,,212.51,336.81,323.85,303.83,286.28,,,,,,,,,,268.04,248.39,167.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-27 21:55:20.007000,L5,,,343.20,383.55,298.02,200.94,,,539.27,536.43,517.03,494.85,480.53,450.79,342.31,320.78,320.56,358.91,364.28,300.78,319.56,303.54,436.33,431.21,408.17,394.98,390.47,387.77,397.27,410.44,392.06,397.52,383.81,365.77,350.99,364.69,363.08,355.28,327.98,318.91,311.97,295.66,270.75,263.65,342.08,318.10,329.53,302.61,285.03,274.18,257.29,239.59,213.71,195.75,196.53,178.70,195.31,198.42,188.55,181.50,173.07,176.77,166.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-28 21:55:20.450000,L5,,,336.09,370.85,283.88,183.40,,,536.99,536.14,521.51,499.61,484.48,460.83,340.35,325.02,317.05,362.15,361.01,310.09,321.80,310.74,447.16,433.12,411.58,402.08,402.49,398.71,401.29,403.15,392.06,377.39,364.11,350.37,346.07,358.30,355.92,341.59,316.40,313.41,315.89,295.10,268.37,256.94,349.66,303.48,313.20,302.78,284.67,270.41,242.51,229.33,212.33,193.35,186.11,179.85,195.63,200.59,186.72,176.32,178.22,178.09,167.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-30 21:55:15.307000,L5,372.94,350.00,179.88,405.30,461.18,454.24,456.15,456.54,480.61,481.77,464.55,444.85,432.28,421.98,304.19,289.85,291.67,320.60,321.45,258.34,269.75,259.35,416.65,402.68,384.64,374.46,354.34,357.60,359.93,355.17,354.00,343.68,327.85,319.90,318.10,313.01,321.86,311.20,289.59,291.97,283.64,261.23,236.34,229.86,239.30,246.15,283.52,239.17,228.74,218.95,206.20,188.74,172.94,160.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-19 21:57:51.685000,L5,,,348.54,381.03,299.60,190.09,,,,549.16,528.01,493.12,483.79,459.91,345.17,327.08,319.92,347.22,361.53,304.04,313.73,302.81,444.92,441.94,411.32,404.25,392.72,389.17,390.97,396.06,388.44,378.14,364.75,358.81,349.53,359.36,367.30,347.73,323.11,323.29,310.03,291.92,267.85,255.33,267.70,286.28,313.49,294.45,281.98,270.04,253.49,239.68,221.19,198.44,189.62,178.76,192.64,203.39,193.17,180.99,182.44,179.77,175.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-27 22:00:00.431000,L5,492.04,435.01,360.90,390.64,315.24,205.45,,,,545.28,526.59,491.14,477.67,462.19,346.41,416.63,345.37,388.60,381.61,317.94,326.98,307.38,449.28,433.00,412.78,403.14,395.73,393.11,426.29,396.37,402.21,389.45,370.53,356.58,353.81,365.28,364.07,349.59,319.75,322.80,322.08,303.65,284.74,266.10,273.39,294.21,322.34,301.23,290.97,274.13,256.73,231.38,215.22,209.64,183.66,185.95,197.97,206.33,195.17,190.07,187.56,184.40,180.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-15 22:01:03.273000,L5,,,,,,340.12,354.02,416.86,412.86,425.52,327.88,,374.75,346.26,287.44,275.43,275.37,297.84,308.22,234.58,248.43,241.98,367.58,364.54,345.53,342.78,315.16,,331.89,337.00,341.37,330.82,317.76,305.36,303.12,296.59,299.57,289.76,276.90,278.79,263.34,242.88,218.87,206.98,219.95,225.49,271.59,222.80,215.61,204.68,190.81,176.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-02 22:01:32.743000,L5,467.51,437.40,358.66,388.72,300.33,195.99,,,533.21,531.77,513.00,498.43,490.76,472.49,338.43,326.22,320.41,368.75,367.14,324.78,319.71,313.87,454.23,436.22,420.94,400.21,398.66,396.36,398.77,398.28,392.86,378.63,368.48,354.60,346.17,359.50,368.11,342.58,316.16,319.24,321.16,308.76,286.99,281.51,323.30,321.32,318.29,299.20,290.38,277.60,258.29,235.95,214.18,200.09,189.39,189.03,220.40,219.29,191.88,188.10,185.58,186.57,173.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-05 22:02:04.371000,L5,481.51,433.51,370.68,398.11,317.63,219.47,,,,539.55,521.24,493.23,480.58,465.41,348.55,329.40,325.13,354.17,370.21,315.56,316.05,305.98,444.77,434.12,415.54,406.37,394.49,397.95,393.81,393.20,392.65,392.22,378.29,358.91,356.21,371.41,364.99,358.02,330.87,327.54,322.80,297.56,272.37,263.13,276.54,291.89,327.11,298.66,291.49,273.98,263.47,247.10,227.25,211.48,196.41,181.31,186.59,221.01,206.67,197.27,192.54,208.01,189.26,185.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-21 22:02:09.591000,L5,427.30,383.72,297.00,390.53,318.28,216.74,,,530.27,536.41,526.35,499.04,476.81,456.58,338.80,329.64,318.22,353.22,360.59,298.93,299.29,294.68,442.74,424.56,419.33,403.11,395.43,388.41,390.18,388.03,387.47,375.34,370.96,359.56,355.48,360.53,355.61,341.66,321.40,317.74,314.65,294.55,272.99,254.52,264.52,277.96,320.73,291.68,274.73,270.19,247.04,232.22,214.57,201.21,190.68,182.33,179.38,197.73,187.87,184.18,177.60,180.15,178.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
