dates,satname,nzd0561-0000,nzd0561-0001,nzd0561-0002,nzd0561-0003,nzd0561-0004,nzd0561-0005,nzd0561-0006,nzd0561-0007,nzd0561-0008,nzd0561-0009
1999-08-08 22:19:52.507000,L7,237.82,239.82,239.03,247.41,279.14,221.65,178.38,210.99,195.96,274.53
1999-10-27 22:19:51.122000,L7,367.50,361.96,369.93,508.95,453.93,470.52,498.31,476.47,431.04,462.16
1999-12-07 22:14:05.637000,L7,489.50,492.97,502.29,490.09,489.26,475.96,475.68,454.99,440.79,432.09
2000-04-13 22:13:30.062000,L7,208.06,234.86,229.43,229.48,256.49,225.69,218.34,217.05,230.40,293.00
2000-04-20 22:19:15.385000,L7,219.73,235.32,234.10,243.24,273.08,265.03,202.30,206.53,186.32,273.45
2000-09-20 22:11:38.892000,L7,293.29,448.02,419.83,468.89,428.13,450.37,459.10,446.40,438.58,416.65
2000-09-27 22:17:24.534000,L7,235.89,235.01,234.46,234.97,213.95,197.53,195.46,463.11,430.87,471.15
2000-10-06 22:11:35.303000,L7,337.57,281.02,305.49,364.77,355.38,332.60,340.57,316.64,268.99,284.14
2000-10-29 22:17:19.582000,L7,479.85,484.66,494.59,490.95,488.92,463.87,460.79,412.23,436.78,410.39
2001-01-26 22:11:42.689000,L7,196.62,248.25,261.43,194.18,213.96,197.34,186.18,171.63,232.85,274.64
2001-02-11 22:11:36.766000,L7,340.16,395.11,393.42,403.26,410.68,397.02,235.95,389.05,384.61,372.95
2001-03-06 22:17:18.578000,L7,394.05,428.44,434.75,428.58,426.78,379.50,338.91,374.66,253.73,282.25
2001-03-22 22:17:09.568000,L7,283.61,252.54,276.56,256.18,266.80,225.72,210.25,214.12,236.39,349.59
2001-04-07 22:17:01.469000,L7,229.98,240.40,230.33,239.14,249.98,208.12,191.18,208.26,166.90,200.18
2001-11-01 22:15:17.839000,L7,495.98,499.34,471.93,476.97,463.69,463.23,446.10,427.40,456.14,448.30
2001-11-26 22:09:45.291000,L7,399.32,401.55,409.53,415.12,411.03,424.98,401.01,397.85,400.88,389.36
2001-12-19 22:15:37.819000,L7,464.40,488.30,495.64,496.43,493.63,501.89,482.47,434.63,436.14,459.67
2002-03-25 22:15:47.156000,L7,436.63,432.40,425.17,421.40,411.19,404.84,400.67,379.84,378.36,385.32
