dates,satname,nzd0368-0000,nzd0368-0001,nzd0368-0002,nzd0368-0003,nzd0368-0004,nzd0368-0005,nzd0368-0006,nzd0368-0007,nzd0368-0008,nzd0368-0009,nzd0368-0010,nzd0368-0011,nzd0368-0012,nzd0368-0013,nzd0368-0014,nzd0368-0015,nzd0368-0016,nzd0368-0017,nzd0368-0018,nzd0368-0019,nzd0368-0020,nzd0368-0021,nzd0368-0022,nzd0368-0023,nzd0368-0024,nzd0368-0025,nzd0368-0026,nzd0368-0027,nzd0368-0028,nzd0368-0029,nzd0368-0030,nzd0368-0031,nzd0368-0032,nzd0368-0033,nzd0368-0034,nzd0368-0035,nzd0368-0036,nzd0368-0037,nzd0368-0038,nzd0368-0039,nzd0368-0040,nzd0368-0041,nzd0368-0042,nzd0368-0043,nzd0368-0044,nzd0368-0045,nzd0368-0046,nzd0368-0047,nzd0368-0048,nzd0368-0049,nzd0368-0050,nzd0368-0051,nzd0368-0052,nzd0368-0053,nzd0368-0054,nzd0368-0055,nzd0368-0056,nzd0368-0057,nzd0368-0058,nzd0368-0059,nzd0368-0060,nzd0368-0061,nzd0368-0062,nzd0368-0063,nzd0368-0064,nzd0368-0065,nzd0368-0066,nzd0368-0067,nzd0368-0068,nzd0368-0069,nzd0368-0070,nzd0368-0071,nzd0368-0072,nzd0368-0073,nzd0368-0074,nzd0368-0075,nzd0368-0076,nzd0368-0077,nzd0368-0078,nzd0368-0079,nzd0368-0080,nzd0368-0081,nzd0368-0082,nzd0368-0083,nzd0368-0084,nzd0368-0085,nzd0368-0086,nzd0368-0087,nzd0368-0088,nzd0368-0089,nzd0368-0090,nzd0368-0091,nzd0368-0092,nzd0368-0093,nzd0368-0094,nzd0368-0095,nzd0368-0096,nzd0368-0097,nzd0368-0098,nzd0368-0099,nzd0368-0100,nzd0368-0101,nzd0368-0102
1999-08-17 22:12:26.065000,L7,440.19,449.77,446.38,449.41,448.19,429.01,405.45,400.44,400.02,389.84,404.62,398.78,395.45,400.67,423.13,395.51,389.49,384.97,374.62,358.77,356.59,374.09,366.10,376.38,392.96,387.96,383.60,383.47,390.22,378.35,377.63,369.98,372.54,376.94,373.77,376.31,372.59,385.07,377.33,362.37,365.11,375.79,372.02,380.71,378.43,371.58,379.16,391.70,390.80,402.73,408.54,427.16,436.71,455.25,448.12,418.94,423.65,422.60,427.71,423.22,412.52,413.20,418.66,417.82,538.29,529.59,514.84,531.38,544.11,445.93,451.35,450.05,454.00,446.81,451.52,449.15,447.41,455.14,464.48,474.50,465.54,463.20,471.45,467.23,475.79,482.00,464.02,478.28,480.50,480.08,478.85,465.61,467.49,467.19,461.74,466.95,459.03,450.21,454.92,445.87,440.35,438.00,427.65
1999-08-26 22:06:20.800000,L7,306.54,312.29,305.98,385.60,369.40,332.85,323.63,313.24,294.21,288.73,294.15,296.02,292.37,311.32,317.61,300.54,309.11,307.69,316.53,314.49,316.56,323.62,329.51,338.16,347.49,338.94,289.45,341.06,342.08,333.27,334.04,330.45,322.73,319.77,316.45,310.22,320.49,322.27,322.81,325.55,331.33,336.30,339.14,440.27,451.49,463.14,441.71,211.71,282.16,235.30,359.68,366.39,378.99,392.26,370.93,326.14,354.18,365.75,353.89,356.92,353.22,354.62,358.08,363.40,371.93,296.64,242.11,298.49,382.39,390.48,398.40,394.51,394.97,439.64,402.89,436.00,493.74,467.47,459.17,485.19,480.26,439.08,442.25,414.43,496.37,487.08,491.09,458.45,409.73,421.43,417.46,410.26,412.55,401.49,401.98,394.01,388.73,378.55,369.20,360.04,349.82,338.21,302.85
1999-09-18 22:12:27.821000,L7,361.13,397.28,384.12,414.66,331.84,326.36,350.45,349.08,340.31,330.98,340.70,338.29,282.06,269.77,280.79,295.36,307.16,332.52,318.99,323.99,322.16,332.45,341.77,357.15,364.40,365.24,467.74,420.17,367.59,366.78,355.86,352.90,350.31,338.75,360.36,348.56,359.85,356.35,352.83,335.77,330.20,336.54,347.52,351.13,355.03,364.33,350.00,343.03,339.88,353.75,377.26,386.80,403.25,423.12,423.47,389.30,404.75,530.78,505.25,,,526.87,388.42,391.17,400.34,398.60,399.00,405.33,417.37,413.20,420.86,422.71,423.71,440.69,436.26,441.02,446.81,451.17,448.89,456.59,444.40,454.94,450.92,444.48,447.63,444.45,446.73,457.89,446.75,456.33,452.10,449.04,447.39,445.76,439.10,427.44,433.53,419.28,405.40,296.69,246.09,218.97,197.02
1999-10-13 22:06:24.714000,L7,361.66,401.11,400.23,404.68,416.47,395.67,377.31,371.22,377.51,366.60,368.00,377.78,364.54,370.05,362.91,355.04,345.26,343.84,342.54,352.49,341.77,342.04,348.18,359.59,370.19,351.70,329.33,375.84,376.26,365.40,363.52,353.44,352.44,349.31,342.93,347.54,353.78,354.98,349.77,341.72,340.58,345.34,345.61,350.51,356.37,358.78,359.53,367.27,372.51,381.01,387.92,397.64,406.71,424.28,416.23,386.73,399.01,402.70,402.21,397.33,396.76,393.89,388.82,403.41,407.41,407.55,413.71,423.14,424.23,427.12,429.08,431.57,541.43,504.47,514.61,517.25,520.44,539.52,536.60,451.74,453.63,454.56,449.17,438.77,437.03,438.52,443.21,444.32,440.27,443.54,439.50,436.10,430.49,431.80,425.08,419.69,413.03,407.27,410.51,402.73,393.50,395.91,382.46
1999-11-21 22:12:24.026000,L7,302.90,304.01,346.39,343.07,331.58,324.98,311.60,311.27,293.05,290.73,302.52,299.94,284.92,297.44,306.16,299.72,304.12,301.41,298.49,300.27,308.55,312.36,318.70,330.09,336.98,326.49,311.13,341.22,334.50,335.04,342.80,345.65,339.38,317.70,352.22,323.52,321.77,328.36,374.75,324.94,325.88,337.75,328.48,328.76,365.04,331.99,338.54,354.63,354.10,349.43,399.76,424.99,470.00,492.37,487.34,471.78,376.75,377.69,370.85,374.90,376.09,443.19,407.81,434.73,461.55,473.31,408.46,400.63,434.51,475.59,500.62,404.08,403.15,406.08,483.29,500.27,515.81,491.40,476.69,487.57,491.07,491.63,540.03,513.42,525.38,445.02,467.42,454.33,457.28,483.09,472.22,478.64,493.15,463.65,462.78,455.87,421.88,423.29,416.14,404.68,432.99,349.73,319.96
1999-12-07 22:12:29.825000,L7,316.32,370.28,392.03,432.08,393.00,399.78,352.24,346.60,333.91,335.64,339.61,325.15,241.04,243.82,272.57,270.38,293.21,427.64,283.37,252.49,255.26,266.80,264.29,284.03,394.04,304.34,235.66,379.97,449.28,467.09,547.47,,,,,532.31,368.84,280.52,,,,,,398.05,398.36,408.93,,347.28,477.57,493.36,526.11,408.05,486.76,,541.82,514.45,508.00,492.36,461.09,458.47,441.33,467.94,482.15,502.62,437.44,437.99,485.18,504.47,514.27,483.25,520.90,,,,,,,,,,,,535.35,496.19,532.92,490.74,,,,,,,,,,,,,,493.60,542.56,439.19,489.40
2000-02-25 22:12:13.451000,L7,311.65,365.81,369.29,368.43,390.26,379.78,402.72,446.47,424.33,390.05,493.63,505.08,452.95,392.05,358.03,305.20,307.52,315.61,305.72,321.44,316.34,334.08,347.40,505.40,419.25,419.60,523.71,369.09,456.09,453.25,389.43,359.75,342.57,343.68,318.82,315.02,343.81,335.13,356.30,358.20,360.62,358.63,360.98,359.34,368.58,363.55,381.43,374.92,388.02,386.08,386.34,408.43,398.96,409.18,399.23,372.07,414.04,398.94,412.17,402.65,376.92,374.68,380.59,381.66,388.12,394.37,404.45,407.40,401.17,404.83,419.34,431.76,412.67,424.91,435.41,459.76,443.92,455.76,436.71,439.89,445.81,444.93,471.24,521.70,540.32,488.70,432.18,429.90,436.11,440.91,445.15,426.86,429.96,425.22,457.43,419.35,415.84,404.39,385.19,377.34,363.05,351.91,339.68
2000-03-21 22:06:01.097000,L7,311.30,314.69,307.36,343.84,341.36,387.98,359.57,316.99,303.29,291.82,290.39,290.56,284.51,294.20,305.61,298.92,306.31,303.81,316.70,325.09,326.36,333.51,342.38,350.15,350.49,336.29,289.50,350.47,350.93,341.19,341.66,339.19,334.29,325.64,324.20,319.72,331.49,327.91,334.36,335.84,335.56,335.44,335.61,335.83,338.49,346.02,346.73,348.96,353.24,363.76,368.22,380.38,389.47,401.83,394.15,362.75,383.12,379.21,376.67,375.24,376.76,374.90,379.50,383.40,399.22,398.13,399.04,392.40,393.27,402.12,406.01,407.16,404.19,407.21,404.14,407.38,409.41,411.79,415.18,419.55,418.58,419.60,419.84,417.02,415.35,417.78,420.79,423.83,419.11,426.44,418.36,417.75,412.22,408.81,404.65,402.23,505.28,517.47,509.67,502.81,511.12,519.41,499.17
2000-05-15 22:11:42.302000,L7,316.01,321.76,308.26,330.86,327.71,333.27,318.06,308.75,297.78,293.16,293.24,292.33,289.57,301.23,309.76,308.82,366.10,386.27,415.31,429.44,204.93,420.67,506.24,502.34,472.93,343.36,287.40,350.32,344.86,342.52,341.37,335.75,328.92,323.28,320.23,325.38,322.23,333.55,330.72,332.36,327.66,330.96,331.41,330.68,337.77,337.51,363.14,354.52,381.12,402.48,366.60,403.65,470.99,433.12,285.95,227.66,255.92,336.36,293.49,283.87,318.58,,,,407.82,293.94,393.73,542.90,532.28,553.10,418.27,408.36,486.61,486.18,495.81,515.70,439.14,428.49,515.55,529.25,543.06,506.29,449.80,453.71,461.27,478.81,517.30,465.19,495.86,430.92,428.15,429.58,435.29,427.84,412.58,405.43,400.32,398.10,375.80,369.93,355.89,332.23,305.61
2000-05-24 22:05:22.488000,L7,477.98,484.89,513.95,515.99,506.70,482.64,472.54,460.23,441.71,445.90,425.31,426.60,436.33,448.48,442.23,454.77,422.24,411.16,416.15,411.95,408.05,417.49,424.38,448.97,434.25,424.51,447.88,452.33,437.45,417.72,414.64,402.08,407.57,385.33,393.19,386.08,385.04,392.64,375.15,393.40,393.36,386.76,386.44,399.43,395.33,396.41,393.32,418.32,407.22,410.15,425.73,425.59,432.06,446.32,445.07,424.40,445.24,433.51,435.31,437.92,442.37,424.25,420.62,440.43,435.27,446.95,444.17,451.46,448.24,458.24,461.20,467.22,467.73,463.42,465.70,459.47,469.88,472.53,480.52,481.54,473.18,472.86,468.14,471.39,477.56,478.87,475.88,482.82,500.99,481.38,479.65,486.86,480.54,479.03,486.92,479.11,475.38,452.37,458.37,454.28,454.45,452.80,443.28
