dates,satname,nzd0277-0000,nzd0277-0001,nzd0277-0002,nzd0277-0003,nzd0277-0004,nzd0277-0005,nzd0277-0006,nzd0277-0007,nzd0277-0008,nzd0277-0009,nzd0277-0010,nzd0277-0011,nzd0277-0012,nzd0277-0013,nzd0277-0014,nzd0277-0015,nzd0277-0016,nzd0277-0017,nzd0277-0018,nzd0277-0019,nzd0277-0020,nzd0277-0021,nzd0277-0022,nzd0277-0023,nzd0277-0024,nzd0277-0025,nzd0277-0026,nzd0277-0027,nzd0277-0028,nzd0277-0029,nzd0277-0030,nzd0277-0031,nzd0277-0032,nzd0277-0033,nzd0277-0034,nzd0277-0035,nzd0277-0036,nzd0277-0037,nzd0277-0038,nzd0277-0039,nzd0277-0040,nzd0277-0041,nzd0277-0042,nzd0277-0043,nzd0277-0044,nzd0277-0045,nzd0277-0046,nzd0277-0047,nzd0277-0048,nzd0277-0049,nzd0277-0050
1999-07-09 22:05:23.958000,L7,270.82,260.38,282.86,287.72,281.71,295.93,304.71,302.42,305.15,303.76,265.70,262.22,259.36,259.34,280.03,281.71,270.06,258.83,244.89,226.67,227.05,220.18,202.05,197.63,192.41,289.81,233.60,234.34,270.42,276.55,200.88,202.02,228.71,238.59,300.89,295.38,278.93,216.10,214.63,231.94,263.51,206.41,182.06,191.43,187.63,,,,,,
1999-07-25 22:05:27.218000,L7,308.71,174.63,266.99,292.82,471.00,543.65,333.98,340.12,301.70,294.23,261.30,268.04,262.48,262.52,292.97,296.89,186.51,283.58,227.04,217.12,215.38,207.70,,,,,,,,187.88,186.89,223.93,231.16,193.73,213.56,,,,,,,,,,,,,,,,
1999-08-26 22:05:32.883000,L7,355.94,337.57,334.93,341.13,346.28,343.17,363.45,362.28,374.85,373.96,351.16,384.72,357.78,314.93,342.17,334.16,330.56,323.23,293.31,279.81,267.78,265.91,265.30,279.21,239.32,264.36,238.16,270.08,275.66,259.22,265.67,316.28,335.95,249.49,256.84,282.08,280.06,271.04,238.06,294.32,281.64,231.46,204.51,208.14,255.95,,,,,,
1999-12-09 21:59:21.619000,L7,238.99,219.89,207.01,199.43,203.30,218.46,247.04,266.15,248.76,260.72,224.96,228.63,220.15,228.35,242.57,246.44,246.72,243.95,241.56,228.18,232.65,230.11,226.70,235.22,234.35,215.88,214.84,238.97,251.71,276.64,264.40,276.37,303.79,287.10,280.23,305.95,302.47,284.39,331.07,307.88,308.62,295.37,273.90,262.14,263.07,248.73,236.48,244.49,254.18,274.34,297.76
1999-12-25 21:59:16.152000,L7,233.09,225.65,212.69,207.37,224.59,229.35,250.04,262.27,258.24,284.43,229.20,232.82,225.14,246.38,267.66,283.87,302.90,281.38,285.31,260.80,250.12,243.86,264.27,256.96,302.69,295.72,230.77,255.49,262.48,269.36,284.10,295.45,295.54,279.85,273.86,300.16,294.71,299.00,308.24,315.99,313.65,304.66,307.57,281.09,272.76,267.58,253.95,256.08,286.08,290.92,305.45
2000-01-10 21:59:16.407000,L7,258.11,230.51,220.59,216.82,221.01,232.70,247.66,269.15,262.55,266.94,247.13,248.84,273.43,258.36,266.75,283.16,322.69,276.77,260.50,244.93,251.33,253.24,238.20,246.36,247.23,253.64,253.47,255.04,263.68,296.62,296.33,295.40,329.31,315.36,317.76,320.57,325.95,321.15,307.52,318.39,313.64,324.06,325.86,309.90,318.74,331.99,318.95,287.19,286.01,291.89,327.83
2000-01-26 21:59:14.283000,L7,274.56,245.10,229.94,237.08,240.16,255.93,293.98,298.30,329.70,338.74,265.76,300.36,334.23,380.29,378.25,377.03,385.43,372.62,389.30,343.14,383.02,277.64,405.58,332.79,365.57,351.11,335.58,286.98,327.61,360.66,331.37,384.78,424.21,397.31,386.48,374.17,337.02,332.06,341.87,348.77,328.81,336.29,325.04,333.17,353.74,329.44,296.36,274.53,276.41,291.56,345.07
2000-02-27 21:59:04.477000,L7,242.65,228.83,226.84,227.95,222.17,253.96,279.20,327.63,303.05,353.03,349.31,358.95,366.48,373.57,424.27,378.18,400.53,410.52,407.33,417.49,431.12,436.90,437.80,348.21,415.93,373.64,321.68,328.46,344.01,477.15,505.29,436.31,493.48,471.35,476.07,458.85,464.88,461.60,461.99,480.29,502.31,430.66,439.33,408.91,378.81,393.97,388.35,368.01,358.65,379.59,529.51
2000-03-14 21:58:59.247000,L7,214.78,205.56,242.97,287.76,202.08,215.51,253.76,269.86,302.43,334.64,393.38,550.79,539.13,485.96,335.36,502.68,446.46,386.61,412.17,441.32,457.23,213.28,213.10,204.19,207.12,200.21,199.04,208.17,215.31,244.81,239.39,376.57,348.12,293.90,375.71,397.42,393.62,392.22,448.24,438.70,414.39,412.59,351.17,431.81,,,463.28,424.96,450.56,,
2000-03-21 22:05:13.167000,L7,,,,,,,,265.21,258.90,350.58,313.63,359.21,410.23,485.84,533.15,,,,,,315.95,381.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
