dates,satname,nzd0479-0000,nzd0479-0001,nzd0479-0005,nzd0479-0006,nzd0479-0007,nzd0479-0008,nzd0479-0009,nzd0479-0010,nzd0479-0011,nzd0479-0012,nzd0479-0013,nzd0479-0014,nzd0479-0015,nzd0479-0016,nzd0479-0017,nzd0479-0018,nzd0479-0019,nzd0479-0020,nzd0479-0021,nzd0479-0022,nzd0479-0023,nzd0479-0024,nzd0479-0025,nzd0479-0026,nzd0479-0027,nzd0479-0028,nzd0479-0029,nzd0479-0030,nzd0479-0031,nzd0479-0032,nzd0479-0033,nzd0479-0034,nzd0479-0035,nzd0479-0036,nzd0479-0037,nzd0479-0038,nzd0479-0039,nzd0479-0040,nzd0479-0041,nzd0479-0042,nzd0479-0043,nzd0479-0044,nzd0479-0045,nzd0479-0046,nzd0479-0047,nzd0479-0048,nzd0479-0049,nzd0479-0050,nzd0479-0051,nzd0479-0052,nzd0479-0053,nzd0479-0054,nzd0479-0055,nzd0479-0056,nzd0479-0057,nzd0479-0060,nzd0479-0061,nzd0479-0062,nzd0479-0002,nzd0479-0003,nzd0479-0004,nzd0479-0058,nzd0479-0059
1999-08-26 22:07:08.722000,L7,,,305.83,302.59,298.68,303.30,308.11,298.63,301.25,297.32,285.56,290.60,304.16,313.53,310.28,309.92,,285.31,314.22,301.16,301.66,298.16,293.39,294.09,,259.00,319.00,326.12,320.97,303.84,307.90,306.02,308.03,304.79,,286.66,319.28,306.58,281.22,325.21,334.52,335.66,339.16,342.03,344.73,344.64,342.49,322.89,344.70,345.24,346.05,189.28,217.36,216.95,189.30,327.48,360.01,364.93,,,,,
1999-08-26 22:07:32.686000,L7,306.68,275.17,319.92,319.79,316.23,317.63,320.44,315.67,324.72,314.21,317.00,312.68,316.19,329.30,324.26,325.77,307.35,327.30,327.50,323.52,315.95,309.65,302.15,301.32,301.23,272.90,325.71,341.69,332.96,319.90,329.26,326.79,333.50,319.24,318.71,337.16,331.64,319.91,318.24,344.35,350.24,356.42,346.64,348.55,354.04,353.25,353.87,355.31,367.69,418.25,357.52,360.03,344.77,318.55,287.97,336.82,371.00,392.60,,,,,
1999-10-13 22:07:12.582000,L7,406.90,417.89,336.96,291.55,253.50,256.26,274.42,245.82,238.93,242.10,231.10,214.72,394.01,406.43,404.68,412.87,400.07,376.68,379.27,409.62,400.62,382.79,365.51,341.75,369.05,370.78,380.07,389.23,383.87,388.29,406.56,396.27,524.14,361.61,401.45,,,,,,,,,482.06,483.97,508.96,424.86,203.26,,,,434.82,411.49,464.02,511.40,346.22,370.84,371.18,421.12,413.82,397.71,456.85,310.31
1999-11-30 22:06:59.059000,L7,323.36,308.61,325.21,321.47,325.13,319.29,312.56,318.34,331.13,327.83,325.66,315.61,320.11,314.61,324.03,325.85,314.43,319.14,320.26,316.92,319.71,310.81,302.42,303.75,304.68,267.19,313.78,310.89,322.51,317.43,312.56,317.49,314.69,306.96,305.06,312.39,331.18,337.50,353.19,355.75,320.26,321.30,353.56,347.35,342.90,335.48,337.80,333.14,265.16,211.33,233.20,166.90,147.92,,,324.63,361.32,368.55,318.28,318.17,320.68,,
1999-12-16 22:07:09.748000,L7,318.85,312.49,331.77,333.62,319.95,316.62,336.35,335.51,340.65,325.15,333.25,315.06,318.33,316.68,334.61,316.99,319.45,311.28,314.98,317.29,318.90,313.87,305.14,303.06,300.13,272.60,325.34,310.93,331.44,315.37,307.20,314.57,335.97,322.53,314.03,300.04,299.65,297.78,235.33,248.16,237.15,252.44,287.20,351.50,357.73,318.52,345.73,346.20,315.25,313.41,299.83,319.60,297.09,280.33,255.59,334.70,299.42,376.83,316.32,311.93,315.02,,
1999-12-16 22:07:33.708000,L7,320.30,311.76,331.63,331.90,320.62,317.90,336.98,336.93,339.14,325.01,335.03,317.25,328.63,335.51,334.61,316.81,319.94,309.18,314.89,317.16,318.17,311.85,306.57,298.34,299.90,273.45,323.88,311.38,330.17,313.59,306.94,406.15,403.89,370.57,377.03,375.88,369.50,298.29,232.84,226.35,235.68,245.98,250.64,352.89,358.55,319.11,346.94,347.91,334.15,318.10,309.27,323.36,317.65,280.19,256.05,334.25,299.10,376.95,319.87,313.88,326.60,,
2000-03-21 22:06:49.022000,L7,359.56,357.86,367.63,356.58,354.39,349.53,361.40,363.92,440.05,416.11,506.99,305.71,286.50,354.08,323.06,391.72,372.24,359.35,340.85,348.20,343.02,336.53,334.59,334.87,337.74,333.97,351.88,356.31,352.41,357.74,350.85,347.35,351.67,350.42,347.95,346.00,342.73,341.96,338.62,454.22,442.78,469.21,364.64,371.18,379.82,367.48,328.06,325.86,405.45,368.55,292.75,372.62,456.63,,473.63,439.48,432.87,504.36,356.82,350.06,358.89,495.25,437.14
2000-05-08 22:06:20.956000,L7,341.22,356.42,357.37,353.72,351.71,349.26,349.99,343.42,355.08,351.01,352.14,349.14,345.77,416.07,428.57,361.66,397.93,334.97,339.55,342.55,332.07,331.27,326.41,378.35,336.95,255.84,344.67,364.95,339.24,353.67,367.57,376.24,361.73,362.50,341.30,350.69,346.47,348.12,339.07,358.40,360.66,364.01,353.03,362.12,361.50,360.87,361.93,357.70,345.57,,,,,,,347.75,368.32,369.52,356.37,341.59,359.84,,
2000-05-08 22:06:44.900000,L7,341.44,350.56,355.36,353.38,348.86,348.51,347.48,341.48,354.84,348.60,352.08,348.23,344.52,414.99,424.45,389.03,341.50,335.10,339.26,341.43,331.66,328.21,324.65,378.08,269.48,254.17,341.56,371.28,337.75,353.07,391.88,398.33,396.67,387.82,340.54,354.13,346.37,347.07,336.71,357.05,358.96,363.24,352.33,360.80,359.71,360.31,360.39,355.72,344.93,,,,,,,346.71,365.56,368.74,357.66,342.55,358.12,,
2000-05-31 22:12:18.480000,L7,,413.62,309.31,304.78,300.48,302.73,302.44,300.90,312.90,299.68,304.01,312.06,300.53,320.51,500.48,484.57,494.31,502.42,507.39,455.48,275.91,178.66,188.78,295.25,,220.99,278.81,305.98,,295.39,293.02,292.14,217.67,291.56,,273.05,296.54,269.75,262.67,277.08,263.49,296.28,319.23,301.14,318.37,314.47,300.75,294.59,,,,,,,,399.82,372.36,357.53,433.42,430.39,388.04,435.68,416.95
