dates,satname,nzd0137-0000,nzd0137-0001,nzd0137-0002,nzd0137-0003,nzd0137-0004,nzd0137-0005,nzd0137-0006,nzd0137-0007,nzd0137-0008,nzd0137-0009,nzd0137-0010,nzd0137-0011,nzd0137-0012
1999-08-26 22:04:44.971000,L7,232.36,267.98,297.32,296.17,341.88,337.22,331.57,369.52,383.61,353.30,358.28,375.27,353.31
1999-09-27 22:04:48.949000,L7,229.42,249.82,290.26,227.34,344.13,343.50,360.93,369.98,379.28,383.63,385.49,179.88,238.09
1999-10-22 21:58:28.758000,L7,,361.50,362.59,354.24,366.18,375.70,273.59,219.52,389.99,401.59,424.47,409.56,392.88
1999-11-14 22:04:42.286000,L7,240.75,318.65,320.61,328.72,333.07,297.71,,,,210.06,324.97,336.34,320.76
1999-12-25 21:58:52.197000,L7,232.28,253.75,297.96,282.83,332.95,343.13,344.86,368.98,374.14,377.17,380.78,379.22,366.79
2000-01-01 22:04:37.439000,L7,238.92,271.89,297.15,287.94,350.15,324.68,329.04,314.97,299.60,383.98,366.65,336.50,321.72
2000-01-10 21:58:52.465000,L7,244.75,279.82,289.68,282.01,363.91,371.40,336.85,405.60,397.43,406.94,255.23,198.34,228.36
2000-02-11 21:58:22.025000,L7,227.99,264.42,294.21,295.91,330.96,324.88,302.78,277.44,353.34,380.67,384.77,382.84,379.98
2000-02-18 22:04:29.218000,L7,235.05,267.85,286.89,242.74,174.33,281.55,347.60,350.34,372.60,421.15,446.67,412.32,401.49
2000-03-30 21:58:09.573000,L7,232.32,263.52,297.11,294.93,328.51,330.94,335.47,364.74,370.94,375.01,194.76,177.68,352.61
2000-03-30 21:58:33.541000,L7,231.57,263.19,295.09,281.24,327.90,330.02,335.05,363.40,346.89,375.04,193.35,180.34,217.78
2000-05-17 21:58:07.485000,L7,245.32,269.57,295.53,315.51,338.63,342.88,355.56,371.36,381.82,382.92,390.82,384.96,385.67
2000-05-24 22:03:46.662000,L7,226.05,246.35,288.21,252.23,330.82,336.10,307.27,250.26,266.95,333.10,212.09,184.08,226.56
2000-07-11 22:03:17.779000,L7,481.50,367.42,390.42,375.93,393.04,522.19,514.19,521.22,536.95,496.37,502.68,498.87,487.59
2000-08-12 22:02:54.094000,L7,219.95,244.90,290.12,308.56,332.49,326.27,294.53,255.08,351.90,353.34,338.26,316.11,350.56
2000-09-06 21:56:22.949000,L7,514.55,519.19,523.36,,,297.68,279.35,250.41,,363.91,388.50,368.42,383.59
2000-09-22 21:56:05.544000,L7,,,,,,228.83,232.45,323.69,302.15,223.23,331.74,335.45,311.44
2000-09-22 21:56:29.431000,L7,,,,,,229.72,330.96,366.07,365.57,349.21,338.67,225.04,238.35
2000-10-15 22:01:56.204000,L7,363.45,228.78,294.23,330.90,337.01,342.44,333.72,297.91,354.21,372.51,376.23,366.95,371.43
2001-01-03 22:02:12.432000,L7,232.17,254.22,290.48,314.84,326.64,326.81,325.01,367.96,368.40,372.13,329.51,328.86,315.86
2001-02-04 22:02:14.384000,L7,516.58,312.27,319.11,341.85,364.83,387.75,428.41,399.64,395.09,419.24,419.76,444.13,422.23
2001-02-13 21:56:03.778000,L7,231.39,261.40,300.15,329.62,339.81,338.41,340.62,367.55,373.40,370.13,371.23,367.58,362.75
2001-03-01 21:55:57.624000,L7,236.61,251.82,280.68,282.34,330.71,328.45,290.63,251.66,340.30,294.37,330.50,335.03,282.96
2001-03-01 21:56:21.596000,L7,235.55,252.47,278.16,278.82,329.91,327.30,288.91,248.36,339.72,369.27,196.19,334.31,279.08
2001-03-24 22:01:59.719000,L7,237.18,262.59,293.63,281.56,333.83,335.23,356.46,359.62,376.65,325.69,391.83,362.66,349.87
2001-08-08 21:55:01.113000,L7,228.19,253.36,293.60,285.61,263.00,325.18,348.53,369.24,379.45,378.60,389.88,384.64,377.61
2001-08-15 22:00:38.680000,L7,,234.45,281.63,329.29,337.42,321.17,351.94,371.75,366.98,,269.63,337.83,376.61
2001-08-24 21:54:24.664000,L7,231.36,253.08,307.03,314.56,334.19,325.56,349.00,368.46,375.36,379.03,385.05,368.11,374.43
2001-08-24 21:54:48.593000,L7,,,,,306.62,299.26,308.48,343.63,347.69,350.42,315.69,328.23,355.00
2001-09-09 21:54:12.928000,L7,228.59,263.22,287.23,284.27,242.09,333.91,342.29,361.51,381.54,378.11,387.58,339.93,378.92
2001-09-09 21:54:36.880000,L7,215.22,240.04,273.58,251.16,325.30,323.79,320.68,347.64,350.34,368.03,373.82,369.19,364.22
2001-09-25 21:54:04.740000,L7,240.41,262.48,290.39,275.00,336.74,338.94,345.02,366.67,370.87,382.17,374.33,381.17,383.02
2001-09-25 21:54:28.694000,L7,243.13,263.54,292.14,275.49,273.45,339.55,348.48,368.72,374.33,384.07,389.55,382.13,390.25
2001-10-02 22:00:04.650000,L7,231.24,263.22,294.72,285.17,295.91,341.51,349.07,373.05,383.00,381.03,364.37,359.60,352.04
2001-10-11 21:53:46.024000,L7,235.48,255.45,289.90,280.37,340.97,345.21,338.97,367.61,376.84,377.23,384.78,372.01,354.66
2001-10-11 21:54:09.862000,L7,239.28,262.59,291.88,334.97,343.86,348.20,344.55,369.70,380.48,382.37,385.47,380.30,373.99
2001-11-03 22:00:10.954000,L7,231.72,244.44,281.48,250.50,332.61,330.33,337.31,363.48,363.09,369.93,354.74,345.43,348.45
2002-01-22 22:00:40.906000,L7,241.60,262.53,288.33,271.18,324.88,326.02,288.39,368.81,374.64,321.99,216.48,294.23,375.81
2002-02-16 21:54:54.191000,L7,237.63,245.82,279.53,260.94,286.31,329.80,310.15,305.57,251.04,338.78,348.04,345.80,338.22
2002-02-23 22:00:43.620000,L7,230.64,259.43,293.09,279.00,324.30,328.51,324.79,316.79,302.78,373.00,328.12,324.44,311.34
2002-03-27 22:00:37.575000,L7,,,298.30,333.31,340.75,340.84,347.77,309.86,300.85,374.08,331.68,365.14,
2002-04-12 22:00:37.812000,L7,234.14,244.07,269.62,254.26,173.37,161.89,339.42,361.71,370.61,372.94,336.45,340.34,364.68
2002-04-28 22:00:38.357000,L7,221.69,235.22,268.53,237.04,326.57,324.92,334.11,335.05,264.71,258.45,163.30,346.44,313.99
2002-05-23 21:54:18.991000,L7,229.37,242.48,290.24,251.82,331.92,328.61,323.55,314.72,306.07,292.35,333.05,167.37,219.38
2002-06-15 22:00:19.658000,L7,234.89,320.41,294.21,311.83,335.64,328.21,348.43,371.41,383.33,382.84,397.20,378.08,379.63
2002-06-24 21:54:04.370000,L7,,,263.66,262.48,326.73,319.47,329.43,,351.06,348.36,331.57,329.96,
2002-06-24 21:54:28.353000,L7,312.22,,279.35,281.46,238.94,226.18,272.89,293.74,359.56,370.11,335.50,344.47,361.11
2002-07-17 22:00:08.747000,L7,219.56,231.94,246.69,,325.12,316.52,287.65,199.27,358.36,353.41,338.35,331.19,303.50
2002-08-18 21:59:57.690000,L7,235.56,243.20,293.88,230.18,282.08,190.84,301.08,318.16,298.03,359.38,350.80,340.71,363.62
2002-08-27 21:53:36.267000,L7,237.77,267.92,303.78,281.71,231.22,344.68,360.50,368.79,382.04,383.53,357.80,354.74,346.50
2002-08-27 21:54:00.253000,L7,216.56,245.13,275.83,299.29,320.30,320.69,338.16,349.26,359.75,357.56,371.82,367.03,365.15
2002-09-19 21:59:35.083000,L7,209.63,233.41,252.67,312.87,332.48,323.36,329.11,312.52,358.45,354.30,346.44,347.32,324.45
2002-10-14 21:53:19.813000,L7,244.63,245.39,298.79,271.71,339.73,335.87,341.72,370.28,376.90,381.55,367.48,367.81,353.21
2002-10-14 21:53:43.769000,L7,246.37,246.60,298.97,318.54,340.36,335.90,342.16,370.40,377.37,381.67,387.77,383.38,390.81
2002-11-06 21:59:41.879000,L7,227.29,240.08,309.66,251.44,329.12,327.72,335.49,312.45,368.70,367.38,366.78,363.65,389.52
2002-12-01 21:53:52.985000,L7,241.00,263.61,297.42,292.20,337.11,200.88,317.94,371.31,232.22,232.32,330.60,334.29,
2002-12-01 21:54:16.937000,L7,344.90,380.04,358.49,344.77,353.25,176.12,254.19,284.00,390.59,392.76,396.16,403.13,393.49
2002-12-24 22:00:09.147000,L7,263.12,347.98,344.12,338.30,345.38,351.45,354.38,373.91,380.99,383.26,387.15,381.90,371.95
2003-01-18 21:54:06.301000,L7,245.54,263.77,293.08,273.31,335.63,329.71,302.09,198.29,231.52,223.58,212.72,288.47,242.89
2003-01-18 21:54:30.278000,L7,247.55,263.07,296.27,279.05,333.87,329.11,330.63,369.04,374.88,281.69,210.21,229.15,239.69
2003-01-25 22:00:18.779000,L7,248.99,265.81,295.91,294.70,337.65,330.03,208.40,162.78,380.64,327.00,332.65,335.65,374.57
2003-03-23 21:54:16.760000,L7,235.20,251.32,285.27,257.05,299.42,326.14,228.13,260.54,265.23,318.87,326.88,327.16,368.27
2003-03-23 21:54:40.711000,L7,238.90,259.58,293.16,299.30,335.10,330.59,334.61,367.48,373.03,382.87,386.66,380.76,372.72
2003-03-30 22:00:31.029000,L7,227.24,284.76,321.07,328.97,346.93,326.55,292.89,210.94,,337.65,388.96,,313.92
2003-05-10 21:54:22.508000,L7,227.80,242.25,269.60,207.18,329.73,327.29,335.22,315.17,261.79,294.43,165.00,329.40,290.81
2003-07-21 21:42:09.884000,L5,223.88,241.15,262.19,,332.98,317.47,293.89,,365.42,362.34,353.81,346.19,334.81
2003-07-21 21:42:33.857000,L5,222.70,240.31,263.48,,332.95,317.47,293.89,,363.55,361.48,353.92,346.19,335.36
2003-08-06 21:42:27.230000,L5,217.88,243.29,254.49,306.01,259.80,323.99,304.12,,360.28,369.88,349.81,281.08,331.55
2003-08-13 21:48:45.123000,L5,221.69,243.01,322.48,316.92,343.60,328.35,305.10,,353.92,355.54,351.01,345.48,330.40
2003-09-07 21:43:00.591000,L5,229.07,253.70,321.00,318.24,344.42,329.05,308.20,366.48,361.62,371.56,356.71,357.32,341.77
2003-09-30 21:49:30.432000,L5,221.67,245.23,309.88,321.56,344.70,335.86,316.62,341.59,267.95,253.56,218.26,276.07,334.69
2003-10-25 21:43:40.253000,L5,221.43,240.41,285.46,306.01,332.32,331.34,293.31,363.96,357.19,365.03,347.15,349.45,319.46
2003-10-25 21:44:04.226000,L5,,,,,,341.02,312.90,335.90,266.88,372.09,353.64,353.01,332.77
2003-11-17 21:50:09.452000,L5,247.39,273.29,327.40,323.35,344.68,333.02,296.72,353.74,246.00,357.02,341.54,353.06,348.39
2003-12-12 21:44:10.398000,L5,226.85,261.04,296.31,276.32,328.81,320.73,290.97,,,337.95,272.24,355.65,327.65
2004-02-14 21:44:33.705000,L5,224.70,253.55,306.93,307.39,331.02,327.50,307.10,,337.68,359.10,350.71,349.15,317.18
2004-03-01 21:44:38.581000,L5,,266.57,256.19,241.71,240.73,319.59,399.58,419.82,465.63,463.31,392.69,380.07,364.71
2004-04-02 21:44:54.996000,L5,203.62,181.17,270.98,303.30,329.93,329.77,298.07,195.94,357.94,248.19,207.39,271.62,339.12
2004-04-02 21:45:18.969000,L5,,,259.69,296.16,326.16,326.21,293.74,185.94,199.91,364.73,355.39,349.49,333.76
2004-04-18 21:45:25.586000,L5,220.63,240.87,278.53,209.19,307.24,306.98,271.45,,335.31,356.75,347.09,347.18,330.15
2004-04-18 21:45:49.558000,L5,,,,,327.63,328.56,331.30,367.74,360.15,259.42,181.62,199.91,350.20
2004-05-04 21:45:52.076000,L5,227.11,255.69,296.44,308.18,327.47,321.29,295.01,187.43,360.61,370.88,360.97,347.70,336.20
2004-05-04 21:46:16.049000,L5,224.66,252.90,294.50,309.41,327.15,320.30,294.79,187.43,359.21,370.57,359.99,347.94,336.20
2004-05-20 21:46:20.465000,L5,226.63,248.16,310.95,251.75,329.86,323.09,291.74,352.54,355.54,359.92,356.76,346.22,334.52
2004-05-20 21:46:44.438000,L5,221.73,242.07,265.82,236.49,324.90,320.21,287.53,,352.59,356.97,354.19,342.56,331.11
2004-06-05 21:46:48.916000,L5,238.27,259.53,319.01,317.20,334.10,333.76,349.43,372.60,367.52,374.66,365.21,357.78,356.36
2004-06-05 21:47:12.889000,L5,227.56,247.34,276.88,231.36,318.79,319.02,329.11,349.86,262.62,366.27,358.73,279.61,333.71
2004-06-12 21:53:11.618000,L5,216.89,243.41,274.19,248.34,330.87,319.37,303.78,350.80,363.40,366.47,354.52,341.46,342.09
2004-07-07 21:47:45.207000,L5,226.77,249.50,277.41,197.58,256.05,324.52,329.56,363.71,366.85,364.64,357.53,347.17,346.25
2004-07-07 21:48:09.180000,L5,229.67,253.62,284.31,312.80,336.56,329.01,333.55,211.75,270.40,259.05,198.20,278.90,348.03
2004-07-23 21:48:09.192000,L5,223.55,233.96,270.55,220.67,329.87,324.67,295.47,368.74,369.25,370.90,366.02,352.17,341.50
2004-07-23 21:48:33.165000,L5,223.44,233.96,268.60,224.13,329.47,324.14,295.47,368.57,369.25,262.72,364.83,352.17,340.25
2004-07-30 21:54:28.143000,L5,229.71,256.34,309.27,317.94,333.85,331.86,338.42,365.24,364.62,377.53,367.28,356.09,350.29
2004-09-16 21:55:41.721000,L5,252.83,321.27,345.84,337.58,342.09,344.85,334.57,365.96,,,,,325.70
2004-09-25 21:49:43.196000,L5,226.20,244.67,320.10,322.00,341.73,333.41,330.45,371.61,367.76,373.92,357.46,352.43,333.46
2004-09-25 21:50:07.312000,L5,,,,,,330.19,317.38,370.29,365.50,371.43,356.53,351.25,330.15
2004-10-18 21:56:23.891000,L5,221.19,246.80,313.51,323.41,337.52,333.15,305.43,366.72,287.14,366.28,349.65,350.74,306.79
2004-11-03 21:56:42.977000,L5,224.31,250.81,322.87,327.80,340.11,339.95,331.44,365.39,368.29,243.36,182.40,278.45,307.24
2004-11-19 21:56:55.269000,L5,215.13,216.46,,,302.39,298.34,253.89,,,,354.75,351.13,310.21
2005-01-15 21:51:45.464000,L5,249.10,262.21,287.43,285.95,325.42,322.17,294.46,188.66,361.86,367.17,356.35,356.76,328.66
2005-01-15 21:52:09.437000,L5,249.63,269.47,300.24,296.72,328.94,323.96,296.39,366.40,368.23,368.60,361.62,359.66,332.62
2005-02-07 21:58:15.209000,L5,245.40,271.36,287.39,264.26,256.02,310.00,276.54,,367.45,372.02,360.55,359.97,329.10
2005-02-23 21:58:31.621000,L5,234.94,262.02,286.22,270.30,326.67,318.73,286.41,183.72,353.32,361.50,353.60,351.60,318.53
2005-03-11 21:58:44.158000,L5,242.18,259.89,316.66,315.69,329.59,327.25,293.75,366.96,367.03,370.07,354.17,353.57,326.57
2005-03-27 21:58:51.619000,L5,240.99,250.62,298.52,303.82,325.82,321.33,290.04,209.04,364.04,374.07,363.95,292.43,335.15
2005-04-12 21:58:55.193000,L5,223.75,248.50,315.89,313.90,331.80,328.51,315.12,204.48,361.09,268.59,205.76,292.56,307.78
2005-05-23 21:53:00.685000,L5,229.31,248.32,293.90,260.60,337.57,326.66,291.42,,350.70,360.75,354.53,342.12,326.31
2005-06-08 21:53:09.034000,L5,220.33,248.02,277.68,302.34,333.95,320.15,299.59,,350.12,360.50,361.73,346.46,308.35
2005-06-08 21:53:33.007000,L5,,,287.78,311.18,336.76,322.94,308.68,,363.42,366.13,364.28,350.95,318.80
2005-07-17 21:59:35.576000,L5,233.06,241.98,315.24,314.28,330.68,322.72,329.69,272.87,355.21,368.90,,,
2005-07-26 21:53:30.504000,L5,221.34,233.61,277.39,315.81,335.25,323.56,297.19,,363.93,369.92,357.19,350.75,317.48
2005-09-19 21:59:56.928000,L5,239.51,254.03,316.97,332.73,334.13,324.06,311.01,356.86,356.22,363.21,363.57,357.21,331.20
2005-11-22 22:00:23.113000,L5,250.55,270.03,322.96,323.44,342.67,316.12,295.37,341.69,352.69,358.02,340.15,358.92,326.39
2006-02-03 21:55:55.062000,L5,223.59,248.49,273.38,278.72,335.60,324.38,286.74,,,,350.07,344.12,302.66
2006-02-03 21:56:19.035000,L5,242.92,266.04,320.12,321.91,346.81,339.05,306.75,230.08,353.42,359.06,360.36,356.99,332.02
2006-04-08 21:57:12.628000,L5,242.36,272.70,327.68,325.33,347.36,337.45,305.99,370.17,367.95,360.47,355.64,348.80,314.35
2006-04-08 21:57:36.601000,L5,237.02,262.18,320.52,318.55,344.06,332.95,297.75,366.45,358.27,350.96,348.19,304.36,210.93
2006-04-15 22:03:30.798000,L5,228.65,240.76,287.61,310.55,329.10,320.33,285.31,,,342.46,346.61,320.31,303.52
2006-05-17 22:03:57.969000,L5,,,,,277.76,187.75,260.30,,,,,,
2006-06-02 22:04:12.415000,L5,227.74,233.77,,310.56,333.71,322.59,294.17,,357.27,360.16,355.05,340.62,319.79
2006-06-27 21:58:24.681000,L5,,,,,302.92,291.47,267.74,,,,,,
2006-07-04 22:04:41.660000,L5,223.44,237.37,194.22,313.22,334.26,324.52,306.11,,259.47,267.98,361.43,340.06,331.87
2006-12-11 22:06:52.177000,L5,257.22,263.81,305.81,322.25,337.17,328.98,296.32,334.85,341.88,311.82,310.42,301.43,250.32
2007-02-13 22:06:47.368000,L5,238.13,277.68,325.67,325.71,343.21,336.74,307.57,,360.06,241.82,162.33,273.48,333.69
2007-09-18 21:58:42.182000,L5,,257.70,335.26,332.49,349.43,333.84,306.23,237.73,298.15,353.39,338.81,,
2008-02-16 22:02:22.163000,L5,242.13,270.42,310.32,316.45,335.60,331.17,299.02,233.54,366.48,240.51,200.36,268.67,329.43
2008-10-29 21:55:24.451000,L5,251.59,287.26,328.24,327.74,335.26,324.25,296.80,209.39,,,258.55,353.80,334.30
2008-12-25 21:50:10.387000,L5,265.40,342.26,342.40,331.59,318.61,322.89,340.18,299.65,,,,,316.00
2009-02-02 21:57:22.411000,L5,234.01,258.49,307.24,302.86,320.47,320.52,288.11,197.22,357.61,365.23,359.43,355.84,329.34
2009-02-11 21:51:25.536000,L5,230.20,253.55,230.73,189.72,262.92,320.53,291.60,367.51,369.24,364.46,361.17,358.09,322.22
2010-02-21 22:02:44.773000,L5,236.60,247.06,261.77,302.99,328.15,326.72,300.31,213.14,364.40,375.13,367.96,359.48,334.99
2010-10-28 21:55:51.312000,L5,,,,,,,,366.59,366.20,240.32,187.62,283.05,327.55
2010-11-13 21:55:25.438000,L5,246.54,309.60,323.57,322.89,340.79,339.90,330.66,374.66,376.29,380.85,368.94,357.29,315.80
2011-01-07 22:01:44.406000,L5,241.50,261.22,316.68,318.07,336.96,329.61,291.64,162.53,356.01,361.50,201.81,354.82,327.76
2011-02-17 21:55:37.006000,L5,231.45,256.17,307.85,305.69,330.95,326.80,296.30,,366.17,373.22,354.27,356.46,324.12
2011-04-13 22:01:34.017000,L5,231.46,257.73,313.45,317.56,343.32,341.32,319.68,237.29,369.06,376.84,356.57,350.29,334.28
2011-09-04 22:00:27.603000,L5,228.45,238.32,296.69,296.75,330.24,324.71,290.84,361.54,365.66,362.15,358.37,349.87,330.20
2013-04-11 22:07:51.092000,L8,223.84,266.65,299.20,304.81,334.01,337.18,332.13,363.50,368.16,368.48,373.90,345.56,372.19
2013-04-11 22:08:15.067000,L8,212.72,240.00,294.54,294.76,328.82,317.89,321.34,320.13,306.00,238.98,268.88,338.21,203.70
2013-04-27 22:07:23.594000,L8,220.44,242.97,298.91,286.66,331.89,333.78,332.51,357.69,365.32,342.77,348.83,338.62,365.40
2013-04-27 22:07:47.557000,L8,220.93,242.61,298.78,286.12,331.49,334.37,331.74,357.33,365.25,343.42,347.22,338.59,364.80
