dates,satname,nzd0142-0000,nzd0142-0001,nzd0142-0002,nzd0142-0003,nzd0142-0004
1999-12-09 21:58:33.708000,L7,285.04,331.55,303.68,283.53,334.23
2000-02-27 21:58:16.566000,L7,,,277.20,222.11,228.35
2000-03-14 21:58:11.336000,L7,,,253.32,262.40,312.51
2000-03-30 21:58:09.573000,L7,464.56,299.18,302.21,301.53,322.99
2000-09-06 21:56:22.949000,L7,263.19,271.28,222.99,257.19,320.14
2000-09-22 21:56:05.544000,L7,261.41,307.19,178.87,,
2001-01-12 21:56:06.772000,L7,272.27,329.93,274.41,297.73,334.87
2001-05-20 21:55:29.073000,L7,472.75,480.52,442.20,,
2001-06-05 21:55:16.607000,L7,272.95,271.41,274.02,,317.10
2001-08-24 21:54:24.664000,L7,255.95,270.30,,,
2001-09-09 21:54:12.928000,L7,272.12,290.52,267.45,267.15,333.31
2001-09-25 21:54:04.740000,L7,,,245.27,247.97,309.96
2001-10-11 21:53:46.024000,L7,274.88,304.21,284.18,270.71,348.27
2002-01-31 21:54:26.647000,L7,253.88,288.39,262.51,272.84,329.97
2002-03-20 21:54:24.081000,L7,,,,182.03,263.18
2002-04-05 21:54:25.270000,L7,266.62,289.32,270.24,256.87,321.98
2002-08-27 21:53:36.267000,L7,275.42,283.31,207.79,270.94,334.33
2002-09-28 21:53:22.602000,L7,384.24,390.53,386.31,368.79,374.56
2002-10-14 21:53:19.813000,L7,251.79,281.04,262.29,268.26,320.92
2002-10-30 21:53:25.867000,L7,267.43,236.57,,,
2003-01-18 21:54:06.301000,L7,273.03,303.55,250.88,277.25,322.45
2003-04-24 21:54:22.477000,L7,261.10,333.45,315.06,179.42,
2003-05-26 21:54:19.958000,L7,,,,,264.02
2003-07-21 21:42:09.884000,L5,296.50,310.86,299.28,290.26,304.85
2003-08-06 21:42:27.230000,L5,311.77,327.88,311.45,306.23,318.79
2003-09-07 21:43:00.591000,L5,287.15,302.63,284.66,267.65,303.14
2003-10-25 21:43:40.253000,L5,299.19,314.56,299.10,297.48,313.63
2004-02-14 21:44:33.705000,L5,291.89,304.20,290.93,291.39,305.23
2004-04-02 21:44:54.996000,L5,290.03,299.66,288.99,280.92,294.44
2004-04-18 21:45:25.586000,L5,295.61,308.35,299.12,290.17,311.41
2004-05-04 21:45:52.076000,L5,292.53,302.98,292.81,287.86,305.09
2004-05-20 21:46:20.465000,L5,288.04,300.70,286.74,288.51,298.09
2004-07-23 21:48:09.192000,L5,297.73,310.67,297.28,287.36,313.14
2004-09-09 21:49:19.975000,L5,284.54,292.80,284.28,267.24,295.66
2004-09-25 21:49:43.196000,L5,308.67,324.43,309.61,305.68,324.19
2005-01-15 21:51:45.464000,L5,346.47,353.24,347.17,347.35,353.83
2005-04-21 21:52:46.920000,L5,289.12,302.63,295.12,291.42,296.51
2005-06-08 21:53:09.034000,L5,280.30,297.72,288.13,288.84,295.08
2005-11-15 21:54:02.336000,L5,291.99,305.35,289.23,275.67,302.95
2006-02-19 21:56:15.936000,L5,305.22,315.05,302.42,300.77,
2006-04-08 21:57:12.628000,L5,291.46,302.46,292.52,289.45,305.78
2006-07-13 21:58:38.362000,L5,294.80,304.44,289.28,271.64,301.41
2007-09-18 21:58:42.182000,L5,355.04,358.53,338.56,342.04,348.10
2008-12-25 21:50:10.387000,L5,323.51,336.12,319.39,318.55,331.85
2009-12-12 21:56:13.982000,L5,334.53,352.88,327.90,330.57,346.13
2010-01-13 21:56:25.416000,L5,331.79,340.32,330.39,326.25,339.53
2010-10-28 21:55:27.339000,L5,349.61,351.95,336.29,340.12,348.86
2010-12-31 21:55:32.560000,L5,280.43,297.37,288.21,273.65,302.01
2013-05-29 22:07:41.466000,L8,,,198.59,305.72,321.91
2013-06-30 22:07:36.163000,L8,296.93,318.85,309.90,307.60,324.81
2013-09-02 22:07:40.639000,L8,284.59,295.83,297.09,271.54,318.39
2013-10-20 22:07:26.886000,L8,291.58,316.95,303.59,297.32,324.12
2013-11-05 22:07:22.900000,L8,337.58,341.42,335.89,332.25,342.30
2013-11-21 22:07:13.797000,L8,283.67,287.29,291.81,266.58,319.99
2014-01-24 22:06:45.554000,L8,332.79,340.72,334.79,325.98,343.04
2014-02-09 22:06:33.299000,L8,327.96,336.46,323.01,320.13,338.82
2014-02-25 22:06:20.497000,L8,329.55,342.88,322.86,322.81,341.07
2014-03-29 22:05:52.007000,L8,355.75,356.27,350.24,333.83,345.67
2014-04-30 22:05:22.578000,L8,301.82,319.58,309.79,310.73,326.84
2014-05-16 22:05:09.831000,L8,301.86,320.88,310.31,307.27,325.66
2014-06-17 22:05:20.950000,L8,291.68,315.13,306.15,284.19,229.86
2014-08-04 22:05:38.545000,L8,286.89,311.02,299.76,290.33,320.53
2014-08-20 22:05:42.763000,L8,277.96,304.27,296.91,278.93,319.80
2014-10-07 22:05:49.968000,L8,324.57,335.92,316.13,317.79,334.77
2014-11-08 22:05:52.173000,L8,292.03,317.45,305.28,299.55,325.75
2015-02-28 22:05:24.487000,L8,324.69,340.51,325.06,326.73,340.08
