dates,satname,nzd0186-0000,nzd0186-0001,nzd0186-0002,nzd0186-0003,nzd0186-0004,nzd0186-0005,nzd0186-0006,nzd0186-0007
1999-09-29 21:52:52.243000,L7,315.97,254.36,250.76,256.34,248.08,283.59,291.35,288.91
2000-02-27 21:58:40.521000,L7,360.39,240.78,258.91,255.32,262.91,238.86,285.69,302.37
2000-03-14 21:58:35.291000,L7,230.36,,,,243.89,246.22,275.09,164.87
2000-03-30 21:58:33.541000,L7,236.50,237.53,,,241.16,245.47,278.36,174.58
2001-06-05 21:55:40.577000,L7,252.05,262.24,250.43,256.51,322.90,332.55,303.17,268.86
2001-06-21 21:55:29.297000,L7,,236.61,244.06,254.13,253.12,200.44,285.50,245.18
2001-09-09 21:54:36.880000,L7,235.81,227.79,195.44,239.75,242.00,231.61,225.28,231.40
2001-10-11 21:54:09.862000,L7,236.20,,,,,264.41,281.17,217.51
2002-01-24 21:48:42.967000,L7,333.77,323.42,258.22,262.43,252.51,292.20,294.09,298.56
2002-01-31 21:54:50.570000,L7,282.13,,,,,285.60,276.04,276.04
2002-02-25 21:48:47.943000,L7,,,,,,183.84,271.91,
2002-03-20 21:54:48.224000,L7,237.17,,,,,246.27,277.32,
2002-08-27 21:54:00.253000,L7,248.51,251.31,245.98,247.98,252.24,238.13,297.47,242.72
2002-10-14 21:53:43.769000,L7,242.66,329.81,331.97,336.13,329.83,278.42,281.64,286.85
2002-10-23 21:47:39.211000,L7,316.32,294.68,,,240.51,318.89,291.41,283.37
2003-01-18 21:54:30.278000,L7,,,,,241.61,292.53,271.64,285.44
2003-03-23 21:54:40.711000,L7,,,,,235.48,267.69,284.31,176.41
2003-05-10 21:54:46.466000,L7,239.56,,,,,,,
2003-05-26 21:54:43.917000,L7,226.75,,,,246.18,206.48,287.50,235.33
2003-07-21 21:42:33.857000,L5,256.26,214.07,211.77,246.12,286.60,306.25,257.34,306.94
2003-08-06 21:42:51.203000,L5,,217.63,198.08,216.92,220.93,221.89,224.59,303.42
2003-08-15 21:36:48.503000,L5,252.68,243.12,215.72,233.30,225.65,223.78,282.07,304.40
2003-10-18 21:37:48.406000,L5,316.12,283.14,297.77,309.12,308.21,329.86,337.57,327.94
2003-10-25 21:44:04.226000,L5,324.66,300.77,303.34,314.13,315.67,346.88,355.86,351.96
2003-11-19 21:38:14.402000,L5,295.57,270.07,288.83,300.77,307.01,328.75,338.20,326.83
2004-02-14 21:44:57.678000,L5,272.22,235.16,204.48,220.08,231.21,288.49,303.60,286.20
2004-03-01 21:45:02.553000,L5,260.12,200.89,200.46,220.91,225.42,227.03,305.39,299.62
2004-03-17 21:45:08.368000,L5,,,,,,,269.42,283.38
2004-04-02 21:45:18.969000,L5,,,186.48,223.38,211.18,211.52,331.44,324.50
2004-04-18 21:45:49.558000,L5,,,,,,,,288.97
