dates,satname,nzd0259-0000,nzd0259-0001,nzd0259-0002,nzd0259-0003,nzd0259-0004,nzd0259-0005,nzd0259-0006,nzd0259-0007,nzd0259-0008,nzd0259-0009,nzd0259-0010,nzd0259-0011,nzd0259-0012,nzd0259-0013,nzd0259-0014,nzd0259-0015,nzd0259-0016,nzd0259-0017,nzd0259-0018
2000-01-10 21:59:16.407000,L7,324.95,312.49,291.58,289.22,277.35,300.70,283.15,292.99,267.80,275.97,229.51,238.39,258.79,276.54,265.97,243.86,267.67,268.85,273.19
2000-01-26 21:59:14.283000,L7,343.24,339.63,314.07,309.85,303.57,309.13,299.67,308.67,287.32,287.18,229.55,246.96,469.05,492.38,491.31,235.62,283.04,284.58,293.04
2000-03-14 21:58:59.247000,L7,306.83,285.64,270.53,272.83,257.28,280.64,264.42,253.17,245.87,252.76,205.25,200.10,219.70,258.04,220.93,221.92,247.75,247.06,243.10
2000-03-30 21:58:57.484000,L7,,,,274.97,254.78,284.94,262.17,,,,,,,,,,,,
2000-11-09 21:56:45.337000,L7,405.93,369.64,377.01,365.63,360.78,369.94,357.86,379.46,386.33,412.84,437.91,376.72,311.85,316.57,447.13,429.72,436.99,419.09,418.11
2000-11-25 21:56:47.006000,L7,,,,271.47,264.74,252.95,231.76,219.68,,,,,,,,,,,
2001-07-07 21:55:48.139000,L7,320.78,295.70,276.63,280.18,263.11,310.09,270.32,,,,,,,,,,,259.11,229.55
2001-09-09 21:55:00.813000,L7,,,287.19,276.94,263.19,274.06,252.25,,,,,,,,,,224.19,261.35,258.58
2001-09-25 21:54:52.649000,L7,349.10,334.81,311.76,280.17,284.51,322.11,299.92,304.87,502.47,523.10,260.24,506.90,503.99,429.20,466.70,456.64,464.88,469.28,474.81
2001-10-11 21:54:33.822000,L7,,,476.21,460.08,454.43,452.60,459.61,458.03,505.24,485.45,480.15,484.89,409.82,526.26,498.93,280.32,471.32,479.04,476.11
2002-02-16 21:55:18.119000,L7,345.35,328.21,305.85,302.08,291.08,313.75,302.97,310.13,292.33,291.41,253.58,245.96,271.71,295.58,286.27,270.67,281.46,288.80,289.23
2002-03-04 21:55:22.074000,L7,,,,,,,,,242.59,232.24,199.30,212.83,246.66,270.26,185.55,220.52,243.67,,
2002-12-01 21:54:40.891000,L7,462.32,316.41,304.64,301.37,286.52,302.63,286.77,292.98,273.10,281.99,229.90,242.19,266.10,284.15,275.40,243.57,270.99,277.51,279.66
2003-07-21 21:42:57.544000,L5,,187.96,265.38,256.15,234.68,192.77,,,,,,,,,,,,241.35,207.39
2004-03-01 21:45:26.384000,L5,,,,,,,,,223.47,211.23,175.92,194.43,230.20,246.82,226.36,195.67,237.31,202.44,
2004-03-17 21:45:32.199000,L5,329.23,319.77,306.44,301.16,300.23,298.95,287.13,291.47,281.55,277.38,243.63,242.24,287.68,296.13,285.27,260.84,285.92,292.28,289.51
2004-04-02 21:45:42.656000,L5,,,,,,,,,243.60,235.46,185.27,192.10,246.60,262.91,238.25,215.07,253.01,260.62,245.99
2004-04-18 21:46:13.246000,L5,309.24,214.05,272.46,256.38,251.69,266.03,235.52,,246.18,237.23,183.88,181.45,242.82,256.62,234.22,206.66,,,
2004-05-20 21:47:08.268000,L5,313.33,275.29,282.24,266.08,261.66,279.28,254.72,,,,,,,,,,,253.83,228.86
2004-07-23 21:48:56.995000,L5,,,268.61,251.33,238.70,259.98,,,,,,,,,,,,247.23,217.47
2004-09-25 21:50:31.000000,L5,323.26,314.19,304.80,307.26,294.50,308.66,293.95,303.77,285.26,283.40,246.80,239.20,282.61,288.08,275.37,250.78,282.03,289.36,299.63
2005-01-31 21:52:45.327000,L5,329.16,316.79,305.22,282.61,300.38,299.38,286.85,285.08,272.04,262.45,231.81,251.43,272.15,287.97,274.55,251.53,279.28,283.97,292.22
2005-03-04 21:53:16.048000,L5,340.18,317.46,306.20,289.25,301.20,305.15,296.02,304.73,292.83,290.49,253.72,274.61,292.17,296.65,276.35,263.24,282.25,283.68,302.26
2005-04-21 21:53:34.581000,L5,,,,,,,,,,,,,258.62,270.95,253.02,221.87,255.15,258.60,258.82
2005-08-27 21:54:31.776000,L5,306.43,280.70,276.98,258.34,240.30,258.62,234.82,,,,170.12,186.20,231.38,255.05,220.29,194.62,174.87,252.43,234.14
2005-09-12 21:54:34.182000,L5,332.38,318.01,308.22,300.20,302.01,304.76,286.50,284.66,273.80,269.16,221.96,227.47,262.76,284.29,270.65,244.47,282.79,286.04,290.56
2005-09-28 21:54:32.218000,L5,312.97,295.64,290.43,270.70,277.81,283.30,255.00,265.06,256.93,246.29,202.78,217.36,246.27,263.04,,,,,
