dates,satname,nzd0540-0000,nzd0540-0001,nzd0540-0002,nzd0540-0003,nzd0540-0004,nzd0540-0005,nzd0540-0006,nzd0540-0007,nzd0540-0008,nzd0540-0009,nzd0540-0010,nzd0540-0011,nzd0540-0012
1999-11-05 22:13:40.966000,L7,308.55,249.56,260.67,258.62,260.19,258.66,236.73,202.63,230.56,254.82,249.12,167.59,285.94
1999-12-07 22:13:41.663000,L7,205.81,444.71,474.09,468.88,460.98,455.10,449.50,285.93,287.17,311.40,307.81,306.02,310.11
1999-12-16 22:07:33.708000,L7,173.15,220.13,209.14,197.35,221.10,218.47,214.83,192.73,207.41,177.66,,,
2000-09-20 22:11:14.930000,L7,210.05,224.75,244.60,242.90,249.76,248.11,210.43,186.03,213.61,238.91,213.26,,
2001-11-03 22:02:58.699000,L7,205.71,240.67,263.20,260.42,506.31,468.98,485.82,445.31,427.50,496.15,462.72,446.25,467.02
2002-01-29 22:09:33.112000,L7,,479.72,349.44,323.81,311.99,288.86,216.97,246.60,256.98,313.10,324.93,313.45,269.65
2002-08-09 22:08:57.725000,L7,242.76,388.08,369.56,383.70,367.64,371.11,373.75,325.11,510.46,480.78,502.74,497.42,419.28
2002-09-10 22:08:43.416000,L7,500.78,243.74,270.95,265.22,465.21,493.15,524.86,491.99,237.01,249.89,248.39,157.98,227.07
2002-11-22 22:02:45.529000,L7,425.34,508.27,490.35,509.19,358.43,351.62,228.64,326.66,299.78,287.12,285.76,279.67,305.90
2002-12-08 22:02:51.522000,L7,486.85,515.07,385.02,371.95,312.26,488.67,446.55,,,275.61,442.44,394.43,461.42
2003-08-13 21:51:32.649000,L5,194.14,221.94,261.48,253.36,257.91,247.81,224.07,195.06,232.04,251.60,246.04,,
2003-10-07 21:58:35.519000,L5,231.78,255.13,281.11,282.09,284.85,277.53,250.77,221.95,257.06,271.22,267.82,202.46,239.76
2003-11-17 21:52:57.120000,L5,480.01,285.00,295.31,302.93,318.38,314.48,293.97,290.34,296.99,308.79,301.05,296.28,304.33
2003-12-26 21:59:30.091000,L5,209.63,236.43,268.93,267.33,270.03,274.45,247.56,223.59,252.96,267.80,249.50,209.21,223.72
2004-01-20 21:53:24.777000,L5,,,223.81,246.25,244.74,231.92,216.23,189.02,215.57,239.18,241.59,143.76,216.62
2004-03-31 21:59:59.745000,L5,170.61,204.20,227.98,247.59,237.74,229.22,200.75,184.34,201.42,223.26,,,
2004-05-02 22:00:57.398000,L5,219.96,234.78,258.44,263.37,265.93,252.11,233.41,209.44,241.27,258.38,251.61,,
2004-05-18 22:01:26.569000,L5,183.78,221.74,244.89,252.13,255.89,236.89,212.93,187.78,213.01,239.93,233.21,,
2004-11-10 22:05:47.634000,L5,,136.15,245.70,258.28,255.52,234.64,209.25,173.66,206.08,,,,
2005-01-13 22:06:52.927000,L5,197.86,226.51,256.99,256.39,256.41,243.56,217.63,205.63,239.70,253.90,248.05,161.10,232.97
2005-02-14 22:07:21.106000,L5,169.98,216.59,225.28,230.20,226.25,217.31,189.28,162.66,193.68,219.23,217.81,,
2005-06-15 22:02:10.206000,L5,,192.82,249.59,245.01,243.07,225.03,197.21,176.38,207.27,236.63,225.50,,
2005-06-22 22:08:22.866000,L5,,186.48,225.48,199.93,192.31,176.76,,,,,,,
2005-08-09 22:08:46.932000,L5,237.07,273.54,294.99,292.34,293.97,271.87,239.39,210.56,250.72,266.93,258.03,227.97,249.56
2005-08-25 22:08:52.862000,L5,223.42,254.74,272.84,278.98,271.69,274.06,242.71,231.27,252.17,261.96,254.51,175.20,231.28
2005-09-10 22:08:55.708000,L5,240.37,260.98,286.37,280.56,277.55,264.48,240.12,213.67,246.24,260.36,265.54,226.77,249.01
2005-10-05 22:02:41.026000,L5,484.84,392.25,395.29,405.25,423.14,428.28,424.45,412.85,397.05,365.48,343.34,253.08,257.94
2005-11-13 22:09:08.414000,L5,203.40,242.12,260.33,,,,148.42,194.26,141.87,157.07,149.18,154.61,184.25
2006-03-14 22:05:42.635000,L5,188.55,215.41,243.18,251.54,250.50,237.89,208.91,187.95,216.41,234.74,217.60,,149.37
2006-04-15 22:06:18.610000,L5,194.84,223.72,250.47,249.49,250.46,235.87,211.18,185.44,211.96,233.07,233.03,,
2006-04-22 22:12:36.093000,L5,207.56,233.70,259.80,262.19,267.25,258.60,232.78,212.08,237.84,250.98,236.04,163.43,216.50
2006-06-25 22:13:31.961000,L5,,199.15,258.46,253.03,249.06,224.69,204.05,171.46,192.24,230.96,224.23,,
2006-07-27 22:13:58.731000,L5,158.35,198.10,221.79,212.95,201.47,216.96,,,,,,,
2006-08-05 22:07:55.109000,L5,186.73,194.31,220.70,240.26,211.81,220.09,159.90,167.67,173.46,218.78,197.66,,
2006-08-28 22:14:23.601000,L5,202.20,229.98,259.84,258.74,250.65,225.69,193.22,170.18,198.52,220.58,218.45,142.73,
2006-09-13 22:14:35.259000,L5,187.24,209.36,222.19,219.41,199.31,195.96,163.02,156.65,128.26,,,,
2006-10-08 22:08:40.914000,L5,242.28,269.25,293.35,293.32,293.77,281.48,254.34,229.97,250.51,269.04,262.63,236.23,246.42
2006-11-25 22:09:07.763000,L5,,,,,,,177.59,192.47,214.15,251.40,243.69,158.47,200.61
2007-01-03 22:15:37.058000,L5,225.77,250.78,274.84,275.32,278.41,274.45,254.45,228.25,135.46,271.46,269.48,238.46,252.19
2007-09-09 22:07:45.163000,L5,239.64,272.81,289.54,295.54,291.13,285.59,253.95,229.01,252.23,272.74,263.24,245.61,245.87
2008-11-14 21:57:52.281000,L5,502.19,257.78,283.54,285.81,285.60,276.80,249.93,237.59,261.91,283.21,271.46,253.23,251.76
2008-12-23 22:05:16.170000,L5,,338.01,344.46,350.98,353.01,357.29,347.01,312.93,302.21,301.71,301.91,306.48,311.19
2010-02-05 22:05:29.575000,L5,410.46,314.12,327.46,327.85,329.36,335.92,326.82,316.61,315.17,310.08,305.85,303.68,307.10
2010-10-26 22:10:38.745000,L5,216.78,247.81,261.99,265.42,263.46,273.69,238.97,252.95,271.16,283.93,268.95,262.44,245.29
2010-12-22 22:04:29.137000,L5,445.78,260.97,288.19,290.52,291.73,281.35,254.62,241.34,265.04,272.09,259.57,247.97,251.84
2011-03-12 22:04:31.079000,L5,491.37,262.04,276.52,280.09,287.53,277.51,251.35,232.22,262.49,274.00,270.45,245.81,253.89
2013-05-11 22:22:42.945000,L8,182.46,211.63,242.00,244.54,242.85,241.04,207.11,178.10,215.00,237.80,218.97,,
2013-06-05 22:16:38.960000,L8,,196.34,192.37,239.31,182.67,222.08,,,211.14,234.24,224.14,,
2013-07-07 22:16:35.929000,L8,,181.38,190.19,195.33,230.30,239.17,,,,,,,
2013-09-25 22:16:28.938000,L8,176.02,219.77,239.62,243.27,243.24,238.52,197.12,190.84,224.59,236.60,232.01,204.26,211.80
2013-10-02 22:22:40.460000,L8,207.23,238.29,255.31,258.51,257.19,254.31,216.09,223.07,246.82,260.15,251.76,237.86,237.80
2013-10-18 22:22:37.411000,L8,441.55,324.80,334.42,325.48,313.85,304.30,323.33,315.48,327.03,491.92,477.97,467.71,463.66
2013-11-03 22:22:32.045000,L8,217.88,248.24,264.16,267.61,265.97,258.81,224.11,231.11,249.78,261.93,255.30,241.31,252.07
2013-11-12 22:16:19.914000,L8,213.79,243.05,258.79,263.37,262.24,257.26,223.61,228.06,246.61,258.77,254.00,240.06,245.90
2013-11-19 22:22:25.407000,L8,207.54,242.67,260.78,263.14,262.90,256.65,221.29,227.96,250.95,265.28,257.82,242.62,244.71
2013-12-30 22:16:01.055000,L8,490.59,279.50,297.38,306.35,302.60,286.68,252.71,253.74,269.32,286.95,279.32,261.58,265.31
2013-12-30 22:16:25.018000,L8,491.40,278.24,292.14,304.60,297.50,286.01,252.66,252.76,267.47,285.78,278.52,260.85,264.14
2014-02-23 22:21:32.043000,L8,300.21,304.85,305.36,305.93,306.00,491.97,513.70,496.49,474.52,432.40,301.42,290.04,290.15
2014-03-11 22:21:19.920000,L8,202.01,238.48,255.29,257.70,255.75,252.23,216.42,217.11,243.48,256.14,249.02,234.41,233.54
2014-03-20 22:15:01.497000,L8,309.39,243.41,257.00,259.03,258.67,254.10,217.29,218.48,244.73,258.52,251.95,235.19,232.04
2014-03-20 22:15:25.455000,L8,183.42,221.58,241.55,244.46,244.23,239.67,200.54,196.87,223.16,238.56,232.26,207.79,211.10
2014-04-21 22:14:29.865000,L8,180.34,201.74,238.56,239.88,238.05,235.10,142.36,172.37,212.40,235.20,226.19,,
2014-04-21 22:14:53.828000,L8,181.55,205.76,239.25,241.10,239.98,236.31,190.11,182.27,216.71,235.87,227.83,,
2014-05-30 22:20:22.872000,L8,,,238.24,183.46,169.04,174.00,,,,,,,
2014-07-17 22:20:39.943000,L8,179.20,199.54,214.97,242.60,227.07,234.30,,,220.71,240.05,221.28,,
2014-08-02 22:20:46.799000,L8,321.98,273.05,268.46,276.45,269.52,266.16,251.74,239.72,256.45,266.80,262.24,249.99,256.16
2014-08-18 22:20:51.886000,L8,175.88,197.56,219.80,207.90,235.97,235.24,,,218.45,234.74,222.41,,
