dates,satname,nzd0393-0000,nzd0393-0001,nzd0393-0002,nzd0393-0003,nzd0393-0004,nzd0393-0005,nzd0393-0006,nzd0393-0007,nzd0393-0008,nzd0393-0009,nzd0393-0010,nzd0393-0011,nzd0393-0012,nzd0393-0013,nzd0393-0014,nzd0393-0015,nzd0393-0016,nzd0393-0017,nzd0393-0018,nzd0393-0019,nzd0393-0020,nzd0393-0021,nzd0393-0022,nzd0393-0023,nzd0393-0024,nzd0393-0025,nzd0393-0026,nzd0393-0027,nzd0393-0028,nzd0393-0029,nzd0393-0030,nzd0393-0031,nzd0393-0032,nzd0393-0033,nzd0393-0034,nzd0393-0035,nzd0393-0036,nzd0393-0037,nzd0393-0038,nzd0393-0039,nzd0393-0040,nzd0393-0041,nzd0393-0042,nzd0393-0043,nzd0393-0044,nzd0393-0045,nzd0393-0046,nzd0393-0047,nzd0393-0049,nzd0393-0050,nzd0393-0051,nzd0393-0052,nzd0393-0053,nzd0393-0054,nzd0393-0055,nzd0393-0056,nzd0393-0057,nzd0393-0058,nzd0393-0059,nzd0393-0060,nzd0393-0061,nzd0393-0062,nzd0393-0063,nzd0393-0064,nzd0393-0065,nzd0393-0066,nzd0393-0067,nzd0393-0068,nzd0393-0069,nzd0393-0070,nzd0393-0071,nzd0393-0072,nzd0393-0073,nzd0393-0074,nzd0393-0075,nzd0393-0076,nzd0393-0077,nzd0393-0078,nzd0393-0079,nzd0393-0080,nzd0393-0081,nzd0393-0082,nzd0393-0083,nzd0393-0084,nzd0393-0085,nzd0393-0086,nzd0393-0087,nzd0393-0088,nzd0393-0089,nzd0393-0090,nzd0393-0091,nzd0393-0092,nzd0393-0093,nzd0393-0094,nzd0393-0095,nzd0393-0096,nzd0393-0097,nzd0393-0098,nzd0393-0099,nzd0393-0100,nzd0393-0101,nzd0393-0102,nzd0393-0048
1999-09-04 22:00:09.953000,L7,254.51,255.52,259.21,257.44,252.89,250.69,270.96,277.93,290.53,292.26,295.05,285.13,251.89,256.74,286.07,299.54,315.89,328.32,330.34,330.83,320.18,305.48,295.17,298.81,308.30,290.46,279.84,272.60,275.12,275.96,268.92,282.70,288.82,286.59,295.83,285.53,299.19,295.80,294.18,301.34,284.43,276.90,273.30,254.93,275.46,296.93,271.45,144.29,315.12,322.21,327.68,337.45,345.71,338.54,334.49,333.47,333.35,307.66,296.30,298.64,304.46,304.26,304.28,319.03,322.03,323.50,325.33,310.00,322.25,329.41,335.45,338.75,339.88,342.39,349.49,345.73,352.53,355.10,354.32,354.25,353.75,350.21,356.79,353.86,357.24,350.15,361.28,352.91,350.93,342.43,349.94,343.12,351.11,356.11,353.13,345.91,350.91,364.35,380.34,385.99,404.16,420.34,
1999-09-04 22:00:33.926000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.43,205.63,203.87,204.56,233.93,223.67,214.04,,,,,,,,,,,,205.02,274.79,284.62,266.79,276.35,170.97,209.67,273.46,274.31,274.97,250.46,259.66,266.16,268.05,280.17,272.55,178.16,224.90,204.50,194.50,214.55,213.08,219.74,174.70,307.11,,290.43,290.90,261.75,301.91,324.70,301.36,358.41,,
1999-10-22 22:00:04.598000,L7,278.34,265.54,262.51,275.67,299.89,309.64,299.02,306.72,333.15,332.93,400.53,367.55,356.53,419.06,444.02,432.79,358.16,437.40,440.75,435.93,435.25,414.44,337.72,341.55,340.95,328.12,320.51,305.82,299.53,301.30,299.20,304.53,312.00,307.81,316.90,311.33,317.07,311.96,316.88,319.42,320.51,323.40,308.76,294.40,319.24,316.22,308.13,315.47,413.30,424.63,341.48,352.29,351.89,355.37,347.63,345.58,343.39,334.22,320.89,314.41,321.74,322.17,319.27,342.27,340.41,345.71,395.59,332.07,342.42,349.79,350.28,356.45,361.80,360.01,363.14,370.09,369.74,369.53,379.93,372.00,361.75,365.48,367.88,369.31,368.13,363.80,363.82,360.47,436.03,438.42,434.88,358.88,362.73,358.61,368.33,356.52,369.73,384.43,389.31,400.55,417.01,425.33,336.43
1999-10-22 22:00:28.631000,L7,284.30,270.70,268.05,280.09,303.36,310.20,304.66,312.24,340.39,337.74,400.26,383.39,357.36,421.97,445.35,440.69,363.46,437.51,442.06,438.94,435.08,415.43,341.43,342.35,345.69,332.44,329.39,310.12,303.91,304.70,301.69,306.70,317.78,311.72,322.78,316.70,318.68,314.50,317.13,321.29,330.93,325.38,312.64,301.53,320.38,326.59,313.03,332.29,392.34,425.77,342.61,356.53,352.52,357.97,348.82,346.44,347.37,340.86,329.40,316.83,325.76,324.58,321.75,340.59,345.06,349.54,422.17,334.93,344.02,351.89,353.92,358.58,365.61,364.80,365.30,373.38,371.96,370.51,388.40,374.28,366.15,370.61,368.23,369.69,369.89,367.38,365.23,361.96,437.47,439.75,434.00,359.15,364.84,361.56,371.16,363.15,375.03,386.04,391.73,399.31,416.64,421.59,341.32
1999-12-09 22:00:09.551000,L7,251.75,243.13,250.43,251.83,257.05,266.56,284.54,291.19,302.86,312.42,316.89,312.67,322.87,328.66,337.52,328.88,341.13,336.45,339.42,336.18,327.95,316.08,309.06,321.01,314.57,300.72,286.30,281.12,282.18,284.97,283.65,296.18,295.88,296.41,304.88,295.47,303.90,301.55,306.05,306.12,293.20,278.85,275.45,262.72,295.40,298.67,278.25,295.13,335.18,324.34,332.13,341.69,343.56,339.82,335.11,335.91,331.73,305.06,302.75,300.25,298.09,302.82,304.21,321.83,326.42,325.96,328.35,423.67,426.34,435.86,418.42,342.81,341.20,345.85,345.13,349.03,355.77,356.29,406.46,431.42,433.74,432.86,423.19,428.18,423.98,423.60,432.71,428.07,432.28,429.80,344.40,342.62,347.68,349.53,358.02,354.82,422.02,445.26,442.12,420.45,421.89,423.52,273.61
1999-12-09 22:00:33.510000,L7,310.13,290.94,289.67,299.98,316.80,325.60,345.72,339.25,363.96,371.34,375.13,379.07,379.01,390.33,409.00,425.18,449.37,435.86,462.47,427.67,428.73,420.06,419.96,387.76,380.15,381.56,392.85,386.79,398.22,395.97,417.16,418.61,413.37,424.65,438.38,432.81,420.67,414.33,423.52,426.19,440.03,436.98,442.54,446.91,451.49,456.44,462.77,458.04,475.69,436.07,434.89,445.38,438.23,452.73,446.42,450.31,462.86,436.41,442.46,437.41,447.10,453.10,467.21,449.76,453.74,456.31,459.05,454.65,448.76,472.89,461.55,534.81,,,514.38,483.12,468.13,504.53,504.89,,,,,,,,,,,,,,,,,,,,,,,,457.22
1999-12-25 22:00:04.067000,L7,227.80,218.55,222.13,217.48,227.31,254.22,266.26,273.18,285.44,283.49,286.53,381.39,386.59,368.74,407.86,425.20,398.11,421.55,424.29,387.60,312.53,300.58,297.05,301.76,302.11,287.96,271.57,270.13,259.09,270.35,264.03,278.36,277.55,277.51,287.76,277.76,280.43,286.28,289.20,289.55,275.56,260.71,255.17,247.90,267.42,283.05,244.55,166.75,305.43,306.37,316.93,326.38,328.14,325.26,324.02,321.27,318.23,289.24,288.32,284.42,286.09,290.90,288.41,309.63,309.90,313.28,313.87,303.72,305.74,315.80,320.52,328.18,328.18,331.08,330.40,336.20,341.90,340.89,338.04,339.26,340.78,340.72,354.31,359.87,349.38,350.81,336.51,334.46,335.82,327.95,333.46,328.01,335.99,335.90,340.88,337.58,368.70,359.76,387.82,388.39,409.34,407.24,
2000-01-26 22:00:02.226000,L7,236.07,234.23,238.81,231.84,236.27,254.15,277.66,274.58,293.52,287.22,291.42,289.23,256.67,267.30,296.50,298.87,305.39,317.49,319.97,320.23,312.14,298.17,293.34,299.68,300.77,290.86,277.60,279.53,272.58,277.90,275.18,287.06,285.90,285.21,296.34,292.37,291.21,291.98,296.11,294.79,283.22,270.86,264.90,254.78,276.25,286.60,252.19,187.06,310.14,306.96,318.35,334.26,336.21,338.26,328.36,331.62,340.97,309.46,297.52,291.46,294.36,300.00,298.67,317.63,322.43,409.33,416.78,412.82,313.87,325.31,328.57,333.78,330.76,331.45,333.88,336.92,341.93,342.44,345.55,352.58,344.16,342.65,354.62,348.47,363.32,351.07,344.38,343.29,348.70,348.67,343.10,356.58,338.02,341.97,345.97,344.56,342.43,358.11,379.48,399.58,412.37,415.76,164.01
2000-01-26 22:00:26.187000,L7,241.02,238.48,245.12,234.72,240.97,258.82,280.79,277.68,294.11,294.69,297.81,290.12,261.76,277.70,299.56,302.39,309.42,322.60,323.68,322.81,318.52,302.95,298.64,302.59,305.49,295.31,281.69,284.48,276.72,281.57,277.97,289.71,289.55,289.17,300.99,296.97,296.57,296.72,298.41,298.47,288.28,274.35,269.35,259.15,280.63,291.73,258.15,206.71,313.01,310.59,321.95,337.71,339.43,340.98,333.16,333.85,339.65,311.69,301.15,296.49,298.51,304.61,302.23,320.60,326.47,321.95,323.89,316.50,317.59,327.13,331.98,337.06,333.83,335.22,338.30,342.06,344.51,346.97,348.56,356.17,348.20,346.63,358.44,352.45,366.65,357.04,348.12,345.09,352.42,347.74,345.52,360.12,342.09,346.49,349.39,346.79,346.23,359.11,383.25,396.78,413.46,418.23,164.69
2000-02-11 21:59:57.866000,L7,245.59,236.39,241.27,244.39,252.74,266.68,279.20,281.77,296.12,311.37,312.35,298.86,301.09,303.24,365.40,364.49,362.70,337.84,334.92,331.10,317.29,303.99,300.84,307.43,310.64,302.39,289.79,286.49,283.43,281.81,281.51,292.37,293.92,296.21,306.88,297.51,297.14,300.09,300.91,299.58,288.78,276.03,277.64,264.29,293.49,298.25,273.95,272.10,344.41,322.46,324.37,334.99,333.84,333.60,330.51,327.56,328.11,314.37,307.00,302.64,301.83,301.07,304.59,325.55,328.95,323.50,323.79,318.64,322.54,325.91,332.52,341.29,412.78,426.76,368.42,432.46,425.33,434.65,425.31,415.80,424.20,430.08,396.33,427.75,423.49,345.77,347.13,346.46,351.31,413.66,422.07,414.72,405.11,407.56,422.51,433.75,433.84,436.64,439.75,452.52,455.45,422.81,292.06
