dates,satname,nzd0037-0000,nzd0037-0001,nzd0037-0002,nzd0037-0003,nzd0037-0004,nzd0037-0005,nzd0037-0006,nzd0037-0007,nzd0037-0009,nzd0037-0010,nzd0037-0011,nzd0037-0008
1999-07-25 22:04:15.362000,L7,302.35,286.14,296.36,292.57,198.29,268.93,326.04,305.92,254.34,263.43,250.91,
1999-08-17 22:10:26.276000,L7,273.86,246.37,258.34,283.92,202.17,355.27,322.04,351.86,230.11,239.48,302.56,259.67
1999-09-27 22:04:25.056000,L7,273.72,238.03,310.51,344.87,332.99,331.21,329.94,339.82,317.04,319.53,341.53,360.73
1999-10-04 22:10:38.131000,L7,199.18,226.36,255.97,283.67,185.52,237.59,306.32,213.58,221.35,185.93,290.19,254.15
1999-10-13 22:04:24.936000,L7,235.86,224.75,272.05,276.64,188.67,228.03,300.29,316.92,254.84,259.02,287.91,313.81
1999-11-14 22:04:18.343000,L7,320.86,214.82,242.18,309.95,191.06,228.26,305.92,318.96,254.57,255.82,287.13,328.12
1999-12-07 22:10:30.042000,L7,,,178.45,281.78,318.08,346.07,349.91,359.10,240.93,282.39,302.37,286.49
2000-02-09 22:10:19.398000,L7,366.04,221.12,265.38,216.20,197.33,239.90,314.06,320.66,236.76,200.95,292.08,269.63
2000-02-18 22:04:05.276000,L7,245.42,233.16,332.88,245.46,207.68,232.89,337.68,315.06,261.18,273.99,293.36,316.30
2000-04-29 22:09:53.797000,L7,259.52,233.80,258.29,288.04,202.77,233.68,296.93,313.39,232.94,239.16,289.69,252.38
2000-05-24 22:03:22.722000,L7,247.21,238.66,276.23,273.04,206.03,230.73,331.63,311.63,257.21,272.47,248.74,300.81
2000-08-03 22:08:44.137000,L7,297.47,256.67,286.37,274.04,224.46,246.06,238.47,318.59,240.49,263.92,227.43,315.68
2000-08-12 22:02:30.151000,L7,291.59,244.32,269.91,295.07,277.38,252.76,267.86,309.10,250.06,263.92,275.97,314.39
2000-09-04 22:08:22.800000,L7,283.09,255.23,282.02,271.83,220.14,238.12,249.12,308.96,,224.90,276.62,315.73
2000-10-22 22:07:50.487000,L7,,238.00,262.42,260.55,203.17,239.54,317.10,373.17,242.08,337.65,223.83,301.35
2001-03-24 22:01:35.778000,L7,221.64,228.23,266.81,280.92,197.72,226.95,296.04,306.34,254.66,262.85,287.71,261.79
2001-06-03 22:07:16.736000,L7,302.79,277.48,296.37,286.78,238.42,253.12,313.55,322.74,246.73,264.18,302.07,308.81
2001-06-12 22:01:01.040000,L7,256.20,238.92,267.11,321.77,208.45,230.73,335.91,312.01,263.76,269.95,299.49,317.94
2001-06-19 22:07:05.722000,L7,284.43,266.31,264.04,262.30,213.70,235.36,236.52,320.17,241.92,256.29,202.88,322.81
2001-06-28 22:00:45.094000,L7,289.49,290.80,277.74,288.05,211.48,269.37,268.29,310.69,281.53,265.92,240.90,334.87
2001-08-15 22:00:14.727000,L7,315.15,312.60,378.33,370.09,312.19,304.45,396.76,390.38,371.57,364.55,305.84,411.44
2001-09-07 22:06:11.116000,L7,287.07,311.99,312.29,285.20,216.31,329.72,321.90,331.56,240.34,251.05,302.63,320.61
2001-10-02 21:59:40.713000,L7,,307.76,400.91,,,,300.80,304.89,244.45,256.81,288.91,296.35
2001-11-19 21:59:56.393000,L7,228.50,215.30,244.80,234.34,185.54,227.03,283.72,314.34,252.98,255.89,287.31,312.21
2001-11-26 22:06:09.518000,L7,412.05,392.88,385.55,374.84,368.39,364.96,355.84,345.32,396.84,398.65,389.67,402.30
2001-12-12 22:06:14.960000,L7,243.94,226.64,257.45,287.20,195.32,239.16,323.18,322.90,201.26,188.88,308.54,267.22
2001-12-28 22:06:14.106000,L7,406.56,230.98,392.58,383.35,379.33,358.08,346.91,329.86,229.53,236.23,303.29,268.76
2002-01-22 22:00:16.971000,L7,212.06,208.87,251.41,220.20,191.29,227.39,325.59,308.09,250.25,252.82,290.24,301.93
2002-01-29 22:06:21.478000,L7,213.62,229.06,266.51,207.85,201.55,244.23,283.84,,,,,
2002-02-14 22:06:29.522000,L7,203.91,219.04,256.36,201.69,202.34,235.27,273.44,320.75,,243.15,290.16,
2002-02-23 22:00:19.685000,L7,,,,,,222.54,249.41,300.63,,,,
2002-03-27 22:00:13.634000,L7,209.15,,236.67,219.49,175.77,220.57,249.92,304.87,,,,294.51
2002-06-15 21:59:55.710000,L7,249.61,233.65,264.77,240.31,201.98,238.17,229.41,311.41,257.35,271.92,218.00,
2002-06-22 22:06:03.573000,L7,274.66,251.86,266.70,281.73,214.85,232.96,230.88,318.97,245.39,248.58,289.67,
2002-07-17 21:59:44.793000,L7,305.92,305.21,355.15,364.63,450.05,422.75,367.58,409.44,372.82,465.31,399.24,314.99
2002-08-09 22:05:46.029000,L7,285.36,257.68,277.35,285.39,225.93,249.10,242.79,312.29,240.01,249.93,230.80,253.61
2002-08-18 21:59:33.737000,L7,411.29,339.20,279.25,418.84,411.30,411.46,401.49,389.17,362.05,380.84,377.66,417.88
2002-10-12 22:05:14.598000,L7,311.85,283.13,258.15,260.62,216.47,236.85,303.32,325.33,259.85,232.85,298.21,299.37
2002-11-13 22:05:30.425000,L7,375.35,361.65,366.93,361.50,351.34,349.21,420.37,461.21,327.01,339.20,348.43,353.55
2002-11-22 21:59:33.639000,L7,499.95,456.31,486.01,518.18,425.26,331.63,558.17,323.92,268.64,277.79,311.64,339.93
2002-12-24 21:59:45.194000,L7,402.83,564.61,242.82,226.02,187.64,231.17,311.57,313.52,256.69,268.67,293.14,304.61
2003-01-09 21:59:45.950000,L7,265.57,,,,,237.07,258.14,308.95,262.09,218.20,271.37,312.17
2003-04-06 22:06:21.012000,L7,270.47,246.63,272.51,289.07,209.39,243.75,273.18,330.24,234.49,244.89,296.70,263.77
2003-04-22 22:06:19.091000,L7,277.04,255.29,258.73,271.13,219.80,237.23,306.81,325.24,240.51,250.06,300.21,293.56
2003-05-08 22:06:20.773000,L7,276.16,246.84,258.12,268.20,209.14,241.19,238.82,224.28,235.79,246.43,220.17,220.67
2003-05-24 22:06:17.162000,L7,204.94,251.63,257.37,254.72,200.57,235.93,241.02,205.39,233.65,253.61,223.50,273.96
2003-07-28 21:48:04.987000,L5,266.92,227.22,231.32,246.51,182.14,227.30,238.09,293.22,262.64,265.69,268.85,314.89
2003-08-29 21:48:38.429000,L5,261.63,225.39,227.27,243.29,180.92,221.51,224.64,291.20,261.37,263.70,278.20,315.46
2003-09-30 21:49:06.317000,L5,268.54,230.54,230.84,242.06,185.32,223.07,256.93,295.48,265.04,270.41,280.10,313.09
2004-05-18 21:58:14.785000,L5,,,,451.57,448.25,,387.43,331.61,289.68,288.56,298.17,362.36
2004-06-03 21:58:42.986000,L5,312.82,276.53,298.91,274.42,224.33,263.29,302.00,320.88,274.30,270.81,284.88,337.73
2004-06-12 21:52:47.645000,L5,257.89,228.54,221.88,232.95,174.30,210.30,204.70,309.08,251.89,253.90,269.03,311.63
2004-07-21 22:00:04.249000,L5,,,,,,220.10,220.93,282.47,233.19,,,289.30
2004-07-30 21:54:04.170000,L5,264.54,225.24,226.84,237.43,180.60,212.04,214.20,292.37,256.11,256.51,269.36,313.85
2004-09-16 21:55:17.605000,L5,250.78,222.55,224.03,240.69,222.36,225.27,249.18,287.63,237.35,257.59,264.96,288.67
2004-11-19 21:56:31.297000,L5,271.14,231.89,229.67,233.12,182.08,211.47,235.06,286.93,251.91,251.53,264.18,299.77
2005-01-13 22:03:41.143000,L5,288.54,258.35,278.23,257.04,211.12,249.67,297.47,313.13,255.60,263.74,275.57,304.17
2005-02-23 21:58:07.648000,L5,268.05,236.44,239.47,240.37,193.48,225.31,239.86,296.97,261.90,262.41,267.60,309.42
2005-03-02 22:04:24.338000,L5,265.68,239.26,245.55,197.92,,,,,,,,
