dates,satname,nzd0234-0000,nzd0234-0001,nzd0234-0002,nzd0234-0003,nzd0234-0004,nzd0234-0005,nzd0234-0006,nzd0234-0007,nzd0234-0008,nzd0234-0009,nzd0234-0010,nzd0234-0011,nzd0234-0012,nzd0234-0013,nzd0234-0014,nzd0234-0015,nzd0234-0016,nzd0234-0017,nzd0234-0018,nzd0234-0019,nzd0234-0020,nzd0234-0021,nzd0234-0022,nzd0234-0023,nzd0234-0024,nzd0234-0025,nzd0234-0026,nzd0234-0027,nzd0234-0028,nzd0234-0029,nzd0234-0030,nzd0234-0031,nzd0234-0032,nzd0234-0033,nzd0234-0034,nzd0234-0035,nzd0234-0036,nzd0234-0037,nzd0234-0038,nzd0234-0039,nzd0234-0040,nzd0234-0041,nzd0234-0042,nzd0234-0043,nzd0234-0044,nzd0234-0045,nzd0234-0046,nzd0234-0047,nzd0234-0048,nzd0234-0049,nzd0234-0050,nzd0234-0051,nzd0234-0052,nzd0234-0053,nzd0234-0054,nzd0234-0055,nzd0234-0056,nzd0234-0057,nzd0234-0058,nzd0234-0059,nzd0234-0060,nzd0234-0061,nzd0234-0062,nzd0234-0063,nzd0234-0064,nzd0234-0065,nzd0234-0066,nzd0234-0067,nzd0234-0068,nzd0234-0069,nzd0234-0070,nzd0234-0071,nzd0234-0072,nzd0234-0073,nzd0234-0074,nzd0234-0075,nzd0234-0076,nzd0234-0077,nzd0234-0078,nzd0234-0079,nzd0234-0080,nzd0234-0081,nzd0234-0082,nzd0234-0083,nzd0234-0084,nzd0234-0085,nzd0234-0086,nzd0234-0087,nzd0234-0088,nzd0234-0089,nzd0234-0090,nzd0234-0091,nzd0234-0092,nzd0234-0093,nzd0234-0094,nzd0234-0095,nzd0234-0096,nzd0234-0097,nzd0234-0098,nzd0234-0099,nzd0234-0100,nzd0234-0101,nzd0234-0102,nzd0234-0103,nzd0234-0104,nzd0234-0105,nzd0234-0106,nzd0234-0107,nzd0234-0108,nzd0234-0109,nzd0234-0110,nzd0234-0111,nzd0234-0112,nzd0234-0113,nzd0234-0114,nzd0234-0115,nzd0234-0116,nzd0234-0117,nzd0234-0118,nzd0234-0119,nzd0234-0120,nzd0234-0121,nzd0234-0122,nzd0234-0123,nzd0234-0124,nzd0234-0125,nzd0234-0126,nzd0234-0127,nzd0234-0128,nzd0234-0129,nzd0234-0130,nzd0234-0131,nzd0234-0132,nzd0234-0133,nzd0234-0134,nzd0234-0135,nzd0234-0136,nzd0234-0137,nzd0234-0138,nzd0234-0139,nzd0234-0140,nzd0234-0141,nzd0234-0142,nzd0234-0143,nzd0234-0144,nzd0234-0145,nzd0234-0146,nzd0234-0147,nzd0234-0148,nzd0234-0149
2005-11-08 21:48:04.756000,L5,345.09,342.45,341.61,326.95,325.30,327.15,333.42,332.74,333.36,324.70,326.94,330.87,330.86,330.77,332.73,334.53,334.94,334.86,332.84,334.76,336.13,334.75,331.77,329.67,331.83,329.35,328.83,329.82,327.34,328.52,326.95,325.52,328.46,326.19,327.50,331.50,323.95,331.28,329.93,328.11,322.04,321.91,320.09,319.73,321.55,327.46,330.85,333.14,338.07,335.88,343.90,338.83,345.35,344.05,335.83,346.81,347.58,348.11,344.83,358.59,355.12,345.14,332.35,325.90,315.04,309.93,316.93,314.20,312.16,316.13,319.73,316.32,319.88,315.46,317.78,313.47,313.84,314.65,315.52,311.13,313.75,309.41,312.32,313.89,305.52,316.35,311.58,316.70,315.08,314.77,319.87,313.94,317.56,317.55,319.39,324.23,328.50,328.34,331.57,338.74,342.32,343.40,346.65,357.42,353.16,356.65,345.66,352.52,357.59,347.93,350.55,342.76,352.29,348.09,343.06,345.09,344.06,337.39,331.35,340.58,332.91,331.41,331.93,338.76,335.96,341.78,346.83,346.18,352.79,350.28,350.10,338.13,342.97,339.87,348.03,345.28,339.85,335.46,332.34,336.10,339.43,351.75,348.32,352.79,354.24,365.33,360.00,355.94,356.43,355.12
2005-11-24 21:48:28.120000,L5,330.40,332.22,328.62,326.11,323.41,324.89,333.06,329.69,329.44,331.09,336.51,344.73,344.09,340.55,337.04,344.73,347.59,341.80,344.00,342.71,333.61,337.31,336.63,332.60,333.91,329.17,340.45,330.81,342.61,343.67,340.85,347.04,342.51,337.87,334.41,337.58,334.97,335.77,332.23,335.11,334.17,336.45,333.97,332.32,330.23,339.96,337.18,338.23,339.96,340.42,351.68,346.50,354.28,352.33,359.63,357.52,356.29,357.65,354.44,348.05,350.29,347.12,345.27,354.01,333.84,344.04,341.88,334.51,324.87,340.99,333.37,350.21,351.82,348.12,319.65,319.45,326.32,320.48,316.34,313.79,314.00,322.02,320.57,325.78,319.14,319.67,326.03,333.43,336.53,340.22,332.25,331.60,322.36,334.78,335.13,341.46,344.95,338.18,346.56,348.07,358.67,348.33,351.96,351.16,355.66,360.75,363.32,352.56,343.42,354.48,346.32,350.50,355.66,347.62,356.56,351.43,354.72,347.56,343.40,334.88,337.60,337.87,340.14,339.09,346.31,348.37,348.53,358.74,354.29,368.18,365.11,360.08,355.34,348.82,355.59,360.47,349.78,345.04,340.62,341.52,340.02,348.00,353.56,359.07,358.07,369.41,367.94,203.06,365.65,356.99
2006-01-27 21:49:58.544000,L5,281.85,280.48,283.96,283.45,290.96,293.37,299.74,296.20,302.55,298.69,303.04,304.01,304.08,301.80,304.06,305.54,305.31,301.45,296.66,298.17,301.97,300.29,302.84,292.08,293.10,295.49,286.69,283.61,280.57,287.12,288.06,284.85,285.89,288.66,283.87,291.07,286.96,288.86,294.10,287.50,280.00,279.76,286.20,282.21,293.77,294.49,299.96,300.31,300.75,298.42,301.42,295.83,283.67,283.58,280.79,283.06,280.98,297.32,303.58,309.37,307.29,303.77,300.71,294.81,294.73,288.84,284.96,282.21,291.69,289.40,295.18,292.49,291.20,294.15,281.01,280.01,283.07,279.11,293.03,291.32,296.51,289.54,284.26,287.03,290.49,297.55,303.00,295.61,297.26,294.47,297.12,295.85,293.96,299.87,296.90,300.74,299.41,306.23,307.80,312.04,315.82,311.96,318.44,314.70,322.41,321.32,313.12,310.41,308.67,316.01,300.03,307.26,305.79,303.38,307.96,303.46,305.15,304.33,305.49,302.88,304.14,307.56,309.94,314.60,315.46,320.18,311.43,317.08,315.64,322.69,321.26,321.03,314.09,313.18,319.10,318.56,313.14,308.11,309.32,308.53,312.57,318.50,319.80,316.49,316.71,324.52,317.32,308.23,,
2006-02-12 21:50:20.287000,L5,,,,,,,,,,,,,,,,,,,,,,,,,271.11,285.62,276.66,284.06,279.87,274.23,278.95,274.36,284.27,281.91,276.49,282.80,279.00,281.12,283.09,282.64,269.82,278.09,278.01,276.44,286.59,282.18,290.29,288.09,292.09,285.15,293.61,288.28,276.44,271.94,274.28,273.37,274.10,290.22,295.85,298.34,292.67,289.32,284.52,283.13,279.12,271.71,274.14,266.87,281.62,274.31,280.59,269.07,230.15,227.48,233.97,248.85,263.04,271.41,280.31,282.10,282.18,277.78,276.60,281.86,276.86,285.34,288.89,281.95,283.75,280.66,287.87,279.34,287.57,283.98,287.33,289.35,291.20,292.40,292.22,297.52,301.61,300.07,302.46,305.37,309.52,310.27,302.77,301.40,302.77,300.22,293.41,294.68,297.91,291.19,293.54,294.03,294.15,296.34,290.38,295.21,293.50,298.36,297.77,306.18,303.93,308.43,305.52,308.48,308.80,313.08,309.67,302.03,303.22,299.43,302.37,308.30,300.08,300.58,294.76,296.53,302.10,312.08,304.75,305.07,189.50,317.11,304.07,245.86,,
2006-02-28 21:50:40.410000,L5,356.62,360.92,352.44,353.32,347.25,344.14,336.28,336.29,339.92,340.59,331.24,336.55,333.71,333.17,338.63,338.28,337.23,336.29,334.61,334.93,335.99,337.07,330.64,335.00,335.01,336.36,333.52,336.23,336.38,337.55,344.19,341.48,340.67,345.22,348.71,345.66,340.38,345.56,340.22,343.93,350.30,342.33,348.51,346.03,346.27,343.29,354.73,355.38,353.40,358.44,358.86,363.49,368.05,360.75,363.36,357.86,363.50,366.37,373.90,370.02,378.48,365.17,353.62,347.76,335.50,331.79,331.06,332.24,335.25,344.78,342.50,348.75,347.21,339.63,340.58,339.69,337.59,334.26,332.74,335.93,340.51,341.81,343.38,341.87,343.78,361.05,362.11,369.61,371.90,360.51,359.25,354.09,352.75,358.72,372.31,370.39,374.73,364.59,360.88,360.89,367.97,371.83,380.16,377.09,369.65,386.73,388.48,373.58,370.81,367.57,363.87,366.77,368.31,363.67,370.07,373.83,358.26,355.26,346.14,344.29,346.56,348.73,345.00,349.25,350.61,354.25,356.76,367.39,365.27,366.46,366.73,362.49,364.35,365.60,365.09,363.54,356.51,345.08,342.85,340.94,351.33,361.49,367.32,370.02,367.48,382.04,374.20,371.28,376.04,373.17
2006-07-06 21:52:45.642000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.96,309.87,318.03,311.10,299.43,299.62,299.17,298.88,294.32,300.28,299.70,291.07,278.36,292.46,281.12,300.10,300.98,303.49,307.02,302.81,304.81,302.93,304.80,290.08,291.52,284.32,290.41,284.14,294.17,309.48,311.26,309.82,305.81,297.30,297.23,287.54,280.15,295.87,281.58,292.14,290.69,295.55,292.17,298.02,293.79,285.57,286.37,284.88,280.00,294.92,298.30,297.35,289.85,296.66,295.57,218.99,,175.58,199.36,297.26,303.41,303.07,275.90,174.43,,,,293.11,302.62,305.80,312.57,312.87,272.26,223.30,243.78,251.52,312.86,307.10,296.50,298.68,299.63,284.19,292.95,296.73,288.22,286.15,297.60,298.82,320.83,306.31,282.00,,,,,,,,,312.66,326.62,314.94,297.81,319.23,319.05,313.62,320.65,319.62,312.52,309.05,311.41,317.06,323.99,199.06,317.28,313.20,200.39,310.41,298.09,,
2006-07-22 21:52:58.572000,L5,195.29,218.78,177.75,216.64,228.55,209.60,198.59,209.85,190.83,300.09,303.59,309.21,306.87,303.73,310.53,313.97,311.11,311.59,306.64,309.90,309.89,315.26,305.80,306.08,306.77,310.09,306.89,302.81,302.99,305.67,306.56,304.85,308.07,303.40,303.89,300.71,306.18,301.44,305.91,306.95,295.58,286.74,296.64,289.79,306.57,305.87,308.74,312.95,309.92,312.60,311.89,312.65,297.97,297.04,290.54,292.76,293.88,296.97,318.21,320.08,316.62,308.10,303.12,301.69,299.39,291.08,297.41,292.51,299.58,294.52,305.36,300.70,302.44,299.34,290.89,292.51,293.36,287.38,305.67,302.52,303.71,294.95,300.39,299.07,293.20,302.39,302.02,296.71,295.37,296.39,301.46,300.50,301.70,301.89,305.82,309.62,305.40,308.57,313.00,312.30,318.14,316.19,321.59,324.58,323.25,325.24,318.62,323.42,315.32,319.45,310.40,313.36,316.24,306.70,311.63,308.46,314.23,311.75,308.29,311.79,310.69,317.65,312.89,323.29,320.52,324.71,317.21,324.98,321.17,337.47,323.60,321.22,319.96,317.61,321.31,323.93,326.22,317.78,314.71,314.23,323.01,331.60,325.67,183.02,327.05,328.90,319.85,310.62,,
2006-08-07 21:53:11.255000,L5,195.54,225.27,187.87,227.19,234.45,217.86,201.26,214.92,194.19,170.00,304.09,309.77,295.09,298.81,315.03,315.35,314.65,312.46,308.60,309.07,196.51,,,,,,168.13,191.77,298.07,305.34,303.46,307.10,308.98,301.52,303.97,301.85,305.31,302.99,305.02,304.07,294.00,285.12,300.83,291.98,310.72,314.10,315.46,313.83,312.83,314.03,307.11,306.98,296.69,296.20,290.90,294.44,296.44,298.51,313.78,318.35,310.69,311.71,303.27,296.17,293.89,282.99,286.56,279.15,295.80,291.41,300.77,290.73,292.55,288.50,280.20,290.25,292.71,293.07,307.85,305.73,300.78,299.26,301.28,300.73,294.38,298.27,275.67,215.76,257.51,258.61,261.64,249.73,268.36,283.71,247.35,217.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-23 21:53:23.469000,L5,338.59,347.46,341.16,344.62,346.68,341.89,333.87,331.77,333.21,340.09,341.01,338.24,336.87,342.13,347.55,343.85,352.39,345.27,338.74,338.46,345.19,339.98,336.99,343.50,333.98,339.36,337.86,346.11,337.41,344.97,335.46,342.41,338.99,341.76,337.70,338.62,341.63,343.17,340.99,337.31,338.53,338.41,344.08,340.05,341.05,350.94,351.27,342.67,355.37,361.29,358.67,365.13,362.08,359.19,362.17,364.41,368.43,367.39,376.97,379.11,379.67,366.71,345.04,327.42,327.37,333.86,333.55,342.66,353.89,338.78,331.63,337.81,331.23,332.82,328.14,328.58,337.31,338.48,334.11,325.94,324.42,325.14,322.42,326.25,324.24,330.64,335.11,344.41,349.13,352.93,340.87,339.94,330.21,327.36,345.44,347.22,353.52,357.98,351.56,364.19,350.38,356.71,365.43,358.77,361.59,363.38,360.24,361.69,360.07,363.02,370.50,369.67,367.34,355.56,353.79,354.50,351.09,361.95,357.98,356.40,363.58,353.87,359.49,353.71,360.95,362.65,369.54,373.97,374.91,370.61,363.06,356.32,346.24,348.89,355.89,365.10,367.02,362.87,355.21,356.99,367.51,364.19,361.61,360.70,373.95,385.16,384.20,379.92,403.43,420.42
2006-10-10 21:53:56.892000,L5,333.72,333.15,331.68,317.24,319.39,319.38,322.76,321.82,325.23,325.21,323.99,324.95,326.56,327.46,330.18,325.67,326.71,327.02,328.51,330.90,329.76,328.57,323.85,324.97,323.62,324.35,318.81,320.21,321.73,323.15,324.46,320.06,322.18,319.97,318.05,321.85,321.43,320.45,326.26,323.43,322.02,320.28,325.43,327.68,328.88,326.74,330.36,333.15,335.85,338.39,340.58,338.03,329.87,339.64,336.06,332.10,338.39,342.06,351.13,341.87,340.89,331.31,326.44,318.03,312.82,310.46,317.28,315.96,321.74,321.20,325.46,320.11,319.02,316.57,314.29,313.88,318.20,318.81,318.77,318.50,317.27,313.49,314.35,318.20,313.70,311.88,325.45,324.92,320.03,323.86,318.11,323.46,316.57,319.73,323.50,328.84,329.37,324.18,331.56,331.62,333.42,331.51,337.59,335.72,341.18,335.70,336.03,341.95,334.20,336.75,336.48,342.29,335.04,334.32,343.11,340.80,339.63,344.50,341.63,340.51,340.30,336.35,341.07,341.78,340.16,344.98,344.81,351.69,349.35,347.49,340.79,331.75,326.80,334.73,335.60,340.63,336.10,338.50,333.82,333.20,340.75,346.18,342.75,342.52,350.78,366.19,363.96,375.94,383.33,392.83
2006-12-06 21:48:41.029000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.54,333.69,333.78,318.64,314.51,327.82,332.36,329.56,334.67,335.38,339.52,335.53,338.47,339.94,339.07,344.41,341.98,339.07,344.59,342.09,342.27,341.03,337.71,334.58,329.95,323.64,319.82,314.13,316.32,316.82,323.91,321.82,315.94,321.30,326.47,329.23,334.61,337.75,353.29,342.51,339.57,334.37,339.81,348.89,362.32,372.56,383.79,363.75,365.33,356.71,350.82,344.99,348.03,360.11,374.98,391.06,400.36,418.54,446.12,436.44,424.05
2006-12-13 21:54:55.384000,L5,328.09,323.74,326.12,329.67,332.79,326.22,329.95,322.01,324.39,329.44,330.66,336.17,334.46,336.05,336.17,336.84,338.41,449.14,371.12,362.18,,449.38,435.62,389.19,,,,,,,,,,388.31,513.72,336.57,337.87,338.89,342.26,341.46,341.04,337.00,338.53,341.26,349.89,343.33,352.37,346.60,362.93,374.32,362.55,361.73,355.64,352.98,357.23,344.92,352.67,354.30,354.30,348.13,343.77,330.37,333.95,313.98,305.94,306.47,300.18,301.17,312.09,316.72,330.09,320.69,315.33,306.00,301.98,300.85,303.29,307.64,314.76,308.81,304.05,308.25,307.45,309.06,309.30,310.87,309.09,312.11,326.54,327.88,326.77,315.37,308.99,310.37,315.86,311.91,315.20,322.89,326.06,327.66,323.22,331.76,337.75,345.27,329.22,330.16,321.48,321.60,329.61,328.94,321.92,315.40,320.58,319.39,311.79,313.88,309.60,308.28,315.54,319.67,316.16,316.36,317.36,321.98,325.38,327.75,330.50,339.76,350.14,346.46,355.42,343.74,335.94,343.26,336.22,345.29,343.97,348.51,340.69,339.66,348.30,356.80,362.50,373.69,392.81,412.34,418.33,428.86,443.96,481.08
2007-01-30 21:54:48.635000,L5,287.82,293.02,289.18,286.07,288.83,295.49,297.55,298.87,299.27,302.15,300.79,305.50,303.48,303.96,307.40,304.95,308.63,305.05,301.57,298.05,306.29,304.70,303.20,295.40,300.53,297.19,297.13,291.87,293.52,297.70,295.79,295.38,302.60,298.09,292.00,294.05,297.58,295.51,299.64,302.43,289.23,285.03,292.85,287.19,294.82,299.24,302.23,303.62,304.52,304.84,303.47,301.87,302.65,296.54,285.66,286.53,297.19,301.24,311.55,311.20,305.91,304.21,296.27,292.88,281.03,277.86,284.22,283.82,292.33,288.82,295.95,291.31,294.62,286.87,286.54,284.92,284.30,288.70,294.40,293.41,288.56,286.75,285.36,286.84,282.35,288.83,292.56,288.01,288.96,293.05,296.73,295.95,296.84,294.15,301.23,304.02,302.72,303.90,300.22,307.85,309.27,311.62,316.86,315.75,320.45,317.12,314.59,312.57,305.95,308.24,296.33,301.44,300.55,296.28,298.04,296.72,297.91,298.09,295.17,298.47,301.71,302.80,305.56,309.68,310.61,311.79,306.82,312.88,313.21,319.26,316.78,314.56,308.73,308.62,309.93,313.08,307.87,309.47,304.48,303.75,311.38,317.43,316.19,316.28,318.86,323.73,318.25,306.21,,
2007-02-15 21:54:49.756000,L5,371.99,333.58,320.74,315.02,313.70,315.75,323.33,316.12,316.57,319.04,320.03,325.61,328.37,327.86,331.66,332.19,330.47,333.98,329.13,330.96,331.43,336.50,334.04,329.95,329.69,325.87,324.42,323.43,320.75,322.54,322.39,328.96,325.57,328.63,329.16,330.42,329.09,333.48,347.77,329.69,347.72,331.42,347.26,345.96,342.35,345.79,350.50,363.78,356.33,369.06,367.72,374.76,372.22,364.30,352.12,355.49,361.71,364.06,358.47,380.05,378.49,372.69,357.60,344.85,334.07,315.62,313.40,324.16,335.26,336.67,334.34,326.09,323.63,322.68,316.72,319.32,320.79,319.41,319.60,313.18,310.55,309.81,309.49,313.76,311.14,309.09,318.21,324.88,328.29,330.61,318.35,320.61,323.43,344.92,331.53,358.42,359.81,359.22,350.54,353.28,357.54,366.08,370.93,362.74,358.52,359.54,360.60,371.53,360.59,353.76,356.54,355.32,360.27,343.84,343.91,335.20,341.42,346.58,338.79,347.20,342.78,349.36,343.35,343.03,338.27,341.41,343.93,340.57,347.88,350.46,347.32,337.23,332.98,335.20,348.98,353.44,355.02,350.99,345.59,346.37,349.26,360.07,359.06,363.32,382.82,401.13,180.66,195.27,232.31,265.39
2011-01-25 21:49:47.233000,L5,333.54,325.62,331.20,343.91,356.57,351.77,315.62,317.79,320.84,319.26,315.37,316.51,316.90,317.14,316.07,313.77,310.63,315.99,313.25,310.29,308.51,308.33,305.91,314.20,312.24,306.78,305.11,308.99,306.68,309.19,310.43,315.36,312.99,314.46,311.87,312.56,314.42,314.26,317.01,311.51,309.96,307.69,307.62,304.11,305.61,307.75,313.78,316.32,317.97,325.36,331.33,339.92,331.38,317.86,311.67,316.44,320.83,323.45,329.67,335.45,333.36,324.91,322.09,317.23,304.84,305.58,312.68,314.21,312.22,308.29,318.54,319.53,316.62,315.27,312.81,313.39,315.28,316.30,316.39,315.56,310.08,309.40,303.81,305.66,304.81,315.56,322.18,327.58,333.89,337.09,335.08,337.93,330.21,323.20,328.93,327.75,325.08,322.73,322.77,324.82,332.83,335.08,342.57,350.27,345.57,350.33,343.52,336.29,338.45,340.96,341.06,331.92,331.83,334.60,338.03,332.63,335.13,333.25,329.68,327.42,329.75,329.12,330.68,333.20,330.18,329.60,335.08,338.58,336.23,336.02,339.22,340.12,338.66,334.63,331.84,343.73,337.52,329.32,327.25,333.23,340.11,337.24,338.89,349.78,353.02,361.10,360.42,358.72,349.09,
2011-10-24 21:47:48.042000,L5,303.00,301.56,290.40,291.49,290.88,300.18,300.46,300.00,303.78,305.06,301.96,310.00,304.90,306.27,317.14,309.18,307.97,307.09,307.45,303.89,308.22,303.33,302.32,303.05,304.17,303.79,297.61,302.42,297.97,305.06,296.87,300.38,303.72,302.28,292.32,295.42,296.19,303.00,303.68,305.93,295.63,293.20,296.32,292.19,301.46,302.66,307.38,307.20,312.34,306.23,310.04,306.94,307.15,301.70,295.32,296.59,302.87,311.58,318.18,319.18,319.72,314.89,309.49,306.13,291.31,288.90,292.67,292.28,303.88,297.52,317.54,302.42,307.14,300.77,294.43,292.34,296.17,293.60,303.59,301.43,299.66,298.62,293.20,295.45,290.19,297.65,300.00,299.03,299.87,300.82,302.27,300.00,301.15,301.17,308.97,309.97,305.93,308.70,302.95,310.51,315.04,315.98,320.68,317.00,320.43,322.22,319.81,320.28,319.24,316.84,305.50,307.68,310.67,305.19,313.00,308.22,309.55,308.91,301.49,310.71,308.70,313.03,317.72,314.36,315.71,325.80,324.99,322.31,323.04,325.82,323.05,323.89,319.92,314.94,319.73,320.43,321.35,316.37,315.22,313.31,322.91,334.29,329.77,325.61,327.95,333.45,325.83,311.67,,
2013-05-22 22:01:53.656000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.09,227.63,233.41,232.80,250.58,,,,,237.27,228.02,251.16,274.13,255.53,278.49,293.48,299.52,303.57,308.21,308.35,298.09,295.40,293.16,294.94,306.02,310.86,316.20,313.76,310.68,304.70,306.52,300.08,290.62,289.66,294.87,295.93,302.18,299.37,310.65,301.76,301.79,300.51,292.82,290.73,296.25,293.83,302.23,300.26,296.71,294.25,276.25,267.51,281.30,273.94,270.12,266.55,271.18,264.25,257.45,253.40,261.69,265.87,294.71,302.81,301.59,303.90,304.95,308.17,316.21,320.27,320.26,321.97,323.06,323.05,319.52,320.11,322.30,320.53,319.26,314.15,316.43,306.52,314.12,311.62,308.31,309.11,308.24,311.40,309.04,311.37,314.84,311.64,314.52,319.26,317.96,321.31,321.52,325.33,322.39,327.84,320.96,317.95,317.24,321.96,326.32,319.91,322.00,320.33,321.36,223.62,337.05,333.91,344.05,345.78,322.75,312.14,,
2013-06-23 22:01:46.719000,L8,365.01,376.08,382.15,383.23,383.49,379.57,373.36,378.41,380.81,377.66,377.22,380.01,378.66,381.65,378.46,379.39,374.20,366.52,381.27,367.59,374.78,373.22,368.05,361.37,366.27,363.03,369.83,379.72,361.84,372.49,363.41,362.22,366.59,363.48,371.08,364.38,363.33,358.88,368.48,361.37,370.96,370.01,365.06,367.62,376.62,383.44,369.14,362.18,373.56,378.64,392.07,383.77,379.71,375.63,356.70,362.02,371.48,389.53,409.88,405.91,403.73,402.32,397.45,399.46,389.32,383.11,383.54,363.70,369.45,371.26,365.02,383.99,382.72,385.47,378.09,386.76,375.41,365.24,369.98,372.79,378.38,379.79,371.76,383.39,386.77,392.40,382.16,376.02,373.52,374.61,379.53,376.87,368.51,367.81,367.60,373.10,374.37,376.77,382.82,384.02,384.54,395.61,405.27,414.04,418.07,408.89,401.87,397.54,393.43,391.36,396.78,390.33,406.91,392.89,386.24,387.24,402.20,406.62,399.23,392.21,379.80,380.03,377.19,378.75,382.64,391.06,398.32,415.53,407.05,391.33,386.37,394.17,387.75,394.41,398.08,399.79,395.49,393.47,391.31,398.79,392.23,403.11,396.34,391.61,403.79,405.81,402.70,392.44,256.47,378.22
2013-07-25 22:01:49.952000,L8,489.49,444.31,463.56,381.05,374.31,407.51,385.30,422.05,377.15,365.76,369.49,364.91,364.79,382.35,375.14,380.56,407.54,403.98,368.70,356.43,405.58,353.70,363.25,453.99,378.60,542.64,462.15,437.70,405.03,363.67,,,388.23,470.43,507.44,363.54,379.67,391.59,455.08,446.34,381.44,362.13,390.90,397.83,352.13,403.69,359.17,364.58,374.44,409.22,379.09,374.52,390.79,362.92,409.99,383.93,387.61,380.44,390.76,404.18,422.26,454.27,421.32,412.45,396.99,411.00,458.63,446.95,453.95,457.90,431.93,446.16,438.88,440.65,444.29,449.91,444.03,414.98,421.21,422.21,437.35,435.42,432.71,424.95,400.07,406.90,420.76,411.37,368.65,406.89,368.76,405.99,415.25,410.55,423.34,423.46,416.06,430.12,415.18,412.83,414.72,480.05,495.22,492.99,470.88,462.22,450.33,401.12,393.68,441.68,447.60,438.47,431.56,419.16,459.31,446.71,451.34,509.74,478.79,462.85,427.57,414.62,403.56,394.03,433.25,414.12,466.73,439.28,425.02,416.62,427.93,419.33,491.00,497.33,403.41,399.65,404.34,397.75,430.32,508.12,498.80,498.49,397.29,401.85,400.52,402.46,405.60,364.63,379.35,373.06
2013-09-27 22:01:43.236000,L8,195.86,210.01,204.39,205.45,221.14,205.54,193.77,204.07,182.62,298.80,471.07,402.88,416.70,419.85,381.08,388.79,440.80,412.73,517.46,502.41,405.07,218.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.32,308.79,302.58,293.71,291.97,309.76,322.04,321.13,317.20,319.14,308.10,310.01,301.85,546.04,520.08,468.86,532.52,219.25,337.06,317.57,302.00,300.30,300.17,287.29,287.67,292.58,291.71,299.98,298.31,295.75,295.61,286.41,288.26,289.08,293.10,295.02,293.27,295.96,300.27,299.96,297.31,298.01,301.87,304.27,306.40,302.34,302.52,294.74,290.63,297.47,215.86,246.75,246.31,215.73,192.96,190.11,290.72,290.83,292.81,272.18,285.40,283.27,275.63,295.04,287.37,290.68,285.14,284.48,291.60,292.11,294.70,301.41,298.01,296.34,304.22,307.94,318.99,317.23,319.91,317.31,319.62,317.62,314.35,303.90,308.27,309.86,295.99,295.25,289.56,182.73,319.49,319.17,204.77,310.35,315.60,,,,
2013-10-29 22:01:34.321000,L8,,,,,,,,,,,,,,,,,,,,,206.83,495.25,304.93,314.94,292.38,286.83,292.85,297.86,297.28,301.11,,272.67,303.97,,,291.78,293.85,302.00,302.41,300.65,308.86,196.08,233.26,323.88,546.02,549.70,538.00,300.46,304.19,302.96,304.78,304.73,295.24,293.65,289.06,290.62,296.91,305.63,314.03,312.78,317.85,302.57,305.78,298.76,287.28,288.88,292.71,292.55,300.69,298.62,308.03,303.52,300.33,300.66,285.04,286.19,292.66,290.58,299.84,297.00,295.01,293.34,284.59,286.78,287.06,295.00,292.55,292.80,293.45,297.87,299.18,296.47,300.32,299.59,302.54,302.28,303.31,302.98,301.00,304.39,306.94,313.35,312.11,312.38,317.03,315.18,313.60,312.44,312.65,311.94,307.37,306.04,306.38,295.52,308.00,305.84,303.21,299.46,298.43,302.14,300.34,301.80,308.86,301.24,303.36,308.41,313.51,318.54,316.01,313.94,312.80,313.24,310.57,314.07,312.50,312.68,311.71,307.23,311.42,310.53,319.32,325.06,324.24,320.32,319.18,324.56,312.65,305.17,,
2013-11-14 22:01:33.487000,L8,298.82,290.83,291.47,291.22,293.49,296.18,299.26,299.34,298.01,299.15,298.32,306.61,300.71,300.64,304.23,305.02,302.20,301.60,298.20,299.99,302.48,300.77,296.87,299.05,300.15,296.83,295.63,295.38,293.47,297.83,295.47,294.32,297.96,295.42,291.26,293.60,295.83,301.62,302.63,298.22,292.86,289.54,291.48,291.54,294.66,297.28,303.17,301.26,302.98,304.57,304.44,304.16,297.35,294.68,288.14,290.34,298.30,307.45,313.24,310.85,310.29,300.11,301.03,292.78,281.52,290.98,509.43,525.57,455.72,527.89,490.04,497.10,485.98,550.05,432.96,400.59,550.34,293.02,288.96,305.80,294.67,292.85,283.45,281.40,283.06,290.93,285.14,293.29,293.98,308.95,,,,,246.89,318.77,305.35,286.35,200.01,310.49,338.66,390.65,310.81,315.35,320.92,322.06,330.84,312.79,312.34,311.00,316.63,312.07,309.38,301.87,310.34,309.08,303.58,302.49,195.61,317.93,310.13,291.25,,,,,,,,,,,,,,,,,,,,,,,,,224.74,230.88,,
