dates,satname,nzd0160-0000,nzd0160-0001,nzd0160-0002,nzd0160-0003,nzd0160-0004,nzd0160-0005,nzd0160-0006,nzd0160-0007
1999-10-22 21:58:28.758000,L7,289.19,306.35,319.58,251.13,308.54,305.50,289.94,277.01
1999-12-09 21:58:33.708000,L7,288.78,317.86,326.53,233.53,318.62,311.67,292.84,279.34
1999-12-09 21:58:57.676000,L7,288.60,316.80,326.01,230.61,317.92,311.38,295.05,277.58
2000-02-27 21:58:16.566000,L7,275.96,277.91,312.99,211.12,236.43,,196.16,267.57
2000-02-27 21:58:40.521000,L7,274.24,277.20,311.79,210.64,234.53,,,266.06
2000-03-14 21:58:11.336000,L7,284.64,301.36,319.92,260.45,244.79,306.57,287.65,274.22
2000-03-14 21:58:35.291000,L7,283.51,302.24,317.73,255.96,246.46,275.61,287.97,274.33
2000-03-30 21:58:09.573000,L7,286.20,283.36,323.78,257.45,284.96,275.69,198.95,274.65
2000-03-30 21:58:33.541000,L7,282.55,282.32,320.00,250.90,245.05,224.18,197.52,273.89
2000-08-05 21:56:44.750000,L7,236.70,271.87,314.65,238.20,,,,
2000-08-05 21:57:08.715000,L7,,272.92,315.38,261.74,231.03,,,
2000-09-06 21:56:22.949000,L7,252.82,259.60,291.16,192.58,,,,
2000-12-27 21:56:05.061000,L7,396.02,348.95,355.74,352.92,350.15,350.80,348.29,377.51
2001-01-12 21:56:06.772000,L7,282.87,316.26,320.63,205.35,320.25,318.75,304.34,297.13
2001-01-12 21:56:30.696000,L7,238.03,268.51,296.11,,,,,
2001-06-05 21:55:16.607000,L7,,,323.32,266.18,,,,
2001-06-05 21:55:40.577000,L7,275.64,273.42,324.92,277.89,307.98,306.11,212.81,
2001-06-21 21:55:05.323000,L7,267.00,270.73,313.64,255.85,304.76,302.06,289.76,
2001-06-21 21:55:29.297000,L7,313.20,292.77,321.77,268.69,309.77,308.66,299.96,284.61
2001-09-09 21:54:12.928000,L7,262.67,272.89,307.59,,,,,
2001-09-09 21:54:36.880000,L7,292.47,322.39,328.96,274.73,320.59,310.25,305.06,295.92
2001-09-25 21:54:04.740000,L7,266.18,276.10,301.49,261.40,239.47,,,
2001-09-25 21:54:28.694000,L7,275.92,276.26,305.34,261.66,243.10,,,
2001-10-11 21:53:46.024000,L7,304.66,376.80,383.76,382.10,311.72,310.11,301.83,291.44
2001-10-11 21:54:09.862000,L7,298.30,302.10,325.24,315.86,308.96,307.20,296.39,288.80
2002-01-15 21:54:23.534000,L7,,266.46,319.13,215.87,251.06,,,289.68
2002-01-31 21:54:26.647000,L7,269.13,274.33,302.52,210.18,237.01,,,
2002-01-31 21:54:50.570000,L7,292.35,298.57,325.90,265.49,274.92,311.09,,
2002-02-16 21:54:54.191000,L7,273.87,296.56,309.59,274.76,,206.16,212.21,303.43
2002-08-27 21:53:36.267000,L7,293.77,307.66,323.98,263.02,257.66,306.12,286.25,284.19
2002-08-27 21:54:00.253000,L7,293.68,287.87,326.04,273.66,312.32,306.68,275.99,240.30
2002-10-14 21:53:19.813000,L7,290.91,309.42,324.56,308.65,272.16,265.39,298.49,285.47
2002-10-14 21:53:43.769000,L7,296.67,316.74,325.91,316.06,311.90,310.40,299.09,288.96
2002-10-30 21:53:25.867000,L7,289.23,311.66,319.55,262.40,310.04,306.04,295.21,287.57
2002-12-01 21:53:52.985000,L7,268.00,281.01,308.95,220.23,247.12,,,281.42
2002-12-01 21:54:16.937000,L7,270.21,276.22,307.80,218.26,246.03,,,
2003-01-18 21:54:06.301000,L7,278.53,273.98,314.37,218.53,,217.29,203.71,281.04
2003-01-18 21:54:30.278000,L7,290.95,314.69,322.99,254.19,310.77,308.57,295.99,286.10
2003-02-19 21:54:18.740000,L7,405.88,365.29,329.21,263.71,327.39,325.10,379.85,381.62
2003-03-23 21:54:16.760000,L7,,,,521.21,408.51,388.50,381.67,380.22
2003-03-23 21:54:40.711000,L7,357.88,354.45,359.24,361.51,356.62,353.74,355.64,307.77
2003-04-24 21:54:22.477000,L7,257.13,275.73,318.15,263.90,306.11,304.26,,
2003-04-24 21:54:46.433000,L7,,264.66,309.53,,,,,
2003-05-10 21:54:22.508000,L7,264.27,269.41,324.36,253.47,,,,
2003-05-10 21:54:46.466000,L7,263.52,192.24,324.06,255.27,,,,
2003-05-26 21:54:19.958000,L7,,,291.57,,,,,
2003-05-26 21:54:43.917000,L7,260.31,264.55,290.25,,,,,
2003-08-06 21:42:27.230000,L5,288.19,294.59,305.67,294.27,287.78,281.63,271.90,278.66
2003-08-06 21:42:51.203000,L5,285.26,293.12,304.59,292.56,286.41,279.72,269.02,276.12
2003-09-07 21:43:00.591000,L5,,,,,,,271.90,279.12
2003-10-25 21:43:40.253000,L5,288.65,293.35,303.20,296.40,292.76,290.02,272.44,
2003-10-25 21:44:04.226000,L5,288.89,292.79,302.60,295.97,292.22,289.21,272.34,282.56
2004-02-14 21:44:33.705000,L5,365.44,361.20,363.78,367.76,361.85,364.73,362.85,363.48
2004-03-01 21:44:38.581000,L5,236.79,268.33,293.96,214.05,275.78,273.62,,
2004-03-01 21:45:02.553000,L5,242.80,278.83,297.51,242.86,280.73,279.17,,
2004-04-02 21:44:54.996000,L5,328.84,329.13,329.93,327.50,317.08,320.67,310.90,307.51
2004-04-02 21:45:18.969000,L5,321.37,320.74,323.95,319.16,312.49,313.24,304.51,303.66
2004-04-18 21:45:25.586000,L5,235.56,235.26,294.93,,,,,
2004-04-18 21:45:49.558000,L5,243.29,244.46,298.53,198.07,251.58,266.71,,
2004-05-04 21:45:52.076000,L5,283.09,288.35,300.05,274.27,284.10,291.93,276.59,279.19
2004-05-04 21:46:16.049000,L5,262.61,269.06,295.65,252.75,275.81,285.54,269.48,
2004-05-20 21:46:20.465000,L5,236.44,226.30,288.79,,,,,
2004-05-20 21:46:44.438000,L5,242.80,238.09,291.51,,,,,
