dates,satname,nzd0138-0000,nzd0138-0001,nzd0138-0002,nzd0138-0003,nzd0138-0004,nzd0138-0005,nzd0138-0006,nzd0138-0007,nzd0138-0008,nzd0138-0009,nzd0138-0010,nzd0138-0011,nzd0138-0012,nzd0138-0013,nzd0138-0014,nzd0138-0015,nzd0138-0016,nzd0138-0017,nzd0138-0019,nzd0138-0020,nzd0138-0021,nzd0138-0022,nzd0138-0023,nzd0138-0024,nzd0138-0025,nzd0138-0026,nzd0138-0027,nzd0138-0028,nzd0138-0029,nzd0138-0030,nzd0138-0018,nzd0138-0031
1999-08-26 22:04:44.971000,L7,,278.33,310.66,304.21,264.88,312.32,270.95,271.22,316.59,304.23,,,243.43,249.51,258.54,249.19,287.57,251.21,275.51,290.63,274.90,244.32,277.69,239.64,233.61,226.32,216.12,190.86,171.66,,,
1999-09-27 22:04:48.949000,L7,,307.46,315.37,312.47,259.93,292.05,279.59,324.17,274.89,296.86,264.82,210.19,291.23,276.55,292.28,277.62,279.13,246.07,277.17,251.91,243.91,242.70,237.46,237.55,229.13,221.54,216.99,193.29,178.69,,,
1999-11-14 22:04:42.286000,L7,247.26,266.16,309.34,308.97,267.00,305.32,307.49,319.83,279.44,299.60,264.11,288.55,288.52,258.45,271.16,282.95,289.33,251.13,272.01,260.07,267.46,247.36,265.09,235.70,223.47,224.44,209.15,195.69,180.63,168.49,,
2000-01-01 22:04:37.439000,L7,,,,,163.34,246.85,258.69,269.88,273.09,223.30,,,220.05,250.93,258.62,,,,,,,,,,,,,,,,,
2000-01-10 21:58:52.465000,L7,378.33,353.47,289.94,341.89,350.51,326.98,354.60,351.61,354.16,264.25,285.35,271.25,273.95,272.94,320.66,166.76,,,,,,,,,,,,,,,,
2000-02-11 21:58:22.025000,L7,240.80,278.39,312.40,317.09,319.91,316.49,323.29,327.05,322.38,313.50,262.92,251.71,272.56,259.50,263.29,264.63,263.00,,270.52,265.68,251.84,241.43,239.27,231.05,227.31,223.60,207.45,189.49,180.67,,,
2000-02-18 22:04:29.218000,L7,246.89,310.32,293.56,323.14,319.40,322.88,333.73,332.80,325.26,316.68,307.29,305.03,311.56,329.16,,,496.15,342.47,470.41,390.53,,519.86,478.77,325.62,316.55,294.46,314.85,279.60,229.42,,,
2000-05-17 21:58:07.485000,L7,,269.27,260.13,300.48,,,,,,,,,,,,,,,,,272.75,236.73,233.93,231.92,221.03,,,,,,,
2000-05-24 22:03:46.662000,L7,231.52,288.00,323.98,317.41,259.67,314.95,274.11,328.66,316.00,312.74,306.91,305.20,283.36,308.28,295.97,289.33,296.17,252.98,270.53,250.55,264.49,282.13,275.02,258.75,237.38,263.57,215.78,205.13,215.81,189.28,285.56,
2000-08-12 22:02:54.094000,L7,327.26,,,,,,,,,,,,,,,,,,,,,,235.46,278.51,250.11,300.46,277.72,265.11,249.67,200.01,,
