dates,satname,nzd0208-0000,nzd0208-0001,nzd0208-0002,nzd0208-0003,nzd0208-0004,nzd0208-0005,nzd0208-0006,nzd0208-0007,nzd0208-0008,nzd0208-0009,nzd0208-0010,nzd0208-0011,nzd0208-0012,nzd0208-0013,nzd0208-0014,nzd0208-0015,nzd0208-0016,nzd0208-0017,nzd0208-0018,nzd0208-0019,nzd0208-0020,nzd0208-0021,nzd0208-0022,nzd0208-0023,nzd0208-0024,nzd0208-0025,nzd0208-0026,nzd0208-0027,nzd0208-0028,nzd0208-0029,nzd0208-0030,nzd0208-0031,nzd0208-0032,nzd0208-0033
1999-08-21 21:46:33.053000,L7,378.93,349.10,340.57,347.58,371.27,373.22,376.69,351.80,333.91,320.88,309.40,289.79,293.51,299.45,338.05,322.65,328.39,338.75,329.29,317.36,308.68,306.65,299.90,311.43,342.96,306.18,301.50,305.26,265.46,290.99,293.23,,,
1999-09-22 21:46:36.849000,L7,461.95,438.64,441.13,417.71,433.16,452.77,447.85,432.66,418.51,421.41,408.39,403.72,414.58,404.86,407.26,406.95,398.27,412.24,409.49,398.33,406.77,398.21,379.35,387.59,376.70,375.69,380.41,377.61,382.19,384.10,388.85,383.02,412.69,428.55
1999-10-24 21:46:32.266000,L7,465.94,411.27,413.14,429.02,439.15,445.48,437.63,444.26,420.52,407.50,403.12,403.15,405.19,403.81,399.38,401.76,418.72,409.01,411.23,398.02,388.48,386.05,381.90,368.01,373.08,370.65,377.65,382.42,386.50,398.03,386.16,384.90,407.30,407.48
2000-03-16 21:46:15.139000,L7,395.51,436.94,398.13,395.67,398.24,478.41,446.91,,,,,,317.69,364.49,423.38,422.15,,,,464.67,355.37,351.82,,481.19,395.33,351.22,329.19,389.33,461.92,513.65,503.38,483.97,375.09,346.94
2000-05-03 21:45:55.224000,L7,375.85,328.41,324.34,317.50,320.11,323.42,298.82,311.27,309.18,296.07,273.39,283.69,277.16,252.11,302.15,303.62,272.74,278.41,301.19,295.81,296.36,279.43,287.14,256.25,285.17,238.45,247.39,256.03,235.29,,,,,
2000-05-19 21:45:43.918000,L7,,,262.66,268.38,239.11,277.18,277.35,271.42,269.50,291.90,264.03,256.39,240.60,235.71,277.92,278.95,249.98,218.79,241.56,186.47,,,,,,,,,,,,,,
2000-07-06 21:45:15.097000,L7,464.90,424.01,417.63,402.80,403.06,393.93,405.34,411.85,382.12,380.37,381.56,369.86,364.39,368.20,372.31,374.17,377.52,409.12,381.57,377.42,378.33,365.42,345.38,342.20,359.86,363.91,370.58,368.76,364.27,360.85,340.81,337.44,371.64,326.41
2000-08-07 21:44:45.034000,L7,463.27,481.25,426.95,425.51,426.90,428.26,435.43,441.18,410.49,410.55,427.27,413.94,413.07,402.61,432.57,398.52,420.15,443.31,415.25,403.60,399.25,387.26,370.21,361.14,370.81,402.49,365.01,383.04,379.80,389.24,388.78,380.83,382.35,364.46
2000-09-24 21:44:07.338000,L7,347.51,276.75,250.81,272.05,257.56,304.06,301.30,298.50,271.67,289.02,276.74,215.45,240.95,232.33,277.16,264.68,219.16,265.98,263.93,280.28,266.94,269.57,257.48,234.51,,,,,,,,,,
2001-01-14 21:44:09.210000,L7,402.74,395.82,376.79,375.94,378.09,377.10,384.20,397.08,381.00,361.48,361.46,359.35,344.06,344.75,346.23,350.70,365.65,370.15,363.38,337.72,346.14,345.98,328.38,328.71,328.18,333.32,330.03,335.60,335.87,333.27,332.60,343.50,337.41,338.54
2001-03-03 21:44:00.567000,L7,373.17,329.22,377.08,380.86,314.49,321.08,326.93,322.00,314.87,303.95,288.36,290.49,279.05,262.73,303.15,307.04,294.16,317.12,278.65,303.40,302.06,295.68,302.73,300.94,307.44,309.94,320.88,319.02,321.33,248.21,307.44,,,
2001-04-04 21:43:43.008000,L7,311.02,262.04,268.23,307.78,264.29,281.09,310.33,233.10,289.86,288.26,273.58,221.18,253.34,225.51,251.75,296.34,260.26,267.07,201.07,205.06,260.95,,,,,223.35,222.95,231.40,195.41,211.97,,,,
2001-04-20 21:43:46.702000,L7,367.15,329.15,296.78,315.50,325.69,328.86,323.55,233.78,308.30,296.75,277.72,282.94,265.58,252.88,294.19,304.20,261.80,243.70,264.94,295.59,292.89,244.19,294.13,296.27,296.35,235.01,231.70,213.16,293.70,,,,,
2001-05-22 21:43:30.869000,L7,308.21,194.98,253.37,268.55,212.28,241.08,297.06,224.19,271.90,285.28,265.95,,,,,,,,,,,,,,,216.05,240.94,211.25,192.19,,,,,
2001-06-07 21:43:18.779000,L7,312.98,328.36,234.55,259.81,263.22,280.91,304.27,293.27,277.47,250.66,239.42,220.61,241.42,236.02,254.51,282.41,279.32,261.20,225.69,213.89,240.91,199.87,255.78,236.86,262.68,246.57,237.31,248.53,218.23,,,,,
2001-07-25 21:42:54.824000,L7,473.67,400.27,381.82,400.28,383.79,393.29,397.27,391.35,387.61,392.21,381.38,375.86,370.11,364.94,396.67,368.24,397.06,384.82,410.02,367.42,369.87,397.27,359.67,361.61,369.47,400.98,379.21,420.48,359.96,363.08,369.68,357.96,359.90,358.45
2001-08-26 21:42:25.671000,L7,485.29,482.69,463.69,456.23,440.65,449.31,437.28,433.34,457.58,464.61,456.04,444.88,414.42,432.42,449.28,440.64,421.23,470.89,443.90,409.24,429.41,408.56,431.58,413.91,407.75,398.79,396.72,397.71,387.00,381.53,377.03,377.04,370.77,389.41
