dates,satname,nzd0322-0000,nzd0322-0001,nzd0322-0002,nzd0322-0003,nzd0322-0004,nzd0322-0005,nzd0322-0006,nzd0322-0007,nzd0322-0010,nzd0322-0011,nzd0322-0012,nzd0322-0013,nzd0322-0008,nzd0322-0009
2001-01-10 22:09:39.742000,L7,,231.36,220.53,191.94,,,,,,,315.27,321.09,,
2001-11-03 22:01:22.838000,L7,,,,,,,,,,254.04,285.06,302.92,,
2002-03-11 22:01:55.664000,L7,,,435.07,362.36,355.75,394.29,359.36,288.14,388.87,401.88,474.03,368.50,285.55,361.85
2002-10-05 22:00:43.353000,L7,,,,,,,,,,221.15,260.22,274.46,,
2003-04-15 22:01:45.971000,L7,256.58,261.35,274.30,267.29,203.08,298.51,303.90,245.68,286.88,259.60,300.46,295.40,,
2003-09-05 21:56:31.676000,L5,,,,,,,,,,,244.10,237.60,,
2003-10-16 21:50:55.996000,L5,284.35,249.37,269.78,257.38,211.42,,,,270.37,267.85,303.49,320.77,,
2003-10-23 21:57:12.504000,L5,210.80,197.70,213.35,202.39,,,,,,,271.15,276.82,,
2004-05-18 21:59:50.535000,L5,,,,,,,,,,229.64,274.72,273.94,,
2004-10-02 21:57:14.880000,L5,213.02,202.33,225.58,214.52,,,,,,,,,,
2005-02-14 22:05:45.214000,L5,,,,,,,,,,,242.49,250.37,,
2005-03-11 21:59:55.791000,L5,262.31,224.28,249.54,242.43,190.93,,,,255.34,258.85,281.15,289.86,,
2005-09-19 22:01:08.704000,L5,287.51,254.49,273.18,271.67,271.16,223.80,257.14,270.06,285.57,275.50,299.33,310.66,290.28,275.26
2005-11-22 22:01:34.747000,L5,281.06,256.04,259.40,245.69,206.51,,,,280.59,290.22,302.26,324.92,,248.45
2006-02-26 22:03:47.179000,L5,,,,,,,,,,,253.73,254.32,,
2006-08-21 22:06:31.405000,L5,283.16,237.54,254.60,262.82,268.42,,244.18,263.99,262.37,251.71,280.20,291.38,244.00,267.16
2006-08-28 22:12:47.566000,L5,,,,,,,,,,,233.76,198.92,,
2006-09-22 22:06:54.827000,L5,,,,,,,,,,,249.41,254.32,,
2006-10-24 22:07:14.438000,L5,272.90,256.04,263.91,264.97,261.93,239.06,272.97,275.04,294.12,289.17,297.74,309.05,287.86,281.27
2006-10-31 22:13:29.135000,L5,233.24,199.71,222.62,213.25,,,,,,267.21,288.44,278.92,,
2006-12-11 22:07:39.980000,L5,175.97,215.56,230.20,197.31,,,,,,,261.91,285.62,,
2006-12-11 22:08:04.096000,L5,,,,,,,,,,,253.52,266.73,,
2007-09-09 22:06:09.271000,L5,264.74,223.15,245.64,243.45,208.09,,,,252.76,262.94,278.97,292.76,,
2008-03-03 22:03:15.875000,L5,280.59,247.36,257.52,249.76,238.55,,,,263.20,280.67,292.01,302.33,,
2008-10-29 21:56:36.227000,L5,256.59,223.84,265.20,261.91,222.67,,,,256.91,264.68,277.18,293.52,,
2009-01-24 22:04:30.805000,L5,253.62,237.98,252.33,252.70,183.11,,,,261.90,272.92,291.19,305.17,,
2010-02-21 22:03:56.549000,L5,286.61,249.35,263.62,262.62,239.18,,,,275.20,277.56,296.12,313.48,189.33,248.05
2010-10-03 22:03:04.727000,L5,,,,,,,,,,257.72,256.64,295.46,,
2010-10-10 22:09:11.852000,L5,287.40,280.00,283.31,288.02,288.55,221.18,260.61,277.89,284.80,286.49,309.00,325.89,289.83,276.21
2010-11-04 22:02:50.090000,L5,191.13,194.20,218.19,214.51,,,,,,,,,,
2011-01-07 22:02:56.182000,L5,262.54,248.20,256.30,256.45,222.92,,,,270.41,275.62,290.93,307.30,183.78,247.76
2011-01-23 22:02:56.734000,L5,280.66,250.60,261.95,258.20,241.80,,237.49,241.04,280.46,279.79,295.62,315.01,265.04,261.62
