dates,satname,nzd0563-0000,nzd0563-0001,nzd0563-0002
1999-08-21 21:46:56.985000,L7,152.50,109.86,138.98
1999-08-28 21:53:11.984000,L7,146.03,109.89,113.52
1999-09-22 21:47:00.785000,L7,180.27,156.40,207.02
1999-10-24 21:46:56.203000,L7,178.53,167.66,194.61
1999-10-31 21:53:08.082000,L7,222.99,371.14,229.77
2000-01-19 21:53:01.775000,L7,226.68,234.75,221.62
2000-02-04 21:53:01.324000,L7,188.02,208.70,209.14
2000-02-20 21:52:53.613000,L7,183.81,180.27,206.00
2000-04-01 21:46:34.573000,L7,159.85,119.52,206.27
2000-05-03 21:46:19.161000,L7,169.85,115.68,178.69
2000-05-19 21:46:07.873000,L7,158.90,109.75,141.07
2000-05-26 21:52:12.607000,L7,150.51,100.05,121.96
2000-07-13 21:51:43.794000,L7,146.21,110.40,123.89
2000-07-29 21:51:26.388000,L7,150.80,106.90,116.82
2000-08-07 21:45:08.975000,L7,145.22,105.55,116.42
2000-08-14 21:51:20.176000,L7,144.67,126.61,123.87
2000-09-15 21:50:49.667000,L7,141.37,121.46,125.10
2000-10-26 21:44:22.850000,L7,206.73,238.40,224.63
2000-11-27 21:44:26.720000,L7,195.92,194.58,197.01
2000-12-13 21:44:28.287000,L7,176.52,181.69,119.71
2001-01-05 21:50:40.530000,L7,198.63,205.15,203.21
2001-01-14 21:44:33.150000,L7,189.03,190.83,194.98
2001-01-21 21:50:46.402000,L7,210.11,219.09,209.38
2001-03-10 21:50:34.795000,L7,172.26,146.47,144.80
2001-04-04 21:44:06.948000,L7,181.38,171.17,198.25
2001-04-20 21:44:10.657000,L7,169.70,121.47,179.32
2001-05-22 21:43:54.652000,L7,162.66,119.46,124.39
2001-06-30 21:49:36.194000,L7,140.37,6.57,96.94
2001-07-25 21:43:18.753000,L7,,107.54,104.12
2001-09-11 21:42:38.257000,L7,160.09,130.03,196.06
2001-09-18 21:48:41.296000,L7,175.37,153.66,203.34
2001-10-13 21:42:15.922000,L7,164.21,147.37,134.26
2001-10-29 21:42:21.289000,L7,178.08,169.38,191.26
2002-01-17 21:42:52.816000,L7,189.85,182.50,194.86
2002-01-24 21:49:06.898000,L7,208.11,218.15,214.33
2002-02-02 21:42:54.721000,L7,,,105.72
2002-02-18 21:42:54.191000,L7,171.35,146.50,116.82
2002-02-25 21:49:11.892000,L7,191.50,219.30,219.22
2002-03-22 21:42:52.399000,L7,170.36,136.41,189.95
2002-04-07 21:42:52.870000,L7,180.77,137.25,203.70
2002-04-14 21:49:02.545000,L7,175.57,126.42,200.45
2002-07-19 21:48:33.434000,L7,154.06,113.48,128.26
2002-09-05 21:48:14.221000,L7,183.59,162.65,241.68
2002-09-14 21:41:55.072000,L7,160.79,130.81,187.94
2002-09-30 21:41:47.719000,L7,160.14,133.00,143.66
2002-10-23 21:48:03.157000,L7,185.51,179.97,214.85
2002-11-01 21:41:54.382000,L7,230.85,260.39,235.57
2002-11-17 21:42:06.289000,L7,195.05,202.52,156.04
2002-11-24 21:48:26.056000,L7,191.02,192.57,195.84
2002-12-10 21:48:29.024000,L7,187.23,191.59,191.22
2002-12-26 21:48:36.012000,L7,205.26,207.03,196.62
2003-01-20 21:42:33.373000,L7,196.10,202.97,205.85
2003-01-27 21:48:45.095000,L7,198.75,213.39,155.86
2003-02-05 21:42:41.878000,L7,188.47,197.92,200.43
2003-02-21 21:42:44.547000,L7,180.94,174.59,198.50
2003-03-16 21:48:58.145000,L7,177.83,134.12,126.89
2003-05-03 21:49:01.134000,L7,167.51,120.75,162.68
2003-05-12 21:42:48.091000,L7,146.97,113.02,121.79
2003-05-28 21:42:46.560000,L7,145.71,108.63,113.41
2003-07-30 21:36:57.157000,L5,156.76,109.85,131.09
2003-08-15 21:37:12.191000,L5,167.46,112.32,148.20
2003-09-25 21:31:42.973000,L5,178.77,150.59,156.22
2003-10-18 21:38:12.093000,L5,175.66,170.43,159.55
2003-11-19 21:38:38.232000,L5,199.91,187.65,167.62
2003-11-28 21:32:34.027000,L5,180.43,175.52,154.77
2003-12-14 21:32:38.364000,L5,191.70,185.77,169.46
2003-12-30 21:32:48.382000,L5,154.65,150.41,127.84
2004-01-15 21:32:50.035000,L5,184.84,184.36,167.24
2004-01-22 21:39:04.232000,L5,169.82,173.18,161.69
2004-02-16 21:33:00.436000,L5,173.08,156.82,149.33
2004-03-19 21:33:10.985000,L5,175.95,148.84,164.38
2004-05-06 21:34:22.023000,L5,164.81,107.41,144.65
2004-06-23 21:35:46.683000,L5,140.50,109.17,125.11
2004-07-25 21:36:37.854000,L5,149.84,102.58,123.51
2004-09-11 21:37:49.351000,L5,164.64,148.24,155.59
2004-10-13 21:38:32.826000,L5,182.76,174.14,159.19
2004-10-20 21:44:52.536000,L5,166.28,160.86,147.48
2005-02-09 21:46:43.169000,L5,174.23,181.59,169.21
2005-02-18 21:40:42.163000,L5,172.19,168.56,161.90
2005-05-09 21:41:19.893000,L5,165.27,124.94,139.70
2005-05-25 21:41:28.038000,L5,150.01,107.63,113.36
2005-06-10 21:41:36.102000,L5,139.63,99.87,108.60
2005-06-26 21:41:40.412000,L5,142.03,109.27,127.73
2005-07-12 21:41:47.390000,L5,142.07,103.64,114.97
2005-07-28 21:41:57.832000,L5,144.43,103.47,109.26
2005-08-13 21:42:05.358000,L5,162.94,122.37,144.24
2005-08-29 21:42:10.705000,L5,148.84,133.04,121.12
2005-11-08 21:48:28.444000,L5,176.48,162.10,147.93
2006-01-20 21:44:01.121000,L5,171.97,164.97,152.45
2006-01-27 21:50:22.231000,L5,181.83,171.99,161.77
2006-02-12 21:50:43.974000,L5,169.74,163.41,154.57
2006-02-21 21:44:44.561000,L5,171.51,159.50,150.47
2006-02-28 21:51:04.098000,L5,168.20,155.97,152.05
2006-03-09 21:45:04.554000,L5,147.87,158.17,161.42
2006-04-10 21:45:40.863000,L5,171.48,139.79,160.74
2006-04-26 21:45:56.580000,L5,137.42,116.14,121.80
2006-05-12 21:46:09.770000,L5,135.55,101.82,104.01
2006-06-04 21:52:40.334000,L5,137.25,96.00,107.70
2006-06-13 21:46:37.602000,L5,146.70,109.27,117.51
2006-07-22 21:53:22.402000,L5,163.56,111.81,138.60
2006-08-23 21:53:47.156000,L5,162.19,135.40,157.20
2006-09-01 21:47:43.231000,L5,167.71,136.33,154.61
2006-09-17 21:47:54.852000,L5,171.46,149.91,155.21
2006-10-10 21:54:20.722000,L5,159.37,154.48,136.09
2006-12-06 21:49:05.144000,L5,176.97,175.72,158.19
2006-12-13 21:54:55.384000,L5,168.84,155.31,100.49
2007-02-08 21:49:02.527000,L5,174.85,176.43,154.00
2011-01-02 21:43:59.020000,L5,196.04,195.34,172.15
2011-01-25 21:50:11.063000,L5,168.51,171.09,160.61
2011-09-06 21:48:52.270000,L5,168.92,156.51,166.18
2011-10-24 21:48:11.730000,L5,183.60,176.96,233.58
2013-04-29 21:55:51.104000,L8,149.02,116.60,129.36
2013-05-31 21:56:07.688000,L8,134.97,113.11,105.44
2013-06-07 22:02:16.944000,L8,163.34,111.68,116.31
2013-06-23 22:02:10.678000,L8,168.11,119.09,122.44
2013-07-18 21:56:02.364000,L8,162.56,106.73,112.30
2013-07-18 21:56:26.327000,L8,122.57,103.32,106.79
2013-07-25 22:02:13.906000,L8,159.52,117.20,124.01
