dates,satname,nzd0019-0000,nzd0019-0001,nzd0019-0002,nzd0019-0003,nzd0019-0004,nzd0019-0005,nzd0019-0006,nzd0019-0007,nzd0019-0008,nzd0019-0011,nzd0019-0009,nzd0019-0010
1999-08-17 22:10:26.276000,L7,396.16,354.93,343.05,352.31,348.47,346.42,337.71,223.55,198.04,360.14,,
1999-10-04 22:10:38.131000,L7,522.68,417.49,414.79,351.34,355.36,352.96,352.38,296.05,491.35,438.70,443.50,453.17
1999-11-21 22:10:24.244000,L7,403.85,362.41,351.98,353.61,358.68,355.23,354.70,300.44,,437.97,,
2000-02-09 22:10:19.398000,L7,462.16,407.44,434.16,445.16,438.52,444.66,367.23,307.56,455.72,475.94,455.05,449.68
2000-04-29 22:09:53.797000,L7,485.94,358.38,342.56,352.86,347.93,343.96,348.44,300.12,,353.39,,
2000-05-15 22:09:42.527000,L7,286.70,291.87,245.60,216.76,,,,,,,,
2000-08-03 22:08:44.137000,L7,242.38,299.88,268.22,,,,,,,,,
2000-08-19 22:08:38.248000,L7,346.49,335.45,298.54,324.68,339.08,299.60,277.88,,,317.97,,
2000-09-04 22:08:22.800000,L7,400.90,356.91,334.08,280.82,,,,,,,,
2000-09-20 22:08:03.348000,L7,283.22,334.36,,,,,,,,,,
2000-10-06 22:07:59.689000,L7,253.87,,,,,,,,,,,
2000-11-07 22:07:53.532000,L7,487.98,456.21,355.99,358.15,372.02,379.81,365.05,366.65,348.85,486.22,497.75,506.21
2001-02-27 22:07:54.461000,L7,285.82,328.63,282.15,248.56,,,,,,,,
2001-03-15 22:07:52.114000,L7,436.98,496.35,442.43,346.54,370.62,342.61,344.27,308.62,428.48,410.95,428.03,417.48
2001-06-03 22:07:16.736000,L7,276.48,306.21,247.62,225.34,,,,,,302.22,,
2001-06-19 22:07:05.722000,L7,286.59,309.57,280.56,250.93,218.04,224.08,285.04,,,313.18,,
2001-12-12 22:06:14.960000,L7,456.88,417.72,351.94,351.39,355.93,353.09,354.30,362.59,488.36,492.68,510.53,496.98
2002-01-29 22:06:21.478000,L7,406.21,423.18,451.91,451.65,361.80,357.34,312.70,302.81,465.75,421.88,447.67,439.19
