dates,satname,nzd0220-0000,nzd0220-0001,nzd0220-0002,nzd0220-0003,nzd0220-0004,nzd0220-0005,nzd0220-0006,nzd0220-0007,nzd0220-0008,nzd0220-0009,nzd0220-0010,nzd0220-0011,nzd0220-0012,nzd0220-0013,nzd0220-0014,nzd0220-0015
1999-09-29 21:52:52.243000,L7,404.15,391.01,382.42,386.30,386.68,379.24,394.80,388.31,411.59,376.30,376.02,380.52,398.43,390.54,373.90,388.85
1999-10-15 21:52:49.322000,L7,390.96,387.51,384.49,385.10,381.62,382.98,390.75,382.29,375.22,371.70,370.93,388.63,378.18,376.50,386.69,388.87
2000-02-04 21:52:37.377000,L7,360.81,353.85,355.40,352.23,351.12,339.92,357.64,358.30,339.73,316.73,294.28,313.14,242.59,221.49,195.78,235.25
2000-02-20 21:52:29.720000,L7,363.08,359.79,362.58,365.88,358.68,352.84,360.76,358.45,349.84,350.88,324.21,361.77,344.81,346.56,317.45,358.48
2000-05-26 21:51:48.668000,L7,332.03,251.84,220.69,223.00,255.90,292.41,263.65,256.29,197.35,284.82,294.08,318.65,316.07,312.93,235.69,269.51
2000-08-14 21:50:56.232000,L7,358.83,351.74,350.45,361.76,360.00,356.28,371.82,367.57,356.43,339.89,341.51,334.83,324.55,324.88,321.78,330.70
2000-09-15 21:50:25.712000,L7,514.01,478.12,404.11,461.68,506.65,519.74,,385.62,366.10,542.20,526.06,398.99,364.12,365.39,323.50,332.99
2000-10-17 21:50:01.277000,L7,352.47,346.74,342.40,340.64,349.96,319.54,359.22,351.20,342.02,330.44,338.54,337.26,336.33,330.95,330.33,329.77
2000-12-04 21:50:10.162000,L7,352.32,346.83,345.83,345.47,340.51,332.44,353.22,349.21,344.70,303.47,278.97,283.10,307.66,305.39,327.91,330.60
2000-12-20 21:50:16.996000,L7,381.13,531.26,535.93,485.27,465.94,362.32,378.89,537.88,532.42,490.99,431.09,357.78,350.97,302.31,350.46,332.85
2001-01-05 21:50:16.585000,L7,370.15,367.13,319.81,307.78,310.23,305.38,278.80,283.29,262.66,300.48,291.41,302.37,289.26,293.89,292.14,308.91
2001-03-10 21:50:10.732000,L7,361.84,350.84,349.41,353.42,352.54,347.86,358.23,350.60,346.08,334.88,332.33,335.75,340.53,340.11,329.05,329.39
2001-03-26 21:50:01.268000,L7,371.06,362.20,364.50,368.76,362.72,335.88,312.28,287.50,358.27,350.10,346.74,340.52,304.71,320.99,336.05,332.95
2001-06-30 21:49:12.248000,L7,320.80,340.51,369.04,370.31,265.74,294.39,270.84,256.58,265.73,297.77,331.02,315.84,325.29,324.83,320.88,327.74
2001-09-18 21:48:17.356000,L7,349.58,337.15,339.39,342.11,340.03,330.38,360.53,351.93,343.01,341.32,341.30,336.92,340.54,216.93,216.53,252.65
2001-10-20 21:48:09.707000,L7,362.86,347.11,340.31,340.78,333.48,336.97,365.60,353.53,352.29,327.74,337.31,329.82,332.89,329.75,328.59,246.19
2001-11-05 21:48:14.934000,L7,363.58,344.76,316.89,345.41,338.54,306.54,369.54,349.53,275.35,276.66,237.23,227.71,228.13,331.21,224.95,329.39
2002-01-24 21:48:42.967000,L7,371.42,374.49,390.48,383.47,374.40,371.65,376.59,378.85,315.88,311.41,287.72,299.96,307.07,308.40,370.37,376.60
2002-02-25 21:48:47.943000,L7,384.21,379.34,404.04,389.46,377.04,372.97,378.88,380.50,370.14,371.67,367.30,372.92,374.41,378.74,367.25,364.46
2002-03-13 21:48:44.624000,L7,342.25,296.61,294.23,298.76,320.87,326.31,332.67,344.58,336.96,321.75,315.92,311.32,308.84,207.98,219.99,246.15
2002-04-14 21:48:38.601000,L7,357.03,357.79,329.65,361.46,358.56,350.43,359.23,257.48,241.74,287.27,309.54,312.12,246.56,216.94,237.25,269.94
2002-06-01 21:48:28.245000,L7,366.72,362.89,371.11,371.29,367.86,366.33,367.86,367.51,363.27,349.57,328.04,320.45,325.47,328.80,326.64,327.41
2002-08-20 21:47:58.545000,L7,356.71,372.02,353.41,374.72,371.18,317.55,364.18,269.52,339.27,354.50,306.07,348.27,321.54,227.74,230.11,252.04
2002-10-07 21:47:33.100000,L7,387.09,378.76,376.65,369.74,376.59,385.45,551.32,,,,,,428.16,393.01,488.88,522.74
2002-10-23 21:47:39.211000,L7,344.68,345.17,341.19,319.57,343.07,312.87,356.74,359.20,326.78,330.36,331.39,329.32,336.48,219.98,178.82,260.03
2002-11-08 21:47:44.401000,L7,385.81,388.41,385.57,395.45,394.05,394.42,402.69,469.09,508.75,,,529.81,391.91,401.73,388.25,410.24
2002-11-24 21:48:02.112000,L7,351.85,362.00,352.21,325.87,344.23,342.94,367.19,358.41,348.07,347.36,334.91,355.07,345.65,232.08,219.78,266.96
2002-12-26 21:48:11.926000,L7,334.12,333.00,334.35,372.53,372.42,335.75,346.40,349.19,340.92,364.70,378.91,356.77,369.84,400.53,381.99,334.38
2003-01-11 21:48:14.464000,L7,345.01,361.20,312.45,316.97,318.67,319.56,305.54,319.84,269.00,322.86,308.63,320.48,304.06,308.26,305.78,303.07
2003-01-27 21:48:21.149000,L7,360.23,377.71,381.44,369.34,358.56,368.31,377.04,375.98,366.17,356.31,310.29,305.61,307.61,306.56,308.50,309.76
2003-03-16 21:48:34.204000,L7,316.19,332.61,319.70,247.97,320.24,310.40,303.53,267.43,265.58,304.40,313.06,309.66,303.93,303.60,305.62,306.80
2003-05-03 21:48:37.175000,L7,357.01,346.75,345.58,359.81,340.00,330.42,372.97,353.06,266.83,309.11,329.59,320.59,337.25,331.28,324.75,333.37
2003-08-15 21:36:48.503000,L5,376.99,367.89,372.38,371.35,368.83,369.35,380.05,388.29,380.09,368.75,374.55,363.01,356.99,357.07,364.89,366.64
2003-08-31 21:37:06.588000,L5,311.85,292.90,188.84,244.98,317.73,307.08,317.63,329.37,319.78,312.61,309.53,311.15,310.53,304.50,303.71,309.12
2003-10-18 21:37:48.406000,L5,321.15,326.55,318.59,311.58,331.62,337.31,352.96,347.99,337.93,337.75,336.01,335.93,336.67,332.94,334.30,341.24
2003-11-19 21:38:14.402000,L5,370.86,353.93,348.93,352.79,351.72,352.81,369.46,368.32,346.84,334.84,332.46,329.07,330.46,326.71,325.46,334.28
2004-01-22 21:38:40.402000,L5,353.76,343.62,333.99,339.82,346.46,350.95,363.10,363.54,351.99,345.44,341.95,333.70,332.22,326.53,322.06,332.23
2004-06-30 21:41:46.478000,L5,419.35,399.72,404.95,421.38,427.53,408.19,459.84,432.16,404.52,403.61,397.45,389.78,397.77,410.30,402.68,412.04
2004-09-02 21:43:21.489000,L5,376.13,367.28,363.30,365.96,368.35,366.42,378.53,380.37,370.96,362.63,364.76,383.70,367.64,364.22,356.67,361.28
2004-09-18 21:43:46.845000,L5,357.60,341.79,338.85,,,299.34,356.99,368.31,367.07,363.74,342.07,298.48,322.71,343.56,336.27,338.48
2004-10-20 21:44:28.706000,L5,387.53,360.12,358.77,359.55,364.34,361.27,380.34,375.85,366.97,366.87,366.37,365.88,366.27,369.74,364.65,378.65
2004-12-07 21:45:24.093000,L5,361.49,344.27,334.92,339.78,345.17,352.18,370.19,369.83,359.20,346.43,345.33,347.44,341.65,337.83,327.80,331.16
2004-12-23 21:45:40.703000,L5,362.65,343.79,336.56,343.07,355.64,358.91,369.41,369.20,362.78,348.80,343.19,345.17,334.00,325.57,324.30,331.63
2005-01-24 21:46:06.161000,L5,297.50,247.28,203.53,247.97,298.57,288.16,291.75,336.14,313.75,304.34,298.00,273.25,284.45,268.00,263.66,290.92
2005-02-09 21:46:19.482000,L5,367.13,352.78,345.15,351.59,361.71,367.02,379.78,383.42,378.39,363.84,356.60,355.15,359.74,343.97,345.91,348.76
2005-02-25 21:46:35.721000,L5,334.91,311.24,319.58,324.58,311.06,,,322.49,314.36,226.27,169.54,,,,,
2005-03-13 21:46:47.612000,L5,382.72,369.40,365.03,366.57,368.63,366.80,379.25,376.21,372.37,366.29,366.41,360.41,359.56,360.66,363.63,374.74
2005-03-29 21:46:54.602000,L5,319.09,288.31,274.36,310.45,310.02,293.05,334.47,340.11,323.43,316.90,309.84,287.41,288.97,279.91,274.41,296.06
2005-04-30 21:47:03.060000,L5,371.39,349.87,348.86,349.26,352.98,354.36,370.45,372.92,362.13,349.06,351.88,343.33,343.95,339.31,342.14,346.29
2005-06-01 21:47:18.718000,L5,381.10,366.69,365.55,371.26,374.64,379.87,395.30,381.50,375.36,370.48,359.67,356.06,357.11,347.93,348.16,350.63
2005-07-19 21:47:39.248000,L5,299.07,224.99,193.01,222.96,316.49,288.15,332.39,339.48,330.17,320.08,307.91,233.27,305.96,302.10,294.92,263.33
2005-09-21 21:47:59.005000,L5,367.00,355.47,351.37,360.72,361.23,359.71,375.23,372.69,364.82,354.21,346.41,349.10,348.78,347.94,347.40,351.39
2005-11-08 21:48:04.756000,L5,383.97,361.04,361.09,365.88,362.34,364.44,372.47,369.93,363.34,365.48,362.31,362.34,370.74,363.93,364.70,366.68
