dates,satname,nzd0131-0000,nzd0131-0001,nzd0131-0002,nzd0131-0003,nzd0131-0004,nzd0131-0005,nzd0131-0006,nzd0131-0007,nzd0131-0008
1999-08-26 22:04:44.971000,L7,201.11,293.64,281.25,284.78,303.79,312.79,306.66,264.30,168.09
1999-09-27 22:04:48.949000,L7,189.21,220.59,233.70,245.06,216.15,325.85,317.80,316.99,327.02
1999-10-22 21:58:28.758000,L7,412.15,368.00,372.61,384.04,389.26,386.32,379.54,383.90,389.71
1999-11-14 22:04:42.286000,L7,191.34,227.93,237.81,250.24,234.78,304.52,309.83,315.08,318.32
1999-12-09 21:58:33.708000,L7,366.49,344.78,298.64,328.40,349.79,324.57,236.60,259.47,281.19
2000-05-24 22:03:46.662000,L7,225.03,,,,,,254.94,296.56,324.02
2000-08-12 22:02:54.094000,L7,269.97,,,,,285.49,251.40,309.78,322.81
2000-12-11 21:56:00.959000,L7,358.24,356.05,342.40,344.60,349.89,322.07,331.14,354.30,359.08
2001-03-24 22:01:59.719000,L7,259.99,,,,,,297.24,235.51,169.88
2001-06-05 21:55:16.607000,L7,,,,,,,259.15,244.19,173.49
2001-08-15 22:00:38.680000,L7,366.72,408.18,340.90,382.74,389.94,390.87,382.70,387.37,408.96
2001-08-24 21:54:24.664000,L7,,,,,,,,293.39,317.82
2001-09-09 21:54:12.928000,L7,,,,,,,218.87,309.97,306.92
2001-09-25 21:54:04.740000,L7,277.54,292.75,,,,302.51,220.30,235.50,307.89
2001-10-02 22:00:04.650000,L7,187.14,229.86,246.90,259.39,234.77,178.95,313.83,317.23,325.47
2001-10-11 21:53:46.024000,L7,278.27,288.96,,,,295.83,297.66,308.54,
2001-11-03 22:00:10.954000,L7,184.35,221.00,231.15,247.89,231.83,308.47,320.75,326.35,314.15
2001-12-30 21:54:13.275000,L7,342.61,225.54,293.73,292.53,301.07,297.72,305.70,315.14,178.11
2002-01-31 21:54:26.647000,L7,170.98,215.64,225.42,243.56,233.63,315.79,323.03,320.10,354.92
2002-02-23 22:00:43.620000,L7,337.60,309.44,304.64,292.78,332.61,310.78,298.64,159.81,
2002-04-28 22:00:38.357000,L7,,,,,,263.05,303.87,314.97,340.63
2002-05-23 21:54:18.991000,L7,,,,,,,,,314.09
2002-06-15 22:00:19.658000,L7,,,,,,236.79,256.25,284.31,239.52
2002-06-24 21:54:04.370000,L7,,,,,,204.11,254.45,234.54,322.98
2002-07-17 22:00:08.747000,L7,,,,,,,,308.79,306.96
2002-08-18 21:59:57.690000,L7,307.55,,,,281.74,274.49,286.13,299.76,319.41
2002-08-27 21:53:36.267000,L7,350.19,299.99,328.24,332.27,345.39,328.20,315.11,266.21,282.33
2002-09-12 21:53:31.762000,L7,338.32,299.60,301.44,292.70,340.44,326.04,236.11,318.81,221.98
2002-10-14 21:53:19.813000,L7,188.11,296.43,280.55,285.84,290.09,301.32,297.80,275.48,
2002-10-30 21:53:25.867000,L7,,,,,,204.76,202.21,228.32,165.22
2002-12-01 21:53:52.985000,L7,401.33,378.88,368.27,367.08,385.09,386.62,381.05,414.79,399.30
2002-12-24 22:00:09.147000,L7,400.44,389.34,379.33,381.48,384.51,388.58,377.11,388.60,389.68
2003-01-18 21:54:06.301000,L7,360.68,336.55,335.81,352.91,354.81,339.80,330.50,361.75,370.23
2003-03-23 21:54:16.760000,L7,,,,,,280.52,291.50,311.11,240.63
2003-05-10 21:54:22.508000,L7,,,,,,,293.21,305.33,316.38
2003-07-21 21:42:09.884000,L5,342.73,335.48,320.45,315.13,329.58,319.96,325.45,329.99,331.90
2003-08-06 21:42:27.230000,L5,175.34,223.91,243.32,269.06,258.46,172.90,325.42,332.86,334.68
2003-08-13 21:48:45.123000,L5,185.85,231.19,260.95,272.25,255.67,172.24,324.02,327.45,336.98
2003-09-30 21:49:30.432000,L5,189.30,238.22,266.27,284.38,261.25,217.63,228.47,332.03,336.98
2003-10-25 21:43:40.253000,L5,381.84,375.87,360.51,365.02,370.02,377.48,382.48,378.26,381.18
2003-11-17 21:50:09.452000,L5,389.69,384.52,370.52,373.69,383.86,381.01,365.44,364.47,365.22
2003-12-12 21:44:10.398000,L5,343.62,327.83,,,,,,,
2004-02-14 21:44:33.705000,L5,335.11,333.88,323.39,321.36,337.50,330.85,333.72,335.33,331.42
2004-02-21 21:50:47.082000,L5,368.19,214.70,328.46,,,,343.56,371.18,366.91
2004-04-02 21:44:54.996000,L5,,,,,,310.22,308.26,289.13,334.62
2004-04-18 21:45:25.586000,L5,184.78,212.30,232.14,251.23,248.04,168.62,316.44,332.69,329.21
2004-05-04 21:45:52.076000,L5,198.72,227.60,258.22,269.64,252.31,169.43,320.14,329.13,326.39
2004-05-20 21:46:20.465000,L5,191.55,230.62,266.58,272.84,290.53,164.38,317.78,327.37,329.56
2004-06-12 21:53:11.618000,L5,320.18,230.80,311.97,,,239.97,324.29,327.04,336.96
2004-07-07 21:47:45.207000,L5,,,,,,,308.91,326.17,331.44
2004-07-23 21:48:09.192000,L5,186.45,214.54,244.21,273.28,284.93,178.63,330.10,332.00,340.67
2004-07-30 21:54:28.143000,L5,190.72,226.57,250.64,279.76,248.52,194.47,328.09,336.09,337.76
2004-09-09 21:49:19.975000,L5,,,,,,,,241.17,316.24
2004-09-16 21:55:41.721000,L5,350.24,341.46,329.44,329.00,343.53,330.13,332.60,332.85,341.79
2004-09-25 21:49:43.196000,L5,364.16,355.14,345.32,344.21,354.81,357.01,356.12,357.95,363.48
2004-10-18 21:56:23.891000,L5,,,,,330.71,344.43,349.57,362.46,359.87
2004-11-03 21:56:42.977000,L5,,,,,,328.44,338.39,347.40,354.83
2004-11-19 21:56:55.269000,L5,382.63,356.19,341.39,344.45,354.89,351.06,353.79,374.17,382.97
2005-01-15 21:51:45.464000,L5,350.78,340.88,325.01,324.36,335.95,329.75,324.90,334.31,341.12
2005-01-22 21:58:02.481000,L5,334.96,325.17,319.20,,,,,,
2005-02-07 21:58:15.209000,L5,472.64,438.39,423.66,428.72,440.34,431.22,434.34,442.29,438.37
2005-02-16 21:52:13.954000,L5,,,,,,,,334.63,345.88
2005-02-23 21:58:31.621000,L5,195.80,228.27,259.59,265.65,243.22,187.60,305.54,323.38,330.21
