dates,satname,nzd0156-0000,nzd0156-0001,nzd0156-0002,nzd0156-0003,nzd0156-0004,nzd0156-0005,nzd0156-0006,nzd0156-0007,nzd0156-0008,nzd0156-0009,nzd0156-0010,nzd0156-0011,nzd0156-0012,nzd0156-0013,nzd0156-0014,nzd0156-0015,nzd0156-0016,nzd0156-0017,nzd0156-0018,nzd0156-0019,nzd0156-0020,nzd0156-0021,nzd0156-0022,nzd0156-0037,nzd0156-0038,nzd0156-0039,nzd0156-0040,nzd0156-0041,nzd0156-0042,nzd0156-0023,nzd0156-0024,nzd0156-0025,nzd0156-0026,nzd0156-0027,nzd0156-0028,nzd0156-0029,nzd0156-0030,nzd0156-0031,nzd0156-0032,nzd0156-0033,nzd0156-0034,nzd0156-0035,nzd0156-0036,nzd0156-0043,nzd0156-0044,nzd0156-0045,nzd0156-0046,nzd0156-0047,nzd0156-0048
2001-03-01 21:56:21.596000,L7,,,,,,,,,258.66,270.54,270.71,270.82,271.33,269.24,269.95,232.79,235.76,,252.39,253.24,249.74,190.26,270.19,177.75,277.40,253.31,224.22,296.53,294.14,274.35,269.33,279.51,272.17,279.50,287.16,280.53,269.74,252.34,231.74,259.14,246.19,244.82,268.65,215.72,270.37,266.83,261.06,280.60,288.06
2001-06-05 21:55:16.607000,L7,315.10,301.30,288.42,282.74,272.57,358.94,345.52,340.43,340.08,342.28,341.28,344.46,347.59,350.00,351.92,346.90,269.43,346.74,361.06,319.30,354.71,347.23,339.09,341.48,302.69,305.89,325.78,319.57,326.79,229.53,193.13,352.07,351.86,354.13,302.00,299.17,284.04,274.02,318.01,330.37,304.57,341.83,313.85,313.35,290.44,266.77,278.39,298.90,314.78
2001-06-05 21:55:40.577000,L7,,,,,,,320.45,336.37,338.07,341.21,340.89,342.31,345.12,348.73,328.68,232.36,260.10,271.24,357.82,349.51,352.41,345.70,279.88,288.59,293.35,300.88,320.03,306.25,323.47,277.53,276.26,283.74,276.02,284.97,298.22,294.48,281.88,269.54,292.52,318.93,296.23,335.30,307.53,261.40,273.94,260.62,270.19,283.30,299.68
2001-06-21 21:55:05.323000,L7,359.96,338.53,337.70,348.40,357.10,352.34,345.86,344.90,339.15,342.79,343.00,345.01,341.66,349.22,352.20,351.57,356.48,359.08,357.62,355.81,349.63,348.28,343.97,337.59,324.09,330.20,339.14,328.59,327.33,344.54,346.83,354.18,357.10,352.37,357.11,355.22,289.75,277.88,330.36,338.23,339.25,337.17,326.08,317.31,292.68,281.72,290.04,308.30,314.74
2001-06-21 21:55:29.297000,L7,,,,,,,,,270.88,272.33,275.24,272.65,269.19,269.32,288.02,281.92,273.98,288.32,280.05,286.35,284.73,273.26,283.40,320.92,293.53,305.96,332.57,319.49,324.45,287.37,283.09,285.22,283.16,290.12,328.36,353.23,284.59,269.52,299.37,332.78,335.32,334.12,308.59,288.26,284.87,263.11,276.11,298.12,304.68
2001-08-24 21:54:24.664000,L7,316.46,159.29,231.45,235.04,299.08,349.31,384.44,392.04,349.15,284.93,322.94,283.56,448.65,370.52,342.54,275.96,332.56,314.54,315.34,324.49,325.61,321.67,336.87,340.76,330.93,327.69,332.78,333.05,323.91,311.00,304.25,381.04,436.27,412.16,312.18,324.31,320.54,316.71,345.94,336.80,364.96,347.32,338.74,307.96,305.80,302.98,296.57,324.23,314.70
2001-09-09 21:54:12.928000,L7,465.87,339.04,350.75,353.62,349.50,343.69,349.86,351.86,254.47,266.89,271.65,462.09,484.18,520.85,404.88,332.40,277.39,267.86,265.57,237.83,283.09,271.31,294.11,,225.01,260.83,301.11,310.15,313.75,279.08,415.11,466.54,496.36,437.94,424.42,350.08,292.17,285.87,,,,,,227.27,279.46,257.74,266.59,276.35,452.22
2001-10-11 21:53:46.024000,L7,373.78,351.13,335.75,352.97,357.06,357.95,351.78,345.22,236.43,266.13,268.19,267.63,263.63,274.65,269.91,260.13,243.69,264.40,258.73,235.59,280.42,261.76,270.86,340.58,322.94,333.11,338.20,331.62,323.73,267.68,274.57,278.34,273.27,283.73,285.04,288.09,279.38,270.21,288.69,332.87,316.10,343.69,340.77,231.24,284.34,268.92,275.29,306.54,317.44
2001-10-11 21:54:09.862000,L7,,,,,,,,,,,,,263.49,274.40,269.52,260.07,242.93,264.67,258.29,235.37,280.43,262.65,271.03,344.03,335.73,339.99,340.50,337.10,328.81,267.99,274.60,278.18,273.41,283.94,285.35,288.30,279.89,271.39,290.44,337.03,347.91,349.53,348.30,268.01,285.86,269.31,275.95,307.41,319.66
2001-12-30 21:54:13.275000,L7,466.51,396.97,391.82,324.73,352.91,192.65,238.84,267.24,238.02,327.53,326.50,330.36,332.34,275.93,268.50,264.82,243.65,268.28,261.55,239.07,289.83,272.40,277.22,324.58,262.81,283.34,310.84,311.26,,276.71,276.36,282.85,283.83,288.44,297.49,295.67,282.65,277.02,303.04,325.50,327.24,288.42,324.59,,,,,,
2002-01-15 21:54:23.534000,L7,296.30,266.60,253.24,279.16,258.18,210.02,259.70,265.46,257.31,267.49,276.51,275.54,285.71,,,,,,,,,,,287.89,210.05,257.87,311.93,214.73,,,272.52,279.74,273.05,281.30,291.95,288.87,279.87,245.77,288.08,313.14,269.27,283.38,311.88,,,,,,
2002-01-31 21:54:26.647000,L7,250.52,295.20,292.14,267.54,229.13,328.02,321.42,294.67,230.25,205.73,,,328.04,382.96,413.53,424.20,440.46,406.00,356.95,343.00,321.42,301.51,201.37,287.42,316.51,306.17,317.08,304.44,303.24,218.78,240.33,282.21,280.95,289.72,296.56,290.80,278.91,274.43,296.28,315.78,323.18,320.21,314.90,305.38,284.95,277.50,276.14,294.59,310.58
2002-01-31 21:54:50.570000,L7,,,,,,,,,,,,,337.79,385.35,418.49,433.77,454.43,410.08,392.17,348.91,333.63,313.79,203.07,343.53,325.29,319.59,326.56,316.68,313.02,224.29,253.41,284.23,284.34,293.29,301.22,299.37,282.17,284.19,310.03,323.46,338.89,335.64,321.98,314.59,297.08,286.42,288.52,308.75,320.60
2002-03-20 21:54:24.081000,L7,399.50,379.06,399.95,389.09,376.45,395.55,385.39,371.28,360.78,361.37,360.82,365.15,365.02,374.73,379.94,397.52,384.57,393.52,387.88,382.05,369.02,368.00,370.75,364.13,362.55,342.25,347.22,360.00,347.99,370.57,386.92,386.63,374.94,376.38,375.87,378.38,365.64,371.84,378.44,408.44,469.12,453.76,376.99,349.96,340.00,331.20,326.12,353.08,357.14
2002-03-20 21:54:48.224000,L7,,,,,,,,,327.96,332.74,332.55,332.34,332.51,338.62,324.99,345.46,228.87,263.88,246.03,219.93,268.05,242.88,267.83,291.06,277.61,270.66,268.16,194.20,235.16,263.14,263.12,272.79,269.46,277.25,261.83,280.77,275.60,267.74,270.81,283.21,,238.54,303.53,219.91,263.22,,209.38,258.75,198.47
2002-04-05 21:54:25.270000,L7,,,,,283.51,337.83,346.24,337.31,340.33,341.33,342.14,345.44,344.34,345.56,343.98,352.43,352.41,353.68,358.32,364.12,362.64,419.90,326.84,527.63,549.62,522.21,460.50,469.47,463.71,312.51,325.41,335.23,341.24,333.16,390.47,471.84,465.44,491.82,452.58,401.41,385.78,364.29,518.43,434.57,388.33,351.81,372.20,360.87,328.40
2002-05-23 21:54:18.991000,L7,345.86,314.58,326.17,318.54,265.85,277.54,265.43,276.90,267.91,268.93,270.64,270.67,267.17,277.22,287.43,283.29,273.42,429.58,535.48,357.29,347.56,346.02,285.92,286.74,288.01,326.01,319.64,322.85,337.31,287.67,290.98,283.75,279.04,291.65,301.12,299.45,286.36,293.32,282.78,327.50,334.14,341.86,331.74,282.23,292.85,276.07,282.30,297.29,326.22
2002-08-27 21:53:36.267000,L7,411.90,412.66,424.28,410.41,390.28,388.42,375.06,414.52,378.67,428.20,451.88,406.22,419.62,463.72,414.31,395.12,405.19,393.18,388.23,380.53,371.57,368.87,375.67,360.06,345.90,348.70,350.60,356.18,350.91,369.51,386.29,385.87,389.09,403.13,401.72,412.85,389.98,379.64,372.53,369.10,359.99,358.45,350.46,340.82,345.74,342.34,339.37,356.49,364.97
2002-08-27 21:54:00.253000,L7,,,,,,,,,,,441.33,390.54,433.22,399.60,374.36,373.28,385.38,410.19,372.74,366.24,366.94,360.37,369.16,358.79,359.26,350.07,357.91,362.71,360.59,371.25,379.93,383.88,384.31,385.76,394.98,396.91,371.95,368.20,372.67,372.46,360.98,358.93,363.67,355.21,350.41,353.28,352.34,366.56,369.64
2002-09-12 21:53:31.762000,L7,346.14,326.16,339.22,357.07,272.55,235.15,285.52,298.25,285.82,191.18,351.24,350.90,343.17,441.89,411.57,381.91,366.59,369.42,326.01,364.04,356.52,355.42,295.68,481.89,422.51,217.86,,,,440.11,453.79,442.44,492.74,430.05,458.58,490.20,467.49,,312.22,311.86,305.32,307.28,464.79,,,244.61,199.39,266.51,269.79
2002-10-14 21:53:19.813000,L7,361.03,352.11,346.21,354.04,360.22,368.18,353.38,310.11,347.79,345.77,348.28,344.80,352.99,356.81,355.33,356.27,364.54,366.08,360.93,356.19,355.14,355.77,355.31,339.60,326.52,328.88,333.70,324.24,321.78,322.14,353.76,353.81,352.66,361.17,360.89,354.65,355.80,319.37,355.04,314.45,342.21,324.76,319.32,321.73,280.02,271.21,280.37,302.99,319.13
2002-12-01 21:53:52.985000,L7,356.80,202.86,331.73,343.80,353.68,377.70,361.53,183.06,201.19,174.31,204.28,315.25,348.99,352.68,349.64,349.86,347.85,302.21,247.30,236.66,238.06,266.92,341.25,348.17,332.88,333.22,336.18,317.92,306.60,331.70,335.28,340.89,303.90,281.28,290.18,291.11,277.27,295.05,281.68,249.90,351.50,343.95,331.71,279.23,314.59,276.77,283.26,304.05,310.60
2003-01-18 21:54:06.301000,L7,335.43,334.30,326.39,338.62,350.59,355.83,344.17,183.73,187.01,189.05,191.47,199.47,173.58,346.65,317.43,344.96,332.00,352.81,358.82,344.34,183.57,268.88,271.67,329.48,322.18,304.29,302.12,311.45,311.55,277.40,277.24,281.52,282.54,285.80,294.09,286.15,278.16,243.79,271.41,339.56,337.43,334.59,323.80,288.47,276.08,272.18,275.16,294.76,308.08
2003-03-23 21:54:16.760000,L7,361.25,338.36,337.51,362.90,302.72,308.17,296.92,263.78,297.52,307.14,281.05,296.49,369.40,366.41,367.18,348.58,350.18,401.47,456.14,509.71,500.15,484.18,498.93,370.21,436.99,448.22,347.41,369.82,395.14,422.93,402.01,403.16,387.02,374.89,377.37,387.31,401.30,456.11,493.34,344.38,446.36,459.68,409.38,375.53,361.10,425.01,437.75,358.87,359.01
2003-03-23 21:54:40.711000,L7,,,,,300.54,307.32,296.28,296.87,296.49,306.06,299.97,295.27,294.94,310.22,367.13,346.10,348.67,399.64,456.09,512.92,498.28,481.23,496.71,366.28,436.98,449.57,347.65,369.79,395.33,422.20,401.05,401.80,384.74,372.87,377.21,386.38,403.39,454.82,496.98,343.77,450.97,457.56,409.16,374.33,361.47,431.70,436.79,358.65,358.86
2003-05-26 21:54:19.958000,L7,358.72,348.05,342.25,349.04,270.43,269.28,264.46,272.72,269.41,275.31,278.89,277.17,277.44,279.53,281.30,278.65,262.31,271.06,359.88,354.19,344.68,333.22,292.87,288.02,298.27,316.30,328.75,344.29,340.59,286.81,285.04,287.35,296.29,293.85,304.87,301.12,293.22,267.47,276.13,292.06,281.60,281.11,311.39,268.78,283.97,264.47,276.22,321.03,312.57
2003-05-26 21:54:43.917000,L7,,,,,,,,,,274.36,278.17,274.70,276.72,278.81,279.16,276.90,260.06,268.77,279.22,281.69,292.23,286.98,291.65,289.59,296.39,310.65,324.90,319.26,340.02,285.70,284.47,286.36,294.27,292.77,301.86,300.29,291.06,266.16,276.15,270.82,281.05,283.31,312.81,273.67,283.83,268.48,276.07,310.79,317.16
2003-07-21 21:42:09.884000,L5,332.88,309.77,310.66,307.72,293.53,306.39,289.54,282.25,281.74,287.78,297.93,299.40,306.96,302.56,315.03,303.77,293.48,291.48,313.32,323.04,325.98,313.50,308.76,324.82,303.79,305.98,316.99,318.17,313.02,307.11,312.94,315.17,321.97,325.45,318.25,330.27,308.24,281.74,296.52,311.24,318.98,317.49,320.64,309.28,291.03,284.04,282.08,293.43,297.87
2003-08-06 21:42:27.230000,L5,418.21,376.70,371.63,370.58,375.40,396.50,358.17,346.62,344.75,345.22,349.14,361.27,362.50,363.79,359.26,372.83,382.07,381.29,372.70,359.55,354.60,356.75,346.60,348.89,342.92,339.02,339.96,334.47,327.07,354.28,346.93,354.53,353.08,349.23,354.98,359.92,354.24,362.98,369.48,356.61,346.96,340.59,344.31,324.93,328.23,320.46,321.14,327.22,334.03
2003-09-07 21:43:00.591000,L5,401.57,352.48,355.89,372.89,381.82,393.15,355.59,339.97,341.44,344.91,341.25,351.08,349.05,347.80,352.05,356.76,366.22,367.79,356.30,353.49,350.31,345.15,343.80,327.57,335.30,326.44,332.65,426.28,520.22,343.71,353.41,353.23,345.69,347.76,355.32,355.67,354.64,357.61,371.60,359.17,352.30,327.19,335.15,491.98,324.61,317.99,318.34,329.85,330.26
2003-10-25 21:43:40.253000,L5,377.67,352.49,349.66,354.85,351.68,347.29,324.10,320.11,315.83,325.01,323.52,333.56,343.39,347.06,345.99,345.42,351.01,358.38,346.97,335.59,330.20,325.72,323.44,325.16,314.44,311.30,318.26,311.33,314.64,325.13,331.65,330.52,326.46,329.06,339.38,343.36,335.13,337.83,342.00,333.93,327.58,327.32,327.90,302.59,294.55,293.66,291.82,317.33,322.15
2004-02-14 21:44:33.705000,L5,335.64,293.54,292.22,294.08,281.72,286.17,289.58,304.32,292.78,302.33,312.08,315.51,314.05,311.85,296.23,288.91,280.78,290.77,303.16,314.24,310.89,306.52,310.56,308.44,296.19,302.43,310.75,301.22,302.26,305.29,313.76,313.54,316.52,326.88,319.27,322.31,306.63,276.22,288.10,308.23,308.39,311.61,312.63,290.83,257.79,273.69,274.71,284.67,295.00
2004-03-01 21:44:38.581000,L5,380.27,351.08,346.09,351.02,353.87,369.96,349.84,340.56,332.88,341.26,344.62,350.05,348.94,350.04,351.10,348.16,355.65,350.80,343.66,343.05,340.38,340.36,360.63,325.78,312.00,316.85,323.41,318.01,312.33,424.40,353.37,348.01,347.63,350.12,352.49,351.76,342.75,340.30,352.97,341.35,336.53,328.03,326.24,303.39,302.00,297.44,299.73,360.61,360.94
2004-04-02 21:44:54.996000,L5,341.81,309.78,302.18,300.90,287.75,294.17,289.83,298.57,293.55,307.68,316.33,310.48,316.00,312.32,308.00,295.95,286.20,292.09,306.35,317.81,317.42,307.88,303.92,305.40,291.11,298.11,304.72,292.05,296.32,304.21,314.55,316.73,316.80,321.59,317.47,322.62,306.15,273.37,283.85,308.60,308.80,307.47,310.93,289.05,273.99,272.34,270.07,284.13,293.76
2004-04-18 21:45:25.586000,L5,385.72,378.47,358.91,372.40,378.82,380.18,359.55,358.18,394.90,380.94,358.14,385.73,410.26,386.29,392.84,358.61,366.31,368.26,366.14,357.33,372.95,359.01,346.89,341.95,333.06,333.18,335.79,336.56,329.53,368.45,361.91,371.27,360.16,373.05,374.46,370.30,360.72,357.65,354.94,344.03,342.33,336.42,340.30,324.17,316.85,318.32,326.72,327.86,329.26
2004-05-04 21:45:52.076000,L5,373.43,344.43,344.49,355.55,359.07,374.14,347.85,341.59,336.58,340.46,345.23,345.37,342.72,346.42,348.85,351.99,357.48,363.19,351.13,350.43,343.89,341.48,335.83,329.96,320.92,321.54,326.38,326.32,320.97,341.20,342.43,346.17,344.68,344.33,348.72,346.98,344.26,344.47,344.51,332.51,330.99,332.31,331.16,310.22,306.46,308.22,311.98,318.57,330.33
2004-05-20 21:46:20.465000,L5,367.23,341.38,336.49,353.67,351.32,363.21,354.57,343.30,340.27,344.23,345.16,339.35,342.08,347.05,345.86,363.90,351.92,350.10,350.18,348.65,357.00,343.74,338.21,326.08,317.14,321.54,322.20,322.47,321.18,334.53,336.63,339.39,338.52,340.19,345.52,346.39,343.73,339.34,340.90,329.22,333.79,327.97,334.52,311.19,306.02,303.71,301.25,311.07,317.40
2004-07-07 21:47:45.207000,L5,304.81,271.54,260.94,260.24,263.46,271.98,261.70,269.10,270.49,268.40,273.73,277.34,280.12,272.57,270.49,258.69,253.99,266.24,281.79,289.81,286.32,274.46,276.67,272.54,268.16,261.98,286.14,182.72,275.67,273.82,281.13,281.28,281.12,289.15,289.29,289.69,205.59,240.27,,181.20,260.54,286.09,197.12,251.98,243.21,241.26,209.91,247.27,266.37
2004-07-23 21:48:09.192000,L5,367.55,341.39,342.75,361.72,357.73,357.69,333.93,338.68,335.00,340.53,348.46,346.07,346.91,341.61,348.20,348.28,349.39,356.14,353.69,351.78,348.21,338.91,339.06,326.76,315.67,319.60,323.22,321.82,321.02,336.83,339.62,341.56,341.87,345.68,346.09,341.91,340.56,336.90,335.67,328.10,327.13,329.35,323.26,308.08,302.80,303.65,305.44,316.25,319.62
2004-07-23 21:48:33.165000,L5,,,,,,,,,,,,,,,,,,,,,,,,275.48,263.87,268.41,279.46,177.97,275.57,274.14,283.85,279.62,283.02,291.62,287.33,289.11,224.97,246.01,213.21,208.26,279.59,288.40,193.94,260.49,244.21,246.69,237.04,255.37,267.15
2004-08-08 21:48:26.915000,L5,380.46,355.38,355.21,364.69,372.91,371.83,352.25,343.06,342.66,345.01,346.33,347.36,374.60,366.99,361.34,369.55,530.31,469.05,408.04,425.81,480.35,530.32,344.24,332.97,320.93,325.64,326.78,324.19,316.65,348.73,352.06,346.96,349.20,349.41,349.91,351.62,347.35,348.42,352.37,341.70,340.75,329.72,330.10,311.25,311.58,304.05,310.17,321.69,324.45
2004-09-09 21:49:19.975000,L5,337.12,304.82,302.56,306.32,295.10,303.26,291.52,304.18,297.11,302.38,306.04,308.94,310.72,307.58,311.88,297.65,285.23,299.09,309.42,325.29,327.12,314.16,308.40,311.21,300.73,301.69,306.89,304.64,299.74,303.67,311.08,313.58,313.10,317.02,312.71,321.62,303.04,273.14,283.35,308.04,311.76,311.91,309.52,289.45,278.80,281.73,279.05,294.65,305.10
2004-09-25 21:49:43.196000,L5,348.68,312.03,313.16,304.36,285.79,296.29,290.22,302.15,291.40,298.45,307.93,313.00,316.02,309.34,313.86,302.51,293.26,300.18,313.70,321.49,320.46,307.08,304.15,309.52,298.09,297.90,305.79,297.88,298.83,302.21,307.85,309.05,310.87,314.17,316.05,321.87,309.97,278.04,281.90,308.03,309.98,312.31,308.76,286.79,278.66,278.64,275.09,293.50,299.51
2005-01-15 21:51:45.464000,L5,344.34,327.91,325.63,351.67,361.49,359.23,346.50,340.61,333.00,319.99,322.47,326.25,326.09,326.62,329.04,333.69,335.42,350.59,350.73,349.42,346.16,341.58,337.31,322.94,316.63,318.38,326.67,325.55,317.39,337.74,343.18,334.71,330.91,337.20,336.90,337.58,333.86,330.37,336.74,331.11,324.81,324.75,324.76,309.81,306.29,304.93,306.77,320.19,326.76
2005-02-16 21:52:13.954000,L5,374.72,340.12,342.84,356.96,359.49,374.42,350.08,344.12,328.65,329.55,332.34,329.11,333.41,337.60,343.93,340.84,356.80,364.18,355.22,349.70,343.87,341.23,339.24,340.48,331.32,332.15,333.09,331.07,324.10,333.60,328.83,332.49,329.30,337.07,338.97,339.06,338.84,548.60,521.94,391.95,454.57,342.23,339.80,325.27,317.63,316.64,316.21,331.18,334.91
2005-04-21 21:52:46.920000,L5,337.51,310.16,309.64,303.88,293.13,299.08,294.48,306.01,296.33,311.58,320.25,312.97,317.80,316.72,312.55,303.10,298.02,296.77,310.71,322.24,320.37,314.42,312.97,311.22,299.20,303.88,314.32,305.73,304.17,305.29,315.69,318.66,318.03,326.85,321.89,328.83,309.73,274.22,293.13,311.85,311.79,318.16,323.94,294.41,281.38,280.04,284.50,299.51,305.88
2005-05-07 21:52:53.005000,L5,,,,293.03,283.54,280.17,282.72,288.45,284.63,286.80,303.96,299.00,301.37,295.14,299.46,291.76,282.45,282.95,301.84,312.34,310.58,301.31,300.80,302.60,289.80,296.83,302.37,298.61,295.72,297.91,305.35,308.08,307.43,311.77,313.03,312.31,288.94,271.92,280.18,300.49,302.40,309.15,305.57,285.67,274.15,269.07,258.54,248.79,
2005-05-23 21:53:00.685000,L5,391.17,352.15,357.23,366.86,370.10,376.96,362.78,348.71,346.96,345.26,353.36,356.30,351.51,355.02,360.41,357.75,363.92,372.10,355.37,350.48,349.25,345.93,354.52,345.22,333.81,334.99,331.50,337.34,322.79,358.82,357.07,360.34,356.23,360.69,363.53,357.76,353.24,361.49,362.18,349.53,346.47,343.93,343.66,323.85,324.93,313.18,313.76,323.39,328.58
2005-06-08 21:53:09.034000,L5,303.60,274.62,269.87,268.96,262.99,265.94,244.91,259.53,261.02,260.28,267.83,271.34,272.06,262.59,263.56,258.45,257.45,263.27,278.76,295.33,293.86,278.37,275.50,271.72,,,282.75,244.52,269.38,273.56,277.85,280.60,275.44,287.75,285.79,283.37,216.15,240.11,231.24,212.29,230.52,286.97,262.53,263.34,244.68,245.75,230.66,256.59,266.74
2005-07-26 21:53:30.504000,L5,,,,193.83,251.67,239.64,237.68,256.28,262.27,263.82,265.20,268.14,279.11,,,,,,284.44,300.43,287.87,292.82,266.60,,,,,,248.24,259.97,268.06,270.01,,289.06,288.54,290.88,275.38,263.97,275.76,230.13,284.27,288.50,,186.80,233.51,233.06,,,
2005-10-30 21:53:39.558000,L5,349.47,316.07,292.82,294.20,282.40,290.88,285.41,293.12,302.64,313.16,322.57,316.84,324.16,321.76,319.77,317.38,280.21,289.19,304.33,313.58,311.68,303.26,298.51,315.08,302.41,300.70,304.03,304.62,293.06,298.22,317.34,313.99,320.11,324.02,320.23,358.11,315.50,295.22,293.64,307.90,314.63,313.47,312.93,287.31,276.34,273.39,271.25,283.69,290.19
