dates,satname,nzd0304-0000,nzd0304-0001,nzd0304-0002,nzd0304-0003,nzd0304-0005,nzd0304-0006,nzd0304-0007,nzd0304-0008,nzd0304-0004
1999-08-05 21:47:23.016000,L7,292.37,339.61,341.13,332.66,236.65,303.13,304.47,254.90,
1999-08-21 21:47:20.968000,L7,284.66,320.70,342.15,323.82,295.11,250.63,282.17,289.13,297.11
1999-08-28 21:53:35.950000,L7,281.36,,,,,,,,
1999-09-22 21:47:24.746000,L7,396.17,409.23,405.41,414.58,387.74,376.50,387.89,394.89,415.64
1999-09-29 21:53:40.155000,L7,360.81,374.26,362.46,351.23,337.19,326.31,353.51,337.85,357.46
1999-10-24 21:47:20.173000,L7,401.78,423.68,428.93,418.42,378.48,378.32,389.44,391.15,397.91
1999-11-16 21:53:32.114000,L7,410.72,484.16,499.24,416.73,395.86,417.10,409.00,474.57,410.99
2000-01-12 21:47:18.340000,L7,360.83,372.74,369.62,364.55,387.18,337.14,343.39,351.06,394.92
2000-01-19 21:53:25.812000,L7,369.18,389.32,378.83,362.26,349.65,342.09,354.56,359.79,360.34
2000-05-03 21:46:43.127000,L7,393.50,369.32,379.67,385.37,410.50,512.22,486.37,509.59,409.23
2000-05-19 21:46:31.829000,L7,313.04,335.57,344.68,327.47,295.00,288.75,292.69,,318.53
2000-05-26 21:52:36.566000,L7,290.61,327.94,341.65,317.07,268.44,262.15,290.53,272.16,315.23
2000-07-13 21:52:07.753000,L7,273.12,314.07,318.58,305.05,,,,,
2000-08-14 21:51:44.223000,L7,280.33,330.80,331.43,321.83,222.66,243.21,297.86,,292.87
2000-09-15 21:51:13.624000,L7,340.87,341.48,339.09,168.94,301.72,,273.93,299.90,332.12
2000-10-26 21:44:46.815000,L7,278.82,322.76,256.98,324.10,245.43,260.01,273.34,,295.38
2000-12-04 21:50:58.069000,L7,291.93,333.60,330.52,354.32,336.66,338.99,286.55,345.97,345.93
2000-12-13 21:44:52.270000,L7,341.86,347.88,342.93,336.18,169.53,156.27,198.29,320.43,333.96
2001-01-05 21:51:04.492000,L7,384.08,372.09,376.74,397.91,364.20,366.85,386.03,376.35,384.52
2001-01-14 21:44:57.122000,L7,356.66,257.12,304.22,352.67,241.76,232.40,327.58,,315.43
2001-01-21 21:51:10.359000,L7,373.51,387.97,379.72,372.39,355.91,347.67,470.11,511.99,366.21
2001-04-04 21:44:30.925000,L7,365.68,373.84,373.75,364.80,348.22,349.86,344.05,349.77,360.50
2001-04-20 21:44:34.614000,L7,370.85,346.43,360.72,378.39,350.06,337.87,303.34,349.69,369.19
2001-04-27 21:50:43.832000,L7,281.71,325.37,338.15,320.12,,,282.08,287.35,293.28
2001-05-13 21:50:33.259000,L7,340.72,320.45,333.00,311.94,215.42,258.38,274.07,248.42,324.81
2001-05-22 21:44:18.615000,L7,284.89,338.41,337.13,183.84,316.03,288.21,,,330.48
2001-07-25 21:43:42.718000,L7,288.26,317.68,328.16,325.30,311.07,291.62,300.76,,255.24
2001-09-18 21:49:05.242000,L7,363.31,369.17,366.20,360.30,342.31,339.55,343.14,347.05,354.49
2001-10-04 21:48:54.017000,L7,362.70,367.54,364.52,358.69,341.44,341.22,346.40,347.06,355.17
2001-10-29 21:42:45.257000,L7,373.77,378.36,378.15,368.72,345.60,337.55,343.81,352.57,381.05
2002-01-17 21:43:16.786000,L7,,,,209.86,246.98,197.04,239.50,271.74,266.05
2002-02-18 21:43:18.247000,L7,273.83,266.76,,,,,,,
2002-02-25 21:49:35.857000,L7,423.17,411.50,402.19,396.31,396.71,420.45,411.72,405.62,396.32
2002-03-06 21:43:23.680000,L7,348.48,356.79,354.85,347.61,331.86,322.42,323.48,334.18,345.88
2002-03-22 21:43:16.355000,L7,271.39,322.01,338.08,325.52,315.14,276.21,170.54,,321.51
2002-04-14 21:49:26.507000,L7,322.17,364.76,358.47,356.13,338.07,334.22,336.13,345.42,351.48
2002-05-09 21:43:16.766000,L7,295.33,317.84,329.22,325.06,303.46,266.62,285.70,250.44,325.68
2002-06-10 21:43:00.814000,L7,354.55,364.58,331.59,345.90,320.24,324.83,312.63,338.15,343.87
2002-07-19 21:48:57.399000,L7,301.91,346.08,342.70,335.76,330.14,306.57,306.75,314.94,340.62
2002-09-05 21:48:38.182000,L7,402.60,423.84,398.15,419.46,405.50,391.32,376.04,365.13,413.58
2002-09-14 21:42:19.037000,L7,276.39,267.36,337.42,,,224.23,295.63,,
2002-09-30 21:42:11.676000,L7,280.38,352.77,349.45,167.24,210.23,254.86,316.11,325.59,273.50
2002-10-23 21:48:27.128000,L7,376.50,384.24,385.67,384.66,364.21,348.44,346.10,348.95,376.69
2002-12-10 21:48:53.163000,L7,361.44,369.74,365.87,378.97,340.85,327.51,332.15,343.76,394.88
2002-12-26 21:48:59.976000,L7,393.38,371.49,366.26,338.58,394.92,385.01,491.97,448.55,412.83
2003-01-11 21:49:02.380000,L7,350.92,359.78,354.58,323.92,332.01,277.22,275.30,334.91,346.99
2003-01-20 21:42:57.343000,L7,355.84,360.17,356.52,351.91,335.47,322.81,326.55,336.08,347.72
2003-02-05 21:43:05.844000,L7,354.86,357.15,354.93,354.56,336.41,330.55,333.70,340.84,350.89
2003-02-21 21:43:08.504000,L7,359.93,366.31,366.48,348.96,335.66,325.95,330.99,338.08,347.10
2003-03-16 21:49:22.109000,L7,346.01,344.43,348.08,343.21,323.38,317.36,313.61,329.22,342.59
2003-03-25 21:43:05.785000,L7,288.85,322.41,,,,,,,
2003-05-03 21:49:25.094000,L7,367.54,375.67,376.24,373.29,343.48,346.59,341.48,343.73,362.20
2003-05-12 21:43:12.052000,L7,358.69,367.81,360.72,358.04,336.14,330.38,332.13,339.09,353.02
2003-07-30 21:37:21.273000,L5,357.42,363.47,352.11,353.51,333.89,321.00,319.32,331.86,346.24
2003-08-15 21:37:36.307000,L5,350.08,354.85,350.18,349.30,332.15,318.51,313.21,312.48,346.06
2003-10-18 21:38:36.209000,L5,367.65,376.23,368.64,361.73,342.70,319.63,304.23,312.47,352.52
2003-11-28 21:32:58.000000,L5,358.07,364.66,360.95,352.89,330.47,319.22,320.98,333.20,344.05
2003-12-14 21:33:02.337000,L5,360.21,365.11,363.58,351.87,329.23,315.83,321.41,333.04,348.49
2003-12-30 21:33:12.497000,L5,370.52,378.62,371.10,359.61,329.77,317.26,312.16,322.74,357.98
2004-01-15 21:33:14.008000,L5,364.24,370.33,359.76,348.78,330.03,315.87,322.76,336.72,346.78
2004-03-19 21:33:35.101000,L5,363.96,335.83,362.28,356.59,334.06,321.93,311.65,327.94,351.31
2004-04-20 21:34:19.103000,L5,364.54,350.94,360.65,353.45,335.53,328.18,321.10,337.59,352.07
2004-06-23 21:36:10.798000,L5,364.44,360.55,355.49,347.94,331.20,325.31,317.21,334.78,347.12
2004-07-25 21:37:01.827000,L5,369.58,361.22,361.80,359.29,339.74,329.50,320.36,332.12,352.61
2004-09-18 21:44:34.791000,L5,365.14,361.26,361.27,352.78,331.42,318.14,316.54,327.78,346.13
2004-10-20 21:45:16.509000,L5,366.08,366.81,367.88,358.15,338.81,325.65,315.00,325.30,352.72
2004-11-30 21:39:51.941000,L5,364.21,371.98,370.79,362.86,345.11,337.67,331.42,347.23,356.25
2005-01-17 21:40:37.592000,L5,367.65,372.05,370.01,359.04,329.36,316.62,311.73,327.30,355.54
2005-02-09 21:47:07.285000,L5,362.90,368.37,365.44,342.20,322.07,317.56,306.99,326.88,340.01
2005-02-18 21:41:06.279000,L5,361.22,376.61,362.72,351.04,330.95,323.54,314.64,339.29,350.82
2005-05-09 21:41:44.008000,L5,369.53,376.24,364.34,356.46,333.36,330.07,317.81,337.34,350.41
2005-05-25 21:41:52.011000,L5,367.71,369.00,360.04,354.59,333.19,326.64,322.83,341.27,347.12
2005-06-01 21:48:06.521000,L5,369.54,367.85,355.61,353.47,331.12,325.82,314.40,337.81,342.97
2005-06-10 21:42:00.075000,L5,365.20,366.25,361.49,353.80,326.49,322.58,315.86,337.33,342.20
2005-06-26 21:42:04.528000,L5,359.29,364.40,355.27,354.00,334.76,330.18,317.44,338.06,348.29
