dates,satname,nzd0047-0000,nzd0047-0001
2002-06-22 22:06:03.573000,L7,268.85,308.67
2002-07-01 21:59:51.232000,L7,291.88,303.97
2002-07-17 21:59:44.793000,L7,295.76,313.68
2002-07-24 22:05:50.655000,L7,298.27,291.61
2002-09-19 21:59:11.129000,L7,296.72,241.78
2002-10-12 22:05:14.598000,L7,323.86,313.24
2002-10-21 21:59:12.494000,L7,333.03,333.41
2002-10-28 22:05:22.323000,L7,320.04,307.84
2002-11-13 22:05:30.425000,L7,322.68,314.67
2002-11-22 21:59:33.639000,L7,319.12,309.44
2002-12-08 21:59:39.665000,L7,293.48,222.94
2002-12-31 22:05:56.221000,L7,417.39,425.44
2003-01-09 21:59:45.950000,L7,321.47,298.65
2003-04-06 22:06:21.012000,L7,319.33,285.27
2003-04-22 22:06:19.091000,L7,426.56,339.75
2003-05-08 22:06:20.773000,L7,322.74,322.20
2003-05-24 22:06:17.162000,L7,353.24,338.77
2003-07-28 21:48:04.987000,L5,311.93,283.57
2003-08-29 21:48:38.429000,L5,325.92,298.98
2003-12-26 21:56:18.593000,L5,295.43,275.83
2004-05-18 21:58:14.785000,L5,296.72,281.19
2004-06-12 21:52:47.645000,L5,357.94,311.13
2004-07-30 21:54:04.170000,L5,287.65,280.25
2004-10-18 21:55:59.918000,L5,391.51,371.48
2004-11-19 21:56:31.297000,L5,359.10,315.63
2005-01-13 22:03:41.143000,L5,293.35,269.78
2005-02-23 21:58:07.648000,L5,334.84,301.87
2005-03-02 22:04:24.338000,L5,322.04,306.12
2005-04-03 22:04:40.528000,L5,310.47,281.33
2005-04-12 21:58:31.220000,L5,324.38,292.23
2005-04-19 22:04:43.597000,L5,313.49,288.75
2005-06-06 22:05:05.724000,L5,339.52,313.47
2005-07-08 22:05:15.796000,L5,327.92,307.89
2005-08-25 22:05:41.221000,L5,304.51,294.44
2005-09-03 21:59:32.312000,L5,325.82,292.30
2005-09-26 22:05:42.687000,L5,343.26,310.23
2005-11-22 21:59:59.141000,L5,330.51,300.43
2006-02-10 22:01:51.332000,L5,354.72,311.16
2006-03-14 22:02:31.280000,L5,320.61,292.48
2006-05-01 22:03:21.687000,L5,310.15,
2006-06-25 22:10:20.606000,L5,325.87,301.98
2006-08-12 22:10:59.603000,L5,318.25,292.94
2006-09-13 22:11:23.474000,L5,337.33,304.78
2006-09-29 22:11:34.525000,L5,354.08,348.36
2006-11-25 22:06:19.953000,L5,303.56,330.85
2006-12-02 22:12:34.352000,L5,313.26,322.35
2006-12-11 22:06:28.205000,L5,348.37,440.57
2007-02-13 22:06:23.395000,L5,339.64,296.86
2007-09-25 22:04:24.972000,L5,328.81,293.60
2008-11-21 22:01:05.982000,L5,297.87,284.72
2008-12-16 21:55:41.804000,L5,309.40,267.39
2009-01-24 22:02:55.057000,L5,363.70,342.97
2010-02-12 22:08:30.110000,L5,317.14,288.92
2010-11-27 22:07:24.215000,L5,310.98,294.07
2011-03-12 22:01:19.581000,L5,358.20,306.38
2011-03-28 22:01:14.403000,L5,321.18,283.91
2011-08-19 22:00:12.535000,L5,325.28,285.08
2011-09-04 22:00:03.630000,L5,312.96,281.02
2013-04-25 22:19:21.025000,L8,329.17,314.40
2013-05-11 22:19:31.249000,L8,323.56,314.08
2013-05-20 22:13:26.604000,L8,311.33,296.39
2013-06-05 22:13:27.306000,L8,335.64,318.99
2013-06-28 22:19:33.252000,L8,338.74,321.74
2013-07-07 22:13:24.262000,L8,328.14,315.74
2013-07-14 22:19:34.707000,L8,337.12,322.98
2013-09-25 22:13:17.289000,L8,317.70,313.53
2013-10-02 22:19:28.820000,L8,331.13,324.31
2013-10-18 22:19:25.762000,L8,313.09,311.60
2013-10-27 22:13:07.896000,L8,319.23,315.90
2013-11-12 22:13:08.247000,L8,311.40,307.53
2013-11-28 22:13:02.012000,L8,328.58,317.86
2013-12-05 22:19:13.005000,L8,315.41,301.08
2013-12-14 22:12:57.636000,L8,329.50,316.44
2013-12-30 22:12:49.393000,L8,307.42,282.53
2014-01-06 22:18:54.881000,L8,355.67,351.65
2014-01-15 22:12:33.689000,L8,321.08,310.80
2014-01-31 22:12:28.855000,L8,334.00,324.52
2014-02-07 22:18:33.391000,L8,323.89,313.59
2014-02-23 22:18:20.398000,L8,344.00,332.72
2014-03-11 22:18:08.266000,L8,318.16,293.97
2014-03-27 22:17:50.001000,L8,348.83,332.48
2014-04-05 22:11:34.747000,L8,323.51,312.51
2014-04-12 22:17:37.464000,L8,330.03,317.92
2014-04-21 22:11:18.224000,L8,317.45,219.07
2014-05-07 22:11:02.102000,L8,256.53,269.16
2014-05-14 22:17:08.923000,L8,328.28,316.78
2014-05-30 22:17:11.184000,L8,333.22,321.88
2014-07-17 22:17:28.260000,L8,341.81,325.43
2014-07-26 22:11:19.207000,L8,325.94,315.50
2014-10-14 22:11:38.746000,L8,320.02,318.03
2015-01-02 22:11:27.004000,L8,316.92,299.77
2015-01-25 22:17:32.812000,L8,325.02,306.45
2015-02-19 22:11:13.759000,L8,326.98,314.91
2015-02-26 22:17:23.009000,L8,322.11,304.25
2015-03-30 22:17:01.871000,L8,332.41,304.03
2015-04-24 22:10:44.446000,L8,313.33,284.39
2015-05-10 22:10:28.533000,L8,315.46,289.02
2015-06-02 22:16:44.532000,L8,322.27,296.66
2015-06-11 22:10:40.593000,L8,328.74,300.83
2015-06-27 22:10:46.339000,L8,334.22,307.17
2015-07-04 22:17:02.361000,L8,322.83,296.71
2015-07-20 22:17:10.706000,L8,336.94,317.06
2015-07-29 22:11:01.897000,L8,314.69,291.83
2015-08-05 22:17:13.094000,L8,332.66,302.49
2015-08-14 22:11:07.472000,L8,322.55,288.14
2015-10-08 22:17:36.852000,L8,215.97,295.00
2015-10-24 22:17:40.820000,L8,327.16,309.20
2015-12-11 22:17:42.627000,L8,327.10,305.71
2015-12-20 22:11:33.546000,L8,328.22,310.42
2015-12-27 22:17:43.409000,L8,323.71,301.92
2016-01-12 22:17:40.472000,L8,312.39,292.55
2016-01-28 22:17:39.790000,L8,330.30,307.69
2016-03-09 22:11:16.948000,L8,339.66,325.66
2016-03-25 22:11:08.402000,L8,320.15,296.51
2016-04-10 22:11:01.721000,L8,318.51,291.01
2016-05-12 22:10:56.720000,L8,335.39,315.77
2016-05-19 22:17:11.230000,L8,330.86,309.16
2016-05-28 22:11:03.859000,L8,309.40,289.01
2016-06-04 22:17:16.433000,L8,334.63,313.58
2016-06-13 22:11:06.720000,L8,334.36,316.10
2016-06-29 22:11:15.136000,L8,335.28,311.24
2016-07-15 22:11:22.376000,L8,327.90,303.99
2016-08-07 22:17:37.552000,L8,328.45,312.09
2016-08-16 22:11:29.744000,L8,318.98,301.34
2016-09-08 22:17:48.858000,L8,379.10,375.18
2016-09-24 22:17:49.840000,L8,322.83,308.11
2016-10-10 22:17:54.274000,L8,326.48,321.24
2016-11-20 22:11:45.458000,L8,335.01,334.53
2016-12-22 22:11:39.155000,L8,316.61,293.76
2017-01-30 22:17:38.957000,L8,367.90,367.85
2017-02-24 22:11:18.074000,L8,321.89,304.92
2017-03-03 22:17:25.727000,L8,348.21,341.29
2017-03-19 22:17:15.956000,L8,323.31,304.68
2017-03-28 22:11:00.765000,L8,341.63,335.20
2017-04-13 22:10:53.080000,L8,318.17,298.56
2017-04-20 22:16:59.468000,L8,350.64,334.27
2017-05-06 22:16:55.401000,L8,327.97,313.52
2017-06-16 22:11:07.889000,L8,331.44,313.80
2017-07-09 22:17:23.906000,L8,338.46,320.15
2017-07-25 22:17:30.862000,L8,333.74,318.52
2017-08-03 22:11:23.994000,L8,315.28,292.95
2017-08-10 22:17:37.375000,L8,320.20,302.91
2017-09-27 22:17:48.664000,L8,326.26,316.47
2017-11-30 22:17:44.511000,L8,315.88,
2018-01-10 22:11:30.163000,L8,321.62,303.88
2018-01-26 22:11:21.264000,L8,315.91,307.51
2018-02-27 22:11:07.813000,L8,455.63,490.63
2018-03-31 22:10:51.947000,L8,321.97,290.19
2018-04-07 22:16:59.037000,L8,335.46,323.27
2018-05-09 22:16:40.331000,L8,332.12,318.37
2018-05-25 22:16:28.178000,L8,326.96,312.72
2018-06-03 22:10:11.794000,L8,325.23,301.33
2018-06-26 22:16:36.823000,L8,334.78,319.66
2018-08-06 22:10:46.333000,L8,324.70,303.35
2018-08-29 22:17:08.269000,L8,300.06,300.25
2018-09-07 22:11:00.442000,L8,341.73,329.97
2018-10-09 22:11:13.339000,L8,321.08,313.00
2018-11-01 22:17:30.804000,L8,329.01,320.51
2018-12-12 22:11:17.117000,L8,323.74,311.25
2019-01-04 22:17:27.803000,L8,349.02,336.88
2019-01-20 22:17:24.544000,L8,330.01,316.51
2019-02-14 22:11:09.519000,L8,325.04,309.56
2019-03-02 22:11:05.349000,L8,321.94,305.46
2019-03-25 22:17:09.739000,L8,,287.75
2019-04-26 22:16:59.330000,L8,336.60,324.20
2019-05-12 22:17:08.680000,L8,329.80,311.79
2019-05-28 22:17:17.913000,L8,332.12,317.56
2019-06-06 22:11:11.322000,L8,396.34,466.22
2019-06-22 22:11:17.033000,L8,336.48,315.85
2019-07-08 22:11:20.766000,L8,346.63,328.86
2019-07-24 22:11:25.033000,L8,332.37,315.57
2019-09-26 22:11:45.238000,L8,322.73,319.22
2019-11-04 22:17:58.697000,L8,334.98,327.23
2019-11-20 22:17:54.950000,L8,332.89,326.86
2019-12-22 22:17:51.823000,L8,337.76,328.72
2019-12-31 22:11:38.231000,L8,323.81,310.45
2020-01-23 22:17:43.927000,L8,328.20,311.79
2020-02-01 22:11:29.826000,L8,324.42,312.18
2020-02-08 22:17:38.924000,L8,336.63,322.71
2020-02-17 22:11:26.315000,L8,305.18,281.63
2020-02-24 22:17:35.189000,L8,351.86,349.58
2020-03-27 22:17:20.128000,L8,338.31,328.04
2020-04-12 22:17:12.700000,L8,317.67,303.16
2020-04-21 22:10:57.868000,L8,319.97,315.20
2020-06-08 22:11:00.065000,L8,309.30,308.52
2020-07-01 22:17:22.957000,L8,338.21,325.83
2020-07-10 22:11:15.773000,L8,336.45,327.20
2020-07-17 22:17:28.975000,L8,237.24,313.39
2020-08-02 22:17:33.048000,L8,316.50,304.12
2020-08-27 22:11:32.405000,L8,320.11,302.29
2020-09-03 22:17:46.393000,L8,334.99,327.18
2020-09-12 22:11:38.984000,L8,322.91,313.06
2020-09-19 22:17:52.015000,L8,331.73,322.77
2020-09-28 22:11:43.377000,L8,322.06,305.31
2020-12-17 22:11:45.420000,L8,322.09,293.33
2021-01-25 22:17:44.203000,L8,336.34,323.93
2021-02-19 22:11:27.994000,L8,338.25,331.92
2021-02-26 22:17:35.944000,L8,349.25,330.32
2021-03-23 22:11:13.381000,L8,322.73,310.98
2021-03-30 22:17:22.624000,L8,323.17,305.42
2021-04-15 22:17:16.883000,L8,334.36,320.80
2021-04-24 22:11:01.432000,L8,317.32,304.50
2021-05-01 22:17:07.841000,L8,327.89,312.43
2021-05-17 22:17:12.707000,L8,324.06,311.79
2021-05-26 22:11:07.110000,L8,332.09,316.57
2021-06-18 22:17:27.030000,L8,329.73,311.57
2021-07-13 22:11:19.559000,L8,332.73,319.53
2021-08-14 22:11:33.700000,L8,326.46,316.86
2021-10-01 22:11:46.773000,L8,319.15,316.22
2021-10-17 22:11:50.671000,L8,319.57,310.69
2021-10-24 22:18:01.850000,L8,318.44,307.63
2021-11-18 22:11:44.821000,L8,317.60,305.16
2021-11-25 22:17:57.047000,L8,321.25,312.44
2021-12-19 22:17:52.616000,L9,345.18,339.19
2022-01-04 22:17:52.138000,L9,323.69,301.94
2022-01-20 22:17:51.591000,L9,369.69,362.45
2022-01-21 22:11:35.958000,L8,333.09,327.87
2022-01-28 22:17:44.030000,L8,323.94,302.52
2022-02-14 22:11:37.090000,L9,304.53,287.27
2022-02-21 22:17:43.336000,L9,332.89,317.57
2022-02-22 22:11:26.680000,L8,319.77,304.49
2022-03-09 22:17:37.608000,L9,300.55,285.90
2022-03-26 22:11:11.888000,L8,319.28,311.63
2022-05-05 22:11:07.160000,L9,306.53,293.56
2022-05-12 22:17:13.223000,L9,330.32,313.04
2022-05-21 22:10:55.639000,L9,331.58,316.14
2022-06-05 22:17:39.656000,L8,340.90,324.06
2022-06-13 22:17:12.050000,L9,330.88,315.50
2022-06-14 22:11:35.206000,L8,336.33,326.49
2022-06-21 22:17:48.970000,L8,345.52,328.96
2022-07-15 22:17:24.696000,L9,331.13,317.54
2022-07-16 22:11:39.057000,L8,323.88,306.52
2022-07-31 22:17:39.593000,L9,331.84,321.24
2022-08-08 22:18:05.196000,L8,321.10,310.14
2022-08-09 22:11:34.517000,L9,322.32,310.24
2022-09-09 22:18:11.619000,L8,334.20,323.33
2022-09-17 22:17:54.625000,L9,347.60,339.20
2022-10-20 22:11:59.771000,L8,320.04,314.87
2022-11-04 22:18:00.514000,L9,335.32,330.45
2022-11-12 22:18:10.437000,L8,316.57,301.23
2022-11-13 22:11:53.247000,L9,329.69,311.18
2022-12-22 22:17:59.519000,L9,325.72,306.56
2023-01-15 22:17:53.980000,L8,323.22,305.04
2023-01-24 22:11:46.723000,L8,319.46,301.28
2023-02-08 22:18:06.517000,L9,381.82,373.74
2023-02-16 22:17:50.035000,L8,331.49,313.90
2023-03-04 22:17:37.574000,L8,309.96,267.62
2023-03-13 22:11:23.206000,L8,325.65,314.56
2023-03-21 22:11:31.242000,L9,326.80,311.66
2023-05-15 22:17:12.111000,L9,327.63,314.71
2023-05-16 22:10:40.417000,L8,330.41,310.64
2023-05-23 22:16:53.942000,L8,329.23,314.23
2023-05-24 22:10:53.254000,L9,328.98,316.19
2023-05-31 22:17:04.101000,L9,328.53,316.19
2023-06-08 22:17:00.359000,L8,321.68,304.44
2023-06-09 22:10:48.959000,L9,331.75,318.45
2023-06-16 22:16:54.981000,L9,328.32,313.64
2023-06-17 22:10:53.102000,L8,334.39,316.76
2023-07-02 22:17:05.775000,L9,267.07,287.08
2023-07-10 22:17:17.518000,L8,336.72,322.47
2023-07-11 22:11:00.406000,L9,328.40,311.44
2023-07-18 22:17:12.131000,L9,331.56,320.18
2023-07-26 22:17:23.328000,L8,332.25,317.94
2023-07-27 22:11:03.005000,L9,319.09,305.95
2023-08-03 22:17:19.817000,L9,330.70,316.65
2023-08-11 22:17:27.875000,L8,339.54,326.13
2023-08-20 22:11:23.591000,L8,309.70,297.83
2023-08-28 22:11:20.303000,L9,346.81,333.82
2023-09-20 22:17:40.026000,L9,375.07,376.87
2023-09-28 22:17:43.092000,L8,337.61,328.91
2023-09-29 22:11:26.883000,L9,312.98,300.73
2023-10-14 22:17:45.774000,L8,321.49,316.10
2023-10-15 22:11:39.127000,L9,340.25,337.84
2023-10-22 22:17:50.479000,L9,344.40,337.82
2023-11-07 22:17:46.155000,L9,347.40,341.25
2023-11-08 22:11:33.075000,L8,344.19,338.27
2023-11-15 22:17:47.856000,L8,346.08,338.81
2023-11-24 22:11:40.049000,L8,339.95,338.91
2023-12-09 22:17:50.740000,L9,250.31,
2023-12-17 22:17:48.418000,L8,322.10,301.99
2023-12-18 22:11:45.147000,L9,345.09,343.63
2024-01-18 22:17:42.241000,L8,306.14,288.43
2024-02-03 22:17:41.059000,L8,348.74,342.36
2024-02-04 22:11:43.788000,L9,319.09,307.25
2024-02-11 22:17:53.113000,L9,329.33,313.57
2024-02-19 22:17:39.652000,L8,333.40,323.30
2024-02-27 22:17:43.972000,L9,338.67,327.06
2024-02-28 22:11:24.320000,L8,345.26,339.55
2024-03-30 22:17:36.478000,L9,350.96,341.35
2024-04-08 22:11:23.266000,L9,347.33,337.20
2024-04-23 22:17:03.194000,L8,354.96,345.12
2024-05-01 22:17:11.831000,L9,326.36,312.68
2024-05-02 22:10:44.568000,L8,331.32,321.52
2024-05-09 22:16:51.826000,L8,332.58,319.03
2024-05-10 22:11:00.825000,L9,326.40,313.70
2024-05-17 22:17:03.987000,L9,323.31,316.25
2024-05-18 22:10:31.990000,L8,327.28,313.53
2024-05-26 22:10:48.268000,L9,331.05,316.89
2024-06-11 22:10:42.335000,L9,301.72,290.16
2024-06-26 22:16:52.651000,L8,342.40,329.91
2024-06-27 22:10:29.087000,L9,325.95,312.84
2024-07-05 22:10:45.435000,L8,348.41,331.10
2024-07-12 22:17:00.992000,L8,348.24,330.01
2024-08-05 22:17:06.640000,L9,336.10,321.92
2024-08-21 22:17:19.711000,L9,331.38,323.96
2024-08-22 22:11:10.580000,L8,347.53,336.73
2024-08-29 22:17:21.978000,L8,330.23,318.87
2024-09-22 22:17:21.161000,L9,338.36,329.42
2024-11-01 22:17:31.195000,L8,333.36,328.55
2024-11-02 22:11:29.815000,L9,364.30,417.30
2024-11-17 22:17:38.841000,L8,315.67,303.73
2024-11-25 22:17:51.900000,L9,331.88,321.89
2024-12-03 22:17:45.212000,L8,327.01,310.64
2024-12-04 22:11:36.525000,L9,327.84,316.48
2024-12-28 22:11:26.745000,L8,340.02,341.40
2025-01-05 22:11:31.099000,L9,351.79,359.70
2025-01-12 22:17:45.559000,L9,348.25,340.35
2025-01-13 22:11:30.558000,L8,325.97,312.52
2025-01-28 22:17:42.532000,L9,331.03,317.04
2025-01-29 22:11:28.545000,L8,330.59,317.99
2025-02-05 22:17:39.822000,L8,285.33,289.90
2025-02-06 22:11:31.478000,L9,343.20,336.05
2025-02-21 22:17:31.397000,L8,352.99,343.07
2025-02-22 22:11:33.420000,L9,310.61,295.73
2025-03-09 22:17:26.663000,L8,350.26,338.15
2025-03-10 22:11:28.326000,L9,332.90,324.52
2025-03-25 22:17:16.100000,L8,352.94,340.38
2025-04-11 22:11:17.724000,L9,323.00,312.81
2025-04-19 22:10:53.223000,L8,308.74,295.14
2025-05-04 22:17:17.676000,L9,325.43,319.67
