dates,satname,nzd0415-0000,nzd0415-0001,nzd0415-0002,nzd0415-0003,nzd0415-0004,nzd0415-0005,nzd0415-0006,nzd0415-0007,nzd0415-0012,nzd0415-0013,nzd0415-0014,nzd0415-0015,nzd0415-0016,nzd0415-0017,nzd0415-0034,nzd0415-0035,nzd0415-0036,nzd0415-0037,nzd0415-0038,nzd0415-0047,nzd0415-0048,nzd0415-0054,nzd0415-0055,nzd0415-0056,nzd0415-0057,nzd0415-0058,nzd0415-0059,nzd0415-0060,nzd0415-0061,nzd0415-0062,nzd0415-0063,nzd0415-0064,nzd0415-0065,nzd0415-0066,nzd0415-0067,nzd0415-0068,nzd0415-0069,nzd0415-0070,nzd0415-0071,nzd0415-0072,nzd0415-0073,nzd0415-0074,nzd0415-0075,nzd0415-0076,nzd0415-0077,nzd0415-0078,nzd0415-0079,nzd0415-0080,nzd0415-0081,nzd0415-0082,nzd0415-0086,nzd0415-0087,nzd0415-0088,nzd0415-0089,nzd0415-0090,nzd0415-0091,nzd0415-0098,nzd0415-0099,nzd0415-0100,nzd0415-0101,nzd0415-0102,nzd0415-0103,nzd0415-0104,nzd0415-0105,nzd0415-0106,nzd0415-0107,nzd0415-0108,nzd0415-0109,nzd0415-0110,nzd0415-0111,nzd0415-0020,nzd0415-0021,nzd0415-0022,nzd0415-0023,nzd0415-0026,nzd0415-0027,nzd0415-0028,nzd0415-0083,nzd0415-0084,nzd0415-0085,nzd0415-0008,nzd0415-0009,nzd0415-0010,nzd0415-0011,nzd0415-0018,nzd0415-0019,nzd0415-0024,nzd0415-0025,nzd0415-0029,nzd0415-0030,nzd0415-0031,nzd0415-0032,nzd0415-0033,nzd0415-0039,nzd0415-0042,nzd0415-0043,nzd0415-0044,nzd0415-0045,nzd0415-0046,nzd0415-0049,nzd0415-0050,nzd0415-0051,nzd0415-0052,nzd0415-0053,nzd0415-0092,nzd0415-0093,nzd0415-0094,nzd0415-0095,nzd0415-0096,nzd0415-0097,nzd0415-0040,nzd0415-0041
2000-05-08 22:05:56.985000,L7,334.34,309.04,344.86,378.94,158.36,281.44,374.36,351.20,,,274.85,303.09,282.33,,,366.27,397.62,413.94,353.27,,415.41,252.39,305.54,338.82,313.51,330.16,298.11,338.60,317.91,414.49,398.38,383.24,353.74,367.83,321.86,182.25,252.16,243.60,172.61,,,,,316.44,369.89,370.44,360.26,323.89,336.33,396.85,390.47,399.66,399.01,342.29,391.32,,409.43,405.29,394.63,408.01,394.00,383.59,367.43,223.91,357.20,418.65,417.57,377.67,391.12,392.44,,,,,,,,370.35,,203.26,,,,,,,,,,,,,,259.04,228.95,320.39,215.52,292.63,285.37,,358.40,,,,,185.18,304.02,381.96,313.84,,238.90,240.52
2000-05-24 22:05:46.512000,L7,335.30,390.45,359.38,200.91,160.89,287.71,386.42,358.36,,,352.71,370.51,359.25,,,343.43,381.20,396.29,358.79,312.28,415.90,266.04,294.56,330.48,283.39,348.56,308.77,374.83,417.37,429.85,395.04,394.81,364.98,372.66,374.45,385.74,330.80,356.53,199.84,207.66,294.41,395.58,382.93,344.77,378.90,389.16,403.81,383.51,347.52,393.43,393.09,397.94,201.35,157.82,374.17,,408.48,406.84,390.62,391.60,389.93,381.55,393.16,,357.72,373.50,146.21,356.63,389.14,,,,,,,,,360.07,,231.92,,,,,,,,,,,,,,270.90,236.17,328.67,245.99,315.58,303.43,,342.07,,,,,294.80,319.57,423.82,317.17,,243.37,227.64
2000-06-18 21:59:27.736000,L7,418.73,427.78,441.69,428.02,408.13,440.70,421.96,454.95,426.27,455.08,464.20,441.54,445.85,466.50,441.39,422.88,467.55,462.69,454.29,422.85,472.30,406.59,475.47,480.88,460.40,456.66,468.38,432.33,466.65,454.66,422.21,435.92,404.41,443.43,443.78,446.33,421.21,412.66,435.34,460.13,446.12,456.76,449.92,469.36,467.63,456.92,471.52,476.62,432.00,491.19,468.05,456.49,487.95,480.27,467.01,495.19,449.09,476.52,474.63,477.74,477.62,483.17,477.15,405.75,482.75,498.39,498.25,514.93,513.38,,470.16,473.72,456.94,473.31,357.81,371.06,388.47,454.72,464.78,452.41,439.18,382.77,464.03,473.47,503.34,464.77,374.70,442.49,465.17,423.05,454.73,486.36,465.14,476.40,482.56,476.69,463.52,440.48,478.06,487.29,476.56,480.50,168.83,376.68,460.31,409.06,487.28,473.10,421.94,448.13,449.19,461.83
2000-07-11 22:05:17.570000,L7,353.04,332.99,156.68,400.16,,234.04,384.33,347.92,305.27,,420.48,383.97,415.99,311.40,,288.78,413.52,417.38,417.90,375.25,311.92,308.77,452.92,376.41,426.85,428.85,426.21,399.87,434.11,437.95,402.88,404.27,378.00,394.91,377.52,389.04,376.29,368.03,376.51,337.66,408.85,397.24,384.82,434.69,420.22,418.43,416.05,401.56,321.77,377.06,419.41,398.43,405.33,402.13,386.38,426.44,413.48,416.01,397.41,409.46,424.22,406.78,443.67,304.39,398.29,447.19,458.01,421.23,424.70,439.00,382.18,,,,,,,372.87,429.75,386.90,,,,296.46,,,,,,197.24,371.75,463.53,449.76,423.44,339.54,363.63,258.90,347.39,296.62,,,,,165.53,185.75,310.81,362.41,431.73,321.63,,360.10,395.33
2000-07-27 22:05:00.333000,L7,401.85,415.35,421.34,410.92,407.33,440.66,424.62,455.69,404.67,434.67,460.62,437.46,446.06,440.85,417.53,423.18,470.25,466.78,452.30,419.62,484.45,521.18,511.36,509.70,497.34,486.85,511.36,,513.67,496.21,467.32,507.91,497.20,503.98,474.26,470.01,416.72,414.40,518.55,,,,,,,,,,420.89,505.80,482.18,497.64,494.44,504.39,492.67,515.27,461.66,468.14,469.46,472.85,467.60,475.89,468.59,337.25,468.82,474.22,486.13,493.84,503.56,,456.50,512.09,440.84,476.48,471.88,466.79,452.55,472.14,485.53,467.46,404.35,307.38,,483.39,486.95,469.77,337.39,457.61,464.44,370.98,438.81,378.07,199.74,480.95,479.53,474.39,461.37,406.18,480.89,497.55,488.71,510.31,,382.67,447.28,453.82,484.90,472.74,421.69,459.49,449.21,450.43
2000-08-05 21:58:44.520000,L7,398.68,420.26,423.84,414.34,441.56,446.95,446.61,450.12,449.78,459.50,469.40,454.87,457.08,454.68,427.38,462.60,469.01,473.41,457.17,407.92,480.43,401.72,481.99,499.38,460.57,462.36,469.42,424.42,463.01,451.44,426.32,455.85,398.65,441.54,468.07,466.88,412.24,412.99,456.35,461.67,456.86,460.49,450.60,468.12,468.44,456.93,474.32,474.80,418.61,488.30,481.01,483.37,486.30,488.95,476.48,501.89,465.85,472.14,473.81,476.90,478.83,480.18,477.17,471.05,491.14,480.66,505.34,521.99,518.56,,520.79,524.08,156.98,249.15,482.10,478.47,454.09,471.90,473.87,484.75,426.10,306.04,442.92,475.83,497.53,515.84,338.69,459.82,468.68,358.98,451.83,376.18,207.30,473.67,473.87,473.90,466.55,455.93,475.71,490.29,481.28,477.35,,370.13,272.70,325.62,482.83,469.90,425.00,463.17,441.52,467.56
2000-08-12 22:04:53.965000,L7,421.31,429.02,437.06,418.41,447.94,455.37,463.02,473.24,465.02,470.34,476.16,467.29,468.57,464.57,472.65,477.13,476.34,474.57,465.95,424.32,480.83,467.74,483.85,489.36,461.59,470.01,473.39,466.42,478.62,463.98,451.47,459.37,426.18,444.35,465.89,471.72,442.34,413.44,463.90,462.81,467.55,472.55,456.31,474.38,472.25,465.32,472.09,476.78,420.23,491.98,479.57,489.06,489.92,491.76,496.66,501.37,466.77,474.51,480.95,476.23,482.00,487.87,487.71,478.18,487.83,498.14,498.43,512.28,506.96,,480.31,487.48,458.63,489.14,483.86,485.13,469.30,480.82,487.70,487.74,444.54,442.46,473.41,476.38,415.06,481.08,357.59,479.24,479.67,414.03,459.45,486.99,472.73,484.24,481.18,479.09,472.82,414.07,477.60,494.15,483.61,483.71,175.99,407.68,498.18,393.57,494.50,474.44,467.68,468.89,464.19,477.98
2000-09-06 21:58:22.821000,L7,286.75,392.23,334.07,228.31,177.93,297.61,394.99,359.62,355.85,230.47,420.92,329.42,336.74,,360.97,392.93,396.15,430.34,416.47,282.56,,344.55,317.58,356.62,418.55,435.21,420.18,399.32,410.25,430.45,406.05,388.56,386.65,362.98,386.99,311.00,373.95,365.56,152.39,306.10,392.18,389.37,392.25,269.50,412.47,426.10,398.34,400.55,381.65,407.02,363.03,408.33,,339.24,420.93,419.02,419.63,413.19,417.38,423.64,424.98,351.10,298.10,333.16,328.33,424.26,353.04,385.06,402.83,441.22,,,,,,429.68,432.36,418.84,421.02,408.84,,,,,,,,,,217.05,394.67,,,,,,314.61,312.03,306.11,,,,,349.65,294.10,314.23,320.91,340.18,,,,
2000-10-08 21:58:00.300000,L7,275.75,387.76,341.20,385.16,,,375.44,346.87,,361.12,358.88,393.74,344.16,,309.73,396.99,402.50,426.64,412.32,274.00,406.21,322.39,334.53,363.28,375.52,426.72,423.66,376.38,406.70,416.82,387.64,393.19,303.28,374.30,363.63,398.03,376.59,363.30,373.47,308.73,392.40,393.07,384.41,325.72,376.70,368.76,382.97,368.32,338.27,411.52,395.48,403.62,397.91,354.33,416.11,410.00,405.07,162.03,404.32,415.38,416.15,415.98,343.10,340.29,350.49,429.87,429.34,421.38,288.78,,,,,,397.62,410.89,413.67,415.86,411.78,395.00,,,,,,,,,378.64,,,,,,232.20,354.44,258.61,310.79,303.72,,,,,,,256.92,301.95,412.94,298.86,,,
2000-11-25 21:57:58.896000,L7,477.98,485.18,479.11,493.78,498.50,505.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-05 21:57:16.389000,L7,418.41,413.76,416.92,414.54,409.16,443.06,448.67,477.40,452.68,445.58,466.19,442.34,443.56,475.25,424.70,397.26,476.70,463.73,452.06,413.31,460.41,400.72,480.05,,459.81,459.75,463.35,418.53,464.42,461.03,416.24,445.40,398.04,443.73,480.03,456.42,401.46,407.67,472.85,471.43,430.27,465.42,429.40,473.26,484.74,451.23,483.00,486.27,418.38,502.54,486.50,482.98,498.45,497.32,195.35,505.98,447.90,481.33,482.17,488.32,481.50,493.64,481.05,476.82,489.71,503.68,513.76,523.52,528.16,,480.53,483.07,447.54,472.56,455.51,482.25,468.21,458.31,473.10,430.92,409.94,359.68,193.65,481.43,492.92,480.44,342.83,440.21,235.02,413.40,440.75,491.13,464.83,488.34,479.85,472.97,462.45,406.97,476.38,492.10,476.81,185.31,,355.99,512.93,332.33,485.47,475.35,386.05,449.26,409.22,427.20
2001-07-07 21:57:00.006000,L7,412.00,419.36,429.50,417.87,412.73,454.09,449.54,460.99,453.75,444.86,467.20,437.95,452.42,205.35,435.80,402.22,468.39,463.45,451.68,412.79,468.39,399.76,475.94,487.60,457.67,456.57,465.07,420.36,460.14,451.09,428.96,445.81,404.07,432.10,454.99,449.90,403.08,410.43,442.57,471.68,442.12,460.85,428.36,471.45,470.49,459.71,477.50,475.88,436.93,489.93,474.30,468.73,492.82,480.50,474.58,497.46,465.79,485.80,483.61,482.45,476.60,481.45,478.53,469.85,484.94,493.86,503.41,521.79,520.07,,476.35,483.43,452.60,472.65,481.57,478.99,459.55,468.44,480.76,441.52,415.41,313.78,232.99,472.90,195.26,351.22,350.05,453.89,470.96,422.02,445.18,488.30,466.10,468.81,488.70,476.54,463.80,412.58,474.85,482.80,477.79,484.05,,365.18,503.51,490.61,489.26,482.14,426.88,469.55,435.76,428.84
2001-07-14 22:03:09.614000,L7,,,,,,,,,,,,,,,,,,,,512.85,508.89,485.95,477.72,169.42,213.08,253.66,240.72,399.79,450.77,390.38,250.19,409.67,380.79,417.56,388.61,394.07,377.27,371.12,186.91,198.06,211.57,147.32,402.13,408.42,432.02,425.77,429.00,403.29,366.93,396.87,438.48,406.82,429.47,417.45,365.41,,425.49,429.00,443.78,403.87,415.99,404.34,427.23,337.71,368.49,462.19,425.46,388.44,414.03,435.73,,,,,,,,409.53,,180.57,,,,,,,,,,,,,,,364.44,454.36,439.92,386.71,,494.41,437.74,459.56,,486.73,188.14,309.75,433.62,445.54,367.72,410.93,,419.59
2001-08-15 22:02:38.465000,L7,,,,399.97,,,,,,,406.78,391.09,361.23,343.80,279.61,376.30,369.37,409.55,308.47,,,258.50,303.69,348.37,306.95,347.25,351.91,400.48,407.66,391.35,314.56,233.07,348.35,308.94,277.97,297.84,272.45,357.73,194.27,198.32,371.86,389.75,319.16,338.86,362.11,396.13,374.56,380.05,319.66,401.85,383.98,402.09,227.34,328.84,352.50,,,403.35,391.48,396.95,382.76,387.41,387.83,147.42,343.54,420.36,397.86,372.41,407.91,424.92,,,,,,,,411.80,,,,,,,,,,,,,,,,,198.79,311.29,248.23,,,,,,,,,319.41,301.94,251.35,239.70,,,
2001-09-25 21:56:04.528000,L7,348.89,388.20,358.81,380.55,160.25,272.33,377.42,339.90,339.98,224.26,408.87,392.04,385.07,374.83,290.63,386.36,390.05,412.77,350.06,,386.65,292.58,303.87,332.12,413.75,421.39,258.86,378.90,408.35,390.40,293.96,326.96,260.05,360.66,313.15,392.15,372.00,361.33,378.15,293.54,380.77,391.99,384.42,332.86,386.27,381.08,391.37,373.62,345.12,413.02,378.53,401.29,395.68,344.64,401.26,,406.55,293.19,308.58,404.35,396.50,388.46,394.04,310.09,344.70,413.53,422.99,267.15,295.39,380.23,,,,,296.07,389.21,298.34,416.38,405.72,331.25,,,,,,,,,370.36,,,,,,223.73,336.93,155.05,,,,,,,,,192.33,306.46,417.41,297.06,,,
2001-10-02 22:02:04.420000,L7,329.61,271.12,355.38,370.01,152.85,266.04,362.98,338.05,,,393.59,386.98,350.45,,270.81,380.48,348.84,406.17,343.03,,,179.38,293.37,315.97,281.25,369.71,411.94,364.80,397.14,406.19,380.35,386.02,189.13,348.77,276.42,383.62,364.28,352.64,364.68,280.82,367.23,382.30,378.93,320.52,372.64,366.46,369.77,357.87,327.58,396.16,313.45,386.95,351.50,328.00,363.37,,390.24,394.41,391.74,398.76,384.47,378.67,271.89,155.89,333.59,401.51,409.76,398.21,406.83,431.19,,,,,365.63,378.58,389.07,391.50,159.30,160.56,,,,,,,,,,,,,,,,,,,,,345.65,,,,,164.64,286.81,392.04,202.84,,,
2001-12-14 21:56:17.682000,L7,439.50,443.46,442.00,450.50,453.57,456.57,466.43,469.58,470.22,475.38,470.62,471.30,480.23,470.68,481.89,478.62,479.03,482.18,477.03,483.68,486.51,469.96,478.29,481.35,472.30,471.03,475.21,473.90,474.86,465.19,468.15,462.98,423.74,468.63,465.30,470.04,468.44,471.36,472.61,469.75,473.31,471.87,470.76,472.49,469.62,473.18,475.97,476.46,439.60,483.95,492.02,490.28,493.44,494.67,490.53,499.64,464.77,469.42,477.02,471.92,478.42,480.63,478.24,473.64,484.14,487.97,490.98,504.91,502.12,,479.24,484.24,471.95,484.32,483.07,480.36,484.68,491.53,491.53,494.93,466.21,467.81,474.46,479.35,487.70,485.32,470.10,484.42,488.93,479.75,473.02,481.90,479.89,511.96,488.45,483.94,482.65,475.16,480.05,492.40,482.58,481.11,481.93,446.25,496.65,456.90,496.60,467.34,460.69,462.10,485.19,482.91
2001-12-30 21:56:13.010000,L7,446.21,446.22,446.24,454.60,463.81,470.39,463.27,477.58,486.52,502.61,487.77,483.16,485.48,482.89,489.64,482.47,485.80,488.65,489.34,486.52,495.51,480.89,485.57,485.82,476.07,479.45,477.64,477.10,480.40,477.54,474.51,472.81,466.11,469.92,475.90,482.91,484.14,481.21,476.26,477.39,482.38,478.98,481.96,476.72,481.81,480.77,481.81,483.57,464.71,499.53,504.40,503.65,506.82,500.84,503.06,509.52,475.63,483.16,486.16,483.46,487.74,488.63,485.89,488.18,487.64,498.36,503.47,516.00,510.60,,483.12,501.32,481.04,491.68,488.30,496.20,491.58,504.70,504.11,506.06,470.65,474.98,475.46,486.71,493.18,492.46,487.99,489.58,494.10,487.08,475.25,491.17,482.65,499.84,520.93,514.50,486.53,481.34,481.81,500.03,492.27,493.58,499.54,454.15,509.73,483.64,508.57,478.59,465.35,475.03,495.84,499.10
2002-02-16 21:56:30.006000,L7,353.26,382.26,,,,391.70,381.74,346.88,173.71,159.75,265.95,288.79,284.63,,300.62,406.78,396.28,430.63,433.26,323.11,449.27,,,,,323.77,290.12,371.99,400.73,413.71,391.79,386.27,272.92,366.15,193.76,,,,380.82,313.70,384.63,393.98,388.72,323.48,382.80,370.53,384.93,370.33,336.95,404.16,395.13,404.57,403.94,353.72,415.24,410.83,408.07,405.68,401.22,413.28,404.00,392.26,410.36,340.94,353.87,418.07,424.24,420.72,421.09,441.26,,,,,408.00,421.73,430.78,414.76,382.63,354.11,,,,,,,,,406.44,,,,,,446.00,398.24,287.46,327.58,174.47,,393.51,,,,295.61,270.96,312.66,372.27,271.23,,,
2002-03-04 21:56:33.807000,L7,167.73,485.97,513.40,507.56,516.33,437.78,341.71,380.77,448.53,457.88,462.51,436.89,450.78,425.07,453.04,446.39,439.67,462.25,468.53,460.32,474.18,452.84,460.44,447.07,444.98,443.94,445.65,426.32,456.78,456.99,449.52,440.43,434.59,453.34,466.74,445.17,448.14,441.95,440.00,469.49,451.82,459.48,451.81,449.14,464.57,470.14,474.87,424.12,441.66,437.21,481.50,472.75,476.66,473.46,476.18,486.77,511.04,464.90,473.53,473.01,467.36,456.71,454.07,452.99,449.78,479.71,476.63,487.96,469.06,512.27,438.26,469.37,410.28,471.12,463.20,464.57,463.64,483.99,471.11,477.41,455.23,451.46,444.83,450.65,471.04,462.27,437.89,467.65,456.50,431.73,455.21,453.23,451.87,462.37,459.21,456.39,441.01,432.07,453.33,477.62,479.15,474.50,477.34,452.72,431.54,468.03,475.14,453.56,448.76,450.04,459.99,469.20
