dates,satname,nzd0415-0000,nzd0415-0001,nzd0415-0002,nzd0415-0003,nzd0415-0004,nzd0415-0005,nzd0415-0006,nzd0415-0007,nzd0415-0012,nzd0415-0013,nzd0415-0014,nzd0415-0015,nzd0415-0016,nzd0415-0017,nzd0415-0034,nzd0415-0035,nzd0415-0036,nzd0415-0037,nzd0415-0038,nzd0415-0047,nzd0415-0048,nzd0415-0054,nzd0415-0055,nzd0415-0056,nzd0415-0057,nzd0415-0058,nzd0415-0059,nzd0415-0060,nzd0415-0061,nzd0415-0062,nzd0415-0063,nzd0415-0064,nzd0415-0065,nzd0415-0066,nzd0415-0067,nzd0415-0068,nzd0415-0069,nzd0415-0070,nzd0415-0071,nzd0415-0072,nzd0415-0073,nzd0415-0074,nzd0415-0075,nzd0415-0076,nzd0415-0077,nzd0415-0078,nzd0415-0079,nzd0415-0080,nzd0415-0081,nzd0415-0082,nzd0415-0086,nzd0415-0087,nzd0415-0088,nzd0415-0089,nzd0415-0090,nzd0415-0091,nzd0415-0098,nzd0415-0099,nzd0415-0100,nzd0415-0101,nzd0415-0102,nzd0415-0103,nzd0415-0104,nzd0415-0105,nzd0415-0106,nzd0415-0107,nzd0415-0108,nzd0415-0109,nzd0415-0110,nzd0415-0111,nzd0415-0020,nzd0415-0021,nzd0415-0022,nzd0415-0023,nzd0415-0026,nzd0415-0027,nzd0415-0028,nzd0415-0083,nzd0415-0084,nzd0415-0085,nzd0415-0008,nzd0415-0009,nzd0415-0010,nzd0415-0011,nzd0415-0018,nzd0415-0019,nzd0415-0024,nzd0415-0025,nzd0415-0029,nzd0415-0030,nzd0415-0031,nzd0415-0032,nzd0415-0033,nzd0415-0039,nzd0415-0042,nzd0415-0043,nzd0415-0044,nzd0415-0045,nzd0415-0046,nzd0415-0049,nzd0415-0050,nzd0415-0051,nzd0415-0052,nzd0415-0053,nzd0415-0092,nzd0415-0093,nzd0415-0094,nzd0415-0095,nzd0415-0096,nzd0415-0097,nzd0415-0040,nzd0415-0041
1999-08-26 22:06:44.761000,L7,,,,,,,,,,,,,,,,,,,,381.30,457.72,350.13,465.57,480.49,441.54,447.91,456.39,400.51,448.79,434.38,407.83,416.85,375.53,420.10,397.10,407.87,388.33,375.72,271.27,414.61,433.79,397.51,406.03,393.32,440.82,204.82,319.77,336.82,378.95,404.05,408.66,411.11,436.75,414.86,439.96,442.78,422.96,325.50,434.28,427.64,432.34,417.95,458.69,339.07,,,,,,,,,,,,,,414.02,424.28,406.96,,,,,,,,,,,,,,,455.07,447.91,442.58,371.06,443.76,485.81,438.45,459.85,,345.65,268.34,295.57,337.35,339.20,306.51,,410.89,415.96
1999-09-04 22:00:33.926000,L7,344.22,387.56,311.88,379.12,178.19,261.51,385.23,347.44,343.50,199.45,416.08,394.87,344.90,355.50,283.35,392.17,342.05,418.38,182.65,327.51,368.01,307.88,309.00,342.02,412.78,273.64,406.76,381.64,412.91,422.75,395.25,387.14,363.96,261.41,191.85,391.26,372.95,362.77,191.39,309.92,307.81,226.49,394.39,372.56,412.63,403.63,402.97,382.86,336.98,391.69,395.91,399.69,404.73,339.25,319.29,414.51,413.42,262.84,404.19,420.35,419.04,410.51,397.16,325.27,351.81,425.15,422.35,410.77,411.73,434.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-30 22:06:35.082000,L7,345.69,,,,,,368.41,334.96,,,,,,,,,,,,,,315.65,309.89,347.75,293.05,306.45,296.90,272.26,191.04,170.62,378.02,382.87,190.68,355.82,172.98,384.57,363.76,356.36,375.84,321.23,302.17,356.80,387.10,321.13,382.05,365.14,386.06,358.92,337.01,411.09,400.02,409.43,407.28,360.03,420.92,410.93,,,381.32,344.98,356.45,325.43,343.81,345.77,360.61,419.76,424.12,335.77,416.11,219.67,184.71,268.12,356.14,362.32,289.78,416.69,408.32,417.67,409.40,400.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-09 22:00:33.510000,L7,,,,,,285.83,365.77,141.45,,351.54,382.34,386.40,249.10,,,375.06,400.05,426.60,419.08,,,340.42,314.64,365.37,405.34,416.76,377.73,366.32,401.48,406.02,284.15,386.59,248.82,365.94,361.23,387.56,368.12,357.14,374.32,375.98,383.22,387.12,382.65,320.75,378.87,365.07,387.98,365.15,336.36,406.13,394.99,401.11,410.57,170.92,413.77,406.37,393.02,387.23,322.91,334.54,403.17,394.32,314.01,354.93,146.96,,309.31,370.47,400.12,426.68,334.60,297.97,348.58,370.81,385.40,416.52,426.45,416.84,407.74,397.64,,,,,,,,,381.49,,387.27,376.19,,,376.72,377.04,161.78,322.16,,,,,,197.13,,261.87,291.40,395.12,278.11,,,
2000-01-26 22:00:26.187000,L7,265.05,325.69,202.42,330.15,446.86,445.20,448.12,458.54,458.86,467.95,455.11,458.02,437.63,406.07,476.83,515.14,492.26,498.75,496.49,497.93,485.20,488.05,484.14,489.48,482.77,486.31,485.70,488.72,493.24,421.93,492.48,487.70,486.27,489.17,494.30,496.17,411.00,403.03,412.54,427.76,466.30,433.22,441.95,420.71,449.92,426.50,451.61,414.12,409.18,431.24,474.91,473.84,473.40,485.45,294.11,429.87,429.20,454.43,466.93,463.87,472.78,467.32,462.49,463.43,467.53,466.44,,,,,480.87,513.88,494.28,496.74,370.07,435.49,495.92,444.11,448.12,477.03,455.16,454.69,457.80,450.80,465.37,463.19,491.64,488.46,502.90,503.22,464.54,461.05,468.97,496.13,494.84,491.61,481.81,493.05,497.35,501.60,492.29,440.68,501.71,495.06,420.22,434.16,520.84,460.24,370.83,447.04,,
2000-02-11 22:00:21.827000,L7,371.66,393.78,405.52,495.12,298.83,508.15,509.49,487.14,457.15,459.47,431.36,413.64,419.63,398.06,466.78,466.61,463.75,468.60,456.13,373.39,474.52,362.37,449.61,367.65,463.71,424.97,415.21,392.94,424.76,417.76,399.77,389.88,379.40,372.22,390.08,395.68,395.17,373.38,387.26,414.00,432.92,391.16,399.81,359.72,410.96,408.54,408.07,385.68,347.50,413.32,402.17,416.14,472.41,409.05,424.82,424.88,401.21,398.87,399.63,426.48,453.04,458.04,455.17,415.53,400.06,454.31,299.48,420.33,405.34,237.18,454.05,441.63,372.47,513.37,498.69,499.75,499.79,427.86,422.23,403.82,510.53,287.10,,452.79,415.98,449.69,496.71,494.78,501.45,431.26,455.78,260.50,278.15,467.70,470.71,421.53,422.93,404.47,420.49,469.45,426.90,433.03,226.98,358.10,289.79,311.73,505.41,418.24,297.70,,472.16,469.76
2000-02-27 22:00:16.353000,L7,397.73,324.62,273.44,302.51,449.51,454.06,463.95,465.99,448.17,453.05,459.85,472.54,435.51,408.84,465.12,464.85,466.75,474.58,460.47,375.60,475.19,372.50,470.48,362.75,462.09,465.72,470.28,401.30,431.48,420.86,409.84,392.97,385.72,435.81,399.37,467.17,399.30,385.80,396.81,427.98,452.93,444.69,411.72,410.61,433.46,426.04,416.98,403.72,392.27,424.09,473.66,480.38,469.94,431.57,433.86,373.39,454.00,426.85,463.54,473.49,463.50,473.40,466.64,417.74,468.21,479.14,475.51,452.86,472.73,436.99,469.42,462.83,398.66,475.95,478.19,436.54,437.87,435.44,445.94,467.65,327.21,290.08,468.55,469.00,463.76,459.77,336.83,465.89,451.28,428.67,461.82,467.66,462.93,480.49,476.32,475.54,430.80,408.65,439.71,463.98,470.52,434.18,216.25,367.49,296.84,322.98,490.33,458.00,336.09,194.97,476.76,472.31
2000-03-30 22:00:09.363000,L7,340.45,188.60,229.54,189.50,,,,,,,402.70,395.63,338.92,,295.73,393.05,390.84,430.34,421.97,,,198.76,301.47,338.48,255.29,319.04,313.00,381.11,409.22,417.06,390.00,385.71,362.84,358.24,,,,,,,,,,,384.16,391.55,387.74,358.91,336.07,394.08,,,,,,,,,,,306.92,308.82,262.20,306.63,337.69,168.92,350.10,,,,,,,,,,,,,,,,,,,,,,,,,,,295.11,291.10,341.41,297.21,316.90,,,,,,154.84,,,,,,,251.05,302.91
2000-04-15 21:59:55.745000,L7,415.14,432.34,434.13,417.67,454.50,458.27,468.61,471.28,469.70,476.32,479.43,479.61,479.03,481.39,480.54,486.94,482.82,482.19,476.71,422.99,488.56,448.33,491.79,496.79,470.87,474.23,477.25,475.88,477.63,472.02,460.82,467.63,414.26,451.52,470.33,485.04,455.61,477.44,480.12,470.35,472.52,473.50,463.13,474.83,474.75,477.33,480.05,486.97,429.63,498.13,489.43,498.10,499.30,504.12,497.07,304.09,476.49,483.52,484.59,490.91,491.53,490.92,487.64,480.06,488.23,499.79,505.62,516.48,514.37,,486.30,488.05,453.17,481.60,491.77,254.40,374.72,483.51,491.57,496.50,461.53,467.80,474.44,475.34,487.73,482.65,428.94,482.05,488.99,444.92,469.69,493.00,474.99,491.17,494.53,484.01,481.58,461.21,479.07,495.92,485.81,489.06,318.00,428.93,354.80,395.03,497.74,479.03,463.94,471.58,492.78,492.44
2000-05-01 21:59:54.563000,L7,361.52,400.46,381.47,396.42,357.70,417.61,393.56,411.55,363.20,401.97,436.54,409.81,422.47,391.79,375.17,405.34,418.90,434.81,431.74,371.82,452.40,345.39,446.83,365.11,418.12,428.86,423.83,393.08,432.97,431.12,405.36,395.77,380.72,392.54,395.91,406.84,378.94,371.63,386.35,416.61,420.44,401.86,404.47,415.18,425.25,417.65,427.66,403.29,379.86,419.28,412.51,415.08,435.40,433.61,432.74,431.94,427.64,428.30,436.04,430.83,433.56,416.74,429.27,344.23,380.56,451.52,437.77,421.98,421.25,439.82,403.01,323.52,385.10,383.79,,,,420.30,437.63,417.74,196.61,284.60,,341.09,,324.64,,,,336.17,443.17,399.43,449.32,448.86,453.71,392.51,419.81,379.01,416.30,446.50,421.17,424.55,,307.32,282.51,315.91,417.57,437.90,341.94,200.01,386.42,424.06
