dates,satname,nzd0023-0000,nzd0023-0001,nzd0023-0002,nzd0023-0003,nzd0023-0004,nzd0023-0006,nzd0023-0005
1999-08-17 22:10:26.276000,L7,424.74,182.95,296.86,272.58,233.61,264.00,
1999-10-04 22:10:38.131000,L7,235.95,,,,,,
2000-02-09 22:10:19.398000,L7,419.79,413.62,302.83,239.15,234.27,281.65,181.93
2000-03-28 22:10:07.233000,L7,237.11,174.74,,,,221.92,179.72
2000-04-29 22:09:53.797000,L7,256.51,182.22,309.93,272.18,259.85,288.03,186.10
2000-05-15 22:09:42.527000,L7,220.37,172.55,285.05,247.38,174.55,235.72,180.81
2000-08-19 22:08:38.248000,L7,395.53,401.74,402.19,403.08,388.51,408.98,391.77
2000-09-04 22:08:22.800000,L7,360.36,357.65,,,,,
2000-09-20 22:08:03.348000,L7,228.30,400.27,409.78,415.54,409.64,279.96,178.31
2000-10-06 22:07:59.689000,L7,377.41,304.00,393.20,291.28,391.02,381.91,380.71
2000-11-07 22:07:53.532000,L7,378.62,385.97,387.13,387.21,375.74,384.64,378.75
2001-03-15 22:07:52.114000,L7,311.87,369.19,376.29,367.06,367.50,363.56,370.28
2001-06-03 22:07:16.736000,L7,236.97,178.01,307.25,263.79,256.48,275.18,179.29
2001-09-07 22:06:11.116000,L7,239.04,177.74,304.84,264.03,253.16,282.13,265.96
2001-11-26 22:06:09.518000,L7,474.38,453.21,465.82,453.24,461.34,476.62,462.66
2001-12-12 22:06:14.960000,L7,436.78,419.70,320.10,296.36,272.28,295.05,292.75
2002-02-14 22:06:29.522000,L7,424.09,416.98,414.38,421.47,412.87,415.32,416.87
2002-06-22 22:06:03.573000,L7,210.39,,305.30,256.61,262.60,276.94,257.12
2002-07-24 22:05:50.655000,L7,,176.23,288.00,256.09,252.47,,
2002-11-13 22:05:30.425000,L7,185.53,170.53,426.21,398.85,420.14,314.35,
2002-12-31 22:05:56.221000,L7,,477.54,483.86,480.06,517.55,549.83,461.44
2003-01-16 22:06:02.914000,L7,236.38,463.54,227.52,256.48,461.63,270.64,176.12
2003-04-06 22:06:21.012000,L7,430.35,382.36,431.87,304.11,455.19,377.54,452.73
2003-05-08 22:06:20.773000,L7,426.28,298.79,322.51,290.09,419.08,419.30,428.21
2003-05-24 22:06:17.162000,L7,244.90,525.71,515.00,512.46,504.79,430.98,449.40
