dates,satname,nzd0328-0000,nzd0328-0001,nzd0328-0002,nzd0328-0003,nzd0328-0004,nzd0328-0005,nzd0328-0006,nzd0328-0007,nzd0328-0008,nzd0328-0009,nzd0328-0010,nzd0328-0011,nzd0328-0012,nzd0328-0013,nzd0328-0014,nzd0328-0015,nzd0328-0016,nzd0328-0017,nzd0328-0018,nzd0328-0019,nzd0328-0020,nzd0328-0021,nzd0328-0022,nzd0328-0023,nzd0328-0024,nzd0328-0025,nzd0328-0026,nzd0328-0027,nzd0328-0028,nzd0328-0029,nzd0328-0030,nzd0328-0031
1999-10-13 22:06:24.714000,L7,,,,,,,,,,,,,,,,,,195.44,222.18,301.12,,,,,203.61,204.88,199.39,219.31,252.05,,,
1999-11-21 22:12:00.068000,L7,505.03,498.18,486.44,481.14,452.93,420.07,431.30,446.67,461.16,454.78,436.36,433.97,454.12,460.93,450.42,488.93,360.06,366.28,400.34,399.85,536.22,479.82,449.39,476.55,435.04,470.13,481.71,495.97,503.02,499.15,485.99,357.59
1999-12-16 22:05:57.846000,L7,309.35,401.41,486.31,451.66,452.34,388.52,410.04,400.32,394.48,272.69,271.32,265.97,269.10,273.08,267.21,273.00,274.90,283.70,318.82,330.35,296.34,288.65,280.80,281.06,270.82,266.73,268.23,444.44,413.38,501.35,529.92,257.22
2000-09-20 22:09:39.085000,L7,,,,218.15,266.13,249.26,,,184.06,198.84,226.52,248.49,,,,,,,,313.20,285.73,238.96,246.68,216.32,246.56,249.44,188.73,224.69,226.85,,,
2001-01-03 22:03:24.303000,L7,,,,,,,,,,,,,,,,,,,,,,,,204.48,230.33,207.02,208.51,215.88,,,,
2001-01-03 22:03:48.276000,L7,,,,,,,,,,,,,,,,258.75,201.72,270.02,221.36,,,,,210.76,232.45,209.06,212.63,227.82,261.67,,,
2001-01-10 22:09:39.742000,L7,440.92,442.64,522.72,504.44,424.52,464.99,462.96,435.41,439.52,471.91,451.04,471.50,463.86,440.34,442.03,438.22,414.33,481.59,416.02,381.55,430.10,406.79,407.40,411.34,429.27,467.26,461.90,483.93,511.30,511.83,515.44,493.26
2001-02-20 22:03:24.667000,L7,294.61,288.62,,,,,,,,,,,,,,,,,,316.88,192.85,223.35,,260.09,251.35,249.28,185.70,221.10,261.53,,,
2001-09-23 22:07:39.040000,L7,300.31,236.43,,,,,,,213.30,259.39,239.35,252.86,257.06,,,,,,176.85,319.09,289.59,266.66,256.29,261.09,259.00,255.95,194.08,228.44,263.50,,,
2001-11-03 22:01:22.838000,L7,308.31,302.98,294.45,287.49,284.75,282.15,274.04,283.37,284.71,276.17,272.26,266.79,271.76,274.59,273.35,275.78,276.76,291.91,325.07,333.02,301.05,289.29,284.76,286.71,275.80,273.61,280.35,285.59,281.22,279.86,274.91,265.99
