dates,satname,nzd0036-0000,nzd0036-0001,nzd0036-0002,nzd0036-0003,nzd0036-0004,nzd0036-0005,nzd0036-0006,nzd0036-0007,nzd0036-0008,nzd0036-0009,nzd0036-0010,nzd0036-0011
1999-07-25 22:04:15.362000,L7,366.03,341.99,246.75,280.80,261.43,291.72,292.31,300.62,311.23,308.19,,
1999-08-17 22:10:26.276000,L7,322.03,326.02,289.28,290.75,290.34,295.22,296.11,297.57,216.85,,,
1999-09-27 22:04:25.056000,L7,360.14,334.65,300.16,301.41,258.52,310.24,297.32,301.83,309.93,304.03,234.16,299.38
1999-10-04 22:10:38.131000,L7,401.55,389.58,394.57,383.69,313.42,309.46,312.60,316.41,319.23,348.36,415.48,416.99
1999-10-13 22:04:24.936000,L7,395.29,367.13,370.37,360.90,364.42,355.85,351.14,359.51,360.40,354.95,348.58,340.69
1999-11-14 22:04:18.343000,L7,352.89,321.23,259.39,287.30,254.44,297.16,297.77,301.77,314.77,309.81,260.34,311.76
1999-11-21 22:10:24.244000,L7,327.66,331.29,300.65,290.32,291.09,296.48,291.77,228.67,,,234.57,312.77
2000-01-17 22:04:11.868000,L7,415.23,524.91,324.75,353.40,353.86,336.82,355.49,351.45,361.87,324.71,264.86,395.06
2000-02-09 22:10:19.398000,L7,325.25,342.54,295.60,253.63,284.84,302.15,305.48,308.78,310.36,304.01,247.70,306.40
2000-02-18 22:04:05.276000,L7,404.79,512.77,507.95,514.86,500.48,469.67,463.23,,,,,
2000-04-29 22:09:53.797000,L7,413.24,343.12,304.90,310.46,307.32,310.50,307.93,317.59,321.65,311.99,368.73,375.72
2000-05-15 22:09:42.527000,L7,431.25,397.64,427.13,434.52,508.44,344.60,394.37,315.78,323.35,327.40,321.60,366.66
2000-05-24 22:03:22.722000,L7,372.41,353.09,271.67,286.48,293.18,296.40,297.65,300.95,317.03,218.40,,
2000-08-03 22:08:44.137000,L7,324.98,316.54,283.94,270.90,293.90,294.21,250.60,260.66,,,,
2000-08-12 22:02:30.151000,L7,377.81,341.55,326.39,287.95,257.52,282.24,295.07,300.57,308.49,307.85,,
2000-08-19 22:08:38.248000,L7,319.10,324.92,285.53,292.51,297.77,301.33,309.22,310.55,300.15,289.86,,
2000-09-04 22:08:22.800000,L7,314.01,308.82,272.91,261.62,275.53,269.57,227.77,242.35,,,,275.49
2000-10-15 22:01:32.252000,L7,,,,,,,449.74,396.53,359.90,493.83,396.46,431.81
2000-10-22 22:07:50.487000,L7,428.67,513.92,499.70,459.34,488.45,393.88,276.63,539.40,468.14,500.05,479.27,467.23
2000-11-07 22:07:53.532000,L7,504.42,486.63,390.03,428.61,389.69,370.45,402.15,422.75,402.88,362.90,390.04,392.37
2001-02-27 22:07:54.461000,L7,360.22,364.45,361.60,539.65,528.46,504.06,460.63,457.30,335.79,326.44,327.96,320.48
2001-03-08 22:01:45.126000,L7,264.21,308.27,252.88,179.35,248.88,288.92,288.25,295.64,305.91,296.28,260.69,303.85
2001-03-24 22:01:35.778000,L7,372.12,364.29,352.73,381.57,367.41,385.10,376.18,374.77,307.06,306.14,220.96,
2001-06-03 22:07:16.736000,L7,328.45,344.12,305.58,317.48,317.66,312.45,312.26,319.12,320.62,305.03,,
2001-06-19 22:07:05.722000,L7,332.51,345.17,313.55,315.81,313.34,311.02,312.25,322.71,326.16,317.65,,
2001-06-28 22:00:45.094000,L7,402.44,380.41,383.30,301.52,310.22,302.48,304.47,303.74,311.66,320.98,295.67,
2001-08-15 22:00:14.727000,L7,490.73,413.06,398.47,396.71,402.53,403.01,413.62,419.46,424.51,423.17,439.16,430.94
2001-09-07 22:06:11.116000,L7,320.86,333.32,296.45,302.31,292.55,297.62,293.86,265.31,301.40,,,
2001-09-23 22:06:03.238000,L7,418.58,500.10,361.40,359.46,358.42,355.27,346.50,349.41,356.84,344.49,385.06,402.85
2001-10-02 21:59:40.713000,L7,387.19,525.25,547.17,371.51,367.63,359.78,339.34,358.69,398.89,404.98,415.77,394.87
2001-11-19 21:59:56.393000,L7,407.59,383.82,379.87,392.11,406.80,422.18,392.24,372.81,379.49,375.71,357.79,371.77
2001-11-26 22:06:09.518000,L7,419.23,490.93,512.07,513.86,473.60,473.68,368.60,370.97,393.15,393.80,390.30,392.92
2001-12-05 21:59:55.034000,L7,395.05,309.26,265.87,288.92,255.81,291.76,298.21,274.23,315.71,289.32,244.63,307.03
2001-12-21 22:00:05.972000,L7,354.47,305.63,266.63,203.70,253.14,270.40,296.15,270.37,238.73,233.69,252.96,293.00
2002-01-22 22:00:16.971000,L7,368.30,304.65,270.37,288.83,253.52,288.40,298.33,308.47,315.59,312.76,250.67,314.07
2002-01-29 22:06:21.478000,L7,329.16,333.71,289.59,302.12,282.45,289.99,232.80,243.20,,,206.66,292.39
2002-02-14 22:06:29.522000,L7,414.61,390.55,359.88,352.23,345.15,336.68,338.17,335.29,333.21,316.66,367.42,362.15
2002-02-23 22:00:19.685000,L7,498.95,399.77,364.31,338.42,,,,316.23,320.65,319.39,394.42,396.72
2002-03-27 22:00:13.634000,L7,378.30,358.82,278.02,289.52,255.20,291.29,297.80,308.32,315.43,316.79,211.08,
2002-04-28 22:00:14.417000,L7,,,437.79,283.10,228.66,235.31,,369.05,542.27,362.70,555.26,486.37
2002-06-15 21:59:55.710000,L7,369.14,336.90,285.36,294.94,288.71,298.82,297.50,296.93,304.28,307.75,,
2002-06-22 22:06:03.573000,L7,333.78,366.83,312.71,316.56,322.65,314.03,321.83,,332.18,321.31,,
2002-07-01 21:59:51.232000,L7,355.82,328.42,279.73,289.26,292.02,293.93,286.41,280.82,299.48,223.30,,
2002-07-17 21:59:44.793000,L7,399.81,378.42,347.04,367.58,365.90,319.81,311.26,310.38,327.66,323.95,289.17,
2002-08-09 22:05:46.029000,L7,404.01,392.73,447.04,347.59,363.73,342.96,341.68,343.06,343.32,199.26,,234.22
2002-08-18 21:59:33.737000,L7,474.87,405.47,320.69,353.92,357.55,362.02,366.35,372.61,381.23,381.46,435.07,435.56
2002-11-13 22:05:30.425000,L7,436.99,400.51,397.04,397.39,404.61,395.91,389.31,397.79,392.00,398.12,413.61,419.45
2002-11-22 21:59:33.639000,L7,405.95,427.91,464.38,325.92,451.78,378.75,376.65,365.72,319.26,317.45,286.11,307.44
2002-12-31 22:05:56.221000,L7,495.96,457.02,423.02,371.73,375.49,368.28,365.76,318.08,402.87,352.15,350.38,382.80
2003-01-09 21:59:45.950000,L7,368.09,306.54,280.72,290.60,250.55,295.87,298.40,304.19,313.18,279.98,291.38,
2003-01-16 22:06:02.914000,L7,493.54,489.97,510.99,526.55,303.68,301.18,303.36,306.19,310.88,302.01,271.20,285.17
2003-03-30 22:00:07.079000,L7,398.97,390.76,409.66,559.47,352.00,458.63,434.77,493.42,564.12,518.62,271.10,323.57
2003-04-06 22:06:21.012000,L7,323.59,333.60,295.62,302.26,449.19,439.62,371.74,307.42,248.45,209.54,,281.43
2003-04-22 22:06:19.091000,L7,417.58,403.94,404.30,404.59,404.93,378.89,318.54,321.51,326.87,387.09,369.66,383.60
2003-05-08 22:06:20.773000,L7,422.90,403.80,439.40,418.55,450.89,446.37,458.78,443.76,434.25,398.76,389.98,393.12
2003-05-24 22:06:17.162000,L7,326.55,335.91,295.68,304.34,307.96,305.40,310.02,312.41,313.73,,,
2003-07-28 21:48:04.987000,L5,304.51,278.68,250.01,259.92,262.54,258.65,236.22,257.20,186.30,,,
2003-08-29 21:48:38.429000,L5,450.73,323.79,319.15,323.76,331.41,329.48,326.73,329.17,337.72,335.33,329.93,316.57
2003-09-30 21:49:06.317000,L5,314.31,288.34,265.65,274.87,284.55,259.98,,,,,,
2003-12-26 21:56:18.593000,L5,352.19,321.07,306.89,312.89,318.42,313.71,296.75,295.12,296.89,287.92,251.18,567.47
2004-05-18 21:58:14.785000,L5,295.94,286.18,247.39,239.09,235.70,231.31,,,,,,
2004-06-12 21:52:47.645000,L5,297.00,275.11,240.92,242.08,240.22,243.45,214.60,247.12,,,,
