dates,satname,nzd0373-0000,nzd0373-0001,nzd0373-0002,nzd0373-0003,nzd0373-0004,nzd0373-0005,nzd0373-0006,nzd0373-0007,nzd0373-0008,nzd0373-0009,nzd0373-0010,nzd0373-0011,nzd0373-0012,nzd0373-0013,nzd0373-0014,nzd0373-0015,nzd0373-0016,nzd0373-0017,nzd0373-0018,nzd0373-0019,nzd0373-0020,nzd0373-0021,nzd0373-0022,nzd0373-0023,nzd0373-0024
2001-06-05 21:56:52.440000,L7,211.99,,224.27,263.13,336.79,384.05,364.66,395.90,394.56,387.94,393.65,397.70,398.30,384.43,374.08,378.56,,,,,,227.54,257.61,252.43,230.27
2001-07-07 21:56:36.067000,L7,,,,,,,331.24,367.96,355.08,392.14,391.35,346.43,392.30,,,,,,,,,191.71,265.02,286.91,228.27
2001-08-08 21:56:12.984000,L7,475.98,435.29,413.28,458.78,486.34,499.70,486.21,437.57,491.57,393.56,379.87,,,,,,,,,,235.47,199.94,218.23,224.47,221.08
2001-08-24 21:56:00.447000,L7,499.07,506.65,381.41,381.67,371.13,397.38,400.16,408.55,403.24,241.84,247.92,270.04,152.05,377.31,372.36,389.36,340.75,344.74,285.95,305.11,333.14,190.64,262.86,246.92,223.44
2001-09-25 21:55:40.572000,L7,499.64,521.37,479.57,481.94,490.74,491.43,447.77,443.49,434.35,423.26,425.77,446.02,478.49,436.00,412.42,463.69,432.37,409.83,444.21,402.64,419.56,403.05,396.57,356.84,479.29
2001-12-30 21:55:49.115000,L7,476.71,427.18,418.52,473.83,467.38,431.17,413.70,421.93,403.22,402.12,405.40,411.99,425.72,408.04,393.37,413.37,371.62,364.63,372.95,350.03,359.10,340.26,339.72,259.11,232.06
2002-03-04 21:56:09.860000,L7,400.68,404.18,391.51,403.46,458.76,468.27,467.65,471.53,464.14,442.94,393.93,390.67,390.06,383.51,403.75,473.77,409.24,348.06,329.54,325.42,328.22,200.40,266.33,243.21,223.35
2002-05-07 21:56:03.729000,L7,275.99,298.04,337.67,329.09,339.43,368.37,365.36,387.28,386.04,283.27,307.55,378.93,376.19,364.81,332.99,339.93,321.77,,,,,160.72,213.76,245.49,231.54
2002-09-12 21:55:07.575000,L7,499.70,477.63,437.32,471.14,418.99,466.14,460.10,471.27,462.97,439.50,417.71,426.16,440.94,421.83,408.07,430.65,394.68,387.80,409.34,365.34,398.22,384.73,333.40,348.90,330.73
2002-10-14 21:54:55.882000,L7,386.33,390.34,373.20,352.69,357.98,377.30,384.39,396.67,382.22,381.36,381.48,381.19,378.67,374.74,362.46,368.84,335.64,333.39,332.20,309.65,326.04,274.83,257.27,248.91,215.91
2002-10-30 21:55:01.471000,L7,476.73,455.38,430.66,423.71,428.12,466.27,461.05,466.25,457.66,415.54,405.41,409.11,425.44,412.56,404.52,412.30,379.23,376.42,387.60,350.70,364.53,351.35,337.83,271.45,231.96
2003-01-02 21:55:34.113000,L7,397.79,413.39,257.31,310.48,333.27,419.23,417.25,310.97,293.79,286.89,311.10,281.02,202.46,170.13,170.60,480.71,428.00,381.93,322.46,341.08,351.25,222.94,260.92,303.46,223.18
2003-01-18 21:55:42.118000,L7,487.27,422.72,410.86,414.64,411.96,465.77,469.45,472.35,459.32,407.08,401.02,414.29,423.98,409.19,400.37,426.51,371.71,364.89,385.81,347.44,355.41,327.86,275.38,273.32,233.56
2003-02-19 21:55:54.479000,L7,396.88,456.89,405.02,422.37,422.79,417.15,456.86,248.42,267.21,268.34,286.87,263.90,156.04,407.09,401.11,406.27,369.08,372.82,383.19,346.52,362.24,335.01,332.59,260.43,228.39
2003-03-23 21:55:52.571000,L7,395.55,467.40,440.39,473.32,468.17,475.03,463.17,475.13,470.10,439.00,410.10,409.02,393.66,386.59,378.71,385.27,373.64,372.92,401.90,353.43,340.75,332.46,264.22,258.95,231.24
2003-07-21 21:43:45.776000,L5,378.58,396.86,384.58,381.98,378.43,392.30,385.40,391.32,385.66,386.18,248.34,293.53,298.53,264.21,369.93,351.49,347.19,341.25,343.05,317.43,339.92,162.91,250.24,251.18,222.28
2003-07-30 21:37:45.389000,L5,332.07,326.91,316.15,335.17,312.21,328.43,344.87,357.48,347.73,363.24,210.54,273.69,196.54,235.97,366.80,360.85,351.64,352.60,346.02,336.14,253.34,317.56,273.20,287.35,253.60
2003-10-18 21:39:00.182000,L5,367.28,347.26,346.61,364.01,360.32,364.73,370.65,379.71,374.44,375.56,381.11,382.32,393.16,391.30,386.99,398.73,371.09,,,,,,,,
2003-12-21 21:39:43.071000,L5,,,,,,,,,,,191.15,290.87,360.88,315.20,340.51,,,,,,,,,257.82,188.25
2003-12-28 21:45:57.554000,L5,406.04,392.12,382.86,368.06,356.61,381.91,387.79,396.84,386.59,389.07,398.76,511.04,520.33,470.45,395.19,384.90,363.13,347.79,344.87,326.86,327.86,295.17,257.93,231.82,235.43
2004-04-02 21:46:30.745000,L5,390.83,402.88,396.42,387.13,376.54,395.99,398.72,404.47,386.66,388.85,389.63,390.11,390.89,389.84,389.18,385.64,359.62,354.43,354.73,334.38,348.89,309.59,262.65,248.19,210.49
2004-05-04 21:47:27.968000,L5,395.18,405.61,381.61,361.62,368.56,382.98,385.82,400.11,387.10,381.57,387.13,381.47,389.37,392.57,380.60,388.17,351.69,349.96,339.25,330.11,350.79,299.16,261.16,241.90,214.06
2004-05-20 21:47:56.357000,L5,420.88,427.71,407.61,410.06,409.35,429.14,428.36,453.55,441.14,439.41,422.68,422.23,406.65,406.39,392.59,403.63,385.56,367.17,381.01,349.47,358.29,339.50,279.78,277.43,251.37
2004-06-05 21:48:24.950000,L5,501.91,451.67,440.49,423.70,425.07,433.38,431.57,444.91,424.24,417.65,420.02,417.33,420.08,416.67,412.18,418.53,383.77,381.78,388.48,361.54,373.68,345.79,297.32,279.20,268.01
2004-07-07 21:49:21.098000,L5,459.73,440.72,430.59,423.12,431.41,420.75,423.09,425.64,421.28,416.23,411.74,414.61,421.42,416.93,402.41,409.97,378.01,389.49,391.87,365.07,373.50,357.08,287.43,277.45,253.08
2004-07-23 21:49:45.084000,L5,319.96,329.90,312.30,333.74,342.14,356.38,366.21,384.65,356.91,385.63,300.54,314.97,377.04,357.04,330.28,365.96,286.74,293.11,310.76,305.17,331.74,277.01,,,
2004-08-24 21:50:29.935000,L5,346.01,398.20,372.95,359.13,362.57,379.89,391.43,400.63,389.58,393.81,390.26,389.03,393.37,385.89,375.99,370.31,348.25,345.08,347.63,326.59,342.94,302.12,267.88,260.56,214.73
2004-09-02 21:44:33.408000,L5,377.33,362.21,371.36,375.29,371.64,368.92,374.15,397.71,390.47,378.66,,,,,,,,383.40,399.69,378.76,390.19,376.32,336.78,338.67,283.72
2004-09-18 21:44:58.764000,L5,378.74,363.23,373.91,384.60,383.61,379.96,389.73,395.13,389.77,386.43,385.71,394.99,408.50,396.40,395.32,412.28,388.94,392.77,398.30,378.65,390.88,373.75,361.29,336.91,339.36
2004-09-25 21:51:19.231000,L5,402.67,413.23,398.03,387.58,388.60,404.47,405.78,419.26,414.79,402.00,394.14,471.18,500.35,496.79,464.57,496.32,467.56,358.86,367.43,340.69,355.76,330.98,274.93,264.78,226.89
2004-10-20 21:45:40.625000,L5,363.21,351.50,352.35,359.67,358.99,367.06,370.13,385.99,383.06,379.18,384.93,384.65,394.61,393.19,389.57,406.85,377.51,374.30,392.31,368.80,383.16,364.18,322.25,318.88,287.36
2004-10-27 21:51:59.516000,L5,,473.66,421.09,429.24,424.55,419.90,424.55,431.19,426.18,413.58,413.47,511.71,529.20,,522.71,511.17,487.19,370.21,507.61,353.92,363.71,330.95,287.86,303.20,268.21
2004-11-12 21:52:15.232000,L5,396.78,412.98,397.72,382.39,380.95,396.75,403.77,419.27,403.50,404.46,386.68,382.03,389.08,386.62,374.86,382.36,356.92,360.41,367.22,340.43,352.54,326.66,280.66,267.54,207.07
2004-12-07 21:46:35.869000,L5,,144.02,,,199.05,180.23,220.64,324.99,339.90,337.87,,,,,,,286.45,328.03,346.21,327.59,,,,,
2005-01-15 21:53:21.356000,L5,401.11,396.98,385.78,384.95,374.90,385.76,389.76,403.48,404.78,406.24,402.10,521.43,461.28,458.97,521.65,505.43,485.80,348.83,351.05,333.45,337.83,302.38,257.29,267.08,243.49
2005-02-09 21:47:31.401000,L5,,,,,,338.97,349.91,362.31,361.22,365.89,313.14,276.24,,,,,,,,,358.12,324.99,303.76,282.93,278.37
2005-03-04 21:54:04.136000,L5,404.50,405.76,394.61,393.30,379.10,397.37,409.55,425.47,407.27,397.08,250.69,308.57,508.43,502.82,469.39,383.96,359.12,357.74,352.14,334.79,335.14,294.09,269.94,262.16,232.13
2005-04-05 21:54:19.058000,L5,395.74,404.55,390.67,376.34,377.07,395.17,398.82,408.72,396.00,299.35,303.83,320.66,493.94,495.68,482.59,435.17,485.83,352.27,345.61,329.09,341.66,308.51,262.50,264.23,223.37
2005-04-21 21:54:22.812000,L5,398.32,405.79,394.39,397.83,385.98,400.85,407.96,414.02,400.91,399.49,396.03,409.25,400.85,399.12,384.53,387.50,362.08,357.30,348.59,334.91,353.81,318.57,271.53,268.21,230.56
2005-05-23 21:54:36.577000,L5,351.87,395.41,325.64,339.26,346.19,366.90,367.09,395.53,349.74,391.91,252.92,298.92,304.79,279.75,152.86,370.77,336.47,324.55,330.27,316.98,342.67,292.99,259.28,251.48,198.27
2005-06-08 21:54:44.925000,L5,388.11,407.72,389.78,383.47,376.95,391.34,405.47,416.99,395.75,398.24,394.35,395.12,401.68,392.26,380.21,383.46,350.07,338.92,352.95,325.29,352.55,309.15,272.51,262.90,233.32
2005-07-10 21:54:55.488000,L5,356.48,380.14,328.76,332.47,340.49,356.17,361.87,390.31,364.76,391.63,241.59,295.20,305.13,303.01,360.57,371.33,313.71,308.19,,,,181.86,269.92,253.53,222.65
2005-08-20 21:49:06.970000,L5,334.01,334.22,317.53,342.06,329.93,341.35,351.23,369.72,357.23,365.62,370.08,458.65,482.05,427.77,371.50,384.60,359.35,352.56,376.75,342.11,367.50,344.35,301.88,297.77,269.22
2005-08-27 21:55:20.007000,L5,455.03,430.89,429.87,424.21,425.93,434.12,432.82,448.39,434.51,414.88,411.46,416.19,423.63,421.24,409.23,421.73,393.50,382.38,391.08,362.20,373.80,343.75,329.40,276.51,290.07
2005-09-28 21:55:20.450000,L5,469.49,426.07,410.69,417.58,407.43,412.29,418.70,424.58,417.61,406.51,403.26,406.56,416.95,406.10,401.32,407.97,376.54,368.39,383.64,351.98,360.60,337.25,294.68,289.93,246.65
2005-11-08 21:49:16.532000,L5,405.13,394.26,391.46,404.83,,,441.45,434.04,436.48,429.50,468.34,405.40,424.83,,,,,,,,,,,,
2006-02-19 21:57:51.685000,L5,463.95,445.99,431.31,432.08,429.76,431.58,433.18,445.40,439.81,438.69,410.06,414.43,432.31,425.78,412.04,426.66,397.76,384.55,398.92,365.48,370.29,360.72,318.47,321.60,309.65
2006-06-27 22:00:00.431000,L5,190.64,175.50,163.76,179.34,176.78,192.49,182.67,402.13,384.32,390.68,390.27,390.40,395.89,387.57,373.28,380.46,354.35,261.42,262.44,324.01,346.61,301.61,261.84,248.14,222.23
2006-07-22 21:54:10.491000,L5,320.24,325.95,316.21,345.33,311.71,343.37,359.00,368.80,,,,,,,,371.25,346.85,349.05,360.54,340.18,358.99,330.90,278.28,,
2006-09-15 22:01:03.273000,L5,309.68,338.09,310.71,316.22,327.66,350.99,344.25,376.91,337.07,352.56,359.92,,329.82,307.18,265.03,240.54,259.58,301.17,301.15,252.10,327.83,296.35,,,
2006-10-10 21:55:08.811000,L5,450.31,384.59,383.67,393.09,399.29,405.10,410.00,407.22,410.45,389.85,391.11,398.28,449.87,410.63,399.66,415.00,392.22,391.86,402.98,390.18,399.79,,,,
2006-11-02 22:01:32.743000,L5,339.00,394.56,387.15,360.66,367.92,384.67,392.89,410.22,394.02,399.40,397.14,381.47,381.57,380.27,371.16,376.11,347.81,342.59,357.69,332.67,343.93,315.64,275.82,265.53,208.12
2006-11-27 21:55:35.233000,L5,348.51,340.66,337.41,360.69,354.72,364.37,374.07,387.56,382.42,382.01,475.12,468.95,420.99,504.55,391.50,390.54,372.47,374.06,382.77,364.05,381.28,360.85,326.29,313.16,291.81
2006-12-29 21:55:50.726000,L5,,149.71,248.04,268.12,279.91,264.22,262.39,282.45,239.74,,,281.72,316.97,327.42,324.79,329.47,308.75,305.48,312.97,304.31,311.67,270.65,231.55,227.96,223.97
2007-01-05 22:02:04.371000,L5,460.94,436.54,416.85,423.85,415.99,420.73,422.23,424.59,410.29,402.67,413.59,421.12,425.96,418.61,406.27,415.31,388.83,373.91,382.79,354.87,362.40,329.88,295.46,278.66,260.94
2007-01-21 22:02:09.591000,L5,351.76,412.16,384.47,373.36,366.47,386.67,392.91,401.12,393.12,388.84,389.08,393.15,402.53,401.49,391.27,391.58,363.95,357.10,353.69,330.34,333.54,294.84,253.66,238.10,230.96
2007-01-30 21:56:00.553000,L5,276.31,327.74,324.00,334.90,327.41,340.61,349.93,366.56,357.67,364.68,367.65,363.22,378.15,376.81,374.20,376.49,350.60,354.37,359.93,352.03,356.29,327.01,303.74,283.00,275.27
2007-02-06 22:02:11.997000,L5,363.25,390.65,384.88,378.77,359.54,384.57,387.48,401.48,386.89,386.46,386.75,393.78,402.85,399.46,389.97,389.91,363.57,353.90,341.79,329.54,331.79,294.40,258.48,237.64,236.60
2008-02-25 21:57:37.029000,L5,396.44,399.92,394.17,380.97,380.89,396.71,404.66,413.87,396.59,393.70,388.42,389.97,396.28,396.70,384.54,384.53,361.60,357.50,352.42,336.40,333.90,295.69,260.36,227.00,221.96
2008-12-09 21:51:18.382000,L5,410.26,408.76,398.04,383.54,380.54,392.51,396.00,407.61,396.59,395.73,397.21,474.63,494.05,509.91,466.32,430.05,364.22,358.13,360.49,341.11,343.44,300.02,262.27,240.70,238.75
2008-12-25 21:51:46.135000,L5,409.21,411.52,394.82,380.03,364.41,386.30,394.28,403.43,390.76,400.18,396.55,459.59,485.38,500.54,393.20,395.07,363.86,360.97,357.53,335.86,337.35,299.00,247.17,234.96,225.58
2010-01-29 21:58:05.346000,L5,411.80,411.17,395.22,306.27,341.43,388.37,392.28,401.93,395.95,392.24,392.00,501.74,527.19,,,,499.17,360.67,359.19,337.29,330.17,294.94,287.80,235.18,247.21
2010-10-12 21:57:13.086000,L5,455.92,441.42,443.22,432.58,432.38,432.33,432.16,436.18,426.43,414.47,409.17,408.87,416.02,420.49,408.79,417.15,400.28,385.85,399.20,373.51,385.41,341.27,292.01,272.28,239.35
2011-01-16 21:57:09.950000,L5,397.28,402.71,393.85,302.42,375.39,391.29,398.32,406.99,396.66,399.51,388.07,389.31,511.17,506.19,369.96,352.84,,,,,,,,,
2011-02-17 21:57:12.898000,L5,412.44,415.61,395.22,397.46,386.04,392.80,401.64,412.03,402.59,396.74,394.84,503.07,513.46,502.47,476.30,425.43,477.56,360.70,352.14,334.24,339.71,307.90,251.71,237.11,228.16
2011-09-13 21:55:45.838000,L5,447.17,435.26,418.96,423.64,421.20,422.04,424.30,430.91,422.29,410.69,404.16,410.85,426.69,419.04,399.49,416.94,387.60,378.48,387.55,359.73,365.08,333.05,284.52,280.48,242.73
2013-04-11 22:09:26.995000,L8,487.08,396.63,389.37,400.06,380.45,390.15,395.80,420.35,406.64,397.55,403.63,445.15,469.38,400.51,404.13,493.83,342.70,327.60,339.02,312.89,324.63,293.03,277.09,262.21,239.90
2013-05-13 22:09:11.169000,L8,408.11,408.78,386.25,416.97,419.68,419.29,414.36,428.86,416.60,399.37,379.79,382.81,403.50,384.35,389.80,358.09,368.05,362.31,306.70,322.35,340.70,280.73,276.07,260.99,263.37
2013-05-29 22:09:17.297000,L8,438.76,437.13,421.85,409.32,412.46,418.07,410.33,407.84,394.39,380.67,404.14,472.97,489.32,504.98,446.60,451.76,355.41,337.54,358.73,350.13,353.62,325.96,277.21,258.76,233.14
2013-06-30 22:09:11.994000,L8,195.02,173.51,161.59,177.43,179.02,188.65,173.55,372.76,339.77,373.48,368.08,198.62,202.17,283.66,333.05,322.71,314.49,309.70,306.36,297.77,308.50,181.32,251.94,238.24,215.42
2013-09-02 22:09:16.475000,L8,390.28,385.35,371.20,395.43,367.77,374.43,381.16,387.46,374.56,380.85,374.13,375.81,370.48,371.35,362.29,366.37,323.64,322.79,335.13,312.99,334.63,298.79,264.28,256.87,216.68
2013-12-07 22:08:50.709000,L8,,527.63,450.43,447.54,443.22,439.72,443.48,460.29,444.34,425.17,420.58,462.30,479.86,493.22,510.27,513.10,439.87,406.37,478.85,454.04,357.21,372.80,366.62,296.37,305.57
2014-01-24 22:08:21.364000,L8,496.15,481.36,462.68,470.11,458.89,465.53,486.25,486.77,483.40,470.92,431.01,459.16,493.03,487.76,421.85,,,,,452.00,420.19,393.05,375.14,363.79,355.40
2014-03-13 22:07:45.256000,L8,497.32,527.08,386.20,404.44,385.67,394.55,396.47,400.09,390.28,382.83,381.87,473.92,492.80,487.70,447.86,516.09,448.55,332.62,342.09,318.51,334.28,296.79,260.18,255.74,232.19
2014-04-30 22:06:58.400000,L8,353.12,362.06,327.83,331.18,338.57,354.52,341.02,374.00,341.19,285.73,320.75,310.40,213.15,235.04,344.47,329.36,317.95,312.51,308.36,300.21,312.73,151.53,242.36,223.51,213.07
2014-05-16 22:06:45.666000,L8,385.58,379.47,368.23,345.75,361.82,367.93,373.99,383.70,367.21,374.03,239.54,286.00,250.54,238.68,356.60,362.54,324.21,316.99,318.22,305.66,318.14,194.01,264.01,248.26,220.16
2014-07-03 22:07:01.995000,L8,196.60,173.01,160.68,176.55,183.11,191.84,171.19,376.73,344.75,368.50,362.72,223.27,151.62,342.40,332.24,316.78,313.79,308.22,307.77,297.31,308.60,191.87,265.18,243.21,220.40
2014-08-04 22:07:14.381000,L8,489.43,413.56,401.19,448.23,459.27,463.62,464.44,480.13,472.78,453.26,393.88,388.14,400.01,390.97,403.68,444.92,361.82,351.25,353.27,331.93,352.79,325.24,277.82,267.28,236.28
2014-10-07 22:07:25.795000,L8,400.46,400.13,383.54,397.81,382.68,389.73,394.47,405.41,397.72,390.82,387.11,382.70,385.07,381.75,368.60,381.38,343.99,343.35,346.14,320.85,333.61,310.61,272.07,261.82,228.41
2014-11-08 22:07:28.004000,L8,444.57,437.83,442.47,427.76,415.25,411.18,416.00,424.91,406.90,392.26,393.71,491.30,502.82,500.80,378.12,401.16,378.56,362.60,385.77,358.47,367.78,324.87,279.34,266.62,239.87
2014-12-26 22:07:18.944000,L8,406.28,402.88,383.29,392.76,380.94,386.82,392.96,407.57,398.07,382.23,387.80,468.71,441.63,494.14,401.42,376.53,339.73,333.79,339.70,316.37,324.94,292.86,265.88,251.94,224.85
2015-01-11 22:07:16.745000,L8,,529.52,513.72,478.08,492.40,494.82,478.40,483.22,476.15,442.18,473.43,492.06,512.37,520.83,492.86,,,,,459.72,417.81,394.66,332.90,343.30,312.58
2015-02-12 22:07:03.113000,L8,400.77,403.82,383.38,409.56,383.57,392.37,398.65,414.22,401.67,380.56,385.67,451.04,476.56,487.97,404.77,515.22,338.68,337.83,335.91,317.73,318.15,182.90,270.67,262.52,229.33
2015-02-28 22:07:00.305000,L8,405.29,404.65,384.93,410.24,387.92,399.24,410.14,412.61,402.56,395.24,396.53,462.59,495.33,494.62,413.68,402.37,390.28,344.22,388.25,316.55,319.90,186.39,270.66,263.08,225.81
2015-04-01 22:06:37.659000,L8,493.07,523.42,400.39,417.53,413.79,407.36,409.39,422.37,420.02,415.34,408.76,479.59,502.62,503.08,442.47,527.11,460.96,399.49,509.05,317.74,341.49,288.14,270.54,255.40,225.72
2015-06-20 22:06:32.847000,L8,190.28,172.87,160.95,176.81,178.41,191.33,180.87,382.98,352.01,382.33,365.58,369.40,321.47,,286.78,245.43,316.92,309.18,305.11,297.29,308.05,186.16,263.58,242.16,224.58
2015-07-22 22:06:49.445000,L8,385.75,376.84,343.37,345.03,365.13,376.06,390.42,395.43,392.39,381.24,250.09,226.46,148.26,348.58,336.24,333.65,330.84,314.43,318.73,249.29,314.63,193.96,268.47,242.44,225.92
2015-08-23 22:07:00.453000,L8,390.90,402.74,377.98,399.27,371.52,379.17,385.44,387.48,384.63,381.15,374.02,372.28,372.61,371.02,346.80,362.97,330.86,324.16,328.52,310.03,322.61,194.00,269.38,245.71,229.84
2015-09-08 22:07:06.448000,L8,384.07,374.30,349.65,346.86,360.57,364.19,368.09,385.97,367.77,383.10,366.19,366.41,354.91,346.62,330.98,328.53,321.28,318.08,321.37,307.82,315.95,183.16,267.84,243.43,216.99
2015-10-10 22:07:14.813000,L8,392.41,392.31,377.19,401.04,372.68,376.83,390.19,394.59,395.45,388.67,382.78,381.72,373.43,377.14,366.42,362.27,332.96,328.30,334.09,313.72,323.47,218.74,269.07,250.14,228.40
2015-11-27 22:07:23.156000,L8,491.72,395.51,383.35,409.43,378.38,384.16,414.67,404.08,397.66,390.79,378.97,397.25,494.17,490.07,416.30,512.82,335.45,330.14,333.15,314.68,320.86,264.01,270.98,248.87,226.94
2015-12-13 22:07:21.432000,L8,447.77,471.12,385.00,405.97,381.65,386.46,409.47,414.07,406.18,391.61,394.27,406.38,423.35,410.80,420.71,515.15,459.00,334.28,504.53,400.17,322.06,292.36,272.68,253.06,232.26
2015-12-29 22:07:21.036000,L8,339.58,294.84,280.04,289.56,352.12,367.51,394.10,394.38,377.85,378.89,374.53,375.52,391.35,378.39,356.50,362.16,334.30,324.99,322.76,311.77,317.03,187.59,265.05,244.18,235.77
2016-02-15 22:07:09.441000,L8,403.38,396.39,383.96,397.36,377.74,383.29,386.13,391.20,388.32,377.93,370.25,493.42,506.75,509.58,443.69,509.45,481.29,408.45,386.63,313.51,321.41,293.86,273.08,255.10,234.75
2016-03-02 22:07:07.398000,L8,392.22,395.31,381.35,396.40,375.81,396.01,396.64,395.53,389.63,379.87,371.31,371.39,374.33,386.01,372.90,362.42,328.65,331.53,333.28,312.26,314.63,275.05,272.64,247.38,233.87
2016-03-18 22:07:01.867000,L8,406.82,408.29,389.32,409.78,410.32,413.86,406.08,424.20,415.20,397.25,391.36,450.21,471.48,486.30,412.27,473.38,337.06,339.00,482.19,347.91,323.68,287.43,274.42,256.19,237.43
2016-04-19 22:06:46.856000,L8,402.45,399.19,385.37,412.53,381.59,388.55,398.87,395.61,389.10,387.80,369.39,485.25,496.67,506.72,447.86,517.95,457.90,327.57,336.08,312.29,326.10,294.38,274.07,255.80,237.47
2016-05-05 22:06:50.290000,L8,438.51,416.47,391.12,412.69,406.82,405.96,404.30,405.29,404.34,393.46,391.55,489.57,510.63,506.95,451.17,525.79,456.66,334.57,341.37,317.36,336.49,294.43,276.37,258.38,238.99
2016-06-06 22:06:54.973000,L8,206.23,188.59,174.04,190.89,190.98,202.08,175.70,401.94,393.56,380.27,366.45,224.92,365.07,378.59,364.48,348.00,322.02,315.90,309.27,304.90,312.07,192.28,267.09,246.80,232.35
