dates,satname,nzd0180-0000,nzd0180-0001,nzd0180-0002,nzd0180-0003,nzd0180-0004,nzd0180-0005,nzd0180-0006,nzd0180-0007,nzd0180-0008,nzd0180-0009,nzd0180-0010,nzd0180-0012,nzd0180-0013,nzd0180-0014,nzd0180-0011,nzd0180-0015
1999-10-22 21:58:28.758000,L7,303.94,276.88,291.16,259.44,237.70,293.71,202.05,288.23,227.75,188.13,267.45,180.66,282.10,258.75,,
1999-12-09 21:58:33.708000,L7,381.36,378.06,341.62,340.03,342.75,338.63,344.12,342.27,351.62,349.33,343.73,333.92,332.58,335.81,341.83,333.40
1999-12-09 21:58:57.676000,L7,,,,269.67,299.12,295.96,201.51,293.30,245.77,192.33,291.56,187.13,287.43,260.38,,
1999-12-25 21:58:52.197000,L7,317.99,297.91,,281.55,299.46,231.45,,,252.48,203.73,210.28,,,,,
2000-02-11 21:58:22.025000,L7,174.51,,,258.50,235.13,232.18,209.82,226.58,245.12,193.41,215.50,194.96,289.37,,,
2000-02-27 21:58:16.566000,L7,307.90,257.80,205.99,263.02,232.95,212.65,,,232.89,186.29,262.18,181.01,229.36,217.00,,
2000-02-27 21:58:40.521000,L7,309.68,282.26,291.69,264.90,297.61,219.88,202.49,218.30,292.55,289.27,270.04,183.50,280.44,252.86,,193.71
2000-03-14 21:58:11.336000,L7,307.41,250.69,,,,,,,292.92,187.40,267.51,193.40,280.74,250.15,,
2000-03-14 21:58:35.291000,L7,308.80,313.31,291.24,269.03,303.12,294.71,204.31,292.34,297.78,290.61,286.33,278.76,284.32,259.98,289.02,273.54
2000-03-30 21:58:09.573000,L7,,,,256.05,294.12,293.37,,,,183.10,263.46,184.87,278.92,250.44,,
2000-03-30 21:58:33.541000,L7,302.76,309.58,281.51,259.19,297.64,294.14,210.79,287.40,291.58,186.38,269.97,191.80,280.83,227.34,,
2000-05-17 21:58:07.485000,L7,373.09,329.67,314.69,307.85,316.30,317.05,311.35,519.68,509.68,311.30,311.07,528.09,447.76,411.24,390.52,384.43
2000-07-20 21:56:59.837000,L7,303.51,318.30,261.18,268.81,286.77,296.88,216.09,297.00,298.67,285.60,281.50,257.81,277.53,,256.62,
2000-08-05 21:56:44.750000,L7,307.80,316.57,275.81,273.08,236.69,287.73,219.50,245.70,,177.93,254.96,208.50,225.38,250.85,224.96,
2000-08-05 21:57:08.715000,L7,,242.73,188.49,261.32,,,213.37,226.10,,,,,,,,
2000-12-11 21:56:00.959000,L7,310.27,261.74,,,,,,,,,,,,,,
2001-01-12 21:56:06.772000,L7,314.12,277.96,,272.24,298.85,223.05,,,,,,179.60,224.01,244.91,,183.66
2001-01-12 21:56:30.696000,L7,314.64,263.67,,271.34,262.08,222.68,209.98,255.84,,,,,,,,
2001-02-13 21:56:03.778000,L7,,,,226.51,218.70,294.19,262.27,273.75,302.32,301.31,297.35,284.99,287.09,272.51,295.86,269.13
2001-03-01 21:55:57.624000,L7,387.84,487.36,,348.39,349.43,304.54,350.37,419.20,316.28,309.09,310.66,295.22,300.31,297.60,303.42,290.55
2001-03-01 21:56:21.596000,L7,,,,,,,,291.67,299.34,296.98,293.55,263.77,256.06,265.30,294.71,276.10
2001-05-20 21:55:29.073000,L7,307.59,316.06,277.57,272.80,299.37,298.98,207.38,295.92,298.06,292.62,282.92,268.07,206.97,,285.70,
2001-05-20 21:55:53.025000,L7,307.22,315.15,276.97,272.64,298.10,297.25,207.22,295.32,297.65,286.95,282.33,271.13,207.80,,285.30,
2001-06-05 21:55:16.607000,L7,307.40,312.48,201.73,264.29,297.08,294.01,,296.27,271.03,290.92,291.86,279.51,282.87,269.37,288.06,
2001-06-05 21:55:40.577000,L7,307.77,314.08,272.39,266.00,297.64,295.01,208.73,297.39,301.26,292.86,292.67,243.61,194.36,194.81,289.76,274.49
2001-06-21 21:55:05.323000,L7,305.38,320.66,292.84,274.78,236.71,297.16,217.07,299.41,299.49,291.59,292.06,285.47,286.68,271.63,295.45,276.58
2001-06-21 21:55:29.297000,L7,303.77,320.39,292.97,272.81,296.22,296.44,214.13,297.72,298.71,290.85,291.63,282.63,285.25,271.51,295.27,
2001-09-09 21:54:12.928000,L7,277.15,294.57,222.67,267.61,295.54,294.67,208.35,287.16,230.17,289.72,269.91,277.92,281.55,260.00,286.10,265.71
2001-09-25 21:54:04.740000,L7,,523.93,347.33,358.74,357.51,361.49,355.51,352.00,357.12,357.60,376.90,351.39,358.98,372.32,362.09,385.27
2001-09-25 21:54:28.694000,L7,,386.72,347.90,357.60,357.70,361.51,356.02,352.54,356.64,357.13,376.12,349.82,356.80,370.74,361.65,381.81
2001-10-11 21:53:46.024000,L7,303.32,289.19,210.85,260.77,296.05,283.81,204.84,283.34,285.27,187.78,264.54,251.94,230.97,260.05,235.24,264.76
