dates,satname,nzd0243-0000,nzd0243-0001,nzd0243-0002,nzd0243-0003,nzd0243-0004,nzd0243-0005,nzd0243-0006,nzd0243-0007,nzd0243-0008,nzd0243-0009,nzd0243-0010,nzd0243-0011,nzd0243-0012,nzd0243-0013,nzd0243-0014,nzd0243-0015,nzd0243-0016,nzd0243-0017,nzd0243-0018,nzd0243-0019,nzd0243-0020,nzd0243-0021,nzd0243-0022,nzd0243-0023,nzd0243-0024,nzd0243-0025,nzd0243-0026,nzd0243-0027,nzd0243-0028,nzd0243-0029,nzd0243-0030,nzd0243-0031,nzd0243-0032,nzd0243-0033,nzd0243-0034
1999-08-21 21:46:33.053000,L7,361.34,345.39,361.26,327.91,332.31,357.91,349.94,379.17,375.96,370.15,377.64,358.67,255.89,273.44,359.67,325.30,292.96,279.37,380.01,384.08,384.48,398.57,383.22,378.46,288.79,232.54,382.75,325.07,372.84,348.63,319.11,319.76,315.60,320.49,325.15
1999-09-06 21:46:35.553000,L7,368.60,360.66,369.17,336.59,370.63,386.23,390.52,394.51,395.12,398.53,394.34,399.27,376.18,391.29,390.38,386.36,336.76,405.07,387.10,375.75,347.52,421.44,417.89,376.17,374.14,405.21,378.63,409.11,347.08,330.75,229.92,319.54,313.87,314.39,333.01
1999-09-22 21:46:36.849000,L7,374.70,380.89,539.62,529.27,363.28,355.69,361.34,498.24,503.41,481.80,406.49,413.86,413.10,412.40,410.18,413.49,414.02,410.85,406.04,529.10,533.69,531.87,505.81,418.56,511.66,507.51,490.88,494.87,404.64,297.07,297.37,295.22,316.49,315.42,342.54
1999-10-24 21:46:32.266000,L7,392.86,431.15,401.17,426.64,448.84,433.49,404.29,400.90,400.30,400.17,402.26,406.94,412.97,417.35,419.83,413.37,410.48,407.42,405.03,408.50,446.31,450.11,432.49,409.40,403.78,405.11,406.15,410.18,403.76,389.40,331.55,342.91,317.43,317.92,320.14
2000-04-01 21:46:10.627000,L7,281.92,308.73,213.59,278.47,,318.16,322.89,332.41,303.90,330.41,328.46,305.03,,,,,,,,307.18,324.99,,339.07,347.91,311.78,346.11,350.83,327.58,343.26,,237.27,266.56,308.49,295.83,322.86
2000-05-19 21:45:43.918000,L7,291.72,321.15,361.39,248.74,251.98,328.20,337.81,387.01,396.31,393.85,339.15,380.66,405.78,368.62,335.71,367.89,292.12,353.01,373.67,372.60,365.25,408.59,417.86,370.94,400.45,397.89,307.52,276.99,347.82,,287.40,300.38,318.51,315.06,328.60
2000-06-04 21:45:32.324000,L7,348.62,314.45,347.74,185.61,325.85,337.89,347.71,360.41,361.53,366.81,363.49,364.84,294.13,301.30,251.12,301.27,284.70,316.52,370.66,378.74,391.38,392.19,397.73,382.10,370.41,368.53,374.73,377.71,370.73,348.70,337.86,332.69,318.15,320.93,318.82
2000-08-07 21:44:45.034000,L7,364.50,347.12,363.75,324.93,338.49,354.88,370.17,365.61,369.24,370.03,380.45,376.38,260.25,273.59,470.41,465.62,487.64,295.34,372.44,393.17,393.58,395.28,391.31,389.68,381.45,380.50,386.35,317.47,352.07,,296.08,289.67,326.46,321.88,334.00
2001-01-14 21:44:09.210000,L7,334.66,321.66,336.71,345.27,304.59,336.15,348.67,352.28,373.09,366.10,352.49,354.81,396.55,374.46,364.70,382.26,392.62,392.51,365.50,365.80,378.70,380.31,402.03,384.29,373.97,378.52,382.50,297.10,188.69,,,202.08,287.45,305.29,316.10
2001-04-04 21:43:43.008000,L7,278.73,311.90,,,,317.58,323.39,332.77,308.03,327.71,297.70,306.30,,,286.54,350.89,337.62,,,303.67,196.37,332.66,310.39,348.12,311.42,344.74,314.18,292.60,338.63,,233.47,280.22,302.97,289.07,268.42
2001-04-20 21:43:46.702000,L7,171.20,261.14,,,317.69,325.18,326.56,351.02,310.74,329.22,330.44,304.04,,,367.84,352.93,345.80,,,315.30,324.75,303.07,327.83,316.36,322.04,357.11,322.13,263.94,350.98,,229.91,270.20,302.61,293.50,223.44
2001-05-22 21:43:30.869000,L7,316.78,309.08,293.50,,230.94,318.00,328.37,294.40,302.85,325.36,328.23,297.35,,,292.40,353.06,,,280.50,211.59,309.38,268.61,334.87,269.60,325.20,344.92,308.42,274.72,336.75,,296.74,300.73,265.23,,
2001-07-25 21:42:54.824000,L7,360.00,313.00,356.63,239.79,319.82,352.97,337.15,355.49,316.14,361.82,342.19,351.86,379.19,377.14,217.19,265.26,295.79,352.99,371.06,315.47,362.33,397.99,386.06,408.35,389.85,392.78,388.20,332.49,355.09,312.89,235.48,273.62,309.24,318.97,320.26
2001-08-10 21:42:36.562000,L7,357.37,332.71,359.42,332.69,332.96,351.20,338.63,363.89,311.43,334.26,375.55,359.12,261.41,267.11,357.94,320.12,317.56,297.40,379.64,390.68,398.19,384.26,351.79,377.63,387.74,378.23,320.80,322.39,348.53,,222.81,276.62,320.72,323.11,330.23
2001-08-26 21:42:25.671000,L7,368.22,354.29,365.72,326.36,253.33,367.77,385.06,391.13,383.04,383.32,386.85,363.35,353.80,373.80,367.32,363.73,401.61,387.44,387.84,394.06,406.59,397.50,410.95,396.83,386.61,400.28,322.53,320.34,345.35,334.03,236.16,305.13,320.94,317.88,337.12
2001-09-11 21:42:14.303000,L7,348.79,319.84,355.30,291.82,326.81,341.89,340.67,363.71,362.69,361.82,375.87,364.65,285.99,339.23,167.93,160.07,361.06,376.67,342.09,351.87,311.89,396.33,391.97,384.24,349.05,358.13,377.88,288.06,362.56,224.01,237.58,289.68,311.73,300.13,325.63
2001-09-27 21:42:05.338000,L7,492.39,490.50,494.63,477.90,496.62,457.43,496.00,502.35,493.65,482.66,523.83,469.78,496.87,527.30,,501.85,507.96,512.63,505.59,518.47,503.17,500.77,490.59,484.61,498.14,503.62,497.16,494.25,471.51,464.20,474.00,555.02,516.38,544.55,542.95
2001-10-13 21:41:51.963000,L7,361.87,317.95,357.40,335.18,205.55,327.05,327.84,333.73,287.37,342.31,322.86,326.67,338.00,313.63,329.54,327.96,310.13,,291.80,315.57,368.27,380.24,326.49,311.56,325.19,358.97,339.61,311.68,340.03,218.03,282.34,287.89,306.52,292.44,318.89
2001-10-29 21:41:57.341000,L7,315.68,321.28,171.78,296.13,243.94,364.81,385.33,393.17,390.35,387.01,389.66,388.97,395.35,357.73,381.86,394.34,391.78,390.79,361.92,382.55,404.71,405.39,401.16,382.54,350.55,356.14,384.96,352.17,350.36,336.67,296.80,296.83,315.93,307.11,327.36
2002-02-02 21:42:30.783000,L7,,,,,,313.71,327.91,297.88,302.70,335.95,315.36,310.25,,,,,,,,,310.64,298.92,,,,336.82,271.00,,335.37,,285.86,292.87,275.42,290.95,275.76
2002-02-18 21:42:30.251000,L7,471.34,487.42,203.72,303.60,240.01,321.20,332.04,331.86,302.87,337.21,331.03,334.83,340.43,344.90,354.69,360.36,346.88,350.82,353.91,346.26,334.84,364.11,355.08,354.21,340.45,353.08,357.05,352.10,349.93,326.76,295.81,312.95,310.85,312.65,337.33
2002-04-07 21:42:28.931000,L7,470.72,458.43,404.54,402.32,393.85,404.86,417.96,420.62,414.19,415.02,410.98,412.36,417.98,419.95,423.16,423.13,423.29,424.86,427.08,424.57,430.46,438.10,425.51,418.20,413.45,420.13,449.86,416.99,407.34,399.42,379.41,363.68,325.56,325.06,347.53
2002-08-29 21:41:39.340000,L7,348.57,310.83,,,,327.79,324.71,337.91,308.33,327.00,330.06,329.15,341.10,,,351.49,336.09,,284.80,177.67,,381.94,270.65,301.31,311.42,358.11,304.13,209.56,333.55,,282.16,286.56,308.20,295.16,
2002-09-14 21:41:31.043000,L7,367.55,357.42,370.24,349.68,336.33,371.23,363.10,363.58,362.96,394.83,394.67,456.26,453.32,435.74,475.00,466.13,459.22,458.44,391.55,396.87,405.91,408.09,335.82,328.84,395.80,399.59,397.60,336.25,351.70,337.32,291.70,291.85,319.11,303.96,330.58
2002-11-01 21:41:30.201000,L7,359.27,323.44,357.21,307.45,220.52,340.08,334.89,341.45,380.55,377.22,375.40,378.84,341.19,336.88,282.74,369.18,347.29,298.32,352.31,306.86,312.42,336.56,319.74,312.66,310.59,352.59,304.20,292.83,331.89,,228.67,275.68,280.93,281.13,316.46
2003-01-20 21:42:09.421000,L7,306.08,310.20,,177.08,228.13,366.54,384.55,380.30,365.75,338.49,332.14,328.41,338.74,329.74,306.67,342.95,330.65,322.39,348.90,327.01,315.37,352.01,327.87,345.51,325.49,347.10,348.48,313.53,338.96,316.83,289.87,298.96,297.78,291.92,321.98
