dates,satname,nzd0159-0000,nzd0159-0001,nzd0159-0002,nzd0159-0003,nzd0159-0004,nzd0159-0005,nzd0159-0006,nzd0159-0007,nzd0159-0008,nzd0159-0009,nzd0159-0010,nzd0159-0011,nzd0159-0012,nzd0159-0013,nzd0159-0014,nzd0159-0015,nzd0159-0016,nzd0159-0017,nzd0159-0018,nzd0159-0019,nzd0159-0020,nzd0159-0021,nzd0159-0022,nzd0159-0023,nzd0159-0024,nzd0159-0025,nzd0159-0026,nzd0159-0027,nzd0159-0028,nzd0159-0029,nzd0159-0030,nzd0159-0031,nzd0159-0032,nzd0159-0033,nzd0159-0034,nzd0159-0035,nzd0159-0036,nzd0159-0037,nzd0159-0038,nzd0159-0039,nzd0159-0040,nzd0159-0041,nzd0159-0042,nzd0159-0043,nzd0159-0044,nzd0159-0045,nzd0159-0046,nzd0159-0047,nzd0159-0048
1999-10-22 21:58:28.758000,L7,218.77,221.79,217.99,207.86,211.17,235.59,248.12,234.44,225.99,229.34,230.26,238.78,248.98,252.78,260.96,264.44,262.93,269.88,266.01,268.73,266.06,268.02,269.17,268.50,272.21,270.62,269.32,265.44,267.77,266.15,266.77,264.43,264.52,262.27,262.94,259.42,263.73,270.86,270.20,274.68,281.99,281.03,277.35,273.44,268.43,271.03,270.98,269.02,263.02
1999-12-09 21:58:33.708000,L7,274.31,253.12,237.59,221.73,233.36,328.30,323.01,322.91,286.64,284.68,295.84,302.56,328.26,325.51,318.41,327.77,327.13,319.28,321.82,320.99,312.47,321.19,317.94,329.96,332.21,365.92,334.07,362.50,330.97,366.06,381.10,382.12,387.63,330.91,327.72,337.76,348.14,340.85,349.79,349.20,347.64,347.89,358.49,350.14,339.17,341.05,342.54,340.79,330.47
1999-12-09 21:58:57.676000,L7,274.63,254.88,237.65,221.94,235.06,329.67,324.95,326.02,289.32,284.58,295.61,302.63,329.91,326.21,317.83,329.12,327.96,320.87,322.53,321.18,312.74,322.53,320.45,329.95,332.16,365.12,334.55,361.81,337.19,365.64,381.53,382.86,389.56,333.23,328.00,338.49,355.76,340.90,354.68,349.31,349.83,349.74,358.06,351.01,339.18,341.58,343.09,341.23,332.47
2000-01-10 21:58:52.465000,L7,195.31,206.37,198.23,183.67,190.33,212.20,237.89,233.21,218.70,224.19,227.84,232.37,246.00,249.18,263.68,245.15,258.92,267.12,266.08,266.61,259.10,262.30,260.21,265.30,267.07,267.32,270.63,265.21,260.94,260.69,273.29,243.16,,,185.25,209.23,271.22,255.98,543.66,432.44,198.96,497.10,420.76,447.52,403.13,370.76,382.23,,
2000-02-27 21:58:16.566000,L7,233.27,230.34,216.46,213.32,228.85,257.10,266.46,319.74,265.39,282.66,236.42,247.34,259.16,339.41,506.72,303.92,560.04,463.29,401.66,342.52,353.82,342.26,334.68,279.80,287.07,280.13,281.90,285.33,336.57,336.30,338.93,342.34,349.70,313.29,462.18,312.09,517.94,356.11,363.16,436.90,419.48,369.82,348.16,348.25,349.16,357.78,352.52,344.54,335.81
2000-02-27 21:58:40.521000,L7,225.70,224.31,213.13,206.57,217.72,248.01,260.55,265.25,253.75,264.32,232.21,241.50,254.58,326.99,494.17,473.29,541.61,273.66,275.35,277.36,277.41,275.60,276.22,274.92,278.69,272.98,275.47,277.20,273.63,278.78,273.18,273.49,274.38,272.01,273.17,268.88,274.04,278.21,280.88,287.23,290.15,289.59,284.23,286.39,279.03,283.26,283.08,274.93,272.50
2000-03-14 21:58:11.336000,L7,209.93,213.00,204.92,193.89,196.15,215.13,242.87,226.45,,,,,,238.84,247.37,205.29,,,,219.81,216.76,210.17,224.40,193.92,210.05,210.60,,,,,,,,,,,,,,,268.14,210.41,192.98,,,260.65,247.47,244.50,219.77
2000-03-14 21:58:35.291000,L7,211.51,213.68,205.13,194.22,196.49,215.35,243.26,226.63,219.60,222.18,222.60,199.04,244.12,239.98,231.75,251.64,251.17,263.41,,222.59,218.26,211.78,236.12,204.22,210.94,222.74,235.46,,,,,,,,,,,,,,271.30,217.87,263.21,264.43,257.01,261.05,248.77,247.35,220.81
2000-03-30 21:58:09.573000,L7,225.54,222.95,214.24,204.47,206.98,246.43,253.24,235.99,231.42,235.28,233.90,238.50,250.98,255.07,261.80,269.26,267.93,272.88,271.63,273.84,271.87,272.21,270.88,272.64,274.79,271.12,274.58,274.10,269.72,273.73,269.63,268.83,267.58,270.19,266.09,262.79,266.82,276.71,271.21,281.50,290.10,283.44,278.72,278.29,267.86,276.32,273.61,272.10,266.69
2000-03-30 21:58:33.541000,L7,224.53,220.90,213.51,204.06,205.43,247.96,252.86,234.67,230.69,233.77,233.86,238.15,251.05,253.89,260.89,267.15,267.23,272.36,270.73,273.81,271.39,270.59,269.21,270.48,274.43,271.14,274.08,273.30,269.45,271.95,267.60,268.50,267.22,269.83,265.80,262.68,265.33,274.93,271.30,278.40,289.04,283.70,277.78,278.45,267.35,275.67,273.81,270.56,266.40
2000-08-05 21:57:08.715000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.48,255.48,,,,,
2000-09-06 21:56:22.949000,L7,216.02,215.47,210.10,200.65,204.36,221.34,239.88,229.25,223.12,228.51,227.36,231.93,247.15,249.88,260.85,261.80,256.31,266.24,263.22,363.56,358.02,361.30,258.19,258.71,263.04,353.72,366.58,364.72,366.08,365.37,264.60,261.20,261.09,262.18,258.55,256.51,257.74,265.62,259.31,270.58,277.96,277.99,272.68,276.42,264.22,269.82,267.08,265.92,256.59
2000-12-11 21:56:00.959000,L7,,,,,,,,189.77,230.20,228.91,220.89,242.10,250.57,257.07,260.10,270.76,276.10,268.80,274.18,270.74,264.12,268.85,270.26,269.81,268.33,265.86,260.51,241.41,183.52,262.04,266.94,258.36,268.39,266.74,265.46,261.67,263.36,,,280.54,285.99,245.79,275.90,273.76,263.31,274.62,267.04,271.11,260.44
2000-12-27 21:56:05.061000,L7,,,,,,,197.26,225.06,235.42,227.83,231.39,240.37,249.17,253.93,261.22,268.13,265.67,269.08,272.39,272.27,263.18,259.64,263.14,264.58,265.69,264.67,253.64,233.08,258.96,252.14,250.29,245.57,196.56,,,242.15,256.79,260.29,,,268.47,273.02,273.17,218.79,,,,,
2001-01-12 21:56:06.772000,L7,222.01,219.74,215.17,206.09,212.27,223.39,240.23,237.03,234.71,233.27,235.21,245.41,253.58,262.65,266.53,299.09,307.38,304.21,272.80,277.44,273.65,276.92,270.71,262.13,274.70,268.38,269.92,271.64,274.61,276.75,270.90,491.04,483.84,428.25,424.07,525.28,390.71,254.95,247.17,283.34,287.22,289.58,282.26,280.99,272.29,280.08,280.40,278.94,267.58
2001-01-12 21:56:30.696000,L7,220.17,218.30,214.12,203.66,210.70,220.36,231.92,234.03,232.56,230.53,230.25,241.67,248.80,257.88,262.82,270.79,266.24,271.03,269.10,271.70,267.82,271.06,264.19,245.44,268.76,,253.86,260.87,269.30,269.20,265.77,264.77,263.26,264.57,262.24,256.40,349.81,,209.14,278.85,283.42,283.41,279.28,276.42,265.80,276.77,276.17,275.04,261.47
2001-03-01 21:55:57.624000,L7,,,,,,,,,223.86,216.95,177.35,224.46,238.72,255.95,247.30,257.65,256.97,230.19,256.48,233.36,247.57,225.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-01 21:56:21.596000,L7,233.25,233.97,224.45,210.61,208.75,218.19,243.75,236.34,240.70,236.50,236.67,249.19,258.89,271.17,266.44,274.65,271.80,275.31,278.89,279.35,278.04,274.34,277.78,266.40,276.47,290.44,284.17,290.25,296.51,303.20,350.88,404.72,394.93,336.95,337.49,,,344.57,300.30,337.72,250.55,,,474.41,492.06,,,,437.23
2001-06-05 21:55:16.607000,L7,216.81,212.71,207.38,183.16,196.32,218.77,241.17,232.24,217.33,229.11,224.01,199.20,202.10,212.30,202.05,221.87,234.73,235.58,,219.39,212.46,211.20,214.11,205.52,210.66,209.45,,,,,,,,,,,247.46,260.14,261.28,,,,,,,,,,
2001-06-05 21:55:40.577000,L7,214.97,210.66,206.34,181.99,195.80,218.15,240.72,,,,,196.07,200.35,211.33,199.30,218.55,231.54,227.45,,191.69,211.03,209.75,219.42,204.63,207.99,204.54,,,,,,,,,,,,259.39,258.79,,,,,,,,,,
2001-06-21 21:55:05.323000,L7,213.58,214.74,207.53,184.07,191.85,213.87,236.19,224.58,220.11,228.58,223.29,225.46,204.78,241.19,204.03,211.43,246.57,254.45,252.24,204.96,210.18,214.55,217.66,221.94,213.25,252.89,248.52,,,,,243.80,,,,,246.03,259.51,257.41,267.30,248.26,265.46,266.43,267.38,,261.51,253.51,253.37,217.26
2001-06-21 21:55:29.297000,L7,,,,,,,,,,,,,,,193.19,204.80,229.08,247.76,,,,,,,,,,,,,,,,,,,,,,,,254.63,262.30,260.76,,,,,
