dates,satname,nzd0079-0000,nzd0079-0001,nzd0079-0002,nzd0079-0003,nzd0079-0004,nzd0079-0005,nzd0079-0006,nzd0079-0007,nzd0079-0008,nzd0079-0009,nzd0079-0010,nzd0079-0011,nzd0079-0012,nzd0079-0013,nzd0079-0014,nzd0079-0015,nzd0079-0016,nzd0079-0019,nzd0079-0020,nzd0079-0021,nzd0079-0022,nzd0079-0023,nzd0079-0024,nzd0079-0025,nzd0079-0026,nzd0079-0027,nzd0079-0028,nzd0079-0029,nzd0079-0030,nzd0079-0031,nzd0079-0017,nzd0079-0018
1999-08-17 22:10:50.225000,L7,253.56,285.02,332.35,308.45,316.68,291.00,286.44,189.43,255.72,309.08,288.17,271.53,254.78,298.72,286.65,292.00,223.28,228.95,286.79,270.74,280.34,296.90,348.62,330.91,326.22,352.05,376.14,379.05,389.69,364.13,,
1999-08-26 22:04:44.971000,L7,,,206.37,235.22,236.18,234.03,240.56,250.81,262.33,266.51,265.87,234.45,257.23,295.56,267.39,267.44,227.76,,316.68,280.17,298.21,306.10,323.55,,278.94,332.87,341.00,350.73,370.01,355.07,,
1999-10-04 22:10:38.131000,L7,262.93,282.04,299.73,301.32,302.96,305.82,294.79,300.45,331.16,315.29,302.58,294.79,290.40,299.78,284.69,285.78,235.77,272.52,292.56,273.41,283.30,299.31,342.26,327.33,319.34,339.07,369.78,359.87,380.52,362.04,260.70,257.23
1999-11-14 22:04:42.286000,L7,234.27,250.93,254.77,259.34,267.32,269.91,276.11,290.48,326.29,304.47,308.66,294.51,295.96,315.02,283.72,283.30,297.28,320.32,343.59,303.87,324.60,329.85,338.11,329.88,338.68,350.96,366.25,358.89,365.22,366.61,303.16,293.62
1999-11-21 22:10:24.244000,L7,279.55,308.74,315.55,316.35,319.83,311.97,304.80,313.88,316.36,311.18,310.67,310.93,309.66,327.26,315.01,314.68,316.98,307.53,319.69,293.90,307.19,326.65,357.87,342.36,333.66,352.55,380.64,362.20,392.83,358.22,304.36,306.44
1999-12-07 22:10:53.996000,L7,287.13,310.17,316.16,319.82,317.34,312.94,315.92,311.85,322.11,310.54,311.33,314.09,312.48,329.25,313.35,310.36,315.07,313.44,322.27,310.82,307.65,323.23,354.51,342.86,327.62,352.64,376.11,370.64,401.30,365.33,306.12,298.47
2000-01-17 22:04:35.821000,L7,281.90,277.52,280.04,281.84,292.29,296.64,309.05,320.25,355.37,379.89,364.42,346.93,358.49,351.32,317.18,315.42,338.37,354.37,378.31,339.25,360.73,361.15,365.12,365.55,368.61,381.08,387.87,395.87,405.61,446.72,340.69,329.82
2000-02-09 22:10:19.398000,L7,442.62,298.07,287.83,532.96,472.32,,,389.78,534.38,386.64,365.49,452.12,461.92,366.31,277.10,222.78,,,136.01,,538.67,272.03,241.78,404.29,359.19,361.97,381.09,398.95,405.51,397.34,,
2000-03-28 22:10:07.233000,L7,255.74,302.02,298.32,308.71,312.44,301.65,292.72,298.11,309.64,304.62,301.85,289.69,288.64,306.17,288.34,292.81,279.24,274.81,295.31,278.55,282.37,298.11,343.46,328.13,322.73,346.47,365.51,362.02,372.20,351.91,268.01,267.58
2000-04-29 22:09:53.797000,L7,245.46,291.46,284.48,293.34,302.40,297.33,287.84,295.12,304.47,311.18,300.03,286.24,260.31,294.80,285.31,290.52,240.30,258.29,296.38,280.58,287.97,289.79,341.78,383.31,334.72,350.59,369.15,366.14,393.17,366.38,267.37,245.57
