dates,satname,nzd0316-0000,nzd0316-0001,nzd0316-0002,nzd0316-0003,nzd0316-0004,nzd0316-0006,nzd0316-0007,nzd0316-0008,nzd0316-0009,nzd0316-0010,nzd0316-0011,nzd0316-0012,nzd0316-0014,nzd0316-0015,nzd0316-0016,nzd0316-0017,nzd0316-0018,nzd0316-0019,nzd0316-0020,nzd0316-0021,nzd0316-0022,nzd0316-0023,nzd0316-0024,nzd0316-0025,nzd0316-0026,nzd0316-0028,nzd0316-0029,nzd0316-0030,nzd0316-0031,nzd0316-0032,nzd0316-0033,nzd0316-0034,nzd0316-0035,nzd0316-0036,nzd0316-0037,nzd0316-0038,nzd0316-0039,nzd0316-0041,nzd0316-0042,nzd0316-0043,nzd0316-0044,nzd0316-0045,nzd0316-0046,nzd0316-0005,nzd0316-0013,nzd0316-0027,nzd0316-0040
2001-01-19 22:03:31.103000,L7,279.73,263.14,251.97,250.28,250.99,255.83,257.73,258.81,261.46,241.92,267.61,261.50,265.98,243.01,267.49,271.84,263.14,264.49,259.22,272.91,265.13,270.43,245.01,254.21,252.29,375.04,392.08,401.19,370.30,398.95,419.08,267.92,203.51,263.59,268.03,265.02,258.61,254.92,257.02,246.65,360.41,363.33,372.01,254.33,260.85,249.72,197.99
2001-02-20 22:03:24.667000,L7,390.03,362.73,411.08,356.33,348.30,375.34,377.77,368.78,361.94,363.02,368.37,373.45,369.57,358.83,348.62,358.19,349.32,375.00,399.35,325.74,319.33,315.77,324.80,337.06,435.49,406.96,429.19,435.14,419.93,425.80,436.18,434.49,408.30,426.61,396.11,403.06,420.81,441.76,420.76,384.23,376.85,375.51,389.16,361.36,370.76,414.75,390.23
2001-08-15 22:01:50.547000,L7,268.10,258.56,260.82,247.10,249.83,163.54,246.41,261.21,265.82,215.32,303.95,257.63,257.98,237.70,261.20,269.24,185.73,273.41,238.73,262.01,266.15,254.58,,,,,,,179.08,219.91,261.46,255.66,,254.82,277.22,229.78,,379.19,392.34,,356.45,348.56,296.20,184.94,262.32,,382.34
2001-08-31 22:01:41.241000,L7,267.26,258.51,248.68,242.22,246.53,232.07,254.26,249.49,258.90,248.55,250.17,245.31,249.13,218.21,251.30,224.22,276.97,284.97,307.45,226.86,253.71,253.56,,,,,,,,,,,242.88,250.73,246.90,235.36,238.01,284.79,273.45,226.10,287.10,281.80,298.18,223.23,209.06,,
2001-10-02 22:01:16.521000,L7,363.15,347.91,349.40,364.29,353.83,343.83,350.40,359.26,344.61,335.45,340.13,354.94,348.89,349.83,378.94,361.42,353.12,344.45,364.50,375.54,381.14,364.13,387.25,375.74,392.37,361.19,355.99,350.89,361.80,363.51,382.77,381.96,389.98,400.89,416.13,423.02,400.60,388.82,408.72,410.60,412.27,369.15,342.40,341.90,362.29,365.32,365.21
2001-11-03 22:01:22.838000,L7,258.63,236.55,233.42,219.28,236.51,202.17,232.20,230.49,229.01,225.54,216.72,250.74,,,,,,238.35,239.24,215.28,249.11,243.68,230.83,234.22,213.12,,,,,,,,,254.58,238.75,237.72,230.44,208.80,228.43,210.02,276.01,172.67,,,190.85,183.62,
2002-01-22 22:01:52.791000,L7,,,247.97,237.87,236.08,201.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.20,227.59,219.40,194.93,,,,,475.73,466.93,232.43,,,
2002-02-07 22:01:54.032000,L7,271.91,325.69,339.70,324.13,323.96,257.73,262.21,265.74,262.21,284.45,279.47,263.55,268.30,244.79,270.33,275.32,272.76,268.13,263.01,274.91,270.93,266.97,246.93,263.03,258.20,217.64,257.69,236.53,,265.67,260.24,269.78,267.64,264.51,267.58,267.40,259.41,260.14,256.25,254.95,278.35,270.32,270.58,258.43,262.98,256.41,188.61
2002-03-11 22:01:55.664000,L7,,,,,,,,,214.73,215.75,214.09,246.89,209.80,205.12,233.90,199.57,244.03,227.67,235.06,223.99,206.80,189.16,182.78,218.06,182.70,,,,,,,,,,,,,,,,,,,,196.81,,
2002-05-14 22:01:43.334000,L7,280.61,268.49,262.71,258.26,257.39,287.16,299.47,260.79,260.46,226.79,268.29,253.63,257.54,231.57,270.75,265.03,270.95,273.75,259.58,286.20,261.41,263.00,243.24,257.63,239.39,218.15,200.95,524.81,535.38,532.71,538.59,535.64,544.45,311.41,309.03,261.08,241.88,,,,,,,262.28,252.31,258.40,206.96
2002-10-05 22:00:43.353000,L7,361.58,369.43,314.66,530.76,274.56,270.49,273.04,273.67,272.09,255.50,280.52,280.23,284.20,291.19,282.59,281.95,282.68,286.85,290.73,306.18,307.63,308.94,294.19,299.12,299.56,270.41,284.94,285.63,286.32,277.25,297.38,305.73,309.06,297.70,290.34,294.44,299.27,291.21,269.56,275.73,340.60,284.79,282.95,254.81,286.95,300.39,289.18
2003-01-25 22:01:30.681000,L7,277.20,270.94,260.09,261.58,258.83,262.50,265.26,267.96,270.13,267.29,282.63,265.55,276.53,254.46,276.95,282.05,277.43,270.76,264.66,277.96,268.55,267.99,244.06,265.25,256.83,255.19,262.24,230.88,262.52,267.23,257.20,271.68,248.53,274.18,276.56,276.34,265.72,271.12,271.39,259.75,291.47,276.85,277.68,260.52,266.87,257.98,207.16
2003-04-15 22:01:45.971000,L7,251.09,244.63,218.92,246.52,247.93,,,,,,,,,201.95,237.90,204.09,242.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-13 21:49:56.757000,L5,302.92,296.37,293.92,283.37,287.39,273.85,288.30,281.81,273.53,290.99,279.84,309.50,308.21,309.22,305.06,310.69,297.52,303.69,308.27,313.23,305.47,316.43,322.32,318.94,307.08,328.46,319.92,335.04,337.51,315.05,332.39,317.28,329.94,322.80,348.83,308.79,309.95,285.88,277.23,289.32,288.43,302.75,304.18,299.96,310.26,311.39,303.42
2003-08-29 21:50:14.179000,L5,277.60,259.51,251.08,241.02,248.06,246.26,245.43,252.02,244.86,236.34,247.63,263.84,263.15,267.99,267.39,267.25,272.40,260.71,263.58,271.06,283.83,265.97,256.57,257.40,253.56,250.65,263.59,251.44,260.33,279.05,271.28,271.43,264.12,264.65,265.05,264.98,255.82,241.36,245.85,242.72,262.69,262.94,256.18,238.29,258.66,262.82,258.10
2003-10-16 21:50:55.996000,L5,259.05,245.28,245.17,242.86,245.85,238.80,247.37,248.13,239.39,234.09,246.89,250.08,238.96,230.25,244.14,264.29,263.59,258.11,251.37,268.27,254.08,252.18,230.30,232.78,226.85,213.21,229.81,212.13,234.88,252.99,264.07,259.63,256.51,262.00,253.02,248.13,238.84,237.57,241.19,240.14,283.24,261.66,263.96,236.90,221.57,224.42,234.28
2004-01-04 21:51:46.048000,L5,278.89,252.49,244.19,240.23,236.88,238.60,252.31,264.67,262.54,256.85,267.62,275.96,280.42,274.31,259.52,269.37,265.98,260.95,262.94,271.92,266.98,283.58,278.66,276.62,284.94,275.59,272.53,252.44,252.30,266.12,268.97,272.90,264.94,280.46,284.96,278.42,271.60,264.36,252.73,247.05,260.40,259.92,266.98,238.34,268.82,292.84,269.14
2004-04-09 21:52:31.725000,L5,275.80,265.32,257.98,250.39,254.14,253.12,256.86,257.12,254.84,255.94,261.79,407.99,396.69,277.18,283.14,275.10,276.40,266.68,268.78,279.72,270.69,266.60,258.40,264.58,251.42,254.52,254.82,243.45,258.61,262.91,276.17,275.97,273.95,277.37,275.33,274.73,263.70,268.35,257.13,270.78,267.00,268.02,263.18,244.53,385.50,251.85,256.43
2004-07-14 21:55:18.989000,L5,228.81,213.87,215.05,207.35,214.75,198.34,205.82,214.65,202.33,202.39,210.84,,205.59,200.56,217.47,226.39,235.36,223.71,223.55,226.89,203.07,201.90,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-15 21:56:01.630000,L5,267.11,251.31,235.15,234.90,234.74,225.94,239.13,240.86,240.52,229.21,241.14,257.27,256.61,249.89,257.47,258.84,260.77,252.39,250.35,261.14,245.58,247.65,240.96,244.60,241.41,237.49,238.80,227.69,242.63,257.09,258.82,254.36,254.91,252.61,255.23,251.84,239.33,233.89,241.72,234.72,253.76,256.99,252.71,229.18,241.94,247.25,241.84
2004-10-02 21:57:14.880000,L5,291.63,280.67,274.59,298.91,262.92,265.76,275.42,284.23,284.27,276.67,280.74,292.82,307.74,296.92,294.79,294.30,295.99,292.62,294.00,308.26,304.11,296.77,300.04,291.62,297.14,294.52,292.40,286.90,277.51,303.35,282.75,296.87,289.77,295.63,293.07,308.00,302.37,278.96,278.43,275.90,283.44,275.91,294.10,266.37,311.85,297.44,304.99
2004-10-18 21:57:35.668000,L5,285.72,269.78,264.06,256.22,258.23,275.72,275.94,276.87,275.38,272.30,283.62,295.09,326.86,300.33,304.27,297.40,309.81,283.63,295.19,301.33,300.02,306.37,305.04,292.84,297.90,271.03,270.83,278.01,289.10,280.45,285.10,294.69,291.48,296.09,302.76,303.56,313.16,262.16,283.04,300.23,294.46,288.33,295.92,255.03,304.09,283.36,283.18
2004-12-21 21:58:48.236000,L5,242.48,227.72,224.25,221.93,227.31,201.00,204.44,212.21,211.80,200.11,212.54,224.80,,,,206.33,235.96,231.05,219.18,218.19,210.94,200.47,,,,,,,,,,,,,,,,,,,,,,203.52,,,
2005-01-06 21:59:00.856000,L5,273.65,251.73,257.79,253.13,263.96,264.39,263.93,267.98,262.99,256.43,259.45,264.22,265.87,275.46,269.32,274.00,274.59,276.88,281.27,289.88,284.64,282.89,278.41,279.10,264.77,248.28,259.05,254.82,273.20,273.12,285.00,282.51,289.19,283.84,285.05,287.32,264.73,258.82,262.87,272.01,269.09,266.20,280.04,262.40,263.87,255.01,262.17
2005-02-07 21:59:26.985000,L5,302.26,297.03,291.42,281.82,272.41,271.98,274.82,262.35,253.90,249.03,259.74,275.26,358.72,309.30,307.18,306.89,304.41,304.15,305.10,329.24,305.35,285.43,290.66,264.42,276.90,266.88,307.45,290.35,299.42,311.52,299.24,292.50,300.48,274.67,278.09,276.18,272.85,269.18,276.41,288.17,285.81,293.60,303.92,266.49,280.25,288.93,269.52
2005-02-23 21:59:43.397000,L5,283.19,269.87,249.35,250.77,243.74,237.72,249.66,246.95,251.64,251.79,260.78,270.64,280.53,286.18,275.67,268.33,269.78,265.82,271.86,280.24,269.70,268.80,271.29,263.37,263.53,268.38,259.61,257.69,273.02,268.69,272.44,271.74,268.41,268.63,274.87,277.79,280.48,267.58,265.68,260.47,264.44,263.46,263.38,237.37,262.70,261.10,272.37
2005-03-11 21:59:55.791000,L5,270.42,251.02,250.51,241.47,243.79,234.36,244.80,243.92,238.67,239.37,240.84,255.79,262.76,263.42,268.06,269.62,266.56,260.89,259.16,267.78,255.05,255.45,249.36,250.74,247.33,250.56,250.23,249.58,256.91,265.59,269.12,256.15,265.05,261.35,257.70,257.12,255.18,247.73,250.45,245.93,264.98,260.21,265.34,234.78,241.59,243.13,249.98
2005-04-28 22:00:11.734000,L5,280.58,265.42,263.91,254.63,258.60,266.73,257.96,263.06,251.57,253.87,259.67,274.82,276.41,284.23,284.25,283.88,284.70,274.59,284.74,288.02,271.87,271.66,268.92,266.56,256.71,272.06,265.41,272.94,268.03,280.93,279.09,281.95,281.49,282.00,271.62,278.07,275.47,260.60,266.60,262.47,279.06,280.84,285.18,249.05,281.57,269.33,280.56
2005-06-15 22:00:34.314000,L5,266.61,250.21,245.16,238.46,241.19,232.63,240.10,242.45,244.65,241.59,240.82,264.14,248.74,240.86,252.47,254.04,267.37,249.79,253.06,257.02,248.00,246.45,235.44,236.10,234.96,220.87,233.96,234.17,232.56,248.86,249.87,252.18,249.70,251.40,248.52,245.93,233.99,224.18,234.51,227.05,265.04,263.06,253.56,221.80,231.97,232.56,244.58
2005-09-19 22:01:08.704000,L5,266.08,252.05,244.11,241.71,243.16,230.13,242.32,241.14,239.37,230.33,244.44,256.66,253.06,251.49,261.46,261.03,265.94,259.06,250.44,259.91,251.12,247.39,241.78,244.22,249.25,244.37,249.26,243.76,245.58,260.63,261.19,261.41,253.50,253.29,254.00,255.27,251.75,245.94,241.29,245.57,263.91,258.31,253.44,229.71,240.08,240.92,246.78
2005-10-05 22:01:05.133000,L5,263.20,252.44,245.95,245.59,244.14,236.39,239.40,243.37,242.49,236.20,249.59,253.31,250.34,253.78,265.19,264.25,267.54,261.05,261.33,273.22,256.56,251.14,247.84,250.34,246.27,249.53,255.57,250.81,251.05,265.51,267.50,265.08,263.45,255.61,259.87,256.10,259.07,245.67,243.01,250.37,263.47,261.25,255.54,235.68,240.50,246.99,245.93
2005-11-22 22:01:34.747000,L5,266.90,253.82,247.09,242.69,250.71,227.91,236.89,237.51,238.46,231.29,246.01,248.80,248.60,242.00,253.87,266.95,265.89,259.94,252.41,253.72,242.85,241.22,229.13,233.92,230.68,232.25,245.25,225.45,235.73,259.24,264.56,249.50,249.68,250.43,250.11,245.99,240.24,246.43,252.03,257.36,292.10,268.10,267.00,239.07,228.92,230.50,238.68
2006-02-10 22:03:27.081000,L5,,,,,,210.93,219.86,224.59,221.67,216.01,232.63,234.68,,,,,,,,,,,,,,,,,,235.80,240.29,235.71,231.93,240.95,230.32,234.03,224.89,224.41,221.66,222.88,242.63,240.20,235.89,,178.20,,224.33
2006-02-26 22:03:47.179000,L5,282.42,285.23,282.51,268.49,263.45,271.85,274.66,261.87,252.74,261.11,255.92,268.50,276.21,284.08,288.91,290.54,289.26,284.56,297.57,301.51,289.85,276.77,276.62,272.76,278.93,270.00,274.89,290.61,296.03,290.20,299.94,290.78,294.63,292.75,276.49,284.86,283.28,280.77,275.67,281.33,289.05,283.72,295.38,263.70,273.89,267.71,295.48
2006-05-17 22:05:09.745000,L5,283.22,272.86,274.64,255.08,257.79,252.84,257.35,259.54,256.59,250.21,251.72,269.56,275.52,278.88,272.38,276.86,277.58,270.83,272.51,286.35,280.12,269.17,263.45,276.82,258.06,262.00,253.86,274.17,264.37,265.19,272.69,272.06,268.72,272.67,272.36,273.76,266.38,258.09,255.17,257.36,268.52,276.33,269.59,243.55,265.98,263.13,263.23
2006-08-21 22:06:31.405000,L5,265.61,248.61,244.72,245.48,243.88,231.77,246.26,255.28,247.35,246.78,248.28,259.41,253.69,246.51,249.38,256.95,263.73,251.10,248.60,262.78,251.31,255.79,245.55,248.05,246.75,243.28,241.10,227.61,237.84,250.20,258.46,256.52,259.96,266.18,265.62,265.41,256.38,254.20,240.65,240.13,252.81,259.45,252.57,229.11,242.55,246.51,259.37
2006-09-22 22:06:54.827000,L5,264.82,244.07,239.92,249.92,243.55,240.20,253.39,253.97,252.58,239.24,247.14,257.88,255.15,251.04,256.76,260.59,267.22,259.62,258.11,269.45,260.57,260.60,249.73,241.09,237.14,239.15,242.31,229.31,248.41,263.90,272.52,267.14,262.81,263.35,264.56,255.10,247.81,240.39,244.97,241.71,259.65,262.69,263.63,239.31,243.12,237.36,244.33
2006-10-24 22:07:14.438000,L5,267.36,243.42,244.64,239.82,240.14,238.28,245.17,250.84,245.08,237.94,249.88,257.84,255.63,252.26,254.73,250.83,258.32,245.52,251.52,259.73,248.14,253.94,244.47,253.10,243.82,243.17,248.81,232.95,239.25,257.29,261.44,260.98,255.38,260.04,266.07,259.50,261.80,254.04,249.89,242.39,254.89,255.17,252.71,232.64,247.04,253.11,255.38
2006-12-11 22:07:39.980000,L5,249.86,235.08,233.56,233.51,244.42,243.76,249.68,246.74,246.20,240.76,257.05,232.32,230.68,227.20,243.70,250.22,249.04,245.22,249.21,261.42,255.54,253.42,248.04,246.01,238.77,227.52,226.33,211.64,224.03,251.97,251.09,255.96,268.06,261.59,264.91,261.27,258.47,251.46,239.56,236.42,255.32,240.66,247.28,229.67,215.20,238.69,249.67
2006-12-11 22:08:04.096000,L5,263.26,245.82,242.63,241.52,253.80,246.65,255.10,256.72,255.98,249.91,264.91,257.45,248.51,237.95,253.59,258.97,264.64,254.97,255.98,275.23,263.71,262.80,252.01,255.12,247.12,232.62,235.05,223.91,230.30,254.15,257.99,259.05,272.97,270.44,271.02,269.22,263.58,258.15,249.67,240.55,264.00,256.53,256.68,246.05,229.36,245.74,254.58
2007-09-09 22:06:09.271000,L5,266.83,257.36,248.04,245.80,240.90,234.16,253.84,251.98,252.57,241.92,255.89,271.49,261.90,269.55,265.51,266.60,271.93,259.75,270.49,270.73,269.14,261.80,258.59,256.22,261.51,252.03,248.45,249.32,257.70,261.07,267.60,274.29,266.20,270.90,264.54,268.95,269.67,257.60,246.15,250.99,262.82,263.04,264.38,237.65,256.34,254.35,264.21
2007-10-02 22:12:06.896000,L5,269.72,258.20,247.47,244.06,245.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-29 21:56:36.227000,L5,,449.28,255.85,243.60,248.25,251.22,257.84,255.77,256.54,249.20,262.02,257.66,253.47,256.55,253.09,259.81,262.26,250.94,267.10,274.41,269.81,266.55,255.04,257.59,247.86,238.34,241.20,236.71,240.40,261.08,275.11,276.73,273.97,271.31,274.04,275.37,260.54,243.40,240.89,250.64,261.98,258.51,263.80,248.18,240.04,237.18,241.43
2009-02-02 21:58:34.187000,L5,263.67,251.96,248.79,242.98,249.21,242.04,245.61,251.05,236.94,238.73,243.72,254.83,246.05,241.89,255.55,264.03,268.13,255.70,256.21,264.73,255.61,255.63,238.08,245.96,238.76,230.84,243.79,229.61,238.19,263.84,265.73,263.37,259.92,265.40,255.38,255.34,247.75,243.27,245.20,245.48,268.32,262.53,259.73,235.19,228.66,236.25,245.10
2010-02-05 22:03:53.684000,L5,267.14,258.37,253.52,256.81,253.79,234.44,245.72,241.38,239.88,241.14,252.52,263.63,361.85,428.44,420.85,381.92,375.79,356.59,274.14,273.43,258.03,261.75,263.31,254.23,250.88,244.52,261.10,245.46,283.86,306.23,308.19,268.97,259.34,272.26,305.31,306.54,302.25,281.78,312.67,288.08,277.46,271.40,297.41,238.17,249.41,239.67,303.97
2010-02-21 22:03:56.549000,L5,254.60,243.59,238.06,235.36,239.35,232.90,233.49,232.06,227.19,229.39,234.71,244.30,232.85,235.29,249.32,256.31,256.46,249.93,245.83,263.86,244.92,238.28,225.80,235.61,225.96,212.68,240.97,225.26,228.74,255.34,259.27,258.72,249.23,246.68,245.71,243.95,238.76,233.11,240.05,244.42,264.84,258.56,256.00,229.34,214.37,223.78,233.75
2010-10-03 22:03:04.727000,L5,260.37,254.31,244.49,248.38,245.31,255.65,250.51,245.27,235.36,231.81,246.39,265.25,263.62,265.31,260.16,264.44,256.10,261.66,278.62,278.61,263.26,252.55,254.15,256.87,253.15,253.77,258.52,267.21,267.83,274.54,284.56,279.67,276.21,263.99,279.36,266.76,270.70,252.76,275.20,279.18,273.55,276.40,272.35,255.50,255.02,251.33,262.54
2010-11-04 22:02:50.090000,L5,272.21,258.80,257.78,250.14,243.62,243.67,248.95,246.93,242.15,238.27,250.38,260.98,267.77,268.34,267.78,267.22,268.64,255.02,256.48,266.21,255.82,250.34,249.19,246.05,250.65,249.60,250.85,245.47,249.78,259.06,260.52,258.85,261.14,258.21,257.05,262.54,263.02,248.93,252.22,248.43,269.40,264.98,258.90,240.05,261.30,246.19,257.77
2011-01-07 22:02:56.182000,L5,314.38,299.93,283.35,293.13,285.95,299.68,300.94,293.46,289.75,285.82,291.76,303.50,300.27,307.22,303.97,308.64,313.62,314.52,321.78,321.19,314.51,317.09,306.76,306.73,293.78,311.51,295.89,321.81,327.41,304.87,320.49,320.98,305.07,310.14,317.54,314.35,313.64,301.26,290.85,299.89,294.31,299.97,313.60,312.98,301.24,295.21,302.03
2011-01-23 22:02:56.734000,L5,307.64,288.46,290.61,277.16,269.51,277.21,282.83,286.39,273.90,268.16,275.74,279.39,296.33,297.15,292.53,294.71,291.91,286.91,293.49,302.69,296.49,295.59,296.59,294.83,283.69,282.24,290.13,292.99,297.27,296.74,306.48,292.79,303.71,298.07,297.24,301.94,300.45,279.06,280.51,279.51,283.89,285.47,291.58,267.53,291.52,285.64,298.46
2011-03-12 22:02:55.330000,L5,260.67,246.17,238.63,237.53,242.23,232.35,237.84,242.73,237.61,236.85,241.06,250.87,239.06,231.16,247.24,251.49,256.26,244.96,246.11,258.12,245.91,245.83,236.00,237.93,229.81,223.97,235.63,221.23,223.77,252.82,257.06,252.30,249.78,251.98,251.60,247.73,241.45,238.52,236.63,236.66,262.98,256.90,252.05,225.02,217.43,225.22,235.74
2011-03-28 22:02:50.009000,L5,285.05,267.75,255.18,250.63,252.38,254.44,256.14,256.85,255.68,250.24,259.38,272.36,277.10,284.83,277.31,269.94,280.33,269.65,274.13,288.31,277.37,279.84,273.01,277.22,271.00,258.93,267.83,259.51,267.53,280.02,281.44,281.58,279.25,275.66,282.70,284.65,292.74,269.74,262.64,260.25,270.69,274.19,272.25,246.67,264.54,269.90,276.09
2013-06-05 22:15:03.120000,L8,268.82,253.03,248.27,244.74,245.93,175.84,241.16,244.55,226.52,216.80,235.41,,236.39,228.36,232.27,249.60,261.72,249.15,246.18,257.36,245.18,245.80,221.97,227.71,180.84,,,,,,,,,255.24,245.04,221.33,207.54,,,,,,,242.36,,,227.69
2013-06-21 22:14:55.177000,L8,278.24,267.16,271.82,266.18,264.48,263.08,275.30,276.02,269.51,256.16,270.26,273.90,274.76,265.70,290.43,288.64,286.43,281.23,290.44,299.16,294.89,303.81,313.66,369.76,421.62,287.53,534.61,509.51,497.98,482.70,516.52,493.58,442.89,414.18,393.04,460.67,433.28,278.76,277.32,274.96,281.35,290.06,291.34,264.65,269.08,292.72,301.17
2013-07-23 22:14:58.777000,L8,,,201.55,200.61,243.12,172.66,239.05,243.23,229.49,213.92,224.01,242.07,240.72,228.24,232.12,259.93,269.49,242.38,250.67,239.55,195.34,168.87,,,,,,,,,,,,,,,,,,,,,,,198.42,,
2013-09-25 22:14:53.099000,L8,283.58,272.72,265.93,263.32,262.45,261.37,266.69,265.98,266.80,257.60,268.49,272.03,272.43,273.27,283.04,282.17,282.76,276.50,273.90,286.40,277.90,273.31,259.24,267.88,264.23,263.95,260.91,259.34,268.06,275.13,278.34,280.06,274.30,275.22,277.50,276.60,272.26,261.95,269.79,264.05,282.02,276.46,277.13,261.10,265.28,263.81,270.75
2013-10-27 22:14:43.714000,L8,285.65,272.10,273.44,266.70,264.17,261.84,268.65,267.15,267.97,259.22,273.80,273.57,268.20,255.03,282.63,283.93,284.25,278.51,273.11,283.89,275.17,272.50,262.84,269.31,264.37,264.43,263.69,252.70,256.34,276.87,279.76,319.62,341.48,280.36,279.36,276.65,269.55,265.06,267.32,264.56,282.95,275.94,277.88,262.48,262.48,261.12,265.02
2013-11-19 22:20:49.563000,L8,290.30,281.67,290.96,275.49,270.92,274.85,276.47,275.09,273.75,277.15,288.58,282.34,283.17,282.57,294.61,303.53,291.11,285.82,278.95,296.07,290.78,288.02,293.94,288.83,291.34,277.84,273.25,279.04,283.05,291.50,287.10,286.58,287.24,287.02,286.93,286.60,283.52,278.33,285.07,,,,,286.15,283.31,300.65,281.74
2013-11-28 22:14:37.848000,L8,296.82,292.83,316.25,303.31,293.53,312.62,285.17,274.83,270.56,269.26,278.24,280.79,285.56,285.88,287.40,286.51,288.50,281.85,286.52,294.01,285.03,283.19,282.55,285.86,281.57,282.86,282.15,286.64,291.33,287.44,288.44,291.45,296.02,294.57,292.33,297.49,314.70,275.37,282.39,274.06,286.22,284.71,287.28,306.23,279.36,279.52,289.18
