dates,satname,nzd0253-0000,nzd0253-0001,nzd0253-0002,nzd0253-0003,nzd0253-0004,nzd0253-0005,nzd0253-0006,nzd0253-0007,nzd0253-0009,nzd0253-0010,nzd0253-0011,nzd0253-0012,nzd0253-0013,nzd0253-0014,nzd0253-0015,nzd0253-0016,nzd0253-0017,nzd0253-0018,nzd0253-0019,nzd0253-0020,nzd0253-0008
1999-08-05 21:46:59.046000,L7,342.82,292.54,333.98,367.28,335.69,302.98,325.42,291.04,258.06,305.55,297.34,299.23,307.71,320.82,265.59,331.89,290.31,304.22,312.82,307.30,
1999-08-21 21:46:33.053000,L7,435.32,319.89,320.07,317.04,340.55,316.18,323.52,300.21,400.98,413.71,419.24,299.35,306.61,320.41,320.45,324.97,309.14,310.03,308.23,307.26,266.82
1999-09-22 21:46:36.849000,L7,456.37,408.47,431.38,434.67,345.48,423.59,413.16,402.74,291.97,307.79,302.55,303.62,437.22,428.10,429.04,413.46,395.98,416.05,347.78,387.34,371.61
1999-10-24 21:46:32.266000,L7,390.17,421.86,235.63,287.84,249.18,300.66,243.79,290.47,271.25,286.80,272.96,294.78,296.71,317.01,312.22,314.75,305.50,308.17,301.55,300.23,260.85
2000-02-13 21:46:48.016000,L7,307.33,295.36,284.04,287.38,289.05,291.81,286.41,258.44,269.78,287.57,295.47,277.17,307.91,277.45,171.55,270.57,298.61,185.05,306.71,322.37,252.12
2000-04-01 21:46:10.627000,L7,330.16,301.66,311.53,304.21,311.25,310.10,314.90,169.04,275.43,301.40,291.48,294.26,298.16,192.28,185.26,194.92,252.08,287.36,294.68,309.04,247.10
2000-05-03 21:45:55.224000,L7,318.94,302.90,338.07,530.99,504.95,398.85,343.57,334.26,319.51,322.21,325.18,323.48,335.37,343.03,336.98,351.35,334.16,334.55,325.07,329.59,312.77
2000-05-03 21:46:19.161000,L7,318.41,309.02,339.47,533.25,,458.05,390.31,330.62,316.03,315.82,319.31,315.61,325.97,336.20,330.46,343.50,331.90,327.35,321.67,322.66,311.24
2000-05-19 21:45:43.918000,L7,466.18,411.12,406.09,393.88,412.03,426.04,467.43,448.47,436.98,468.93,437.76,414.16,407.47,476.38,448.67,455.83,456.47,408.48,406.01,399.19,425.32
2000-05-19 21:46:07.873000,L7,466.51,411.36,406.45,393.61,412.47,426.64,467.65,458.99,433.54,469.01,437.87,414.25,404.95,476.70,449.04,456.18,455.97,409.38,406.79,395.83,426.07
2000-08-07 21:44:45.034000,L7,342.18,322.01,333.53,304.90,332.59,309.19,314.16,301.71,301.32,316.08,317.26,314.27,311.03,310.74,237.39,,407.04,368.67,403.49,370.99,232.29
2000-08-07 21:45:08.975000,L7,341.73,330.59,336.94,281.79,335.07,306.16,314.44,466.29,330.77,317.17,316.87,313.63,311.62,321.59,313.92,339.82,301.88,299.10,398.94,371.19,453.21
2000-10-26 21:44:22.850000,L7,425.71,417.77,399.07,305.91,391.01,396.77,400.78,191.97,208.57,422.38,429.59,396.13,290.45,297.38,307.72,325.64,296.55,297.57,296.70,310.69,180.28
2000-11-27 21:44:26.720000,L7,322.28,304.36,300.22,302.86,296.71,299.08,301.13,292.74,285.20,295.42,291.83,294.34,297.76,312.94,309.99,320.76,296.18,301.70,295.33,303.63,292.65
2000-12-13 21:44:28.287000,L7,318.53,269.01,312.29,304.25,308.30,308.76,305.81,282.21,285.19,280.69,289.44,296.28,288.98,317.63,311.66,316.11,299.00,296.01,299.23,212.23,281.12
2001-04-04 21:43:43.008000,L7,341.80,317.71,315.23,303.50,308.34,302.76,303.80,299.69,283.61,297.42,293.41,296.90,298.65,198.48,232.34,410.96,257.81,293.49,286.29,305.71,265.51
2001-04-04 21:44:06.948000,L7,334.64,472.89,409.16,388.72,400.75,413.15,302.78,295.67,282.05,296.13,292.68,295.62,297.24,417.01,439.15,408.95,255.10,291.78,285.02,304.13,262.68
2001-04-20 21:43:46.702000,L7,338.68,317.99,317.27,313.13,307.28,313.89,311.25,307.43,290.24,305.03,303.06,302.11,,,,,,,304.26,309.38,245.55
2001-04-20 21:44:10.657000,L7,341.06,324.25,318.45,315.21,309.71,315.26,313.44,308.74,292.07,306.06,304.05,304.81,301.34,201.89,421.46,403.91,389.33,396.34,305.50,312.75,296.48
2001-05-22 21:43:30.869000,L7,402.97,360.92,396.56,342.50,403.12,404.40,378.30,342.74,321.77,341.66,326.23,325.18,326.31,347.23,332.55,341.06,339.85,331.10,330.55,322.28,335.19
2001-05-22 21:43:54.652000,L7,402.81,362.36,397.79,350.08,405.24,359.85,381.01,371.05,323.09,347.11,329.33,327.06,323.79,349.45,333.01,341.65,344.30,330.75,333.41,322.53,357.39
2001-07-25 21:42:54.824000,L7,368.27,343.90,355.47,328.09,353.43,340.40,340.07,308.41,309.34,314.78,311.66,311.50,313.01,332.48,287.39,334.63,335.56,329.64,317.49,308.02,312.80
2001-07-25 21:43:18.753000,L7,365.76,343.54,354.01,326.31,352.11,339.98,333.84,308.45,305.81,309.94,310.56,308.57,310.87,325.00,320.28,331.88,332.99,327.56,314.74,305.53,312.72
2001-08-10 21:42:36.562000,L7,360.26,341.59,344.06,342.09,338.27,332.93,318.89,302.21,295.06,315.53,312.25,312.12,351.53,324.01,243.50,,247.87,284.59,306.89,320.31,265.17
2001-08-10 21:43:00.495000,L7,355.52,310.58,326.83,340.39,335.90,319.89,315.95,297.58,291.81,308.98,309.14,307.83,301.93,218.98,239.03,,,281.24,305.07,303.16,227.12
2001-08-26 21:42:25.671000,L7,403.28,373.13,364.88,306.50,301.55,302.00,305.27,299.47,285.28,305.85,300.89,284.71,264.76,197.12,233.34,,211.77,302.81,273.55,309.03,235.40
2001-09-11 21:42:14.303000,L7,333.53,308.96,317.30,313.48,302.44,308.95,311.96,295.87,271.03,304.19,245.16,432.98,421.50,492.72,508.19,,,,310.08,313.12,267.32
2001-09-11 21:42:38.257000,L7,334.46,310.71,317.71,315.04,304.61,306.14,312.95,295.43,271.79,289.78,245.23,430.09,421.30,485.98,504.30,,,,308.40,308.78,297.50
2001-09-27 21:42:05.338000,L7,324.59,317.04,312.03,307.57,307.65,305.61,307.47,298.18,294.37,300.06,299.02,298.36,295.92,320.73,312.39,322.55,302.33,301.81,305.51,312.67,298.08
2001-09-27 21:42:29.269000,L7,322.69,315.69,312.59,306.39,306.71,304.39,307.03,296.70,290.91,300.56,299.30,297.31,292.72,320.32,311.45,321.97,276.87,300.39,304.17,308.42,296.22
2001-10-13 21:41:51.963000,L7,325.54,314.86,312.75,262.29,271.25,271.90,,,270.36,294.57,267.87,263.33,281.69,213.80,239.29,197.58,252.89,284.47,297.31,303.15,
2001-10-13 21:42:15.922000,L7,388.50,317.53,240.64,304.37,275.93,160.62,298.39,241.17,271.98,295.59,270.91,267.56,286.44,217.53,241.80,431.64,390.16,431.17,411.87,307.57,
2001-10-29 21:41:57.341000,L7,418.07,398.99,415.07,308.38,302.15,301.29,308.17,306.29,290.55,302.12,292.04,296.11,286.99,271.90,301.96,321.26,285.07,294.36,304.77,308.83,297.97
2001-10-29 21:42:21.289000,L7,417.96,398.97,415.95,308.49,303.86,302.34,311.30,306.37,290.54,301.94,292.97,296.46,288.84,312.14,302.38,322.43,284.98,295.34,304.84,309.93,297.97
2002-01-17 21:42:52.816000,L7,373.48,308.80,310.43,303.30,300.06,306.89,303.66,298.60,283.38,296.33,293.22,295.82,291.93,189.39,234.38,196.08,245.88,293.73,299.70,302.74,290.17
2002-02-02 21:42:30.783000,L7,,,,,,,,271.75,275.73,284.83,281.94,285.16,298.03,276.97,256.47,300.87,289.99,281.79,287.00,282.08,253.86
2002-02-02 21:42:54.721000,L7,,,,,,,,261.92,280.20,289.66,284.92,289.19,302.75,281.25,298.26,305.41,294.37,294.73,293.02,290.15,265.40
2002-02-18 21:42:30.251000,L7,325.58,315.01,430.20,299.02,300.72,305.24,303.11,295.86,283.68,296.83,295.75,297.18,291.06,196.04,211.45,203.09,247.20,284.84,299.59,299.97,293.29
2002-02-18 21:42:54.191000,L7,326.01,315.36,429.18,299.81,303.74,305.28,303.81,296.32,283.56,297.35,295.72,296.67,291.05,196.72,229.74,205.89,247.32,283.82,299.50,299.90,293.35
2002-03-22 21:42:28.269000,L7,536.23,,,472.63,450.90,376.25,315.04,303.45,183.50,275.21,,234.83,254.73,328.03,300.73,319.99,300.93,317.31,340.41,314.20,256.11
2002-03-22 21:42:52.399000,L7,532.74,,,474.54,418.38,320.38,315.75,304.06,245.80,277.78,293.41,312.77,250.77,326.27,320.95,320.17,300.71,317.06,351.08,314.18,
2002-04-07 21:42:28.931000,L7,402.99,393.40,390.76,311.51,315.96,318.93,318.30,312.36,310.73,312.60,313.85,315.23,322.89,344.45,336.84,338.20,332.55,323.72,312.23,309.96,313.22
2002-04-07 21:42:52.870000,L7,402.18,393.83,391.96,310.06,314.34,317.90,317.57,311.30,310.04,312.09,313.31,314.74,322.64,342.52,334.35,336.60,331.07,321.88,311.67,308.60,311.96
2002-08-29 21:41:39.340000,L7,403.42,366.84,367.74,356.68,529.68,393.35,390.00,389.18,382.67,359.01,330.96,346.39,328.55,437.78,,,,440.53,482.83,409.58,436.10
2002-09-14 21:41:31.043000,L7,433.33,415.48,396.39,402.88,412.68,398.65,423.16,450.80,421.76,422.30,419.87,433.07,426.02,426.07,422.10,401.74,410.15,383.08,381.11,374.18,477.72
2002-09-14 21:41:55.072000,L7,433.63,415.94,398.51,403.70,414.68,399.60,424.34,450.93,421.81,422.47,417.43,433.07,424.92,426.29,422.80,402.07,410.22,383.27,383.15,372.99,480.34
2002-11-01 21:41:30.201000,L7,,492.75,440.09,424.23,399.24,394.19,417.50,408.82,420.93,425.46,422.44,419.94,447.40,425.57,423.48,422.62,392.79,403.98,417.99,477.29,422.82
2002-11-01 21:41:54.382000,L7,,496.02,443.36,420.36,407.47,395.32,417.55,414.27,425.41,429.40,424.47,422.25,448.35,427.19,426.31,422.72,394.95,404.85,429.55,480.70,424.99
2003-01-20 21:42:09.421000,L7,409.58,394.05,405.39,399.15,436.42,413.29,425.73,464.06,436.71,432.35,452.85,431.59,418.48,430.38,409.45,406.39,395.88,375.96,364.02,357.77,429.79
