dates,satname,nzd0416-0000,nzd0416-0001,nzd0416-0002,nzd0416-0003,nzd0416-0004,nzd0416-0005,nzd0416-0006,nzd0416-0007,nzd0416-0008
1999-08-26 22:06:44.761000,L7,,159.61,213.55,211.92,226.01,288.74,286.64,238.87,280.39
1999-09-04 22:00:33.926000,L7,,185.17,239.78,243.95,243.61,275.12,276.79,273.81,256.12
1999-09-27 22:06:48.795000,L7,321.58,353.89,363.26,363.97,360.14,357.99,359.12,358.96,358.53
1999-10-22 22:00:28.631000,L7,388.47,380.83,386.73,379.96,376.35,362.33,359.77,367.38,362.57
1999-11-30 22:06:35.082000,L7,,,,,,274.96,287.51,267.31,258.02
1999-12-09 22:00:33.510000,L7,,,,,,235.54,272.39,260.52,247.89
1999-12-16 22:06:45.781000,L7,,306.76,282.69,283.26,301.12,312.68,304.28,327.07,314.27
2000-01-26 22:00:26.187000,L7,281.68,304.94,317.78,329.19,334.85,323.40,332.74,331.45,328.32
2000-02-11 22:00:21.827000,L7,296.30,308.37,310.81,313.89,312.28,317.04,325.15,333.17,326.67
2000-02-27 22:00:16.353000,L7,267.16,260.37,268.64,213.48,261.16,299.76,299.61,304.90,269.09
2000-03-30 22:00:09.363000,L7,271.91,235.26,261.64,241.37,272.93,296.84,300.33,291.01,288.14
2000-04-15 21:59:55.745000,L7,253.30,190.00,264.96,244.47,270.87,291.28,292.53,287.17,282.89
2000-05-01 21:59:54.563000,L7,277.66,234.76,254.79,252.07,247.18,289.86,292.15,286.70,281.46
2000-05-08 22:05:56.985000,L7,214.42,163.14,226.49,231.00,254.80,286.23,290.48,284.81,270.28
2000-05-24 22:05:46.512000,L7,253.68,196.96,236.81,237.91,235.67,273.94,285.57,272.48,257.16
2000-06-18 21:59:27.736000,L7,188.02,185.30,245.85,229.09,241.39,270.07,289.24,285.23,268.20
2000-07-11 22:05:17.570000,L7,,,,218.56,216.77,281.03,279.37,272.75,252.38
2000-07-27 22:05:00.333000,L7,245.37,150.87,166.57,228.27,238.47,273.92,282.03,278.23,257.15
2000-08-05 21:58:44.520000,L7,272.37,234.50,243.06,243.48,247.04,287.28,283.70,284.42,274.39
2000-08-12 22:04:53.965000,L7,278.45,232.73,265.57,246.24,266.01,288.55,290.41,283.79,280.66
2000-09-06 21:58:22.821000,L7,265.13,233.61,274.38,283.93,289.07,312.37,299.25,296.25,288.69
2000-10-08 21:58:00.300000,L7,308.46,295.18,286.94,282.78,284.94,304.73,313.41,316.48,290.25
2000-11-09 21:57:57.236000,L7,333.31,342.58,341.77,347.26,349.63,349.55,353.24,359.74,362.23
2000-11-25 21:57:58.896000,L7,396.98,391.18,396.02,392.08,388.94,383.32,379.07,389.67,391.34
2001-06-05 21:57:16.389000,L7,286.53,260.18,248.09,249.28,251.65,286.14,285.16,274.99,257.70
2001-07-07 21:57:00.006000,L7,278.90,244.83,241.79,255.86,241.25,288.77,281.11,280.41,262.29
2001-07-14 22:03:09.614000,L7,265.33,235.12,248.35,243.30,227.26,278.61,278.14,283.10,256.31
2001-09-25 21:56:04.528000,L7,309.36,263.79,268.97,276.53,282.97,298.93,295.66,295.45,287.32
2001-10-02 22:02:04.420000,L7,311.53,322.05,332.30,351.78,349.86,342.99,342.03,354.76,343.67
