dates,satname,nzd0265-0000,nzd0265-0001,nzd0265-0002,nzd0265-0003,nzd0265-0004,nzd0265-0005,nzd0265-0006,nzd0265-0007,nzd0265-0008,nzd0265-0009,nzd0265-0010,nzd0265-0011,nzd0265-0012,nzd0265-0013,nzd0265-0014,nzd0265-0015,nzd0265-0016,nzd0265-0017,nzd0265-0018,nzd0265-0019,nzd0265-0020,nzd0265-0021,nzd0265-0022,nzd0265-0023,nzd0265-0024,nzd0265-0025,nzd0265-0026,nzd0265-0027,nzd0265-0028,nzd0265-0029,nzd0265-0030,nzd0265-0031,nzd0265-0032,nzd0265-0033
1999-08-05 21:46:59.046000,L7,,,,,,,,,,,,,,,,,,176.21,236.84,230.71,233.33,237.70,235.52,230.33,223.73,244.93,226.77,207.05,256.67,,,,,
1999-08-21 21:46:56.985000,L7,397.23,420.81,381.25,355.32,415.38,411.06,394.81,224.21,214.83,345.37,346.16,332.07,298.65,297.03,287.45,308.48,308.06,330.27,308.09,304.98,288.13,301.79,315.93,298.37,310.44,316.59,326.06,346.01,382.93,417.16,397.62,384.02,396.28,407.09
1999-09-22 21:47:00.785000,L7,,,,,,,,,,157.68,215.79,209.70,213.46,213.66,209.72,222.30,245.79,251.99,252.72,250.75,242.93,241.93,238.91,227.08,223.59,264.43,240.00,249.06,276.10,308.05,302.99,251.00,222.91,213.57
1999-10-24 21:46:56.203000,L7,394.27,382.32,351.03,368.66,342.83,364.31,428.87,300.98,275.52,266.83,272.75,257.34,272.72,261.77,265.80,281.97,321.30,343.95,343.98,326.38,303.84,307.40,319.21,319.97,338.85,323.90,339.27,378.25,403.64,414.23,418.98,408.25,413.44,430.19
2000-02-13 21:46:48.016000,L7,275.77,257.15,249.02,254.65,269.74,282.44,360.88,341.32,347.58,251.69,320.22,234.50,243.67,258.16,224.93,175.49,194.09,356.24,377.88,372.84,376.77,393.99,388.39,382.40,406.34,411.78,431.34,437.45,459.54,477.83,477.49,483.97,474.33,264.55
2000-04-01 21:46:34.573000,L7,233.42,219.98,355.92,396.99,379.04,381.54,375.14,369.06,359.20,228.58,259.89,382.56,385.49,399.25,378.60,346.80,299.61,300.89,280.57,284.93,288.50,462.40,451.40,445.15,463.11,449.95,471.88,519.00,512.70,534.07,534.97,510.83,533.69,410.58
2000-05-19 21:46:07.873000,L7,306.80,288.24,262.89,220.22,258.05,246.20,250.62,264.44,341.88,321.52,248.70,236.07,231.64,236.62,212.06,257.87,316.05,295.14,282.51,281.41,285.42,279.89,283.08,279.66,298.38,313.46,331.84,358.31,372.11,391.43,373.54,384.79,394.05,405.21
2000-08-07 21:45:08.975000,L7,240.99,216.72,190.56,199.10,196.52,171.54,188.47,194.58,214.39,212.46,234.71,238.31,234.18,229.08,212.96,256.15,271.19,407.64,395.61,403.64,414.01,407.64,411.35,398.98,436.02,477.98,459.93,276.59,339.60,368.25,355.93,364.96,376.81,380.16
2000-10-26 21:44:22.850000,L7,419.40,416.19,381.23,418.57,398.55,408.43,218.38,225.07,316.07,397.92,440.33,419.32,394.94,422.62,399.29,454.09,281.96,287.96,429.58,448.54,435.45,426.45,403.49,289.13,292.66,471.06,453.03,465.52,502.87,528.98,508.38,390.53,400.75,402.44
2000-12-13 21:44:28.287000,L7,271.52,411.35,367.75,482.57,487.34,375.93,220.80,237.48,,210.12,236.68,254.85,276.94,284.72,293.04,314.98,354.01,353.54,373.80,380.24,378.79,384.37,393.88,420.12,349.38,422.74,486.01,519.66,517.99,532.11,520.25,495.69,514.90,523.13
