dates,satname,nzd0338-0000,nzd0338-0001,nzd0338-0002,nzd0338-0003,nzd0338-0004,nzd0338-0005
1999-09-29 21:54:04.102000,L7,320.97,335.59,341.66,347.33,352.73,341.62
1999-12-09 21:59:45.569000,L7,323.69,327.88,335.35,327.53,341.69,319.40
1999-12-09 22:00:09.551000,L7,323.67,315.74,329.45,312.70,329.43,304.00
1999-12-25 21:59:40.109000,L7,245.73,266.82,293.09,249.03,255.31,267.02
1999-12-25 22:00:04.067000,L7,281.37,267.92,300.68,258.27,,
2000-01-19 21:53:49.771000,L7,318.44,301.67,266.38,,260.40,314.83
2000-02-27 21:59:28.435000,L7,319.01,304.50,312.00,328.59,329.33,320.16
2000-02-27 21:59:52.393000,L7,328.96,337.52,338.15,337.88,340.77,264.39
2000-03-14 21:59:47.162000,L7,360.83,327.22,353.13,351.11,342.84,350.55
2000-03-30 21:59:45.397000,L7,,,,,206.67,252.47
2000-05-01 21:59:06.644000,L7,,294.44,303.52,299.11,222.52,213.81
2000-05-01 21:59:30.586000,L7,253.80,298.82,313.61,264.78,202.77,209.95
2000-05-17 21:58:55.442000,L7,,292.28,267.17,178.73,,
2000-05-17 21:59:19.400000,L7,262.66,323.65,336.17,322.04,340.66,209.17
2000-05-26 21:53:00.524000,L7,227.28,293.30,287.30,179.26,,
2000-06-18 21:59:03.789000,L7,242.76,272.27,310.03,253.64,211.28,192.29
2000-07-13 21:52:31.712000,L7,,,282.22,215.35,,
2000-08-05 21:57:56.710000,L7,211.35,294.54,293.87,255.80,,
2000-08-05 21:58:20.584000,L7,300.54,310.73,306.43,333.59,297.90,218.15
2000-08-14 21:52:08.182000,L7,224.54,293.29,296.32,242.63,,
2000-11-25 21:57:10.965000,L7,317.27,295.52,262.26,,197.05,316.76
2000-11-25 21:57:34.931000,L7,,,,,,310.09
2000-12-04 21:51:22.024000,L7,335.24,338.52,327.45,343.31,345.91,353.45
2000-12-11 21:57:36.803000,L7,236.38,293.44,220.96,262.64,231.17,265.44
2001-01-05 21:51:28.457000,L7,316.55,297.30,243.72,227.56,238.75,311.90
2001-01-21 21:51:34.318000,L7,227.15,231.60,,,,
2001-02-06 21:51:26.449000,L7,315.24,293.48,232.31,,211.72,295.07
2001-03-17 21:57:04.487000,L7,263.58,289.10,247.55,173.29,,
2001-04-02 21:56:54.678000,L7,237.54,224.90,257.89,209.61,293.43,240.35
2001-04-02 21:57:18.479000,L7,267.27,254.93,,,,
2001-05-13 21:50:57.045000,L7,220.65,218.07,268.26,255.04,,
2001-05-20 21:56:40.935000,L7,,,266.08,260.53,,
2001-05-20 21:57:04.892000,L7,,168.04,316.96,263.85,,
2001-05-29 21:50:49.329000,L7,218.80,237.53,283.14,258.14,227.61,198.87
2001-07-07 21:56:12.103000,L7,231.97,300.22,322.50,323.15,328.83,213.33
2001-07-07 21:56:36.067000,L7,,275.17,261.76,315.29,317.57,
2001-09-18 21:49:29.215000,L7,320.55,311.37,327.12,329.41,348.77,322.56
2001-10-04 21:49:17.977000,L7,267.98,294.64,298.76,251.21,244.94,308.62
2001-12-30 21:55:25.157000,L7,324.29,325.84,315.97,330.09,345.80,317.73
2001-12-30 21:55:49.115000,L7,337.16,341.19,341.21,335.96,342.10,310.73
2002-02-16 21:55:42.088000,L7,315.27,299.47,293.57,264.19,234.38,298.77
2002-02-16 21:56:06.046000,L7,347.93,348.58,353.61,349.24,352.95,345.99
2002-05-07 21:55:39.775000,L7,,225.76,290.52,240.02,224.25,206.81
2002-05-07 21:56:03.729000,L7,255.76,309.87,321.84,312.71,209.79,203.77
2002-08-20 21:49:10.402000,L7,,291.82,269.07,262.05,207.21,
2002-09-12 21:54:43.623000,L7,318.48,306.86,333.97,311.27,334.34,242.64
2002-09-12 21:55:07.575000,L7,278.92,303.00,273.52,299.81,320.17,229.86
2002-10-14 21:54:31.916000,L7,312.90,293.44,277.31,,,247.80
2002-10-23 21:48:51.087000,L7,317.84,302.30,294.38,320.93,327.45,320.52
2002-10-30 21:54:37.512000,L7,324.67,328.32,344.56,339.89,343.85,322.07
2002-10-30 21:55:01.471000,L7,330.78,342.53,347.36,345.26,339.64,316.50
2002-12-01 21:55:04.846000,L7,319.56,309.81,290.94,284.69,264.72,317.90
2002-12-26 21:49:23.939000,L7,344.78,336.74,344.33,346.90,353.51,349.21
2003-01-02 21:55:10.157000,L7,316.23,297.32,281.17,229.19,312.21,303.28
2003-01-02 21:55:34.113000,L7,293.58,289.33,210.93,249.42,222.35,264.92
2003-01-27 21:49:33.029000,L7,315.84,294.56,254.33,,314.21,322.39
2003-02-12 21:49:43.898000,L7,315.32,293.32,,,222.81,298.76
2003-03-07 21:55:34.413000,L7,227.31,238.27,229.43,225.44,223.04,225.87
2003-03-07 21:55:58.558000,L7,283.58,293.62,226.66,259.03,190.79,255.52
2003-03-23 21:55:28.617000,L7,322.49,301.02,289.43,285.76,328.89,314.07
2003-03-23 21:55:52.571000,L7,280.78,295.30,,,,
2003-04-08 21:55:35.486000,L7,295.89,303.34,309.10,286.69,239.99,242.14
2003-04-08 21:55:59.443000,L7,266.86,220.38,232.50,,,
2003-07-21 21:43:21.660000,L5,239.54,282.07,317.47,216.18,216.13,217.84
2003-10-18 21:39:00.182000,L5,323.20,327.18,337.84,347.64,363.90,347.48
2003-12-21 21:39:43.071000,L5,259.96,266.01,274.56,191.16,236.49,268.67
2004-02-23 21:40:02.028000,L5,273.39,297.08,306.02,213.09,323.09,263.99
